 program J1J2_6          
 spatial system size               40
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        0.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            LOCAL
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                        1
 PT swap every                      0
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                           1
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.400000E+01 0.628499E+00 0.395125E+00 0.156304E+00 0.394991E+00 0.998847E+00 0.182614E+01 0.998847E+00 0.104505E-05 0.110759E-04 0.165744E-02 0.653855E-02 0.673586E-04 0.137727E-07 -.117699E-01 0.691987E-03 0.628445E+00 0.395058E+00 0.156251E+00 0.666282E+00 0.348682E-06 0.410912E-02 0.156329E-05 0.432913E-03 0.339649E-06
 0.404000E+01 0.588982E+00 0.347062E+00 0.120676E+00 0.346878E+00 0.998137E+00 0.257038E+01 0.998137E+00 0.184245E-05 0.147740E-04 0.254756E-02 0.762723E-02 0.917471E-04 0.256820E-07 -.169080E-01 0.723178E-03 0.588904E+00 0.346970E+00 0.120613E+00 0.666044E+00 0.616049E-06 0.449170E-02 0.182562E-05 0.670759E-03 0.552920E-06
 0.408000E+01 0.538652E+00 0.290403E+00 0.846308E-01 0.290128E+00 0.996481E+00 0.403448E+01 0.996482E+00 0.481195E-05 0.213233E-04 0.551868E-02 0.932227E-02 0.137427E-03 0.582268E-07 -.275619E-01 0.905566E-03 0.538524E+00 0.290266E+00 0.845517E-01 0.665490E+00 0.161174E-05 0.502026E-02 0.230130E-05 0.119797E-02 0.115853E-05
 0.412000E+01 0.467980E+00 0.219517E+00 0.486286E-01 0.219017E+00 0.990848E+00 0.793806E+01 0.990850E+00 0.176508E-04 0.384727E-04 0.156601E-01 0.125173E-01 0.249927E-03 0.200228E-06 -.681361E-01 0.198425E-02 0.467709E+00 0.219267E+00 0.485216E-01 0.663591E+00 0.595253E-05 0.585443E-02 0.352349E-05 0.286107E-02 0.386057E-05
 0.416000E+01 0.326466E+00 0.109717E+00 0.131707E-01 0.107222E+00 0.905884E+00 0.481522E+02 0.905922E+00 0.745750E-03 0.263491E-03 0.450562E+00 0.180704E+00 0.568617E-01 0.672859E-02 0.203042E+00 0.350340E-01 0.169524E+00 0.528552E-01 0.624588E-02 0.119576E+00 0.447685E-01 0.278128E-01 0.325544E-03 0.738490E+00 0.239286E-01
 0.420000E+01 0.103394E+00 0.131610E-01 0.309570E-03 0.934651E-02 0.212759E+00 0.376065E+02 0.213648E+00 0.287342E-02 0.165799E-03 0.117729E+00 0.644729E-01 0.654874E-02 0.126936E-03 0.151647E-01 0.274971E-02 0.648454E-01 0.661223E-02 0.128267E-03 0.239247E-01 0.335458E-02 0.417987E-02 0.124952E-04 0.998228E+00 0.236390E-03
 0.424000E+01 0.633442E-01 0.505956E-02 0.493519E-04 0.331189E-02 0.721257E-01 0.157987E+02 0.725915E-01 0.220446E-02 0.643094E-04 0.308446E-01 0.401587E-01 0.252908E-02 0.190107E-04 0.974136E-02 0.240783E-02 0.401897E-01 0.253048E-02 0.189884E-04 0.121873E-01 0.212662E-02 0.161390E-02 0.320715E-05 0.999436E+00 0.710456E-04
 0.428000E+01 0.485539E-01 0.298694E-02 0.175036E-04 0.192548E-02 0.381053E-01 0.941023E+01 0.385326E-01 0.215020E-02 0.382948E-04 0.186330E-01 0.308875E-01 0.149547E-02 0.665725E-05 0.827485E-02 0.170500E-02 0.308346E-01 0.149147E-02 0.663973E-05 0.566670E-02 0.198732E-02 0.952395E-03 0.148629E-05 0.999711E+00 0.355934E-04
 0.432000E+01 0.404539E-01 0.207721E-02 0.852568E-05 0.133092E-02 0.240907E-01 0.652765E+01 0.244473E-01 0.163483E-02 0.278537E-04 0.105622E-01 0.257292E-01 0.103854E-02 0.322021E-05 0.516467E-02 0.138670E-02 0.257339E-01 0.103867E-02 0.321465E-05 0.706909E-02 0.138041E-02 0.662116E-03 0.898853E-06 0.999841E+00 0.209488E-04
 0.436000E+01 0.352429E-01 0.157866E-02 0.494823E-05 0.101007E-02 0.144809E-01 0.494028E+01 0.146978E-01 0.164618E-02 0.194388E-04 0.671467E-02 0.224140E-01 0.788825E-03 0.186211E-05 0.270959E-02 0.119728E-02 0.224301E-01 0.789832E-03 0.186694E-05 0.273321E-02 0.133444E-02 0.502746E-03 0.547922E-06 0.999851E+00 0.185158E-04
 0.440000E+01 0.315793E-01 0.126787E-02 0.319523E-05 0.809323E-03 0.122844E-01 0.393584E+01 0.124286E-01 0.142502E-02 0.151705E-04 0.459514E-02 0.200941E-01 0.633369E-03 0.119788E-05 0.478628E-02 0.123885E-02 0.201021E-01 0.634498E-03 0.120529E-05 0.226419E-02 0.114233E-02 0.403931E-03 0.381499E-06 0.999883E+00 0.170175E-04
