 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   HOT
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9061
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.417952E+00 0.174837E+00 0.306733E-01 0.380233E-01 0.996551E+00 0.147731E+01 0.998468E+00 0.290737E-03 0.654331E-02 0.234446E+00 0.308225E+00 0.956664E-01 0.940138E-02 0.665836E+00 0.294843E-03 0.278126E+00 0.791704E-01 0.681815E-02 0.664299E+00 0.137567E-02 0.847096E-01 0.415223E-02 0.939333E+00 0.330098E-01
 0.805556E+01 0.411176E+00 0.169238E+00 0.287567E-01 0.379412E-01 0.995983E+00 0.168023E+01 0.998189E+00 0.307069E-03 0.690428E-02 0.225702E+00 0.303444E+00 0.927594E-01 0.885121E-02 0.665611E+00 0.419965E-03 0.273065E+00 0.764790E-01 0.640633E-02 0.663805E+00 0.170495E-02 0.818158E-01 0.429424E-02 0.935343E+00 0.350757E-01
 0.811111E+01 0.404209E+00 0.163574E+00 0.268792E-01 0.380002E-01 0.995417E+00 0.189786E+01 0.997875E+00 0.260883E-03 0.714791E-02 0.157683E+00 0.298419E+00 0.897723E-01 0.830915E-02 0.665281E+00 0.608136E-03 0.267930E+00 0.738021E-01 0.601050E-02 0.663311E+00 0.201750E-02 0.788703E-01 0.437999E-02 0.930689E+00 0.372455E-01
 0.816667E+01 0.397142E+00 0.157925E+00 0.250670E-01 0.380537E-01 0.994915E+00 0.210672E+01 0.997549E+00 0.163674E-03 0.724255E-02 0.521731E-01 0.293139E+00 0.866992E-01 0.777312E-02 0.664850E+00 0.874379E-03 0.262915E+00 0.712253E-01 0.563813E-02 0.662877E+00 0.228719E-02 0.759394E-01 0.438267E-02 0.925972E+00 0.390772E-01
 0.822222E+01 0.389885E+00 0.152222E+00 0.232998E-01 0.381577E-01 0.994472E+00 0.232713E+01 0.997180E+00 0.537568E-04 0.718059E-02 0.536108E-01 0.287612E+00 0.835561E-01 0.724792E-02 0.664322E+00 0.120789E-02 0.257851E+00 0.686663E-01 0.527825E-02 0.662436E+00 0.254901E-02 0.729740E-01 0.431286E-02 0.920767E+00 0.408157E-01
 0.827778E+01 0.382434E+00 0.146473E+00 0.215816E-01 0.383766E-01 0.994076E+00 0.251363E+01 0.996815E+00 0.630843E-04 0.705427E-02 0.152975E+00 0.281838E+00 0.803497E-01 0.673511E-02 0.663692E+00 0.160592E-02 0.252705E+00 0.661237E-01 0.493424E-02 0.661995E+00 0.280181E-02 0.699651E-01 0.421330E-02 0.914650E+00 0.425885E-01
 0.833333E+01 0.374814E+00 0.140702E+00 0.199193E-01 0.385245E-01 0.993832E+00 0.262021E+01 0.996516E+00 0.177755E-03 0.681612E-02 0.235252E+00 0.275839E+00 0.770896E-01 0.623394E-02 0.663058E+00 0.200266E-02 0.247551E+00 0.636128E-01 0.460223E-02 0.661654E+00 0.297142E-02 0.669563E-01 0.405763E-02 0.908298E+00 0.440483E-01
 0.838889E+01 0.367250E+00 0.135086E+00 0.183635E-01 0.385711E-01 0.993676E+00 0.265470E+01 0.996290E+00 0.225290E-03 0.657909E-02 0.257547E+00 0.269696E+00 0.738171E-01 0.574894E-02 0.662466E+00 0.235280E-02 0.242651E+00 0.612685E-01 0.430102E-02 0.661305E+00 0.315444E-02 0.640467E-01 0.388095E-02 0.902100E+00 0.448001E-01
 0.844444E+01 0.359707E+00 0.129601E+00 0.169065E-01 0.385132E-01 0.993443E+00 0.265674E+01 0.996094E+00 0.217682E-03 0.649083E-02 0.241989E+00 0.263710E+00 0.706865E-01 0.529988E-02 0.661943E+00 0.265164E-02 0.237613E+00 0.589145E-01 0.401052E-02 0.660988E+00 0.331668E-02 0.612046E-01 0.377275E-02 0.895344E+00 0.459721E-01
 0.850000E+01 0.352325E+00 0.124345E+00 0.155670E-01 0.383219E-01 0.993186E+00 0.263487E+01 0.995931E+00 0.144009E-03 0.648585E-02 0.184525E+00 0.257752E+00 0.676277E-01 0.487565E-02 0.661503E+00 0.285546E-02 0.232810E+00 0.567171E-01 0.374786E-02 0.660604E+00 0.354547E-02 0.585002E-01 0.368088E-02 0.888865E+00 0.466491E-01
