 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 0.276407E+01 0.765192E+01 0.589136E+02 0.664608E+00
   1 0.818421E+01 0.272426E+01 0.743396E+01 0.556302E+02 0.664456E+00
   1 0.836842E+01 0.268316E+01 0.721242E+01 0.523942E+02 0.664263E+00
   1 0.855263E+01 0.264067E+01 0.698679E+01 0.491956E+02 0.664070E+00
   1 0.873684E+01 0.259461E+01 0.674634E+01 0.458985E+02 0.663843E+00
   1 0.892105E+01 0.254814E+01 0.650805E+01 0.427445E+02 0.663599E+00
   1 0.910526E+01 0.249818E+01 0.625658E+01 0.395348E+02 0.663345E+00
   1 0.928947E+01 0.244686E+01 0.600360E+01 0.364369E+02 0.663026E+00
   1 0.947368E+01 0.239519E+01 0.575420E+01 0.335062E+02 0.662686E+00
   1 0.965789E+01 0.233966E+01 0.549209E+01 0.305585E+02 0.662297E+00
   1 0.984211E+01 0.228182E+01 0.522577E+01 0.277042E+02 0.661839E+00
   1 0.100263E+02 0.222246E+01 0.495935E+01 0.249897E+02 0.661321E+00
   1 0.102105E+02 0.216071E+01 0.468959E+01 0.223818E+02 0.660764E+00
   1 0.103947E+02 0.209691E+01 0.441883E+01 0.199081E+02 0.660144E+00
   1 0.105789E+02 0.203277E+01 0.415475E+01 0.176346E+02 0.659471E+00
   1 0.107632E+02 0.196580E+01 0.388787E+01 0.154782E+02 0.658668E+00
   1 0.109474E+02 0.189735E+01 0.362451E+01 0.134909E+02 0.657689E+00
   1 0.111316E+02 0.182819E+01 0.336757E+01 0.116782E+02 0.656740E+00
   1 0.113158E+02 0.175825E+01 0.311752E+01 0.100411E+02 0.655616E+00
   1 0.115000E+02 0.168680E+01 0.287215E+01 0.855484E+01 0.654319E+00
   2 0.800000E+01 0.576374E+00 0.355219E+00 0.157628E+00 0.583592E+00
   2 0.818421E+01 0.546150E+00 0.321524E+00 0.132181E+00 0.573793E+00
   2 0.836842E+01 0.516865E+00 0.290306E+00 0.110186E+00 0.564193E+00
   2 0.855263E+01 0.488305E+00 0.261407E+00 0.915418E-01 0.553458E+00
   2 0.873684E+01 0.461455E+00 0.235523E+00 0.758014E-01 0.544498E+00
   2 0.892105E+01 0.437340E+00 0.213513E+00 0.636999E-01 0.534231E+00
   2 0.910526E+01 0.414472E+00 0.193622E+00 0.535170E-01 0.524159E+00
   2 0.928947E+01 0.392946E+00 0.175944E+00 0.452586E-01 0.512661E+00
   2 0.947368E+01 0.372812E+00 0.159993E+00 0.381931E-01 0.502649E+00
   2 0.965789E+01 0.353484E+00 0.145529E+00 0.323682E-01 0.490557E+00
   2 0.984211E+01 0.336184E+00 0.132994E+00 0.275763E-01 0.480306E+00
   2 0.100263E+02 0.319870E+00 0.121484E+00 0.233808E-01 0.471924E+00
   2 0.102105E+02 0.304935E+00 0.111705E+00 0.202659E-01 0.458621E+00
   2 0.103947E+02 0.292527E+00 0.103502E+00 0.175715E-01 0.453248E+00
   2 0.105789E+02 0.279121E+00 0.954481E-01 0.152751E-01 0.441108E+00
   2 0.107632E+02 0.268115E+00 0.886292E-01 0.133183E-01 0.434838E+00
   2 0.109474E+02 0.256951E+00 0.822446E-01 0.116543E-01 0.425686E+00
   2 0.111316E+02 0.247357E+00 0.769851E-01 0.103270E-01 0.419184E+00
   2 0.113158E+02 0.239566E+00 0.727063E-01 0.935185E-02 0.410299E+00
   2 0.115000E+02 0.231624E+00 0.685600E-01 0.840914E-02 0.403667E+00
   3 0.800000E+01 -.159928E+01 0.258180E+01 0.691243E+01 0.654328E+00
   3 0.818421E+01 -.152771E+01 0.235867E+01 0.579448E+01 0.652818E+00
   3 0.836842E+01 -.145499E+01 0.214277E+01 0.480962E+01 0.650828E+00
   3 0.855263E+01 -.137761E+01 0.192461E+01 0.390744E+01 0.648369E+00
   3 0.873684E+01 -.129810E+01 0.171328E+01 0.312584E+01 0.645033E+00
   3 0.892105E+01 -.121493E+01 0.150497E+01 0.243656E+01 0.641408E+00
   3 0.910526E+01 -.113109E+01 0.130854E+01 0.186379E+01 0.637170E+00
   3 0.928947E+01 -.105028E+01 0.113131E+01 0.140767E+01 0.633378E+00
   3 0.947368E+01 -.977568E+00 0.981886E+00 0.106806E+01 0.630725E+00
   3 0.965789E+01 -.913888E+00 0.859144E+00 0.821452E+00 0.629038E+00
   3 0.984211E+01 -.860138E+00 0.761775E+00 0.647849E+00 0.627867E+00
   3 0.100263E+02 -.813756E+00 0.682458E+00 0.521469E+00 0.626788E+00
   3 0.102105E+02 -.773748E+00 0.617845E+00 0.429463E+00 0.624988E+00
   3 0.103947E+02 -.738974E+00 0.563925E+00 0.358434E+00 0.624296E+00
   3 0.105789E+02 -.709336E+00 0.520214E+00 0.306201E+00 0.622844E+00
   3 0.107632E+02 -.682394E+00 0.482009E+00 0.263764E+00 0.621572E+00
   3 0.109474E+02 -.657263E+00 0.447809E+00 0.228815E+00 0.619655E+00
   3 0.111316E+02 -.635577E+00 0.419192E+00 0.201147E+00 0.618437E+00
   3 0.113158E+02 -.614892E+00 0.392820E+00 0.177281E+00 0.617039E+00
   3 0.115000E+02 -.596827E+00 0.370638E+00 0.158611E+00 0.615133E+00
   4 0.800000E+01 0.109151E+01 0.121140E+01 0.156349E+01 0.644858E+00
   4 0.818421E+01 0.105762E+01 0.113836E+01 0.138503E+01 0.643728E+00
   4 0.836842E+01 0.102306E+01 0.106635E+01 0.122026E+01 0.642291E+00
   4 0.855263E+01 0.988832E+00 0.997593E+00 0.107329E+01 0.640509E+00
   4 0.873684E+01 0.954523E+00 0.930841E+00 0.939093E+00 0.638726E+00
   4 0.892105E+01 0.920216E+00 0.866420E+00 0.817824E+00 0.636854E+00
   4 0.910526E+01 0.886150E+00 0.804860E+00 0.709938E+00 0.634693E+00
   4 0.928947E+01 0.850644E+00 0.743382E+00 0.610564E+00 0.631713E+00
   4 0.947368E+01 0.817083E+00 0.687196E+00 0.525216E+00 0.629272E+00
   4 0.965789E+01 0.781688E+00 0.630741E+00 0.446682E+00 0.625738E+00
   4 0.984211E+01 0.747749E+00 0.578949E+00 0.380217E+00 0.621881E+00
   4 0.100263E+02 0.713473E+00 0.528857E+00 0.320755E+00 0.617726E+00
   4 0.102105E+02 0.679354E+00 0.481296E+00 0.268920E+00 0.613031E+00
   4 0.103947E+02 0.645526E+00 0.436299E+00 0.223869E+00 0.607983E+00
   4 0.105789E+02 0.613027E+00 0.395168E+00 0.186245E+00 0.602442E+00
   4 0.107632E+02 0.582436E+00 0.358065E+00 0.154803E+00 0.597528E+00
   4 0.109474E+02 0.553162E+00 0.324257E+00 0.128521E+00 0.592551E+00
   4 0.111316E+02 0.527545E+00 0.296093E+00 0.108490E+00 0.587512E+00
   4 0.113158E+02 0.503207E+00 0.270491E+00 0.916281E-01 0.582553E+00
