 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9059
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.415073E+00 0.172391E+00 0.297907E-01 0.219097E-01 0.997569E+00 0.884852E+00 0.999061E+00 0.134743E-03 0.570213E-02 0.104142E+00 0.274017E+00 0.752406E-01 0.570694E-02 0.665710E+00 0.271933E-03 0.311628E+00 0.971500E-01 0.945278E-02 0.666198E+00 0.217539E-04 0.854105E-01 0.258847E-02 0.982583E+00 0.550782E-02
 0.805556E+01 0.409150E+00 0.167514E+00 0.281342E-01 0.213735E-01 0.997385E+00 0.893290E+00 0.999017E+00 0.141455E-03 0.588072E-02 0.104361E+00 0.270019E+00 0.730703E-01 0.538520E-02 0.665670E+00 0.274933E-03 0.307253E+00 0.944434E-01 0.893428E-02 0.666175E+00 0.141564E-04 0.829850E-01 0.262739E-02 0.982384E+00 0.567128E-02
 0.811111E+01 0.403155E+00 0.162650E+00 0.265299E-01 0.208546E-01 0.997166E+00 0.918326E+00 0.998952E+00 0.159069E-03 0.606450E-02 0.113744E+00 0.265954E+00 0.708979E-01 0.507282E-02 0.665601E+00 0.298511E-03 0.302838E+00 0.917517E-01 0.843321E-02 0.666149E+00 0.100797E-04 0.805640E-01 0.266577E-02 0.982149E+00 0.583832E-02
 0.816667E+01 0.397106E+00 0.157816E+00 0.249825E-01 0.203834E-01 0.996918E+00 0.951069E+00 0.998874E+00 0.183928E-03 0.625357E-02 0.128004E+00 0.261803E+00 0.687168E-01 0.476924E-02 0.665503E+00 0.335790E-03 0.298424E+00 0.890988E-01 0.795347E-02 0.666123E+00 0.696314E-05 0.781534E-01 0.270693E-02 0.981795E+00 0.609549E-02
 0.822222E+01 0.391047E+00 0.153047E+00 0.235023E-01 0.198467E-01 0.996636E+00 0.979476E+00 0.998795E+00 0.211333E-03 0.647537E-02 0.143003E+00 0.257713E+00 0.666015E-01 0.448394E-02 0.665403E+00 0.380052E-03 0.293942E+00 0.864459E-01 0.748799E-02 0.666088E+00 0.149896E-05 0.757802E-01 0.275754E-02 0.981546E+00 0.633560E-02
 0.827778E+01 0.384946E+00 0.148322E+00 0.220808E-01 0.193393E-01 0.996299E+00 0.101969E+01 0.998697E+00 0.245962E-03 0.672354E-02 0.161542E+00 0.253571E+00 0.644927E-01 0.420800E-02 0.665306E+00 0.420238E-03 0.289453E+00 0.838293E-01 0.704282E-02 0.666050E+00 0.995138E-05 0.734278E-01 0.281224E-02 0.981271E+00 0.651174E-02
 0.833333E+01 0.378790E+00 0.143630E+00 0.207135E-01 0.188200E-01 0.995928E+00 0.107522E+01 0.998572E+00 0.293181E-03 0.695589E-02 0.187503E+00 0.249399E+00 0.624070E-01 0.394460E-02 0.665148E+00 0.503377E-03 0.284910E+00 0.812227E-01 0.661287E-02 0.666007E+00 0.176759E-04 0.710901E-01 0.286178E-02 0.980958E+00 0.679625E-02
 0.838889E+01 0.372461E+00 0.138888E+00 0.193782E-01 0.183566E-01 0.995423E+00 0.114176E+01 0.998419E+00 0.362635E-03 0.729264E-02 0.225997E+00 0.245039E+00 0.602682E-01 0.368424E-02 0.664954E+00 0.605196E-03 0.280299E+00 0.786198E-01 0.619733E-02 0.665954E+00 0.329385E-04 0.687221E-01 0.294807E-02 0.980466E+00 0.717319E-02
 0.844444E+01 0.366095E+00 0.134202E+00 0.181041E-01 0.179049E-01 0.994793E+00 0.123227E+01 0.998220E+00 0.454440E-03 0.768167E-02 0.274381E+00 0.240638E+00 0.581534E-01 0.343659E-02 0.664699E+00 0.755205E-03 0.275668E+00 0.760491E-01 0.580031E-02 0.665893E+00 0.468223E-04 0.663794E-01 0.305195E-02 0.979883E+00 0.765604E-02
 0.850000E+01 0.359714E+00 0.129585E+00 0.168899E-01 0.174097E-01 0.994190E+00 0.130246E+01 0.998038E+00 0.517163E-03 0.800677E-02 0.298982E+00 0.236282E+00 0.560949E-01 0.320325E-02 0.664454E+00 0.888134E-03 0.270981E+00 0.734904E-01 0.541819E-02 0.665828E+00 0.498989E-04 0.640754E-01 0.312490E-02 0.979400E+00 0.808054E-02
 0.855556E+01 0.353224E+00 0.124978E+00 0.157232E-01 0.169410E-01 0.993365E+00 0.141796E+01 0.997767E+00 0.645801E-03 0.843005E-02 0.360195E+00 0.231806E+00 0.540284E-01 0.297898E-02 0.664091E+00 0.111158E-02 0.266242E+00 0.709497E-01 0.505197E-02 0.665741E+00 0.651279E-04 0.617699E-01 0.323299E-02 0.978722E+00 0.870183E-02
 0.861111E+01 0.346587E+00 0.120357E+00 0.145960E-01 0.165452E-01 0.992387E+00 0.154526E+01 0.997450E+00 0.791267E-03 0.889276E-02 0.422249E+00 0.227140E+00 0.519194E-01 0.275913E-02 0.663651E+00 0.137480E-02 0.261471E+00 0.684374E-01 0.470262E-02 0.665643E+00 0.812804E-04 0.594504E-01 0.335003E-02 0.977771E+00 0.945468E-02
 0.866667E+01 0.339833E+00 0.115748E+00 0.135158E-01 0.161910E-01 0.991184E+00 0.171426E+01 0.997030E+00 0.100165E-02 0.940269E-02 0.512514E+00 0.222329E+00 0.497972E-01 0.254763E-02 0.663075E+00 0.172817E-02 0.256659E+00 0.659509E-01 0.436946E-02 0.665518E+00 0.109680E-03 0.571302E-01 0.348008E-02 0.976542E+00 0.104104E-01
