 program J1J2_6          
 linear system size                56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9059
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed            2
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.9334358139552563E+00   6.2767821125657791E-02   6.0663741783539393E-01   4.1714299871304945E-03
   8.0555555555555554E+00  -3.8996441713551784E+00   6.2972544329787924E-02   6.0921193649673722E-01   2.7381723134499380E-03
   8.1111111111111107E+00  -3.8657314726758281E+00   6.3168344775990468E-02   6.1155672360087177E-01   3.0857576385047922E-03
   8.1666666666666661E+00  -3.8316948695739388E+00   6.3369095527972499E-02   6.1384297801643184E-01   3.2962201337443475E-03
   8.2222222222222214E+00  -3.7975646944420967E+00   6.3592220354142664E-02   6.1531821117300922E-01   3.2907082495108866E-03
   8.2777777777777786E+00  -3.7633529163359309E+00   6.3796253208711948E-02   6.1584930815519212E-01   4.1354190668507979E-03
   8.3333333333333339E+00  -3.7290278105068690E+00   6.4002183760140843E-02   6.1876945747495182E-01   1.9141717657563027E-03
   8.3888888888888893E+00  -3.6946126186321289E+00   6.4188688288915816E-02   6.1880884509230616E-01   3.4853101903547208E-03
   8.4444444444444446E+00  -3.6601853982527071E+00   6.4395256694738764E-02   6.2019124100808642E-01   4.6526938861764138E-03
   8.5000000000000000E+00  -3.6256234777920140E+00   6.4576608237787686E-02   6.2213404226918656E-01   3.3403757304636184E-03
