 program J1J2_6          
 spatial system size               14
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   HOT
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                           1
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.472840E+00 0.232787E+00 0.640248E-01 0.163338E+00 0.818504E+00 0.353828E+00 0.977108E+00 0.264104E-02 0.904292E-02 0.264134E-01 0.286291E+00 0.107207E+00 0.205905E-01 0.595062E+00 0.112552E-01 0.306320E+00 0.125579E+00 0.330711E-01 0.593678E+00 0.123533E-01 0.641129E-01 0.275983E-02 0.497801E+00 0.360415E-01
 0.818421E+01 0.453981E+00 0.216218E+00 0.567088E-01 0.155102E+00 0.786987E+00 0.396003E+00 0.970736E+00 0.354823E-02 0.945462E-02 0.317458E-01 0.272896E+00 0.991303E-01 0.181095E-01 0.583996E+00 0.123229E-01 0.292769E+00 0.117088E+00 0.300586E-01 0.583192E+00 0.133237E-01 0.574081E-01 0.261325E-02 0.484861E+00 0.362501E-01
 0.836842E+01 0.434519E+00 0.199906E+00 0.499807E-01 0.146503E+00 0.749312E+00 0.441323E+00 0.962230E+00 0.483682E-02 0.987620E-02 0.367012E-01 0.259450E+00 0.912459E-01 0.158043E-01 0.572110E+00 0.133436E-01 0.278820E+00 0.108660E+00 0.272075E-01 0.571300E+00 0.142969E-01 0.510898E-01 0.245506E-02 0.473283E+00 0.363965E-01
 0.855263E+01 0.414501E+00 0.183919E+00 0.438209E-01 0.137654E+00 0.704522E+00 0.485596E+00 0.951160E+00 0.659136E-02 0.102928E-01 0.394325E-01 0.245924E+00 0.835623E-01 0.136768E-01 0.559267E+00 0.143008E-01 0.264513E+00 0.100356E+00 0.245222E-01 0.557662E+00 0.152763E-01 0.451451E-01 0.228754E-02 0.462708E+00 0.364876E-01
 0.873684E+01 0.394062E+00 0.168375E+00 0.382302E-01 0.128625E+00 0.651493E+00 0.528123E+00 0.937310E+00 0.867074E-02 0.106809E-01 0.402555E-01 0.232299E+00 0.760803E-01 0.117217E-01 0.544486E+00 0.153808E-01 0.250080E+00 0.922944E-01 0.220238E-01 0.542398E+00 0.162518E-01 0.396167E-01 0.211201E-02 0.453133E+00 0.365240E-01
 0.892105E+01 0.373323E+00 0.153354E+00 0.331842E-01 0.119462E+00 0.588947E+00 0.566624E+00 0.920625E+00 0.108950E-01 0.110186E-01 0.401628E-01 0.218577E+00 0.688066E-01 0.993641E-02 0.528668E+00 0.163700E-01 0.235703E+00 0.845469E-01 0.197109E-01 0.525642E+00 0.172054E-01 0.345250E-01 0.193362E-02 0.444335E+00 0.364818E-01
 0.910526E+01 0.352373E+00 0.138923E+00 0.286654E-01 0.110214E+00 0.514720E+00 0.602878E+00 0.900785E+00 0.131350E-01 0.112943E-01 0.389460E-01 0.204859E+00 0.617874E-01 0.832134E-02 0.511427E+00 0.172806E-01 0.221475E+00 0.771359E-01 0.175807E-01 0.507162E+00 0.181977E-01 0.299099E-01 0.175685E-02 0.436219E+00 0.363463E-01
 0.928947E+01 0.331378E+00 0.125161E+00 0.246409E-01 0.100992E+00 0.427049E+00 0.637005E+00 0.877961E+00 0.153363E-01 0.114864E-01 0.367657E-01 0.191217E+00 0.550631E-01 0.687421E-02 0.492866E+00 0.180815E-01 0.207528E+00 0.700983E-01 0.156279E-01 0.487859E+00 0.190478E-01 0.257688E-01 0.158559E-02 0.428764E+00 0.361701E-01
 0.947368E+01 0.310331E+00 0.112071E+00 0.210795E-01 0.918303E-01 0.321681E+00 0.674416E+00 0.851654E+00 0.173537E-01 0.115918E-01 0.351886E-01 0.177712E+00 0.486549E-01 0.559415E-02 0.472821E+00 0.188439E-01 0.193838E+00 0.634160E-01 0.138457E-01 0.466790E+00 0.199334E-01 0.220810E-01 0.141696E-02 0.422794E+00 0.359881E-01
 0.965789E+01 0.289180E+00 0.996254E-01 0.179380E-01 0.827765E-01 0.192681E+00 0.715351E+00 0.820758E+00 0.192266E-01 0.116113E-01 0.356863E-01 0.164336E+00 0.425743E-01 0.447547E-02 0.451673E+00 0.194769E-01 0.180343E+00 0.570511E-01 0.122196E-01 0.445401E+00 0.205674E-01 0.188071E-01 0.125250E-02 0.418814E+00 0.358461E-01
 0.984211E+01 0.268056E+00 0.879027E-01 0.151942E-01 0.739279E-01 0.335909E-01 0.754097E+00 0.784376E+00 0.209171E-01 0.115515E-01 0.386500E-01 0.151253E+00 0.368842E-01 0.351715E-02 0.429265E+00 0.200113E-01 0.167058E+00 0.510185E-01 0.107436E-01 0.422462E+00 0.210790E-01 0.159388E-01 0.109454E-02 0.417836E+00 0.357329E-01
 0.100263E+02 0.247156E+00 0.770011E-01 0.128279E-01 0.654684E-01 -.163531E+00 0.783162E+00 0.741583E+00 0.224907E-01 0.114252E-01 0.416282E-01 0.138466E+00 0.316161E-01 0.271511E-02 0.406064E+00 0.203093E-01 0.154112E+00 0.453850E-01 0.941993E-02 0.398069E+00 0.214009E-01 0.134271E-01 0.945071E-03 0.419590E+00 0.356537E-01
 0.102105E+02 0.226697E+00 0.669824E-01 0.108028E-01 0.575062E-01 -.407772E+00 0.793662E+00 0.691394E+00 0.241764E-01 0.112418E-01 0.416589E-01 0.126019E+00 0.267804E-01 0.205333E-02 0.380655E+00 0.205102E-01 0.141681E+00 0.402019E-01 0.824133E-02 0.372766E+00 0.214815E-01 0.112466E-01 0.804394E-03 0.424818E+00 0.355670E-01
 0.103947E+02 0.207053E+00 0.579208E-01 0.907928E-02 0.501334E-01 -.706340E+00 0.786408E+00 0.634839E+00 0.259951E-01 0.109867E-01 0.395824E-01 0.114160E+00 0.224470E-01 0.152417E-02 0.354282E+00 0.204665E-01 0.129928E+00 0.354738E-01 0.718535E-02 0.346392E+00 0.213864E-01 0.938962E-02 0.677579E-03 0.433552E+00 0.354706E-01
 0.105789E+02 0.188409E+00 0.498219E-01 0.762421E-02 0.434293E-01 -.107153E+01 0.767768E+00 0.573365E+00 0.277054E-01 0.106601E-01 0.383238E-01 0.103002E+00 0.186299E-01 0.111130E-02 0.327732E+00 0.201479E-01 0.118882E+00 0.311920E-01 0.624608E-02 0.319234E+00 0.211484E-01 0.781636E-02 0.564158E-03 0.445802E+00 0.353227E-01
 0.107632E+02 0.170928E+00 0.426633E-01 0.640008E-02 0.373944E-01 -.151623E+01 0.736981E+00 0.507657E+00 0.291609E-01 0.102743E-01 0.384681E-01 0.925767E-01 0.153074E-01 0.794993E-03 0.299847E+00 0.196309E-01 0.108693E+00 0.273559E-01 0.541284E-02 0.291839E+00 0.207985E-01 0.650787E-02 0.467957E-03 0.461505E+00 0.351063E-01
 0.109474E+02 0.154815E+00 0.364541E-01 0.537974E-02 0.320888E-01 -.204825E+01 0.693280E+00 0.439490E+00 0.302178E-01 0.985935E-02 0.376824E-01 0.830290E-01 0.124984E-01 0.562314E-03 0.271201E+00 0.188964E-01 0.993622E-01 0.239558E-01 0.467910E-02 0.264834E+00 0.203582E-01 0.542055E-02 0.385610E-03 0.480691E+00 0.348287E-01
 0.111316E+02 0.140171E+00 0.311226E-01 0.452283E-02 0.274851E-01 -.266937E+01 0.638939E+00 0.370686E+00 0.308333E-01 0.942486E-02 0.348961E-01 0.743896E-01 0.101481E-01 0.392821E-03 0.242477E+00 0.179109E-01 0.909411E-01 0.209745E-01 0.403045E-02 0.238983E+00 0.198001E-01 0.452711E-02 0.316015E-03 0.502499E+00 0.344241E-01
 0.113158E+02 0.127196E+00 0.266356E-01 0.380429E-02 0.235689E-01 -.336228E+01 0.578745E+00 0.304276E+00 0.310634E-01 0.898344E-02 0.309794E-01 0.668353E-01 0.824842E-02 0.273194E-03 0.214277E+00 0.167582E-01 0.834486E-01 0.183872E-01 0.345868E-02 0.214774E+00 0.191630E-01 0.380864E-02 0.260033E-03 0.526531E+00 0.339281E-01
 0.115000E+02 0.115708E+00 0.228479E-01 0.318922E-02 0.202337E-01 -.410933E+01 0.520579E+00 0.242190E+00 0.308337E-01 0.853101E-02 0.277067E-01 0.602660E-01 0.672710E-02 0.190144E-03 0.187718E+00 0.153557E-01 0.767479E-01 0.161208E-01 0.294582E-02 0.191582E+00 0.185691E-01 0.322770E-02 0.214948E-03 0.552299E+00 0.333210E-01
