 program J1J2_6          
 spatial system size               14
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                         801
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.476844E+00 0.236315E+00 0.646240E-01 0.175466E+00 0.842791E+00 0.321082E+00 0.980220E+00 0.163805E-02 0.894323E-02 0.168427E-01 0.266652E+00 0.101123E+00 0.232896E-01 0.573464E+00 0.132561E-01 0.324226E+00 0.135191E+00 0.319947E-01 0.600323E+00 0.125687E-01 0.607490E-01 0.256903E-02 0.452817E+00 0.336656E-01
 0.818421E+01 0.458107E+00 0.219580E+00 0.570370E-01 0.166656E+00 0.817040E+00 0.360222E+00 0.975110E+00 0.219027E-02 0.929714E-02 0.210282E-01 0.253140E+00 0.935174E-01 0.208223E-01 0.558982E+00 0.143051E-01 0.310669E+00 0.126063E+00 0.286303E-01 0.591712E+00 0.133454E-01 0.540001E-01 0.239073E-02 0.434279E+00 0.334617E-01
 0.836842E+01 0.438723E+00 0.203060E+00 0.500473E-01 0.157469E+00 0.786245E+00 0.406327E+00 0.968191E+00 0.300807E-02 0.966602E-02 0.260722E-01 0.239551E+00 0.861019E-01 0.185133E-01 0.542837E+00 0.154099E-01 0.296641E+00 0.116958E+00 0.254541E-01 0.581832E+00 0.141704E-01 0.476241E-01 0.220648E-02 0.416385E+00 0.331896E-01
 0.855263E+01 0.418756E+00 0.186853E+00 0.436458E-01 0.147908E+00 0.749912E+00 0.456784E+00 0.958945E+00 0.417399E-02 0.100366E-01 0.311127E-01 0.225965E+00 0.788920E-01 0.163506E-01 0.525180E+00 0.165215E-01 0.282246E+00 0.107961E+00 0.224820E-01 0.570713E+00 0.149388E-01 0.416900E-01 0.201731E-02 0.399621E+00 0.328674E-01
 0.873684E+01 0.398226E+00 0.171028E+00 0.378225E-01 0.138048E+00 0.706953E+00 0.509385E+00 0.946751E+00 0.569703E-02 0.104033E-01 0.350876E-01 0.212477E+00 0.719549E-01 0.143539E-01 0.506151E+00 0.175620E-01 0.267443E+00 0.990733E-01 0.197075E-01 0.557648E+00 0.157950E-01 0.362043E-01 0.182961E-02 0.384418E+00 0.325353E-01
 0.892105E+01 0.377232E+00 0.155696E+00 0.325696E-01 0.127960E+00 0.656431E+00 0.562913E+00 0.930807E+00 0.762993E-02 0.107524E-01 0.381842E-01 0.199160E+00 0.652838E-01 0.125093E-01 0.486039E+00 0.185280E-01 0.252409E+00 0.904118E-01 0.171549E-01 0.543132E+00 0.165640E-01 0.312352E-01 0.164298E-02 0.371716E+00 0.322567E-01
 0.910526E+01 0.355915E+00 0.140952E+00 0.278618E-01 0.117777E+00 0.597609E+00 0.612651E+00 0.910611E+00 0.993662E-02 0.110650E-01 0.397596E-01 0.186122E+00 0.589399E-01 0.108242E-01 0.465013E+00 0.193751E-01 0.237187E+00 0.820117E-01 0.148178E-01 0.526329E+00 0.173877E-01 0.267718E-01 0.146144E-02 0.361626E+00 0.320994E-01
 0.928947E+01 0.334516E+00 0.126925E+00 0.236848E-01 0.107671E+00 0.529795E+00 0.654342E+00 0.886113E+00 0.124408E-01 0.113175E-01 0.396309E-01 0.173406E+00 0.529299E-01 0.929504E-02 0.442237E+00 0.202736E-01 0.222053E+00 0.739948E-01 0.127117E-01 0.507813E+00 0.181742E-01 0.228165E-01 0.128440E-02 0.354550E+00 0.320703E-01
 0.947368E+01 0.313081E+00 0.113612E+00 0.199801E-01 0.976958E-01 0.452068E+00 0.688961E+00 0.856543E+00 0.151575E-01 0.114949E-01 0.388403E-01 0.161032E+00 0.472415E-01 0.790965E-02 0.419389E+00 0.209181E-01 0.207059E+00 0.663702E-01 0.108145E-01 0.487799E+00 0.188562E-01 0.193533E-01 0.111458E-02 0.351065E+00 0.321788E-01
 0.965789E+01 0.291955E+00 0.101169E+00 0.167422E-01 0.880438E-01 0.364235E+00 0.712735E+00 0.822397E+00 0.179213E-01 0.115854E-01 0.370837E-01 0.149171E+00 0.419478E-01 0.667671E-02 0.395965E+00 0.214450E-01 0.192426E+00 0.592207E-01 0.913180E-02 0.465945E+00 0.195598E-01 0.163681E-01 0.958500E-03 0.350651E+00 0.323378E-01
