 program J1J2_6          
 linear system size                10
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                         301
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed          100
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.5626467075299217E+00   8.3278092453671473E-02   6.1753820658471359E-01   7.6151930702034647E-03
   8.1842105263157894E+00  -3.4485973205657894E+00   8.3606727262151626E-02   6.1944744663155094E-01   7.9781049432599317E-03
   8.3684210526315788E+00  -3.3346401586325412E+00   8.3719536817827969E-02   6.1860356466123756E-01   8.4351316815060532E-03
   8.5526315789473681E+00  -3.2207545196862912E+00   8.3597655965247944E-02   6.1498259495192298E-01   8.9617237218560155E-03
   8.7368421052631575E+00  -3.1081186234114107E+00   8.3200041901934266E-02   6.0843985637348141E-01   9.6324922686801089E-03
   8.9210526315789469E+00  -2.9969534954357022E+00   8.2523493067682974E-02   5.9856753046861544E-01   1.0412498182051718E-02
   9.1052631578947363E+00  -2.8878922448766509E+00   8.1554286460483266E-02   5.8639750800788104E-01   1.1340568618409753E-02
   9.2894736842105257E+00  -2.7811101642973259E+00   8.0293866906381933E-02   5.7196850982273606E-01   1.2397798289222568E-02
   9.4736842105263150E+00  -2.6773284666353860E+00   7.8723580141763089E-02   5.5541201372214377E-01   1.3461757217027045E-02
   9.6578947368421062E+00  -2.5765453608349405E+00   7.6904421249201077E-02   5.3772427230090936E-01   1.4487481414440815E-02
   9.8421052631578938E+00  -2.4792044704762888E+00   7.4806926518195455E-02   5.1836950009440774E-01   1.5405044985080421E-02
   1.0026315789473685E+01  -2.3857227910308736E+00   7.2509939944722338E-02   4.9800491874552155E-01   1.6220233107490496E-02
   1.0210526315789474E+01  -2.2959187349876711E+00   7.0016010274540838E-02   4.7674075348507450E-01   1.6822613821287101E-02
   1.0394736842105264E+01  -2.2101160973100731E+00   6.7340039323714129E-02   4.5415760610266093E-01   1.7204246792678686E-02
   1.0578947368421053E+01  -2.1285958687643731E+00   6.4580495369872898E-02   4.3142949286274779E-01   1.7486465604093900E-02
   1.0763157894736842E+01  -2.0513385164796429E+00   6.1715832998031586E-02   4.0822654628662064E-01   1.7530724186711234E-02
   1.0947368421052632E+01  -1.9783236450048471E+00   5.8804195909079371E-02   3.8432987577262723E-01   1.7349090095456165E-02
   1.1131578947368421E+01  -1.9096414018711203E+00   5.5916507050030130E-02   3.6106188434265762E-01   1.7001615498215768E-02
   1.1315789473684211E+01  -1.8452187672204459E+00   5.3038256074055934E-02   3.3844070882599453E-01   1.6601055436318776E-02
   1.1500000000000000E+01  -1.7848655057552461E+00   5.0203263638890813E-02   3.1636921099888776E-01   1.5886913177042765E-02
