 iconf, T, strx, stry, absstr, D, best_en, final_en, absstrx_absstry, coex_angle
   1 0.800000E+01 0.141794E+00 0.329055E+00 0.370565E+00 -.881715E-01 -.402009E+01 -.337772E+01 0.466580E-01 0.528323E+00
   1 0.818421E+01 0.128064E+00 0.297079E+00 0.336935E+00 -.718559E-01 -.389304E+01 -.304636E+01 0.380450E-01 0.528596E+00
   1 0.836842E+01 0.116533E+00 0.263864E+00 0.302684E+00 -.560442E-01 -.383855E+01 -.321373E+01 0.307488E-01 0.546296E+00
   1 0.855263E+01 0.106339E+00 0.231666E+00 0.269531E+00 -.423611E-01 -.358918E+01 -.272266E+01 0.246352E-01 0.574978E+00
   1 0.873684E+01 0.974448E-01 0.202553E+00 0.239386E+00 -.315321E-01 -.346544E+01 -.241768E+01 0.197377E-01 0.610484E+00
   1 0.892105E+01 0.893241E-01 0.177275E+00 0.212654E+00 -.234477E-01 -.340157E+01 -.249554E+01 0.158349E-01 0.645929E+00
   1 0.910526E+01 0.830060E-01 0.156537E+00 0.190901E+00 -.176140E-01 -.328594E+01 -.237283E+01 0.129936E-01 0.685209E+00
   1 0.928947E+01 0.774644E-01 0.139423E+00 0.172546E+00 -.134379E-01 -.313913E+01 -.260391E+01 0.108003E-01 0.720969E+00
   1 0.947368E+01 0.725953E-01 0.124821E+00 0.156804E+00 -.103102E-01 -.308438E+01 -.212934E+01 0.906142E-02 0.755483E+00
   1 0.965789E+01 0.685279E-01 0.113477E+00 0.144373E+00 -.818086E-02 -.302166E+01 -.245888E+01 0.777632E-02 0.783277E+00
   1 0.984211E+01 0.649023E-01 0.103876E+00 0.133768E+00 -.657784E-02 -.297181E+01 -.209874E+01 0.674177E-02 0.807761E+00
   1 0.100263E+02 0.616308E-01 0.954472E-01 0.124306E+00 -.531181E-02 -.289375E+01 -.207531E+01 0.588248E-02 0.830671E+00
   1 0.102105E+02 0.589700E-01 0.888910E-01 0.116926E+00 -.442414E-02 -.274993E+01 -.216434E+01 0.524191E-02 0.848837E+00
   1 0.103947E+02 0.564094E-01 0.830232E-01 0.110219E+00 -.371083E-02 -.273424E+01 -.174716E+01 0.468329E-02 0.864337E+00
   1 0.105789E+02 0.543590E-01 0.776730E-01 0.104263E+00 -.307819E-02 -.265718E+01 -.161753E+01 0.422222E-02 0.882709E+00
   1 0.107632E+02 0.522391E-01 0.735414E-01 0.993292E-01 -.267941E-02 -.270484E+01 -.148073E+01 0.384173E-02 0.891577E+00
   1 0.109474E+02 0.507238E-01 0.695139E-01 0.948506E-01 -.225928E-02 -.240949E+01 -.159123E+01 0.352601E-02 0.906915E+00
   1 0.111316E+02 0.492427E-01 0.663044E-01 0.910945E-01 -.197144E-02 -.245076E+01 -.169472E+01 0.326501E-02 0.916468E+00
   1 0.113158E+02 0.479680E-01 0.636502E-01 0.879604E-01 -.175042E-02 -.234866E+01 -.148847E+01 0.305317E-02 0.924068E+00
   1 0.115000E+02 0.465701E-01 0.613052E-01 0.849682E-01 -.158955E-02 -.232206E+01 -.176782E+01 0.285499E-02 0.928078E+00
   2 0.800000E+01 0.996340E-01 0.409873E+00 0.424706E+00 -.158069E+00 -.407994E+01 -.308889E+01 0.408373E-01 0.210722E+00
   2 0.818421E+01 0.926852E-01 0.394047E+00 0.407748E+00 -.146683E+00 -.393139E+01 -.307684E+01 0.365224E-01 0.198706E+00
   2 0.836842E+01 0.859878E-01 0.379325E+00 0.391908E+00 -.136493E+00 -.394457E+01 -.329866E+01 0.326173E-01 0.185946E+00
   2 0.855263E+01 0.798555E-01 0.363917E+00 0.375531E+00 -.126059E+00 -.393575E+01 -.303089E+01 0.290608E-01 0.175314E+00
   2 0.873684E+01 0.747719E-01 0.349239E+00 0.360102E+00 -.116377E+00 -.382400E+01 -.293656E+01 0.261133E-01 0.167634E+00
   2 0.892105E+01 0.699889E-01 0.334627E+00 0.344779E+00 -.107077E+00 -.359938E+01 -.256503E+01 0.234201E-01 0.160623E+00
   2 0.910526E+01 0.653009E-01 0.320125E+00 0.329577E+00 -.982157E-01 -.357514E+01 -.271081E+01 0.209044E-01 0.153408E+00
   2 0.928947E+01 0.617932E-01 0.305372E+00 0.314424E+00 -.894338E-01 -.349790E+01 -.263022E+01 0.188699E-01 0.151156E+00
   2 0.947368E+01 0.582455E-01 0.290793E+00 0.299412E+00 -.811682E-01 -.341024E+01 -.279478E+01 0.169374E-01 0.148337E+00
   2 0.965789E+01 0.552501E-01 0.276340E+00 0.284699E+00 -.733110E-01 -.335272E+01 -.284855E+01 0.152678E-01 0.147841E+00
   2 0.984211E+01 0.527743E-01 0.261331E+00 0.269542E+00 -.655088E-01 -.325167E+01 -.244600E+01 0.137916E-01 0.150593E+00
   2 0.100263E+02 0.502450E-01 0.245834E+00 0.253977E+00 -.579096E-01 -.315788E+01 -.235616E+01 0.123519E-01 0.153963E+00
   2 0.102105E+02 0.483169E-01 0.229950E+00 0.238262E+00 -.505427E-01 -.315818E+01 -.184307E+01 0.111105E-01 0.161981E+00
   2 0.103947E+02 0.466838E-01 0.213430E+00 0.221998E+00 -.433729E-01 -.303727E+01 -.236473E+01 0.996371E-02 0.174297E+00
   2 0.105789E+02 0.450918E-01 0.196853E+00 0.205806E+00 -.367178E-01 -.295451E+01 -.190707E+01 0.887645E-02 0.189475E+00
   2 0.107632E+02 0.437776E-01 0.179924E+00 0.189441E+00 -.304562E-01 -.288924E+01 -.222156E+01 0.787665E-02 0.211071E+00
   2 0.109474E+02 0.423715E-01 0.164344E+00 0.174332E+00 -.252136E-01 -.284017E+01 -.228980E+01 0.696350E-02 0.233776E+00
   2 0.111316E+02 0.413927E-01 0.148792E+00 0.159472E+00 -.204256E-01 -.273154E+01 -.201423E+01 0.615889E-02 0.266689E+00
   2 0.113158E+02 0.405151E-01 0.134158E+00 0.145587E+00 -.163569E-01 -.267986E+01 -.203761E+01 0.543542E-02 0.306373E+00
   2 0.115000E+02 0.396224E-01 0.121691E+00 0.133715E+00 -.132388E-01 -.257019E+01 -.149317E+01 0.482169E-02 0.346659E+00
   3 0.800000E+01 0.212194E+00 0.185555E+00 0.294555E+00 0.105959E-01 -.358907E+01 -.280584E+01 0.393737E-01 0.982217E+00
   3 0.818421E+01 0.191116E+00 0.165939E+00 0.266843E+00 0.898988E-02 -.355526E+01 -.239876E+01 0.317136E-01 0.980307E+00
   3 0.836842E+01 0.170489E+00 0.148229E+00 0.240327E+00 0.709464E-02 -.336729E+01 -.207738E+01 0.252713E-01 0.980677E+00
   3 0.855263E+01 0.151351E+00 0.132282E+00 0.215508E+00 0.540851E-02 -.320457E+01 -.230743E+01 0.200210E-01 0.982083E+00
   3 0.873684E+01 0.135021E+00 0.118392E+00 0.193941E+00 0.421403E-02 -.322941E+01 -.202940E+01 0.159855E-01 0.982923E+00
   3 0.892105E+01 0.121013E+00 0.106871E+00 0.175321E+00 0.322279E-02 -.319349E+01 -.232381E+01 0.129328E-01 0.984713E+00
   3 0.910526E+01 0.108437E+00 0.968572E-01 0.158773E+00 0.237722E-02 -.301652E+01 -.196062E+01 0.105029E-01 0.987355E+00
   3 0.928947E+01 0.984556E-01 0.891485E-01 0.145562E+00 0.174605E-02 -.290131E+01 -.180696E+01 0.877716E-02 0.990204E+00
   3 0.947368E+01 0.901547E-01 0.822347E-01 0.134102E+00 0.136532E-02 -.279492E+01 -.175348E+01 0.741384E-02 0.991593E+00
   3 0.965789E+01 0.829202E-01 0.766122E-01 0.124336E+00 0.100632E-02 -.261723E+01 -.164498E+01 0.635270E-02 0.993766E+00
   3 0.984211E+01 0.768834E-01 0.716609E-01 0.115850E+00 0.775770E-03 -.251278E+01 -.164461E+01 0.550953E-02 0.995068E+00
   3 0.100263E+02 0.720668E-01 0.675476E-01 0.109076E+00 0.630946E-03 -.253019E+01 -.186255E+01 0.486794E-02 0.995818E+00
   3 0.102105E+02 0.677834E-01 0.640288E-01 0.103081E+00 0.494913E-03 -.243468E+01 -.149727E+01 0.434009E-02 0.996760E+00
   3 0.103947E+02 0.639135E-01 0.610962E-01 0.978332E-01 0.352192E-03 -.241166E+01 -.155563E+01 0.390487E-02 0.997970E+00
   3 0.105789E+02 0.609390E-01 0.585006E-01 0.936066E-01 0.291242E-03 -.240075E+01 -.170433E+01 0.356497E-02 0.998334E+00
   3 0.107632E+02 0.584403E-01 0.561336E-01 0.897580E-01 0.264285E-03 -.236789E+01 -.182472E+01 0.328046E-02 0.998380E+00
   3 0.109474E+02 0.559301E-01 0.541674E-01 0.862853E-01 0.194076E-03 -.233948E+01 -.128633E+01 0.302959E-02 0.998975E+00
   3 0.111316E+02 0.540753E-01 0.525758E-01 0.836464E-01 0.159930E-03 -.219928E+01 -.145990E+01 0.284305E-02 0.999210E+00
   3 0.113158E+02 0.522148E-01 0.508003E-01 0.808029E-01 0.145713E-03 -.214083E+01 -.121852E+01 0.265252E-02 0.999246E+00
   3 0.115000E+02 0.505830E-01 0.496780E-01 0.786243E-01 0.907322E-04 -.224700E+01 -.101578E+01 0.251286E-02 0.999674E+00
   4 0.800000E+01 0.646217E-01 0.601735E+00 0.606868E+00 -.357909E+00 -.533542E+01 -.423044E+01 0.388852E-01 0.450865E-01
   4 0.818421E+01 0.603854E-01 0.589733E+00 0.594353E+00 -.344138E+00 -.523622E+01 -.450596E+01 0.356112E-01 0.410727E-01
   4 0.836842E+01 0.564934E-01 0.576799E+00 0.580963E+00 -.329505E+00 -.514509E+01 -.455717E+01 0.325854E-01 0.376456E-01
   4 0.855263E+01 0.539192E-01 0.562740E+00 0.566654E+00 -.313770E+00 -.508945E+01 -.404048E+01 0.303425E-01 0.360573E-01
   4 0.873684E+01 0.511354E-01 0.547520E+00 0.551165E+00 -.297163E+00 -.495253E+01 -.421773E+01 0.279976E-01 0.342894E-01
   4 0.892105E+01 0.490910E-01 0.531323E+00 0.534806E+00 -.279895E+00 -.489283E+01 -.407603E+01 0.260832E-01 0.335709E-01
   4 0.910526E+01 0.472525E-01 0.513268E+00 0.516630E+00 -.261212E+00 -.481117E+01 -.425984E+01 0.242532E-01 0.333342E-01
   4 0.928947E+01 0.453149E-01 0.493490E+00 0.496735E+00 -.241479E+00 -.480988E+01 -.359141E+01 0.223624E-01 0.331660E-01
   4 0.947368E+01 0.437066E-01 0.472404E+00 0.475590E+00 -.221255E+00 -.487355E+01 -.347655E+01 0.206472E-01 0.336608E-01
   4 0.965789E+01 0.425464E-01 0.448869E+00 0.452093E+00 -.199673E+00 -.462321E+01 -.309847E+01 0.190977E-01 0.353002E-01
   4 0.984211E+01 0.413428E-01 0.423790E+00 0.427080E+00 -.177889E+00 -.446849E+01 -.325725E+01 0.175207E-01 0.373534E-01
   4 0.100263E+02 0.400827E-01 0.396369E+00 0.399783E+00 -.155502E+00 -.437839E+01 -.315123E+01 0.158876E-01 0.400808E-01
   4 0.102105E+02 0.394987E-01 0.367134E+00 0.370835E+00 -.133228E+00 -.416025E+01 -.299111E+01 0.145013E-01 0.452458E-01
   4 0.103947E+02 0.385241E-01 0.336661E+00 0.340709E+00 -.111856E+00 -.411171E+01 -.285809E+01 0.129695E-01 0.510317E-01
   4 0.105789E+02 0.378641E-01 0.304428E+00 0.308994E+00 -.912426E-01 -.412314E+01 -.310598E+01 0.115269E-01 0.600084E-01
   4 0.107632E+02 0.372360E-01 0.272845E+00 0.277999E+00 -.730581E-01 -.392297E+01 -.252493E+01 0.101597E-01 0.717998E-01
   4 0.109474E+02 0.366600E-01 0.242151E+00 0.248015E+00 -.572933E-01 -.396110E+01 -.268967E+01 0.887727E-02 0.876171E-01
   4 0.111316E+02 0.359530E-01 0.214004E+00 0.220618E+00 -.445051E-01 -.378707E+01 -.251437E+01 0.769409E-02 0.106785E+00
   4 0.113158E+02 0.356046E-01 0.189078E+00 0.196511E+00 -.344829E-01 -.351186E+01 -.209334E+01 0.673206E-02 0.132289E+00
   4 0.115000E+02 0.349905E-01 0.168233E+00 0.176255E+00 -.270778E-01 -.347932E+01 -.251458E+01 0.588655E-02 0.158985E+00
   5 0.800000E+01 0.788325E+00 0.190662E-01 0.788687E+00 0.621092E+00 -.641263E+01 -.568587E+01 0.150303E-01 0.233705E-02
   5 0.818421E+01 0.775892E+00 0.192105E-01 0.776265E+00 0.601639E+00 -.632548E+01 -.560316E+01 0.149053E-01 0.244909E-02
   5 0.836842E+01 0.762706E+00 0.193685E-01 0.763093E+00 0.581345E+00 -.629046E+01 -.557456E+01 0.147725E-01 0.257618E-02
   5 0.855263E+01 0.748850E+00 0.195033E-01 0.749249E+00 0.560395E+00 -.619942E+01 -.543255E+01 0.146051E-01 0.270956E-02
