 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   HOT
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9035
 ------------------------
 disorder configurations processed            2
    T      [<n>]      std.n/sqrt(iconf)      [<n^2>]      [<n^4>]      Global.Nematic.Binder      Nematic.Binder      Nematic.Binder.Error
 0.800000E+01 -.167748E+00 0.966946E-01 0.469535E-01 0.433048E-02 0.345243E+00 0.598174E+00 0.472847E-01
 0.805556E+01 -.166957E+00 0.960937E-01 0.464577E-01 0.423838E-02 0.345419E+00 0.597912E+00 0.474529E-01
 0.811111E+01 -.166150E+00 0.954969E-01 0.459613E-01 0.414725E-02 0.345581E+00 0.597357E+00 0.478250E-01
 0.816667E+01 -.165249E+00 0.949386E-01 0.454511E-01 0.405540E-02 0.345629E+00 0.596017E+00 0.487545E-01
 0.822222E+01 -.164424E+00 0.943620E-01 0.449617E-01 0.396774E-02 0.345759E+00 0.595509E+00 0.490977E-01
 0.827778E+01 -.163547E+00 0.938052E-01 0.444649E-01 0.388011E-02 0.345833E+00 0.594653E+00 0.496902E-01
 0.833333E+01 -.162681E+00 0.931980E-01 0.439562E-01 0.379113E-02 0.345957E+00 0.594221E+00 0.499727E-01
 0.838889E+01 -.161858E+00 0.925994E-01 0.434667E-01 0.370617E-02 0.346132E+00 0.593932E+00 0.501649E-01
 0.844444E+01 -.161036E+00 0.919712E-01 0.429700E-01 0.362077E-02 0.346343E+00 0.593945E+00 0.501384E-01
 0.850000E+01 -.160214E+00 0.913541E-01 0.424800E-01 0.353767E-02 0.346527E+00 0.593875E+00 0.501664E-01
 0.855556E+01 -.159361E+00 0.907283E-01 0.419795E-01 0.345389E-02 0.346699E+00 0.594105E+00 0.499844E-01
 0.861111E+01 -.158501E+00 0.900802E-01 0.414720E-01 0.336978E-02 0.346912E+00 0.594468E+00 0.497097E-01
 0.866667E+01 -.157603E+00 0.893857E-01 0.409385E-01 0.328243E-02 0.347155E+00 0.594947E+00 0.493528E-01
 0.872222E+01 -.156730E+00 0.886961E-01 0.404189E-01 0.319823E-02 0.347440E+00 0.595047E+00 0.492640E-01
 0.877778E+01 -.155839E+00 0.879916E-01 0.398913E-01 0.311391E-02 0.347729E+00 0.595500E+00 0.489241E-01
 0.883333E+01 -.154942E+00 0.872672E-01 0.393583E-01 0.302981E-02 0.348038E+00 0.596266E+00 0.483621E-01
 0.888889E+01 -.154012E+00 0.865375E-01 0.388171E-01 0.294575E-02 0.348328E+00 0.596739E+00 0.480046E-01
 0.894444E+01 -.153097E+00 0.857662E-01 0.382698E-01 0.286152E-02 0.348728E+00 0.597733E+00 0.472855E-01
 0.900000E+01 -.152146E+00 0.850069E-01 0.377204E-01 0.277851E-02 0.349064E+00 0.598179E+00 0.469420E-01
 0.905556E+01 -.151209E+00 0.842459E-01 0.371784E-01 0.269771E-02 0.349432E+00 0.598963E+00 0.463650E-01
 0.911111E+01 -.150266E+00 0.834500E-01 0.366269E-01 0.261652E-02 0.349865E+00 0.599985E+00 0.456182E-01
 0.916667E+01 -.149256E+00 0.826562E-01 0.360605E-01 0.253467E-02 0.350265E+00 0.600170E+00 0.454668E-01
 0.922222E+01 -.148257E+00 0.818453E-01 0.354963E-01 0.245431E-02 0.350704E+00 0.600900E+00 0.449291E-01
 0.927778E+01 -.147219E+00 0.810602E-01 0.349337E-01 0.237593E-02 0.351031E+00 0.601408E+00 0.445364E-01
 0.933333E+01 -.146204E+00 0.802263E-01 0.343668E-01 0.229764E-02 0.351541E+00 0.601744E+00 0.442773E-01
 0.938889E+01 -.145067E+00 0.793938E-01 0.337692E-01 0.221723E-02 0.351892E+00 0.602148E+00 0.439643E-01
 0.944444E+01 -.143923E+00 0.785785E-01 0.331810E-01 0.213960E-02 0.352213E+00 0.602475E+00 0.437007E-01
 0.950000E+01 -.142754E+00 0.777351E-01 0.325818E-01 0.206178E-02 0.352602E+00 0.602645E+00 0.435581E-01
 0.955556E+01 -.141497E+00 0.769182E-01 0.319716E-01 0.198458E-02 0.352830E+00 0.602125E+00 0.438931E-01
 0.961111E+01 -.140244E+00 0.760672E-01 0.313579E-01 0.190825E-02 0.353127E+00 0.602285E+00 0.437460E-01
 0.966667E+01 -.138915E+00 0.752441E-01 0.307374E-01 0.183296E-02 0.353305E+00 0.602014E+00 0.439100E-01
 0.972222E+01 -.137541E+00 0.744048E-01 0.301064E-01 0.175808E-02 0.353454E+00 0.601179E+00 0.444612E-01
 0.977778E+01 -.136141E+00 0.735889E-01 0.294813E-01 0.168567E-02 0.353515E+00 0.600696E+00 0.447650E-01
 0.983333E+01 -.134701E+00 0.727655E-01 0.288502E-01 0.161420E-02 0.353546E+00 0.599879E+00 0.452999E-01
 0.988889E+01 -.133199E+00 0.719204E-01 0.282033E-01 0.154261E-02 0.353548E+00 0.598844E+00 0.459847E-01
 0.994444E+01 -.131639E+00 0.710890E-01 0.275521E-01 0.147237E-02 0.353475E+00 0.597275E+00 0.470563E-01
 0.100000E+02 -.130077E+00 0.702562E-01 0.269078E-01 0.140454E-02 0.353369E+00 0.596076E+00 0.478547E-01
 0.100556E+02 -.128473E+00 0.694094E-01 0.262561E-01 0.133748E-02 0.353297E+00 0.594647E+00 0.488310E-01
 0.101111E+02 -.126824E+00 0.685755E-01 0.256049E-01 0.127248E-02 0.353030E+00 0.592867E+00 0.500236E-01
 0.101667E+02 -.125180E+00 0.677298E-01 0.249593E-01 0.120944E-02 0.352862E+00 0.591481E+00 0.509606E-01
 0.102222E+02 -.123513E+00 0.668654E-01 0.243118E-01 0.114781E-02 0.352691E+00 0.589871E+00 0.520445E-01
 0.102778E+02 -.121847E+00 0.660255E-01 0.236795E-01 0.108926E-02 0.352465E+00 0.587852E+00 0.534204E-01
 0.103333E+02 -.120188E+00 0.651587E-01 0.230501E-01 0.103240E-02 0.352284E+00 0.586210E+00 0.545221E-01
 0.103889E+02 -.118550E+00 0.643004E-01 0.224363E-01 0.978356E-03 0.352151E+00 0.584301E+00 0.558227E-01
 0.104444E+02 -.116919E+00 0.634521E-01 0.218351E-01 0.926872E-03 0.351979E+00 0.582452E+00 0.570749E-01
 0.105000E+02 -.115276E+00 0.625865E-01 0.212347E-01 0.876823E-03 0.351816E+00 0.580863E+00 0.581403E-01
 0.105556E+02 -.113639E+00 0.617398E-01 0.206491E-01 0.829398E-03 0.351606E+00 0.578812E+00 0.595237E-01
 0.106111E+02 -.112001E+00 0.608676E-01 0.200652E-01 0.783332E-03 0.351459E+00 0.576806E+00 0.608745E-01
 0.106667E+02 -.110398E+00 0.600170E-01 0.195024E-01 0.740134E-03 0.351349E+00 0.574976E+00 0.621173E-01
 0.107222E+02 -.108800E+00 0.591852E-01 0.189534E-01 0.699304E-03 0.351109E+00 0.573256E+00 0.632559E-01
 0.107778E+02 -.107205E+00 0.583610E-01 0.184142E-01 0.660275E-03 0.350917E+00 0.571041E+00 0.647657E-01
 0.108333E+02 -.105660E+00 0.575222E-01 0.178903E-01 0.623365E-03 0.350786E+00 0.569434E+00 0.658290E-01
 0.108889E+02 -.104112E+00 0.567034E-01 0.173774E-01 0.588252E-03 0.350657E+00 0.567650E+00 0.670403E-01
 0.109444E+02 -.102618E+00 0.559072E-01 0.168886E-01 0.555747E-03 0.350515E+00 0.565295E+00 0.686380E-01
 0.110000E+02 -.101113E+00 0.551016E-01 0.164025E-01 0.524321E-03 0.350388E+00 0.563354E+00 0.699428E-01
 0.110556E+02 -.996617E-01 0.543106E-01 0.159375E-01 0.495121E-03 0.350246E+00 0.561952E+00 0.708523E-01
 0.111111E+02 -.982267E-01 0.535494E-01 0.154886E-01 0.467719E-03 0.350114E+00 0.559598E+00 0.724548E-01
 0.111667E+02 -.968317E-01 0.528075E-01 0.150579E-01 0.442139E-03 0.350005E+00 0.557516E+00 0.738713E-01
 0.112222E+02 -.954630E-01 0.520619E-01 0.146373E-01 0.417884E-03 0.349849E+00 0.556307E+00 0.746486E-01
 0.112778E+02 -.941102E-01 0.513404E-01 0.142314E-01 0.395118E-03 0.349709E+00 0.553836E+00 0.763155E-01
 0.113333E+02 -.927969E-01 0.506154E-01 0.138370E-01 0.373543E-03 0.349670E+00 0.551787E+00 0.777096E-01
 0.113889E+02 -.915031E-01 0.499049E-01 0.134547E-01 0.353245E-03 0.349564E+00 0.550936E+00 0.782393E-01
 0.114444E+02 -.902446E-01 0.492334E-01 0.130924E-01 0.334553E-03 0.349417E+00 0.548246E+00 0.800639E-01
 0.115000E+02 -.890160E-01 0.485539E-01 0.127384E-01 0.316742E-03 0.349338E+00 0.547301E+00 0.806623E-01
