 program J1J2_6          
 spatial system size               14
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                         601
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.470323E+00 0.230741E+00 0.621525E-01 0.164216E+00 0.832629E+00 0.368649E+00 0.975777E+00 0.262440E-02 0.919938E-02 0.275651E-01 0.286255E+00 0.109547E+00 0.238535E-01 0.589261E+00 0.123837E-01 0.300422E+00 0.121194E+00 0.287745E-01 0.584302E+00 0.137341E-01 0.614230E-01 0.258822E-02 0.501773E+00 0.369306E-01
 0.818421E+01 0.450882E+00 0.213890E+00 0.547724E-01 0.156295E+00 0.802761E+00 0.416333E+00 0.968527E+00 0.368121E-02 0.967146E-02 0.327645E-01 0.271869E+00 0.101038E+00 0.211547E-01 0.576987E+00 0.132729E-01 0.286742E+00 0.112852E+00 0.259059E-01 0.573206E+00 0.146345E-01 0.544760E-01 0.241091E-02 0.486354E+00 0.369028E-01
 0.836842E+01 0.430790E+00 0.197287E+00 0.479676E-01 0.147948E+00 0.767601E+00 0.463013E+00 0.959050E+00 0.510024E-02 0.101462E-01 0.370790E-01 0.257188E+00 0.926787E-01 0.186306E-01 0.562773E+00 0.142652E-01 0.272744E+00 0.104608E+00 0.231790E-01 0.560574E+00 0.155184E-01 0.478981E-01 0.222688E-02 0.471083E+00 0.368366E-01
 0.855263E+01 0.410260E+00 0.181132E+00 0.417718E-01 0.139255E+00 0.726810E+00 0.507170E+00 0.946868E+00 0.688785E-02 0.106007E-01 0.402348E-01 0.242351E+00 0.845184E-01 0.162805E-01 0.546645E+00 0.153208E-01 0.258684E+00 0.966135E-01 0.206338E-01 0.546240E+00 0.164187E-01 0.417977E-01 0.203845E-02 0.456610E+00 0.367586E-01
 0.873684E+01 0.389432E+00 0.165496E+00 0.361515E-01 0.130238E+00 0.680078E+00 0.545065E+00 0.932171E+00 0.888023E-02 0.110016E-01 0.408311E-01 0.227530E+00 0.766269E-01 0.141134E-01 0.529002E+00 0.163881E-01 0.244694E+00 0.888696E-01 0.182518E-01 0.530722E+00 0.172774E-01 0.362309E-01 0.184804E-02 0.443455E+00 0.366698E-01
 0.892105E+01 0.368425E+00 0.150466E+00 0.310902E-01 0.120979E+00 0.626766E+00 0.581705E+00 0.914740E+00 0.108888E-01 0.113305E-01 0.402217E-01 0.212789E+00 0.690391E-01 0.121318E-01 0.509651E+00 0.174434E-01 0.230884E+00 0.814273E-01 0.160390E-01 0.513571E+00 0.181843E-01 0.312084E-01 0.165995E-02 0.431782E+00 0.365810E-01
 0.910526E+01 0.347272E+00 0.136067E+00 0.265582E-01 0.111564E+00 0.565533E+00 0.617920E+00 0.894003E+00 0.129627E-01 0.115840E-01 0.396525E-01 0.198160E+00 0.617625E-01 0.103287E-01 0.489294E+00 0.183430E-01 0.217339E+00 0.743049E-01 0.140008E-01 0.495947E+00 0.189715E-01 0.267444E-01 0.147671E-02 0.422288E+00 0.364913E-01
 0.928947E+01 0.326039E+00 0.122338E+00 0.225169E-01 0.102089E+00 0.495519E+00 0.652105E+00 0.869527E+00 0.150251E-01 0.117595E-01 0.396187E-01 0.183679E+00 0.548330E-01 0.870225E-02 0.467561E+00 0.191292E-01 0.204083E+00 0.675047E-01 0.121280E-01 0.476999E+00 0.198029E-01 0.228043E-01 0.130419E-02 0.415383E+00 0.363945E-01
 0.947368E+01 0.304959E+00 0.109412E+00 0.189625E-01 0.927540E-01 0.415972E+00 0.681053E+00 0.840543E+00 0.172112E-01 0.118579E-01 0.393150E-01 0.169577E+00 0.483689E-01 0.727043E-02 0.444628E+00 0.197517E-01 0.191127E+00 0.610434E-01 0.104241E-01 0.457412E+00 0.205008E-01 0.193673E-01 0.114418E-02 0.411087E+00 0.363112E-01
 0.965789E+01 0.284141E+00 0.972885E-01 0.158395E-01 0.836315E-01 0.326530E+00 0.700670E+00 0.806936E+00 0.195109E-01 0.118686E-01 0.382505E-01 0.155975E+00 0.423863E-01 0.601397E-02 0.420558E+00 0.202172E-01 0.178463E+00 0.549022E-01 0.887707E-02 0.436683E+00 0.211249E-01 0.163966E-01 0.999481E-03 0.409685E+00 0.363130E-01
