 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 0.229549E-02 0.257924E-02 0.199134E-04 0.220099E-02
   1 0.818421E+01 -.399741E-02 0.259301E-02 0.200498E-04 0.601307E-02
   1 0.836842E+01 -.904821E-02 0.268090E-02 0.215547E-04 0.326443E-03
   1 0.855263E+01 -.137828E-01 0.278023E-02 0.231392E-04 0.214859E-02
   1 0.873684E+01 -.170565E-01 0.287603E-02 0.244731E-04 0.137636E-01
   1 0.892105E+01 -.194509E-01 0.298499E-02 0.264096E-04 0.120056E-01
   1 0.910526E+01 -.206495E-01 0.300669E-02 0.267131E-04 0.150210E-01
   1 0.928947E+01 -.209605E-01 0.302275E-02 0.268265E-04 0.213271E-01
   1 0.947368E+01 -.208156E-01 0.303401E-02 0.272446E-04 0.134384E-01
   1 0.965789E+01 -.201761E-01 0.301234E-02 0.269306E-04 0.107233E-01
   1 0.984211E+01 -.184294E-01 0.291857E-02 0.255564E-04 -.874534E-04
   1 0.100263E+02 -.168564E-01 0.285406E-02 0.243314E-04 0.432236E-02
   1 0.102105E+02 -.148313E-01 0.278031E-02 0.232676E-04 -.333226E-02
   1 0.103947E+02 -.129701E-01 0.268942E-02 0.214788E-04 0.101412E-01
   1 0.105789E+02 -.115734E-01 0.258553E-02 0.200956E-04 -.203147E-02
   1 0.107632E+02 -.100235E-01 0.246496E-02 0.181698E-04 0.319947E-02
   1 0.109474E+02 -.921214E-02 0.238134E-02 0.170050E-04 0.433160E-03
   1 0.111316E+02 -.828703E-02 0.226338E-02 0.153058E-04 0.409039E-02
   1 0.113158E+02 -.744220E-02 0.216809E-02 0.142970E-04 -.138429E-01
   1 0.115000E+02 -.711834E-02 0.208860E-02 0.132386E-04 -.116019E-01
   2 0.800000E+01 0.714603E+00 0.513362E+00 0.269078E+00 0.659663E+00
   2 0.818421E+01 0.700815E+00 0.493914E+00 0.249407E+00 0.659212E+00
   2 0.836842E+01 0.686608E+00 0.474200E+00 0.230102E+00 0.658904E+00
   2 0.855263E+01 0.670382E+00 0.452173E+00 0.209430E+00 0.658565E+00
   2 0.873684E+01 0.651820E+00 0.427618E+00 0.187536E+00 0.658136E+00
   2 0.892105E+01 0.631460E+00 0.401483E+00 0.165575E+00 0.657596E+00
   2 0.910526E+01 0.609185E+00 0.373813E+00 0.143766E+00 0.657055E+00
   2 0.928947E+01 0.585657E+00 0.345644E+00 0.123119E+00 0.656485E+00
   2 0.947368E+01 0.561929E+00 0.318387E+00 0.104693E+00 0.655741E+00
   2 0.965789E+01 0.538229E+00 0.292269E+00 0.884234E-01 0.654951E+00
   2 0.984211E+01 0.514506E+00 0.267240E+00 0.741001E-01 0.654145E+00
   2 0.100263E+02 0.491322E+00 0.243863E+00 0.618637E-01 0.653245E+00
   2 0.102105E+02 0.468893E+00 0.222272E+00 0.515364E-01 0.652286E+00
   2 0.103947E+02 0.446247E+00 0.201499E+00 0.424932E-01 0.651137E+00
   2 0.105789E+02 0.424231E+00 0.182316E+00 0.349416E-01 0.649591E+00
   2 0.107632E+02 0.403319E+00 0.164945E+00 0.287026E-01 0.648343E+00
   2 0.109474E+02 0.383501E+00 0.149318E+00 0.236292E-01 0.646731E+00
   2 0.111316E+02 0.365287E+00 0.135618E+00 0.195689E-01 0.645344E+00
   2 0.113158E+02 0.348227E+00 0.123369E+00 0.162513E-01 0.644077E+00
   2 0.115000E+02 0.332467E+00 0.112578E+00 0.135890E-01 0.642597E+00
   3 0.800000E+01 -.386802E+00 0.152161E+00 0.246924E-01 0.644504E+00
   3 0.818421E+01 -.384383E+00 0.150361E+00 0.241642E-01 0.643731E+00
   3 0.836842E+01 -.382853E+00 0.149170E+00 0.237872E-01 0.643665E+00
   3 0.855263E+01 -.380641E+00 0.147492E+00 0.232753E-01 0.643355E+00
   3 0.873684E+01 -.377904E+00 0.145407E+00 0.226399E-01 0.643073E+00
   3 0.892105E+01 -.373658E+00 0.142198E+00 0.216728E-01 0.642724E+00
   3 0.910526E+01 -.368236E+00 0.138160E+00 0.204890E-01 0.642205E+00
   3 0.928947E+01 -.361351E+00 0.133136E+00 0.190724E-01 0.641333E+00
   3 0.947368E+01 -.353822E+00 0.127747E+00 0.176109E-01 0.640284E+00
   3 0.965789E+01 -.344298E+00 0.121067E+00 0.158642E-01 0.639215E+00
   3 0.984211E+01 -.334177E+00 0.114171E+00 0.141606E-01 0.637886E+00
   3 0.100263E+02 -.323254E+00 0.106949E+00 0.124762E-01 0.636413E+00
   3 0.102105E+02 -.311369E+00 0.993842E-01 0.108334E-01 0.634398E+00
   3 0.103947E+02 -.299166E+00 0.919117E-01 0.932135E-02 0.632197E+00
   3 0.105789E+02 -.286485E+00 0.844333E-01 0.791491E-02 0.629918E+00
   3 0.107632E+02 -.273571E+00 0.771572E-01 0.665811E-02 0.627199E+00
   3 0.109474E+02 -.260443E+00 0.701018E-01 0.554132E-02 0.624134E+00
   3 0.111316E+02 -.247712E+00 0.635817E-01 0.459736E-02 0.620926E+00
   3 0.113158E+02 -.235018E+00 0.574029E-01 0.378302E-02 0.617308E+00
   3 0.115000E+02 -.223384E+00 0.520124E-01 0.313666E-02 0.613515E+00
   4 0.800000E+01 0.228190E+00 0.548421E-01 0.360011E-02 0.601006E+00
   4 0.818421E+01 0.234027E+00 0.575088E-01 0.392398E-02 0.604508E+00
   4 0.836842E+01 0.238699E+00 0.596804E-01 0.419212E-02 0.607673E+00
   4 0.855263E+01 0.242425E+00 0.614200E-01 0.440784E-02 0.610519E+00
   4 0.873684E+01 0.244198E+00 0.622032E-01 0.449447E-02 0.612803E+00
   4 0.892105E+01 0.244894E+00 0.625116E-01 0.452872E-02 0.613692E+00
   4 0.910526E+01 0.243877E+00 0.619625E-01 0.444241E-02 0.614310E+00
   4 0.928947E+01 0.240994E+00 0.605271E-01 0.424469E-02 0.613788E+00
   4 0.947368E+01 0.237364E+00 0.587395E-01 0.400051E-02 0.613515E+00
   4 0.965789E+01 0.232225E+00 0.562826E-01 0.368629E-02 0.612101E+00
   4 0.984211E+01 0.225982E+00 0.533823E-01 0.333182E-02 0.610269E+00
   4 0.100263E+02 0.219301E+00 0.503675E-01 0.298356E-02 0.607977E+00
   4 0.102105E+02 0.211721E+00 0.470609E-01 0.262450E-02 0.604993E+00
   4 0.103947E+02 0.203268E+00 0.435295E-01 0.226972E-02 0.600715E+00
   4 0.105789E+02 0.194635E+00 0.400602E-01 0.194523E-02 0.595961E+00
   4 0.107632E+02 0.185499E+00 0.365532E-01 0.163954E-02 0.590976E+00
   4 0.109474E+02 0.175959E+00 0.330607E-01 0.136190E-02 0.584662E+00
   4 0.111316E+02 0.166369E+00 0.297504E-01 0.112255E-02 0.577234E+00
   4 0.113158E+02 0.157334E+00 0.267820E-01 0.927160E-03 0.569129E+00
   4 0.115000E+02 0.148482E+00 0.240289E-01 0.760200E-03 0.561127E+00
   5 0.800000E+01 0.138240E+01 0.191357E+01 0.368124E+01 0.664892E+00
   5 0.818421E+01 0.133971E+01 0.179742E+01 0.324924E+01 0.664754E+00
   5 0.836842E+01 0.129556E+01 0.168112E+01 0.284390E+01 0.664575E+00
   5 0.855263E+01 0.124996E+01 0.156509E+01 0.246626E+01 0.664385E+00
   5 0.873684E+01 0.120326E+01 0.145055E+01 0.211993E+01 0.664160E+00
   5 0.892105E+01 0.115520E+01 0.133727E+01 0.180315E+01 0.663894E+00
   5 0.910526E+01 0.110599E+01 0.122604E+01 0.151699E+01 0.663605E+00
   5 0.928947E+01 0.105660E+01 0.111928E+01 0.126569E+01 0.663234E+00
   5 0.947368E+01 0.100662E+01 0.101614E+01 0.104413E+01 0.662925E+00
   5 0.965789E+01 0.955905E+00 0.916648E+00 0.850836E+00 0.662465E+00
   5 0.984211E+01 0.905932E+00 0.823605E+00 0.687841E+00 0.661990E+00
   5 0.100263E+02 0.855654E+00 0.735080E+00 0.548962E+00 0.661349E+00
   5 0.102105E+02 0.805824E+00 0.652274E+00 0.433069E+00 0.660707E+00
   5 0.103947E+02 0.757902E+00 0.577225E+00 0.339677E+00 0.660176E+00
   5 0.105789E+02 0.715258E+00 0.514221E+00 0.269832E+00 0.659848E+00
   5 0.107632E+02 0.677948E+00 0.462072E+00 0.218058E+00 0.659567E+00
   5 0.109474E+02 0.645822E+00 0.419391E+00 0.179756E+00 0.659337E+00
   5 0.111316E+02 0.617331E+00 0.383288E+00 0.150269E+00 0.659045E+00
   5 0.113158E+02 0.592024E+00 0.352580E+00 0.127252E+00 0.658785E+00
   5 0.115000E+02 0.570004E+00 0.326921E+00 0.109510E+00 0.658458E+00
   6 0.800000E+01 -.107650E+00 0.142392E-01 0.340403E-03 0.440371E+00
   6 0.818421E+01 -.101688E+00 0.129722E-01 0.291185E-03 0.423209E+00
