 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.825061E+00 0.687764E+00 0.492228E+00 0.653130E+00
   1 0.818421E+01 -.814215E+00 0.670059E+00 0.467896E+00 0.652622E+00
   1 0.836842E+01 -.799920E+00 0.647003E+00 0.436887E+00 0.652115E+00
   1 0.855263E+01 -.784361E+00 0.622429E+00 0.405235E+00 0.651337E+00
   1 0.873684E+01 -.766939E+00 0.595383E+00 0.371454E+00 0.650707E+00
   1 0.892105E+01 -.747908E+00 0.566669E+00 0.337528E+00 0.649628E+00
   1 0.910526E+01 -.727481E+00 0.536572E+00 0.303520E+00 0.648593E+00
   1 0.928947E+01 -.704729E+00 0.504115E+00 0.269059E+00 0.647087E+00
   1 0.947368E+01 -.681539E+00 0.472016E+00 0.236868E+00 0.645619E+00
   1 0.965789E+01 -.656987E+00 0.439203E+00 0.206058E+00 0.643928E+00
   1 0.984211E+01 -.631770E+00 0.406715E+00 0.177602E+00 0.642113E+00
   1 0.100263E+02 -.605553E+00 0.374356E+00 0.151466E+00 0.639733E+00
   1 0.102105E+02 -.579114E+00 0.343060E+00 0.128086E+00 0.637223E+00
   1 0.103947E+02 -.552268E+00 0.312707E+00 0.107291E+00 0.634265E+00
   1 0.105789E+02 -.525551E+00 0.283875E+00 0.891639E-01 0.631181E+00
   1 0.107632E+02 -.498076E+00 0.255686E+00 0.730528E-01 0.627521E+00
   1 0.109474E+02 -.472225E+00 0.230487E+00 0.599445E-01 0.623871E+00
   1 0.111316E+02 -.446748E+00 0.206936E+00 0.488170E-01 0.620004E+00
   1 0.113158E+02 -.422689E+00 0.185823E+00 0.397713E-01 0.616074E+00
   1 0.115000E+02 -.399997E+00 0.166984E+00 0.324782E-01 0.611741E+00
   2 0.800000E+01 0.119570E+01 0.143659E+01 0.210330E+01 0.660284E+00
   2 0.818421E+01 0.116797E+01 0.137104E+01 0.191741E+01 0.659991E+00
   2 0.836842E+01 0.113994E+01 0.130648E+01 0.174344E+01 0.659529E+00
   2 0.855263E+01 0.111236E+01 0.124429E+01 0.158273E+01 0.659247E+00
   2 0.873684E+01 0.108448E+01 0.118309E+01 0.143269E+01 0.658809E+00
   2 0.892105E+01 0.105683E+01 0.112387E+01 0.129432E+01 0.658423E+00
   2 0.910526E+01 0.102979E+01 0.106739E+01 0.116882E+01 0.658039E+00
   2 0.928947E+01 0.100123E+01 0.100936E+01 0.104656E+01 0.657586E+00
   2 0.947368E+01 0.973841E+00 0.955196E+00 0.938403E+00 0.657167E+00
   2 0.965789E+01 0.945991E+00 0.901714E+00 0.837555E+00 0.656636E+00
   2 0.984211E+01 0.918024E+00 0.849554E+00 0.744704E+00 0.656062E+00
   2 0.100263E+02 0.889870E+00 0.798612E+00 0.659211E+00 0.655466E+00
