 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.110159E+00 0.124524E-01 0.170660E-03 0.633137E+00
   1 0.818421E+01 -.108941E+00 0.121898E-01 0.164054E-03 0.631981E+00
   1 0.836842E+01 -.106850E+00 0.117406E-01 0.152815E-03 0.630459E+00
   1 0.855263E+01 -.104059E+00 0.111599E-01 0.139165E-03 0.627532E+00
   1 0.873684E+01 -.997211E-01 0.102759E-01 0.119023E-03 0.624278E+00
   1 0.892105E+01 -.960249E-01 0.954349E-02 0.103163E-03 0.622436E+00
   1 0.910526E+01 -.919080E-01 0.876749E-02 0.879007E-04 0.618828E+00
   1 0.928947E+01 -.877924E-01 0.802655E-02 0.744462E-04 0.614820E+00
   1 0.947368E+01 -.831273E-01 0.722482E-02 0.610932E-04 0.609863E+00
   1 0.965789E+01 -.782633E-01 0.643788E-02 0.493113E-04 0.603412E+00
   1 0.984211E+01 -.732797E-01 0.567886E-02 0.390724E-04 0.596145E+00
   1 0.100263E+02 -.690299E-01 0.506926E-02 0.316711E-04 0.589179E+00
   1 0.102105E+02 -.645460E-01 0.446354E-02 0.250715E-04 0.580531E+00
   1 0.103947E+02 -.605655E-01 0.395980E-02 0.201243E-04 0.572188E+00
   1 0.105789E+02 -.568563E-01 0.352124E-02 0.163075E-04 0.561596E+00
   1 0.107632E+02 -.532757E-01 0.312309E-02 0.131599E-04 0.550258E+00
   1 0.109474E+02 -.497311E-01 0.275302E-02 0.105082E-04 0.537848E+00
   1 0.111316E+02 -.464544E-01 0.243314E-02 0.844373E-05 0.524578E+00
   1 0.113158E+02 -.432786E-01 0.214308E-02 0.676271E-05 0.509179E+00
   1 0.115000E+02 -.404162E-01 0.189849E-02 0.546856E-05 0.494251E+00
   2 0.800000E+01 -.669677E-01 0.479891E-02 0.288666E-04 0.582180E+00
   2 0.818421E+01 -.663306E-01 0.471693E-02 0.280283E-04 0.580090E+00
   2 0.836842E+01 -.650542E-01 0.455133E-02 0.263169E-04 0.576517E+00
   2 0.855263E+01 -.642389E-01 0.444948E-02 0.253326E-04 0.573481E+00
   2 0.873684E+01 -.633709E-01 0.434000E-02 0.242410E-04 0.571008E+00
   2 0.892105E+01 -.615220E-01 0.410669E-02 0.219359E-04 0.566438E+00
   2 0.910526E+01 -.598350E-01 0.390567E-02 0.201199E-04 0.560343E+00
   2 0.928947E+01 -.579641E-01 0.368444E-02 0.181251E-04 0.554941E+00
   2 0.947368E+01 -.554525E-01 0.339276E-02 0.156304E-04 0.547369E+00
   2 0.965789E+01 -.538489E-01 0.321876E-02 0.142755E-04 0.540703E+00
   2 0.984211E+01 -.524635E-01 0.306598E-02 0.130496E-04 0.537260E+00
   2 0.100263E+02 -.515436E-01 0.296285E-02 0.122132E-04 0.536247E+00
   2 0.102105E+02 -.503069E-01 0.283134E-02 0.112217E-04 0.533390E+00
   2 0.103947E+02 -.487054E-01 0.266933E-02 0.101172E-04 0.526700E+00
   2 0.105789E+02 -.471905E-01 0.251497E-02 0.905699E-05 0.522692E+00
   2 0.107632E+02 -.450970E-01 0.232114E-02 0.789143E-05 0.511763E+00
   2 0.109474E+02 -.431313E-01 0.214072E-02 0.682213E-05 0.503775E+00
   2 0.111316E+02 -.407616E-01 0.193694E-02 0.574423E-05 0.489637E+00
   2 0.113158E+02 -.383350E-01 0.173921E-02 0.476289E-05 0.475139E+00
   2 0.115000E+02 -.360285E-01 0.156349E-02 0.396450E-05 0.459397E+00
   3 0.800000E+01 0.952206E-01 0.938218E-02 0.996334E-04 0.622709E+00
   3 0.818421E+01 0.932541E-01 0.901272E-02 0.924530E-04 0.620608E+00
   3 0.836842E+01 0.907792E-01 0.856366E-02 0.841906E-04 0.617331E+00
   3 0.855263E+01 0.883999E-01 0.813679E-02 0.764894E-04 0.614900E+00
