 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.254129E-01 0.761562E-03 0.906548E-06 0.478974E+00
   1 0.805556E+01 -.253713E-01 0.759710E-03 0.902893E-06 0.478542E+00
   1 0.811111E+01 -.253323E-01 0.757917E-03 0.899742E-06 0.477901E+00
   1 0.816667E+01 -.252735E-01 0.755422E-03 0.895631E-06 0.476847E+00
   1 0.822222E+01 -.252177E-01 0.752786E-03 0.891429E-06 0.475649E+00
   1 0.827778E+01 -.251945E-01 0.752050E-03 0.891208E-06 0.474752E+00
   1 0.833333E+01 -.251595E-01 0.750280E-03 0.887326E-06 0.474569E+00
   1 0.838889E+01 -.250977E-01 0.747538E-03 0.883889E-06 0.472759E+00
   1 0.844444E+01 -.250835E-01 0.747007E-03 0.883601E-06 0.472181E+00
   1 0.850000E+01 -.250738E-01 0.746579E-03 0.881776E-06 0.472666E+00
   1 0.855556E+01 -.250156E-01 0.744038E-03 0.877224E-06 0.471799E+00
   1 0.861111E+01 -.249975E-01 0.743539E-03 0.877176E-06 0.471119E+00
   1 0.866667E+01 -.249975E-01 0.743052E-03 0.874628E-06 0.471964E+00
   1 0.872222E+01 -.249403E-01 0.740468E-03 0.870592E-06 0.470726E+00
   1 0.877778E+01 -.249101E-01 0.739188E-03 0.868642E-06 0.470081E+00
   1 0.883333E+01 -.248509E-01 0.736577E-03 0.865656E-06 0.468152E+00
   1 0.888889E+01 -.247984E-01 0.734516E-03 0.861696E-06 0.467610E+00
   1 0.894444E+01 -.247583E-01 0.732746E-03 0.858872E-06 0.466787E+00
   1 0.900000E+01 -.247576E-01 0.732669E-03 0.858944E-06 0.466631E+00
   1 0.905556E+01 -.246940E-01 0.729922E-03 0.854769E-06 0.465221E+00
   1 0.911111E+01 -.246439E-01 0.727385E-03 0.849797E-06 0.464616E+00
   1 0.916667E+01 -.245464E-01 0.722770E-03 0.841293E-06 0.463184E+00
   1 0.922222E+01 -.245078E-01 0.721475E-03 0.840482E-06 0.461773E+00
   1 0.927778E+01 -.245177E-01 0.721308E-03 0.838818E-06 0.462591E+00
   1 0.933333E+01 -.244420E-01 0.717389E-03 0.830876E-06 0.461847E+00
   1 0.938889E+01 -.243670E-01 0.713648E-03 0.822684E-06 0.461553E+00
   1 0.944444E+01 -.242423E-01 0.707930E-03 0.812481E-06 0.459606E+00
   1 0.950000E+01 -.241036E-01 0.700904E-03 0.798740E-06 0.458039E+00
   1 0.955556E+01 -.240026E-01 0.695498E-03 0.787534E-06 0.457305E+00
   1 0.961111E+01 -.237509E-01 0.683355E-03 0.763760E-06 0.454816E+00
   1 0.966667E+01 -.234908E-01 0.670562E-03 0.739717E-06 0.451640E+00
   1 0.972222E+01 -.232082E-01 0.657091E-03 0.715062E-06 0.447959E+00
   1 0.977778E+01 -.228769E-01 0.641150E-03 0.685540E-06 0.444106E+00
   1 0.983333E+01 -.224903E-01 0.623388E-03 0.653243E-06 0.439679E+00
   1 0.988889E+01 -.220252E-01 0.601755E-03 0.615708E-06 0.433220E+00
   1 0.994444E+01 -.215330E-01 0.579922E-03 0.578479E-06 0.426641E+00
   1 0.100000E+02 -.209767E-01 0.556026E-03 0.540810E-06 0.416913E+00
   1 0.100556E+02 -.204063E-01 0.531514E-03 0.500636E-06 0.409293E+00
   1 0.101111E+02 -.197983E-01 0.506427E-03 0.461796E-06 0.399802E+00
   1 0.101667E+02 -.192181E-01 0.482881E-03 0.426810E-06 0.389856E+00
   1 0.102222E+02 -.186060E-01 0.459468E-03 0.394266E-06 0.377475E+00
   1 0.102778E+02 -.179937E-01 0.436753E-03 0.362316E-06 0.366867E+00
   1 0.103333E+02 -.173411E-01 0.412678E-03 0.330183E-06 0.353734E+00
   1 0.103889E+02 -.167500E-01 0.391843E-03 0.302899E-06 0.342414E+00
   1 0.104444E+02 -.161218E-01 0.370651E-03 0.276960E-06 0.328008E+00
   1 0.105000E+02 -.154988E-01 0.350106E-03 0.252899E-06 0.312255E+00
   1 0.105556E+02 -.148404E-01 0.329432E-03 0.228541E-06 0.298041E+00
   1 0.106111E+02 -.142521E-01 0.311073E-03 0.207636E-06 0.284753E+00
   1 0.106667E+02 -.136286E-01 0.293126E-03 0.188873E-06 0.267277E+00
   1 0.107222E+02 -.129920E-01 0.275827E-03 0.171294E-06 0.249502E+00
   1 0.107778E+02 -.124124E-01 0.260275E-03 0.155794E-06 0.233409E+00
   1 0.108333E+02 -.118088E-01 0.244967E-03 0.140996E-06 0.216800E+00
   1 0.108889E+02 -.112291E-01 0.230365E-03 0.127232E-06 0.200827E+00
   1 0.109444E+02 -.106580E-01 0.217798E-03 0.116302E-06 0.182740E+00
   1 0.110000E+02 -.100992E-01 0.205233E-03 0.105445E-06 0.165533E+00
   1 0.110556E+02 -.955089E-02 0.193116E-03 0.952193E-07 0.148926E+00
   1 0.111111E+02 -.903526E-02 0.182828E-03 0.869936E-07 0.132478E+00
   1 0.111667E+02 -.854388E-02 0.173746E-03 0.796725E-07 0.120252E+00
   1 0.112222E+02 -.807785E-02 0.164994E-03 0.730398E-07 0.105661E+00
   1 0.112778E+02 -.760407E-02 0.157110E-03 0.673082E-07 0.910497E-01
   1 0.113333E+02 -.721512E-02 0.150059E-03 0.621720E-07 0.796546E-01
   1 0.113889E+02 -.683976E-02 0.144500E-03 0.583519E-07 0.684651E-01
   1 0.114444E+02 -.645883E-02 0.138321E-03 0.539188E-07 0.606165E-01
   1 0.115000E+02 -.613422E-02 0.133483E-03 0.506242E-07 0.529193E-01
   2 0.800000E+01 0.326088E+00 0.106449E+00 0.113807E-01 0.665217E+00
   2 0.805556E+01 0.323584E+00 0.104823E+00 0.110366E-01 0.665186E+00
   2 0.811111E+01 0.321011E+00 0.103164E+00 0.106908E-01 0.665165E+00
   2 0.816667E+01 0.318401E+00 0.101496E+00 0.103487E-01 0.665135E+00
   2 0.822222E+01 0.315770E+00 0.998277E-01 0.100123E-01 0.665103E+00
   2 0.827778E+01 0.313177E+00 0.981976E-01 0.968890E-02 0.665072E+00
   2 0.833333E+01 0.310512E+00 0.965357E-01 0.936458E-02 0.665041E+00
   2 0.838889E+01 0.307844E+00 0.948857E-01 0.904802E-02 0.665011E+00
   2 0.844444E+01 0.305219E+00 0.932768E-01 0.874461E-02 0.664979E+00
   2 0.850000E+01 0.302514E+00 0.916331E-01 0.843988E-02 0.664949E+00
   2 0.855556E+01 0.299762E+00 0.899762E-01 0.813847E-02 0.664906E+00
   2 0.861111E+01 0.297043E+00 0.883537E-01 0.784842E-02 0.664872E+00
   2 0.866667E+01 0.294285E+00 0.867226E-01 0.756202E-02 0.664840E+00
   2 0.872222E+01 0.291386E+00 0.850247E-01 0.726960E-02 0.664804E+00
   2 0.877778E+01 0.288474E+00 0.833359E-01 0.698451E-02 0.664765E+00
   2 0.883333E+01 0.285518E+00 0.816390E-01 0.670369E-02 0.664728E+00
   2 0.888889E+01 0.282614E+00 0.799892E-01 0.643613E-02 0.664695E+00
   2 0.894444E+01 0.279649E+00 0.783224E-01 0.617169E-02 0.664641E+00
   2 0.900000E+01 0.276610E+00 0.766324E-01 0.590901E-02 0.664595E+00
   2 0.905556E+01 0.273573E+00 0.749608E-01 0.565469E-02 0.664557E+00
   2 0.911111E+01 0.270505E+00 0.732923E-01 0.540673E-02 0.664497E+00
   2 0.916667E+01 0.267379E+00 0.716108E-01 0.516228E-02 0.664445E+00
   2 0.922222E+01 0.264302E+00 0.699751E-01 0.492992E-02 0.664393E+00
   2 0.927778E+01 0.261101E+00 0.682931E-01 0.469648E-02 0.664342E+00
   2 0.933333E+01 0.257937E+00 0.666506E-01 0.447401E-02 0.664287E+00
   2 0.938889E+01 0.254751E+00 0.650176E-01 0.425836E-02 0.664217E+00
   2 0.944444E+01 0.251565E+00 0.634042E-01 0.405032E-02 0.664160E+00
   2 0.950000E+01 0.248353E+00 0.617984E-01 0.384844E-02 0.664100E+00
   2 0.955556E+01 0.245202E+00 0.602430E-01 0.365789E-02 0.664034E+00
   2 0.961111E+01 0.242004E+00 0.586850E-01 0.347183E-02 0.663966E+00
   2 0.966667E+01 0.238869E+00 0.571765E-01 0.329615E-02 0.663914E+00
   2 0.972222E+01 0.235733E+00 0.556879E-01 0.312735E-02 0.663849E+00
   2 0.977778E+01 0.232634E+00 0.542361E-01 0.296702E-02 0.663781E+00
   2 0.983333E+01 0.229580E+00 0.528243E-01 0.281515E-02 0.663712E+00
   2 0.988889E+01 0.226553E+00 0.514433E-01 0.267053E-02 0.663629E+00
   2 0.994444E+01 0.223439E+00 0.500420E-01 0.252757E-02 0.663556E+00
   2 0.100000E+02 0.220426E+00 0.487038E-01 0.239469E-02 0.663487E+00
   2 0.100556E+02 0.217344E+00 0.473550E-01 0.226452E-02 0.663393E+00
   2 0.101111E+02 0.214252E+00 0.460198E-01 0.213911E-02 0.663317E+00
   2 0.101667E+02 0.211215E+00 0.447266E-01 0.202102E-02 0.663242E+00
   2 0.102222E+02 0.208220E+00 0.434704E-01 0.190960E-02 0.663152E+00
   2 0.102778E+02 0.205212E+00 0.422260E-01 0.180227E-02 0.663070E+00
   2 0.103333E+02 0.202223E+00 0.410083E-01 0.170036E-02 0.662965E+00
   2 0.103889E+02 0.199358E+00 0.398566E-01 0.160651E-02 0.662898E+00
   2 0.104444E+02 0.196463E+00 0.387104E-01 0.151593E-02 0.662788E+00
   2 0.105000E+02 0.193698E+00 0.376304E-01 0.143279E-02 0.662726E+00
   2 0.105556E+02 0.190945E+00 0.365711E-01 0.135365E-02 0.662628E+00
   2 0.106111E+02 0.188246E+00 0.355464E-01 0.127914E-02 0.662552E+00
   2 0.106667E+02 0.185594E+00 0.345547E-01 0.120913E-02 0.662449E+00
   2 0.107222E+02 0.182962E+00 0.335837E-01 0.114242E-02 0.662364E+00
   2 0.107778E+02 0.180394E+00 0.326495E-01 0.108002E-02 0.662279E+00
   2 0.108333E+02 0.177888E+00 0.317515E-01 0.102177E-02 0.662166E+00
   2 0.108889E+02 0.175415E+00 0.308767E-01 0.966498E-03 0.662078E+00
   2 0.109444E+02 0.172958E+00 0.300202E-01 0.913893E-03 0.661976E+00
   2 0.110000E+02 0.170578E+00 0.292021E-01 0.865049E-03 0.661865E+00
   2 0.110556E+02 0.168261E+00 0.284157E-01 0.819262E-03 0.661791E+00
   2 0.111111E+02 0.165998E+00 0.276590E-01 0.776450E-03 0.661686E+00
   2 0.111667E+02 0.163739E+00 0.269124E-01 0.735247E-03 0.661619E+00
   2 0.112222E+02 0.161533E+00 0.261947E-01 0.696812E-03 0.661494E+00
   2 0.112778E+02 0.159401E+00 0.255099E-01 0.661041E-03 0.661397E+00
   2 0.113333E+02 0.157270E+00 0.248336E-01 0.626605E-03 0.661317E+00
   2 0.113889E+02 0.155222E+00 0.241926E-01 0.594825E-03 0.661230E+00
   2 0.114444E+02 0.153231E+00 0.235781E-01 0.565172E-03 0.661123E+00
   2 0.115000E+02 0.151276E+00 0.229817E-01 0.537098E-03 0.661026E+00
