 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   HOT
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9053
 ------------------------
 disorder configurations processed            2
    T      [<n>]      std.n/sqrt(iconf)      [<n^2>]      [<n^4>]      Global.Nematic.Binder      Nematic.Binder      Nematic.Binder.Error
 0.800000E+01 0.175647E+00 0.107355E+00 0.540190E-01 0.578761E-02 0.338873E+00 0.561384E+00 0.734272E-01
 0.805556E+01 0.174625E+00 0.106103E+00 0.531265E-01 0.559331E-02 0.339420E+00 0.565872E+00 0.702354E-01
 0.811111E+01 0.173621E+00 0.104852E+00 0.522494E-01 0.540538E-02 0.340002E+00 0.570413E+00 0.670065E-01
 0.816667E+01 0.172556E+00 0.103592E+00 0.513563E-01 0.521759E-02 0.340581E+00 0.574013E+00 0.644360E-01
 0.822222E+01 0.171502E+00 0.102312E+00 0.504659E-01 0.503338E-02 0.341218E+00 0.577907E+00 0.616612E-01
 0.827778E+01 0.170378E+00 0.101035E+00 0.495629E-01 0.485014E-02 0.341859E+00 0.581225E+00 0.592949E-01
 0.833333E+01 0.169304E+00 0.997203E-01 0.486708E-01 0.467174E-02 0.342614E+00 0.584424E+00 0.570122E-01
 0.838889E+01 0.168144E+00 0.984094E-01 0.477598E-01 0.449361E-02 0.343329E+00 0.587611E+00 0.547342E-01
 0.844444E+01 0.166968E+00 0.970863E-01 0.468491E-01 0.431900E-02 0.344068E+00 0.590381E+00 0.527439E-01
 0.850000E+01 0.165780E+00 0.957551E-01 0.459405E-01 0.414802E-02 0.344869E+00 0.592905E+00 0.509333E-01
 0.855556E+01 0.164553E+00 0.944122E-01 0.450243E-01 0.397911E-02 0.345708E+00 0.595530E+00 0.490546E-01
 0.861111E+01 0.163306E+00 0.930497E-01 0.441049E-01 0.381321E-02 0.346575E+00 0.597951E+00 0.473093E-01
 0.866667E+01 0.161989E+00 0.916933E-01 0.431756E-01 0.364937E-02 0.347440E+00 0.600029E+00 0.458120E-01
 0.872222E+01 0.160671E+00 0.903229E-01 0.422514E-01 0.348987E-02 0.348362E+00 0.602034E+00 0.443638E-01
 0.877778E+01 0.159351E+00 0.889574E-01 0.413396E-01 0.333583E-02 0.349345E+00 0.603623E+00 0.432142E-01
 0.883333E+01 0.158017E+00 0.875832E-01 0.404313E-01 0.318593E-02 0.350350E+00 0.605433E+00 0.418985E-01
 0.888889E+01 0.156609E+00 0.862035E-01 0.395093E-01 0.303761E-02 0.351347E+00 0.606758E+00 0.409224E-01
 0.894444E+01 0.155194E+00 0.848055E-01 0.385899E-01 0.289305E-02 0.352427E+00 0.608344E+00 0.397677E-01
 0.900000E+01 0.153751E+00 0.834274E-01 0.376805E-01 0.275382E-02 0.353483E+00 0.609679E+00 0.387829E-01
 0.905556E+01 0.152297E+00 0.820627E-01 0.367835E-01 0.261994E-02 0.354547E+00 0.611148E+00 0.377054E-01
 0.911111E+01 0.150785E+00 0.807449E-01 0.358963E-01 0.249133E-02 0.355520E+00 0.612074E+00 0.370110E-01
 0.916667E+01 0.149195E+00 0.794523E-01 0.350050E-01 0.236587E-02 0.356410E+00 0.612559E+00 0.366351E-01
 0.922222E+01 0.147541E+00 0.781912E-01 0.341163E-01 0.224466E-02 0.357159E+00 0.612995E+00 0.362798E-01
 0.927778E+01 0.145876E+00 0.769715E-01 0.332490E-01 0.212971E-02 0.357840E+00 0.613372E+00 0.359695E-01
 0.933333E+01 0.144147E+00 0.757987E-01 0.323892E-01 0.201928E-02 0.358384E+00 0.612966E+00 0.362135E-01
 0.938889E+01 0.142418E+00 0.746475E-01 0.315474E-01 0.191424E-02 0.358869E+00 0.612875E+00 0.362261E-01
 0.944444E+01 0.140662E+00 0.735253E-01 0.307172E-01 0.181359E-02 0.359300E+00 0.612431E+00 0.364995E-01
 0.950000E+01 0.138912E+00 0.724921E-01 0.299263E-01 0.172088E-02 0.359495E+00 0.611798E+00 0.368912E-01
 0.955556E+01 0.137140E+00 0.714404E-01 0.291341E-01 0.163031E-02 0.359755E+00 0.611191E+00 0.372763E-01
 0.961111E+01 0.135345E+00 0.704370E-01 0.283602E-01 0.154454E-02 0.359883E+00 0.610112E+00 0.379966E-01
 0.966667E+01 0.133583E+00 0.694759E-01 0.276169E-01 0.146463E-02 0.359888E+00 0.609240E+00 0.385545E-01
 0.972222E+01 0.131847E+00 0.684731E-01 0.268786E-01 0.138698E-02 0.360065E+00 0.608751E+00 0.388527E-01
 0.977778E+01 0.130139E+00 0.675041E-01 0.261678E-01 0.131440E-02 0.360162E+00 0.608048E+00 0.392821E-01
 0.983333E+01 0.128463E+00 0.665274E-01 0.254723E-01 0.124503E-02 0.360379E+00 0.607265E+00 0.397820E-01
 0.988889E+01 0.126817E+00 0.655256E-01 0.247863E-01 0.117823E-02 0.360727E+00 0.607016E+00 0.399172E-01
 0.994444E+01 0.125216E+00 0.645104E-01 0.241186E-01 0.111488E-02 0.361144E+00 0.606723E+00 0.400570E-01
 0.100000E+02 0.123616E+00 0.635221E-01 0.234669E-01 0.105483E-02 0.361517E+00 0.606432E+00 0.402035E-01
 0.100556E+02 0.122056E+00 0.625280E-01 0.228322E-01 0.997787E-03 0.362002E+00 0.606328E+00 0.402231E-01
 0.101111E+02 0.120530E+00 0.615430E-01 0.222167E-01 0.943922E-03 0.362533E+00 0.606370E+00 0.401414E-01
 0.101667E+02 0.119020E+00 0.605770E-01 0.216187E-01 0.893093E-03 0.363036E+00 0.606115E+00 0.402581E-01
 0.102222E+02 0.117552E+00 0.596251E-01 0.210417E-01 0.845320E-03 0.363589E+00 0.606179E+00 0.401563E-01
 0.102778E+02 0.116117E+00 0.587048E-01 0.204877E-01 0.800688E-03 0.364149E+00 0.605919E+00 0.402909E-01
 0.103333E+02 0.114694E+00 0.578273E-01 0.199544E-01 0.759077E-03 0.364543E+00 0.605692E+00 0.403795E-01
 0.103889E+02 0.113279E+00 0.569681E-01 0.194336E-01 0.719497E-03 0.364961E+00 0.605561E+00 0.404229E-01
 0.104444E+02 0.111903E+00 0.561383E-01 0.189350E-01 0.682631E-03 0.365351E+00 0.605247E+00 0.405918E-01
 0.105000E+02 0.110535E+00 0.553213E-01 0.184481E-01 0.647578E-03 0.365737E+00 0.604724E+00 0.409078E-01
 0.105556E+02 0.109198E+00 0.545421E-01 0.179823E-01 0.615019E-03 0.366018E+00 0.604430E+00 0.410519E-01
 0.106111E+02 0.107837E+00 0.537628E-01 0.175173E-01 0.583387E-03 0.366273E+00 0.604158E+00 0.411813E-01
 0.106667E+02 0.106522E+00 0.530191E-01 0.170757E-01 0.554150E-03 0.366498E+00 0.603698E+00 0.414459E-01
 0.107222E+02 0.105196E+00 0.523082E-01 0.166448E-01 0.526460E-03 0.366590E+00 0.602776E+00 0.420325E-01
 0.107778E+02 0.103912E+00 0.515911E-01 0.162264E-01 0.500174E-03 0.366780E+00 0.602244E+00 0.423452E-01
 0.108333E+02 0.102619E+00 0.509180E-01 0.158204E-01 0.475415E-03 0.366836E+00 0.601610E+00 0.427476E-01
 0.108889E+02 0.101357E+00 0.502686E-01 0.154310E-01 0.452313E-03 0.366812E+00 0.600643E+00 0.433625E-01
 0.109444E+02 0.100099E+00 0.496153E-01 0.150463E-01 0.430054E-03 0.366796E+00 0.600189E+00 0.436132E-01
 0.110000E+02 0.988501E-01 0.489707E-01 0.146699E-01 0.408786E-03 0.366827E+00 0.599282E+00 0.441990E-01
 0.110556E+02 0.976089E-01 0.483455E-01 0.143036E-01 0.388656E-03 0.366784E+00 0.598061E+00 0.450017E-01
 0.111111E+02 0.964157E-01 0.477623E-01 0.139589E-01 0.370242E-03 0.366624E+00 0.597378E+00 0.454239E-01
 0.111667E+02 0.952155E-01 0.471869E-01 0.136190E-01 0.352510E-03 0.366481E+00 0.596082E+00 0.462851E-01
 0.112222E+02 0.940469E-01 0.466358E-01 0.132935E-01 0.335972E-03 0.366276E+00 0.594850E+00 0.471008E-01
 0.112778E+02 0.928924E-01 0.460882E-01 0.129755E-01 0.320188E-03 0.366073E+00 0.593786E+00 0.477907E-01
 0.113333E+02 0.917305E-01 0.455496E-01 0.126613E-01 0.305000E-03 0.365804E+00 0.592544E+00 0.486098E-01
 0.113889E+02 0.905658E-01 0.450233E-01 0.123527E-01 0.290450E-03 0.365510E+00 0.591181E+00 0.495210E-01
 0.114444E+02 0.894426E-01 0.445187E-01 0.120594E-01 0.276983E-03 0.365135E+00 0.589830E+00 0.504050E-01
 0.115000E+02 0.883587E-01 0.440162E-01 0.117769E-01 0.264258E-03 0.364900E+00 0.588441E+00 0.513322E-01
