 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.187796E+00 0.353803E-01 0.126774E-02 0.662413E+00
   1 0.805556E+01 -.186146E+00 0.347641E-01 0.122432E-02 0.662314E+00
   1 0.811111E+01 -.184528E+00 0.341648E-01 0.118282E-02 0.662214E+00
   1 0.816667E+01 -.182905E+00 0.335687E-01 0.114219E-02 0.662133E+00
   1 0.822222E+01 -.181232E+00 0.329594E-01 0.110140E-02 0.662041E+00
   1 0.827778E+01 -.179568E+00 0.323596E-01 0.106199E-02 0.661942E+00
   1 0.833333E+01 -.177937E+00 0.317762E-01 0.102428E-02 0.661862E+00
   1 0.838889E+01 -.176237E+00 0.311747E-01 0.986208E-03 0.661747E+00
   1 0.844444E+01 -.174561E+00 0.305872E-01 0.949680E-03 0.661641E+00
   1 0.850000E+01 -.172853E+00 0.299935E-01 0.913398E-03 0.661557E+00
   1 0.855556E+01 -.171181E+00 0.294189E-01 0.879078E-03 0.661426E+00
   1 0.861111E+01 -.169448E+00 0.288288E-01 0.844460E-03 0.661308E+00
   1 0.866667E+01 -.167702E+00 0.282401E-01 0.810587E-03 0.661197E+00
   1 0.872222E+01 -.165920E+00 0.276455E-01 0.777074E-03 0.661085E+00
   1 0.877778E+01 -.164184E+00 0.270724E-01 0.745465E-03 0.660959E+00
   1 0.883333E+01 -.162435E+00 0.265008E-01 0.714553E-03 0.660849E+00
   1 0.888889E+01 -.160711E+00 0.259440E-01 0.685084E-03 0.660727E+00
   1 0.894444E+01 -.158931E+00 0.253750E-01 0.655623E-03 0.660592E+00
   1 0.900000E+01 -.157101E+00 0.247969E-01 0.626393E-03 0.660429E+00
   1 0.905556E+01 -.155286E+00 0.242301E-01 0.598348E-03 0.660278E+00
   1 0.911111E+01 -.153502E+00 0.236790E-01 0.571660E-03 0.660149E+00
   1 0.916667E+01 -.151651E+00 0.231141E-01 0.544956E-03 0.659994E+00
   1 0.922222E+01 -.149854E+00 0.225723E-01 0.519946E-03 0.659838E+00
   1 0.927778E+01 -.148022E+00 0.220267E-01 0.495381E-03 0.659654E+00
   1 0.933333E+01 -.146219E+00 0.214963E-01 0.472056E-03 0.659477E+00
   1 0.938889E+01 -.144411E+00 0.209710E-01 0.449518E-03 0.659288E+00
   1 0.944444E+01 -.142591E+00 0.204480E-01 0.427569E-03 0.659135E+00
   1 0.950000E+01 -.140813E+00 0.199442E-01 0.406989E-03 0.658943E+00
   1 0.955556E+01 -.139068E+00 0.194556E-01 0.387510E-03 0.658751E+00
   1 0.961111E+01 -.137343E+00 0.189789E-01 0.368974E-03 0.658547E+00
   1 0.966667E+01 -.135678E+00 0.185239E-01 0.351656E-03 0.658389E+00
   1 0.972222E+01 -.134044E+00 0.180829E-01 0.335282E-03 0.658214E+00
   1 0.977778E+01 -.132392E+00 0.176426E-01 0.319349E-03 0.658005E+00
   1 0.983333E+01 -.130796E+00 0.172229E-01 0.304540E-03 0.657775E+00
   1 0.988889E+01 -.129291E+00 0.168315E-01 0.291039E-03 0.657558E+00
   1 0.994444E+01 -.127748E+00 0.164348E-01 0.277659E-03 0.657341E+00
   1 0.100000E+02 -.126262E+00 0.160567E-01 0.265149E-03 0.657186E+00
   1 0.100556E+02 -.124802E+00 0.156904E-01 0.253371E-03 0.656942E+00
   1 0.101111E+02 -.123349E+00 0.153298E-01 0.242007E-03 0.656731E+00
   1 0.101667E+02 -.121901E+00 0.149740E-01 0.231028E-03 0.656546E+00
   1 0.102222E+02 -.120487E+00 0.146316E-01 0.220753E-03 0.656283E+00
   1 0.102778E+02 -.119043E+00 0.142855E-01 0.210572E-03 0.656054E+00
   1 0.103333E+02 -.117641E+00 0.139532E-01 0.201020E-03 0.655835E+00
   1 0.103889E+02 -.116199E+00 0.136160E-01 0.191568E-03 0.655570E+00
   1 0.104444E+02 -.114778E+00 0.132872E-01 0.182549E-03 0.655342E+00
   1 0.105000E+02 -.113336E+00 0.129583E-01 0.173758E-03 0.655070E+00
   1 0.105556E+02 -.111912E+00 0.126369E-01 0.165357E-03 0.654839E+00
   1 0.106111E+02 -.110531E+00 0.123291E-01 0.157506E-03 0.654609E+00
   1 0.106667E+02 -.109152E+00 0.120259E-01 0.149979E-03 0.654323E+00
   1 0.107222E+02 -.107780E+00 0.117281E-01 0.142753E-03 0.654052E+00
   1 0.107778E+02 -.106463E+00 0.114454E-01 0.136053E-03 0.653802E+00
   1 0.108333E+02 -.105196E+00 0.111763E-01 0.129805E-03 0.653601E+00
   1 0.108889E+02 -.103839E+00 0.108924E-01 0.123407E-03 0.653287E+00
   1 0.109444E+02 -.102615E+00 0.106387E-01 0.117786E-03 0.653109E+00
   1 0.110000E+02 -.101391E+00 0.103881E-01 0.112382E-03 0.652864E+00
   1 0.110556E+02 -.100159E+00 0.101391E-01 0.107134E-03 0.652620E+00
   1 0.111111E+02 -.989351E-01 0.989546E-02 0.102143E-03 0.652292E+00
   1 0.111667E+02 -.977197E-01 0.965507E-02 0.972877E-04 0.652123E+00
   1 0.112222E+02 -.965119E-01 0.941976E-02 0.926734E-04 0.651860E+00
   1 0.112778E+02 -.953523E-01 0.919687E-02 0.884183E-04 0.651550E+00
   1 0.113333E+02 -.941661E-01 0.897083E-02 0.841685E-04 0.651371E+00
   1 0.113889E+02 -.930590E-01 0.876254E-02 0.803529E-04 0.651165E+00
   1 0.114444E+02 -.918791E-01 0.854365E-02 0.764550E-04 0.650862E+00
   1 0.115000E+02 -.907723E-01 0.834070E-02 0.729188E-04 0.650608E+00
   2 0.800000E+01 -.298485E+00 0.892075E-01 0.799871E-02 0.664961E+00
   2 0.805556E+01 -.296290E+00 0.879021E-01 0.776698E-02 0.664933E+00
   2 0.811111E+01 -.294047E+00 0.865788E-01 0.753566E-02 0.664898E+00
   2 0.816667E+01 -.291817E+00 0.852724E-01 0.731055E-02 0.664871E+00
   2 0.822222E+01 -.289562E+00 0.839608E-01 0.708796E-02 0.664844E+00
   2 0.827778E+01 -.287233E+00 0.826184E-01 0.686401E-02 0.664801E+00
   2 0.833333E+01 -.284934E+00 0.813038E-01 0.664806E-02 0.664763E+00
   2 0.838889E+01 -.282563E+00 0.799583E-01 0.643048E-02 0.664730E+00
   2 0.844444E+01 -.280137E+00 0.785929E-01 0.621340E-02 0.664694E+00
   2 0.850000E+01 -.277704E+00 0.772359E-01 0.600136E-02 0.664656E+00
   2 0.855556E+01 -.275228E+00 0.758676E-01 0.579143E-02 0.664609E+00
   2 0.861111E+01 -.272718E+00 0.744925E-01 0.558403E-02 0.664570E+00
   2 0.866667E+01 -.270169E+00 0.731085E-01 0.537915E-02 0.664528E+00
   2 0.872222E+01 -.267555E+00 0.717035E-01 0.517510E-02 0.664481E+00
   2 0.877778E+01 -.264897E+00 0.702883E-01 0.497349E-02 0.664437E+00
   2 0.883333E+01 -.262242E+00 0.688893E-01 0.477833E-02 0.664377E+00
   2 0.888889E+01 -.259543E+00 0.674805E-01 0.458546E-02 0.664336E+00
   2 0.894444E+01 -.256810E+00 0.660695E-01 0.439638E-02 0.664284E+00
   2 0.900000E+01 -.254030E+00 0.646500E-01 0.421030E-02 0.664220E+00
   2 0.905556E+01 -.251233E+00 0.632365E-01 0.402882E-02 0.664169E+00
   2 0.911111E+01 -.248398E+00 0.618194E-01 0.385076E-02 0.664127E+00
   2 0.916667E+01 -.245600E+00 0.604371E-01 0.368113E-02 0.664067E+00
   2 0.922222E+01 -.242774E+00 0.590577E-01 0.351572E-02 0.663999E+00
   2 0.927778E+01 -.239905E+00 0.576732E-01 0.335355E-02 0.663925E+00
   2 0.933333E+01 -.237008E+00 0.562913E-01 0.319533E-02 0.663867E+00
   2 0.938889E+01 -.234110E+00 0.549258E-01 0.304284E-02 0.663794E+00
   2 0.944444E+01 -.231158E+00 0.535529E-01 0.289332E-02 0.663714E+00
   2 0.950000E+01 -.228179E+00 0.521841E-01 0.274786E-02 0.663646E+00
   2 0.955556E+01 -.225209E+00 0.508373E-01 0.260846E-02 0.663568E+00
   2 0.961111E+01 -.222145E+00 0.494668E-01 0.247036E-02 0.663479E+00
   2 0.966667E+01 -.219141E+00 0.481412E-01 0.234034E-02 0.663393E+00
   2 0.972222E+01 -.216067E+00 0.468040E-01 0.221282E-02 0.663287E+00
   2 0.977778E+01 -.212970E+00 0.454745E-01 0.208940E-02 0.663207E+00
   2 0.983333E+01 -.209951E+00 0.441979E-01 0.197435E-02 0.663102E+00
   2 0.988889E+01 -.206903E+00 0.429258E-01 0.186270E-02 0.663035E+00
   2 0.994444E+01 -.203897E+00 0.416913E-01 0.175773E-02 0.662915E+00
   2 0.100000E+02 -.200955E+00 0.405000E-01 0.165919E-02 0.662818E+00
   2 0.100556E+02 -.198011E+00 0.393249E-01 0.156473E-02 0.662725E+00
   2 0.101111E+02 -.195151E+00 0.382001E-01 0.147695E-02 0.662623E+00
   2 0.101667E+02 -.192280E+00 0.370866E-01 0.139248E-02 0.662532E+00
   2 0.102222E+02 -.189503E+00 0.360262E-01 0.131440E-02 0.662425E+00
   2 0.102778E+02 -.186771E+00 0.349979E-01 0.124085E-02 0.662314E+00
   2 0.103333E+02 -.184049E+00 0.339878E-01 0.117062E-02 0.662208E+00
   2 0.103889E+02 -.181446E+00 0.330359E-01 0.110630E-02 0.662107E+00
   2 0.104444E+02 -.178839E+00 0.320961E-01 0.104459E-02 0.661996E+00
   2 0.105000E+02 -.176294E+00 0.311914E-01 0.986836E-03 0.661893E+00
   2 0.105556E+02 -.173778E+00 0.303105E-01 0.932230E-03 0.661767E+00
   2 0.106111E+02 -.171343E+00 0.294693E-01 0.881497E-03 0.661656E+00
   2 0.106667E+02 -.168866E+00 0.286266E-01 0.832147E-03 0.661516E+00
   2 0.107222E+02 -.166470E+00 0.278220E-01 0.786263E-03 0.661414E+00
   2 0.107778E+02 -.164118E+00 0.270439E-01 0.743155E-03 0.661296E+00
   2 0.108333E+02 -.161837E+00 0.262998E-01 0.703055E-03 0.661184E+00
   2 0.108889E+02 -.159562E+00 0.255679E-01 0.664720E-03 0.661057E+00
   2 0.109444E+02 -.157334E+00 0.248612E-01 0.628735E-03 0.660920E+00
   2 0.110000E+02 -.155115E+00 0.241670E-01 0.594303E-03 0.660810E+00
   2 0.110556E+02 -.152981E+00 0.235088E-01 0.562567E-03 0.660693E+00
   2 0.111111E+02 -.150859E+00 0.228633E-01 0.532305E-03 0.660561E+00
   2 0.111667E+02 -.148833E+00 0.222554E-01 0.504567E-03 0.660432E+00
   2 0.112222E+02 -.146830E+00 0.216625E-01 0.478203E-03 0.660317E+00
   2 0.112778E+02 -.144837E+00 0.210805E-01 0.453029E-03 0.660186E+00
   2 0.113333E+02 -.142928E+00 0.205300E-01 0.429813E-03 0.660077E+00
   2 0.113889E+02 -.141050E+00 0.199958E-01 0.407861E-03 0.659972E+00
   2 0.114444E+02 -.139253E+00 0.194911E-01 0.387667E-03 0.659855E+00
   2 0.115000E+02 -.137418E+00 0.189829E-01 0.367862E-03 0.659717E+00
