 iconf, T, strx, stry, absstr, D, best_en, final_en, absstrx_absstry, coex_angle
   1 0.800000E+01 0.327810E+00 0.263989E+00 0.420961E+00 0.377696E-01 -.406382E+01 -.400611E+01 0.865382E-01 0.954543E+00
   1 0.805556E+01 0.323461E+00 0.259329E+00 0.414668E+00 0.373756E-01 -.403466E+01 -.396411E+01 0.838829E-01 0.952714E+00
   1 0.811111E+01 0.319052E+00 0.254344E+00 0.408134E+00 0.371033E-01 -.400492E+01 -.391924E+01 0.811491E-01 0.950332E+00
   1 0.816667E+01 0.314663E+00 0.249141E+00 0.401484E+00 0.369413E-01 -.396539E+01 -.388085E+01 0.783956E-01 0.947408E+00
   1 0.822222E+01 0.310153E+00 0.243785E+00 0.394650E+00 0.367639E-01 -.393659E+01 -.386456E+01 0.756109E-01 0.944194E+00
   1 0.827778E+01 0.305589E+00 0.238400E+00 0.387764E+00 0.365502E-01 -.390062E+01 -.384824E+01 0.728523E-01 0.940799E+00
   1 0.833333E+01 0.301075E+00 0.232607E+00 0.380675E+00 0.365401E-01 -.386691E+01 -.382108E+01 0.700322E-01 0.936278E+00
   1 0.838889E+01 0.296443E+00 0.226384E+00 0.373247E+00 0.366288E-01 -.383874E+01 -.375893E+01 0.671098E-01 0.930687E+00
   1 0.844444E+01 0.291792E+00 0.220500E+00 0.366014E+00 0.365224E-01 -.380262E+01 -.372068E+01 0.643403E-01 0.925450E+00
   1 0.850000E+01 0.287081E+00 0.214250E+00 0.358526E+00 0.365127E-01 -.377864E+01 -.367738E+01 0.615070E-01 0.919033E+00
   1 0.855556E+01 0.282355E+00 0.207815E+00 0.350933E+00 0.365376E-01 -.373712E+01 -.366296E+01 0.586776E-01 0.911632E+00
   1 0.861111E+01 0.277551E+00 0.201684E+00 0.343463E+00 0.363581E-01 -.370287E+01 -.361452E+01 0.559777E-01 0.904596E+00
   1 0.866667E+01 0.272694E+00 0.195720E+00 0.336061E+00 0.360556E-01 -.366798E+01 -.357873E+01 0.533718E-01 0.897590E+00
   1 0.872222E+01 0.267881E+00 0.190004E+00 0.328845E+00 0.356589E-01 -.363224E+01 -.358504E+01 0.508986E-01 0.890705E+00
   1 0.877778E+01 0.263072E+00 0.184273E+00 0.321631E+00 0.352505E-01 -.360551E+01 -.351939E+01 0.484770E-01 0.883244E+00
   1 0.883333E+01 0.258277E+00 0.178654E+00 0.314512E+00 0.347895E-01 -.356953E+01 -.349265E+01 0.461422E-01 0.875568E+00
   1 0.888889E+01 0.253390E+00 0.173531E+00 0.307596E+00 0.340933E-01 -.353891E+01 -.345903E+01 0.439709E-01 0.869341E+00
   1 0.894444E+01 0.248474E+00 0.168577E+00 0.300758E+00 0.333213E-01 -.350333E+01 -.341462E+01 0.418870E-01 0.863404E+00
   1 0.900000E+01 0.243424E+00 0.164216E+00 0.294143E+00 0.322883E-01 -.346813E+01 -.340927E+01 0.399740E-01 0.859765E+00
   1 0.905556E+01 0.238297E+00 0.159664E+00 0.287360E+00 0.312928E-01 -.343503E+01 -.334048E+01 0.380473E-01 0.855348E+00
   1 0.911111E+01 0.233131E+00 0.155212E+00 0.280599E+00 0.302592E-01 -.340412E+01 -.332705E+01 0.361848E-01 0.851191E+00
   1 0.916667E+01 0.227649E+00 0.151051E+00 0.273736E+00 0.290075E-01 -.337612E+01 -.330176E+01 0.343865E-01 0.848966E+00
   1 0.922222E+01 0.222225E+00 0.147087E+00 0.267046E+00 0.277493E-01 -.333918E+01 -.323486E+01 0.326865E-01 0.847328E+00
   1 0.927778E+01 0.216643E+00 0.143169E+00 0.260249E+00 0.264367E-01 -.330293E+01 -.322652E+01 0.310166E-01 0.846295E+00
   1 0.933333E+01 0.210953E+00 0.139728E+00 0.253616E+00 0.249772E-01 -.326450E+01 -.316682E+01 0.294760E-01 0.847809E+00
   1 0.938889E+01 0.205258E+00 0.136304E+00 0.246996E+00 0.235519E-01 -.323585E+01 -.314657E+01 0.279774E-01 0.849499E+00
   1 0.944444E+01 0.199476E+00 0.132920E+00 0.240313E+00 0.221231E-01 -.320358E+01 -.313805E+01 0.265144E-01 0.851755E+00
   1 0.950000E+01 0.193695E+00 0.129534E+00 0.233637E+00 0.207386E-01 -.316986E+01 -.308283E+01 0.250900E-01 0.854115E+00
   1 0.955556E+01 0.187900E+00 0.125904E+00 0.226837E+00 0.194545E-01 -.314437E+01 -.309003E+01 0.236572E-01 0.855384E+00
   1 0.961111E+01 0.182198E+00 0.122448E+00 0.220204E+00 0.182024E-01 -.310344E+01 -.301955E+01 0.223099E-01 0.857324E+00
   1 0.966667E+01 0.176662E+00 0.118870E+00 0.213645E+00 0.170794E-01 -.306887E+01 -.298860E+01 0.209999E-01 0.858098E+00
   1 0.972222E+01 0.171236E+00 0.115159E+00 0.207119E+00 0.160601E-01 -.304652E+01 -.294569E+01 0.197193E-01 0.857760E+00
   1 0.977778E+01 0.165933E+00 0.111498E+00 0.200731E+00 0.151019E-01 -.301216E+01 -.293717E+01 0.185012E-01 0.857212E+00
   1 0.983333E+01 0.160782E+00 0.107522E+00 0.194310E+00 0.142900E-01 -.297528E+01 -.287045E+01 0.172876E-01 0.854103E+00
   1 0.988889E+01 0.155601E+00 0.103273E+00 0.187752E+00 0.135465E-01 -.295380E+01 -.285891E+01 0.160695E-01 0.849142E+00
   1 0.994444E+01 0.150571E+00 0.987053E-01 0.181149E+00 0.129288E-01 -.291914E+01 -.282119E+01 0.148621E-01 0.840909E+00
   1 0.100000E+02 0.145647E+00 0.938704E-01 0.174550E+00 0.124014E-01 -.288686E+01 -.282989E+01 0.136719E-01 0.829399E+00
   1 0.100556E+02 0.140612E+00 0.887623E-01 0.167736E+00 0.118930E-01 -.285203E+01 -.276018E+01 0.124811E-01 0.814997E+00
   1 0.101111E+02 0.135394E+00 0.836267E-01 0.160790E+00 0.113382E-01 -.281933E+01 -.275187E+01 0.113226E-01 0.799559E+00
   1 0.101667E+02 0.130022E+00 0.780358E-01 0.153525E+00 0.108161E-01 -.279206E+01 -.274177E+01 0.101464E-01 0.778760E+00
   1 0.102222E+02 0.124540E+00 0.721463E-01 0.146038E+00 0.103051E-01 -.274956E+01 -.269462E+01 0.898508E-02 0.752530E+00
   1 0.102778E+02 0.118902E+00 0.663518E-01 0.138466E+00 0.973522E-02 -.272222E+01 -.266412E+01 0.788939E-02 0.724288E+00
   1 0.103333E+02 0.112899E+00 0.610358E-01 0.130794E+00 0.902076E-02 -.270566E+01 -.261435E+01 0.689087E-02 0.700070E+00
   1 0.103889E+02 0.106892E+00 0.559594E-01 0.123260E+00 0.829450E-02 -.265861E+01 -.258732E+01 0.598162E-02 0.675352E+00
   1 0.104444E+02 0.100855E+00 0.512731E-01 0.115842E+00 0.754285E-02 -.263394E+01 -.254166E+01 0.517116E-02 0.652782E+00
   1 0.105000E+02 0.944925E-01 0.469848E-01 0.108284E+00 0.672126E-02 -.260854E+01 -.251804E+01 0.443971E-02 0.635740E+00
   1 0.105556E+02 0.882698E-01 0.430269E-01 0.101034E+00 0.594025E-02 -.257109E+01 -.247121E+01 0.379798E-02 0.620514E+00
   1 0.106111E+02 0.823604E-01 0.393936E-01 0.941462E-01 0.523138E-02 -.255030E+01 -.242991E+01 0.324448E-02 0.606077E+00
   1 0.106667E+02 0.765338E-01 0.358862E-01 0.873810E-01 0.456961E-02 -.252713E+01 -.241518E+01 0.274651E-02 0.590999E+00
   1 0.107222E+02 0.707290E-01 0.328383E-01 0.808551E-01 0.392424E-02 -.247738E+01 -.240743E+01 0.232262E-02 0.583544E+00
   1 0.107778E+02 0.654261E-01 0.300434E-01 0.748760E-01 0.337797E-02 -.245272E+01 -.237872E+01 0.196562E-02 0.575265E+00
   1 0.108333E+02 0.603130E-01 0.276157E-01 0.691901E-01 0.287503E-02 -.242872E+01 -.235845E+01 0.166559E-02 0.573104E+00
   1 0.108889E+02 0.554899E-01 0.255689E-01 0.639266E-01 0.242536E-02 -.240658E+01 -.230390E+01 0.141881E-02 0.577855E+00
   1 0.109444E+02 0.509865E-01 0.236832E-01 0.590378E-01 0.203872E-02 -.236770E+01 -.228162E+01 0.120752E-02 0.583897E+00
   1 0.110000E+02 0.467673E-01 0.218798E-01 0.543993E-01 0.170846E-02 -.234036E+01 -.225722E+01 0.102326E-02 0.589306E+00
   1 0.110556E+02 0.426518E-01 0.202675E-01 0.499290E-01 0.140840E-02 -.231595E+01 -.220767E+01 0.864443E-03 0.601098E+00
   1 0.111111E+02 0.391129E-01 0.189129E-01 0.460680E-01 0.117212E-02 -.228537E+01 -.219717E+01 0.739737E-03 0.614376E+00
   1 0.111667E+02 0.358335E-01 0.176388E-01 0.425278E-01 0.972914E-03 -.225826E+01 -.218714E+01 0.632059E-03 0.628005E+00
   1 0.112222E+02 0.327789E-01 0.163872E-01 0.391547E-01 0.805916E-03 -.223319E+01 -.211219E+01 0.537153E-03 0.639893E+00
   1 0.112778E+02 0.300769E-01 0.153371E-01 0.362043E-01 0.669395E-03 -.220714E+01 -.212799E+01 0.461291E-03 0.655116E+00
   1 0.113333E+02 0.275325E-01 0.144082E-01 0.334178E-01 0.550440E-03 -.218309E+01 -.210178E+01 0.396693E-03 0.675066E+00
   1 0.113889E+02 0.252696E-01 0.136082E-01 0.309639E-01 0.453369E-03 -.216410E+01 -.204845E+01 0.343873E-03 0.697078E+00
   1 0.114444E+02 0.232270E-01 0.128323E-01 0.287114E-01 0.374826E-03 -.213802E+01 -.204377E+01 0.298055E-03 0.716654E+00
   1 0.115000E+02 0.213653E-01 0.121181E-01 0.266565E-01 0.309627E-03 -.212376E+01 -.205736E+01 0.258907E-03 0.736625E+00
   2 0.800000E+01 0.351325E+00 0.233996E+00 0.422241E+00 0.686747E-01 -.406373E+01 -.400114E+01 0.822087E-01 0.851454E+00
   2 0.805556E+01 0.347294E+00 0.229465E+00 0.416398E+00 0.679589E-01 -.402983E+01 -.396814E+01 0.796917E-01 0.846163E+00
   2 0.811111E+01 0.343214E+00 0.224730E+00 0.410408E+00 0.672923E-01 -.399538E+01 -.393118E+01 0.771305E-01 0.840131E+00
   2 0.816667E+01 0.339110E+00 0.219726E+00 0.404261E+00 0.667163E-01 -.397501E+01 -.391875E+01 0.745111E-01 0.833035E+00
   2 0.822222E+01 0.334942E+00 0.214478E+00 0.397944E+00 0.661855E-01 -.392857E+01 -.387321E+01 0.718378E-01 0.824941E+00
   2 0.827778E+01 0.330784E+00 0.209128E+00 0.391593E+00 0.656834E-01 -.390670E+01 -.383209E+01 0.691762E-01 0.816066E+00
   2 0.833333E+01 0.326519E+00 0.203821E+00 0.385185E+00 0.650721E-01 -.386247E+01 -.377636E+01 0.665514E-01 0.807096E+00
   2 0.838889E+01 0.322263E+00 0.198424E+00 0.378756E+00 0.644813E-01 -.383656E+01 -.375515E+01 0.639447E-01 0.797313E+00
   2 0.844444E+01 0.317889E+00 0.192808E+00 0.372132E+00 0.638788E-01 -.379407E+01 -.372626E+01 0.612916E-01 0.786442E+00
   2 0.850000E+01 0.313538E+00 0.187402E+00 0.365652E+00 0.631864E-01 -.376877E+01 -.370390E+01 0.587577E-01 0.775731E+00
   2 0.855556E+01 0.309116E+00 0.181590E+00 0.358926E+00 0.625781E-01 -.372807E+01 -.366869E+01 0.561323E-01 0.762944E+00
   2 0.861111E+01 0.304624E+00 0.176031E+00 0.352280E+00 0.618091E-01 -.369461E+01 -.362800E+01 0.536232E-01 0.750664E+00
   2 0.866667E+01 0.300081E+00 0.170377E+00 0.345562E+00 0.610201E-01 -.366367E+01 -.358927E+01 0.511267E-01 0.737400E+00
   2 0.872222E+01 0.295501E+00 0.164864E+00 0.338899E+00 0.601406E-01 -.362434E+01 -.354297E+01 0.487176E-01 0.724122E+00
   2 0.877778E+01 0.290790E+00 0.159414E+00 0.332169E+00 0.591463E-01 -.359246E+01 -.351869E+01 0.463561E-01 0.710738E+00
   2 0.883333E+01 0.286001E+00 0.154224E+00 0.325500E+00 0.580114E-01 -.357153E+01 -.348853E+01 0.441083E-01 0.698110E+00
   2 0.888889E+01 0.281135E+00 0.149287E+00 0.318902E+00 0.567502E-01 -.352075E+01 -.344021E+01 0.419699E-01 0.686301E+00
   2 0.894444E+01 0.276194E+00 0.144093E+00 0.312139E+00 0.555203E-01 -.348858E+01 -.341937E+01 0.397975E-01 0.672696E+00
   2 0.900000E+01 0.271211E+00 0.139266E+00 0.305517E+00 0.541601E-01 -.345728E+01 -.338498E+01 0.377706E-01 0.660487E+00
   2 0.905556E+01 0.266102E+00 0.134852E+00 0.298990E+00 0.526251E-01 -.342387E+01 -.334130E+01 0.358844E-01 0.650335E+00
   2 0.911111E+01 0.260996E+00 0.130102E+00 0.292326E+00 0.511924E-01 -.339253E+01 -.332670E+01 0.339560E-01 0.637665E+00
   2 0.916667E+01 0.255731E+00 0.125550E+00 0.285604E+00 0.496352E-01 -.336205E+01 -.328648E+01 0.321071E-01 0.625989E+00
   2 0.922222E+01 0.250311E+00 0.121198E+00 0.278851E+00 0.479664E-01 -.331998E+01 -.324554E+01 0.303372E-01 0.615393E+00
   2 0.927778E+01 0.244722E+00 0.116863E+00 0.271964E+00 0.462319E-01 -.328377E+01 -.317100E+01 0.285990E-01 0.604847E+00
   2 0.933333E+01 0.238975E+00 0.112648E+00 0.265010E+00 0.444195E-01 -.325611E+01 -.317127E+01 0.269201E-01 0.595002E+00
