 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9221
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.423874E+00 0.179709E+00 0.323240E-01 0.103371E-01 0.999112E+00 0.772405E+00 0.999222E+00 0.424032E-04 0.156293E-02 0.485149E-01 0.291057E+00 0.847642E-01 0.720169E-02 0.665915E+00 0.464472E-04 0.308061E+00 0.949447E-01 0.903085E-02 0.666318E+00 0.218102E-04 0.896578E-01 0.594662E-03 0.996466E+00 0.145107E-02
 0.805556E+01 0.417871E+00 0.174658E+00 0.305348E-01 0.103777E-01 0.999037E+00 0.812361E+00 0.999153E+00 0.469422E-04 0.157841E-02 0.518196E-01 0.286641E+00 0.822164E-01 0.677675E-02 0.665838E+00 0.521874E-04 0.303970E+00 0.924416E-01 0.856161E-02 0.666287E+00 0.268122E-04 0.871255E-01 0.593135E-03 0.996265E+00 0.145447E-02
 0.811111E+01 0.411828E+00 0.169647E+00 0.288105E-01 0.104508E-01 0.998945E+00 0.864678E+00 0.999066E+00 0.545418E-04 0.158782E-02 0.580223E-01 0.282161E+00 0.796721E-01 0.636556E-02 0.665743E+00 0.621742E-04 0.299884E+00 0.899750E-01 0.811159E-02 0.666255E+00 0.322749E-04 0.846110E-01 0.587370E-03 0.996009E+00 0.149076E-02
 0.816667E+01 0.405625E+00 0.164580E+00 0.271180E-01 0.104859E-01 0.998837E+00 0.932830E+00 0.998956E+00 0.719341E-04 0.154665E-02 0.727461E-01 0.277596E+00 0.771223E-01 0.596669E-02 0.665628E+00 0.842518E-04 0.295655E+00 0.874576E-01 0.766486E-02 0.666212E+00 0.392106E-04 0.820684E-01 0.560853E-03 0.995758E+00 0.152276E-02
 0.822222E+01 0.399432E+00 0.159597E+00 0.255036E-01 0.105209E-01 0.998727E+00 0.988842E+00 0.998852E+00 0.896184E-04 0.155110E-02 0.867675E-01 0.273040E+00 0.746171E-01 0.558705E-02 0.665523E+00 0.100525E-03 0.291432E+00 0.849799E-01 0.723768E-02 0.666165E+00 0.496480E-04 0.795687E-01 0.553952E-03 0.995496E+00 0.153565E-02
 0.827778E+01 0.393126E+00 0.154602E+00 0.239354E-01 0.105130E-01 0.998600E+00 0.106033E+01 0.998723E+00 0.113434E-03 0.150888E-02 0.104954E+00 0.268448E+00 0.721352E-01 0.522338E-02 0.665405E+00 0.115682E-03 0.287084E+00 0.824672E-01 0.681723E-02 0.666099E+00 0.685984E-04 0.770635E-01 0.528038E-03 0.995251E+00 0.155692E-02
 0.833333E+01 0.386774E+00 0.149652E+00 0.224301E-01 0.105204E-01 0.998467E+00 0.112815E+01 0.998588E+00 0.138602E-03 0.146854E-02 0.122405E+00 0.263800E+00 0.696648E-01 0.487327E-02 0.665297E+00 0.120285E-03 0.282727E+00 0.799875E-01 0.641477E-02 0.666017E+00 0.102923E-03 0.745805E-01 0.504942E-03 0.994980E+00 0.153518E-02
 0.838889E+01 0.380172E+00 0.144594E+00 0.209436E-01 0.104850E-01 0.998266E+00 0.124762E+01 0.998378E+00 0.199575E-03 0.137027E-02 0.167302E+00 0.259041E+00 0.671817E-01 0.453393E-02 0.665156E+00 0.130962E-03 0.278125E+00 0.774120E-01 0.601049E-02 0.665872E+00 0.173035E-03 0.720434E-01 0.461762E-03 0.994769E+00 0.143987E-02
 0.844444E+01 0.373487E+00 0.139562E+00 0.195156E-01 0.103734E-01 0.998045E+00 0.137406E+01 0.998140E+00 0.291198E-03 0.122040E-02 0.230311E+00 0.254323E+00 0.647619E-01 0.421454E-02 0.665047E+00 0.124035E-03 0.273374E+00 0.748000E-01 0.561452E-02 0.665673E+00 0.277271E-03 0.695236E-01 0.402794E-03 0.994650E+00 0.128540E-02
 0.850000E+01 0.366657E+00 0.134514E+00 0.181348E-01 0.102111E-01 0.997744E+00 0.155076E+01 0.997815E+00 0.411943E-03 0.994152E-03 0.309140E+00 0.249569E+00 0.623718E-01 0.391087E-02 0.664902E+00 0.128737E-03 0.268447E+00 0.721423E-01 0.522616E-02 0.665403E+00 0.424330E-03 0.669952E-01 0.318411E-03 0.994603E+00 0.105456E-02
 0.855556E+01 0.359424E+00 0.129273E+00 0.167556E-01 0.100094E-01 0.997355E+00 0.176926E+01 0.997391E+00 0.579163E-03 0.640833E-03 0.408638E+00 0.244635E+00 0.599393E-01 0.361371E-02 0.664721E+00 0.124571E-03 0.263136E+00 0.693334E-01 0.483165E-02 0.665032E+00 0.624776E-03 0.643719E-01 0.195414E-03 0.994663E+00 0.679204E-03
 0.861111E+01 0.352159E+00 0.124113E+00 0.154513E-01 0.974704E-02 0.996935E+00 0.197559E+01 0.996946E+00 0.753423E-03 0.262952E-03 0.500364E+00 0.239774E+00 0.575940E-01 0.333870E-02 0.664493E+00 0.136803E-03 0.257705E+00 0.665191E-01 0.445199E-02 0.664637E+00 0.851622E-03 0.617908E-01 0.692202E-04 0.994812E+00 0.226337E-03
 0.866667E+01 0.344533E+00 0.118811E+00 0.141662E-01 0.945512E-02 0.996447E+00 0.218044E+01 0.996446E+00 0.943871E-03 0.222168E-03 0.585520E+00 0.234703E+00 0.551978E-01 0.306921E-02 0.664216E+00 0.183125E-03 0.251974E+00 0.636130E-01 0.407629E-02 0.664215E+00 0.107191E-02 0.591388E-01 0.866804E-04 0.994966E+00 0.306200E-03
 0.872222E+01 0.336790E+00 0.113546E+00 0.129454E-01 0.918124E-02 0.995915E+00 0.236320E+01 0.995936E+00 0.113040E-02 0.825144E-03 0.656938E+00 0.229502E+00 0.528006E-01 0.281157E-02 0.663838E+00 0.289397E-03 0.246192E+00 0.607457E-01 0.372150E-02 0.663838E+00 0.124617E-02 0.565015E-01 0.278917E-03 0.995033E+00 0.765223E-03
 0.877778E+01 0.329012E+00 0.108378E+00 0.118003E-01 0.885951E-02 0.995362E+00 0.251312E+01 0.995443E+00 0.125839E-02 0.132325E-02 0.687626E+00 0.224324E+00 0.504749E-01 0.257324E-02 0.663332E+00 0.467998E-03 0.240324E+00 0.579030E-01 0.338514E-02 0.663527E+00 0.135241E-02 0.539101E-01 0.432224E-03 0.995131E+00 0.118355E-02
 0.883333E+01 0.321144E+00 0.103273E+00 0.107210E-01 0.863285E-02 0.994774E+00 0.264416E+01 0.994945E+00 0.133243E-02 0.176689E-02 0.686283E+00 0.218891E+00 0.481041E-01 0.234198E-02 0.662641E+00 0.725955E-03 0.234549E+00 0.551686E-01 0.307600E-02 0.663296E+00 0.138032E-02 0.513406E-01 0.566278E-03 0.995020E+00 0.150896E-02
 0.888889E+01 0.313131E+00 0.982034E-01 0.970146E-02 0.846942E-02 0.994031E+00 0.281506E+01 0.994322E+00 0.149284E-02 0.218995E-02 0.725547E+00 0.213217E+00 0.457031E-01 0.211998E-02 0.661688E+00 0.117331E-02 0.228774E+00 0.525003E-01 0.278862E-02 0.663063E+00 0.137428E-02 0.487795E-01 0.692131E-03 0.994766E+00 0.177340E-02
 0.894444E+01 0.305241E+00 0.933339E-01 0.876909E-02 0.844035E-02 0.993357E+00 0.294867E+01 0.993740E+00 0.157363E-02 0.242233E-02 0.728447E+00 0.207411E+00 0.433171E-01 0.191111E-02 0.660495E+00 0.172428E-02 0.223272E+00 0.500168E-01 0.253323E-02 0.662860E+00 0.132163E-02 0.463113E-01 0.758145E-03 0.994281E+00 0.192245E-02
 0.900000E+01 0.297211E+00 0.885191E-01 0.789725E-02 0.853318E-02 0.992137E+00 0.331602E+01 0.992627E+00 0.197285E-02 0.270810E-02 0.885594E+00 0.201149E+00 0.408724E-01 0.171232E-02 0.658296E+00 0.297672E-02 0.217887E+00 0.476468E-01 0.230087E-02 0.662605E+00 0.127343E-02 0.438335E-01 0.861297E-03 0.993439E+00 0.172843E-02
 0.905556E+01 0.289177E+00 0.838306E-01 0.709252E-02 0.869114E-02 0.990759E+00 0.368262E+01 0.991368E+00 0.238116E-02 0.297410E-02 0.101692E+01 0.194765E+00 0.384540E-01 0.152638E-02 0.655825E+00 0.433132E-02 0.212592E+00 0.453766E-01 0.208937E-02 0.662201E+00 0.128632E-02 0.414154E-01 0.955233E-03 0.992282E+00 0.134728E-02
 0.911111E+01 0.280963E+00 0.791788E-01 0.633879E-02 0.897241E-02 0.988911E+00 0.419505E+01 0.989623E+00 0.301702E-02 0.321205E-02 0.122585E+01 0.187952E+00 0.359952E-01 0.135087E-02 0.652239E+00 0.637129E-02 0.207317E+00 0.431835E-01 0.189539E-02 0.661583E+00 0.140775E-02 0.389799E-01 0.105941E-02 0.990447E+00 0.470742E-03
