 program J1J2_6          
 linear system size                34
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations         1000
 equilibration steps           100000
 measurement steps             100000
 RNG seed                           1
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed          400
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.8854558983761063E+00   9.3645116850622385E-03   6.1030730194970384E-01   7.4493066255834986E-04
   8.1842105263157894E+00  -3.7722593725176861E+00   9.4558940870091354E-03   6.1775555991429087E-01   7.3844901377174326E-04
   8.3684210526315788E+00  -3.6578490332341733E+00   9.5338543755057476E-03   6.2338294908690561E-01   7.5509203300085808E-04
   8.5526315789473681E+00  -3.5426340723644731E+00   9.5931275262991691E-03   6.2680649098106056E-01   7.6458956480322164E-04
   8.7368421052631575E+00  -3.4270499177498306E+00   9.6315384631389927E-03   6.2776802707681689E-01   8.2276965996645334E-04
   8.9210526315789469E+00  -3.3115336756841947E+00   9.6484447184318790E-03   6.2598637986050187E-01   8.6604102229775328E-04
   9.1052631578947363E+00  -3.1965492963567481E+00   9.6381490901190775E-03   6.2167004897995137E-01   9.3262031563622907E-04
   9.2894736842105257E+00  -3.0825784076422398E+00   9.5977341555484041E-03   6.1492619054980802E-01   1.0320695837528846E-03
   9.4736842105263150E+00  -2.9701580479822134E+00   9.5248874848100733E-03   6.0522859556878084E-01   1.1205775270586857E-03
   9.6578947368421062E+00  -2.8597726582468237E+00   9.4122398966957673E-03   5.9277257991265808E-01   1.2739227340764251E-03
   9.8421052631578938E+00  -2.7518521433043448E+00   9.2611433191081734E-03   5.7826308522123115E-01   1.4215376628197750E-03
   1.0026315789473685E+01  -2.6468827495302230E+00   9.0675871054267769E-03   5.6137026087372777E-01   1.5735051558818213E-03
   1.0210526315789474E+01  -2.5451890738017200E+00   8.8336271384302518E-03   5.4244326289868605E-01   1.7248378559756947E-03
   1.0394736842105264E+01  -2.4471735608293703E+00   8.5640713069569073E-03   5.2142994456788561E-01   1.8384985363305898E-03
   1.0578947368421053E+01  -2.3531187679277785E+00   8.2610344559598033E-03   4.9941218848522645E-01   1.9571559237649668E-03
   1.0763157894736842E+01  -2.2633045345083826E+00   7.9319740367812634E-03   4.7554081618117761E-01   2.0405586182508477E-03
   1.0947368421052632E+01  -2.1779201033946447E+00   7.5821336120268966E-03   4.5093948360413272E-01   2.1168821190634514E-03
   1.1131578947368421E+01  -2.0971466165736845E+00   7.2155509676838630E-03   4.2586168010965025E-01   2.1494016260180117E-03
   1.1315789473684211E+01  -2.0210253769728381E+00   6.8363893297175389E-03   4.0050648459949384E-01   2.1650045980897746E-03
   1.1500000000000000E+01  -1.9495495581968987E+00   6.4538846094142179E-03   3.7536353821905133E-01   2.1524255067962052E-03
