 iconf, T, nbar, abs_nbar, nbar2, nbar4, nbinder
  24 0.432000E+01 -.309203E-02 0.937180E-01 0.141839E-01 0.678837E-03 -.124737E+00
  24 0.436000E+01 0.710300E-04 0.834158E-01 0.111786E-01 0.407529E-03 -.870756E-01
  24 0.440000E+01 -.548350E-03 0.766294E-01 0.931419E-02 0.271021E-03 -.413369E-01
  25 0.400000E+01 0.164059E+01 0.164059E+01 0.271468E+01 0.761373E+01 0.655620E+00
  25 0.404000E+01 0.145557E+01 0.145557E+01 0.214774E+01 0.485186E+01 0.649389E+00
  25 0.408000E+01 -.439736E+00 0.122013E+01 0.153212E+01 0.258402E+01 0.633065E+00
  25 0.412000E+01 0.454240E-01 0.910884E+00 0.904427E+00 0.103377E+01 0.578735E+00
  25 0.416000E+01 -.229527E-01 0.502404E+00 0.336974E+00 0.216235E+00 0.365236E+00
  25 0.420000E+01 0.143090E-01 0.239137E+00 0.943133E-01 0.283413E-01 -.620681E-01
  25 0.424000E+01 0.319730E-03 0.146149E+00 0.366738E-01 0.540626E-02 -.339878E+00
  25 0.428000E+01 -.151848E-02 0.108928E+00 0.196577E-01 0.142585E-02 -.229944E+00
  25 0.432000E+01 -.138091E-02 0.941755E-01 0.143511E-01 0.703379E-03 -.138414E+00
  25 0.436000E+01 0.193671E-02 0.845408E-01 0.114514E-01 0.429006E-03 -.905034E-01
  25 0.440000E+01 0.700020E-03 0.768829E-01 0.940803E-02 0.281924E-03 -.617296E-01
  26 0.400000E+01 0.164048E+01 0.164048E+01 0.271446E+01 0.761438E+01 0.655533E+00
  26 0.404000E+01 0.144610E+01 0.144610E+01 0.212121E+01 0.474346E+01 0.648596E+00
  26 0.408000E+01 0.122212E+01 0.122212E+01 0.153401E+01 0.258052E+01 0.634464E+00
  26 0.412000E+01 -.233707E+00 0.915124E+00 0.907251E+00 0.102797E+01 0.583703E+00
  26 0.416000E+01 0.353120E-01 0.507717E+00 0.343337E+00 0.222129E+00 0.371879E+00
  26 0.420000E+01 0.948609E-02 0.239058E+00 0.949100E-01 0.289528E-01 -.713847E-01
  26 0.424000E+01 0.310919E-02 0.145853E+00 0.361909E-01 0.511679E-02 -.302198E+00
  26 0.428000E+01 0.463880E-03 0.109909E+00 0.199865E-01 0.147423E-02 -.230188E+00
  26 0.432000E+01 0.109081E-02 0.939179E-01 0.143110E-01 0.702359E-03 -.143137E+00
  26 0.436000E+01 -.782350E-03 0.840065E-01 0.112978E-01 0.417521E-03 -.903499E-01
  26 0.440000E+01 0.177287E-02 0.776259E-01 0.960048E-02 0.295639E-03 -.691893E-01
  27 0.400000E+01 0.164150E+01 0.164150E+01 0.271792E+01 0.763361E+01 0.655543E+00
  27 0.404000E+01 0.145520E+01 0.145520E+01 0.214739E+01 0.485598E+01 0.648978E+00
  27 0.408000E+01 -.122279E+01 0.122279E+01 0.153589E+01 0.258809E+01 0.634287E+00
  27 0.412000E+01 -.529818E-01 0.907768E+00 0.896439E+00 0.101144E+01 0.580455E+00
  27 0.416000E+01 -.499802E-01 0.490594E+00 0.326566E+00 0.208240E+00 0.349119E+00
  27 0.420000E+01 -.704014E-02 0.243093E+00 0.979326E-01 0.305965E-01 -.633969E-01
  27 0.424000E+01 0.339549E-02 0.148252E+00 0.375077E-01 0.549599E-02 -.302216E+00
  27 0.428000E+01 -.229790E-03 0.110174E+00 0.202145E-01 0.154566E-02 -.260859E+00
  27 0.432000E+01 -.248046E-02 0.930264E-01 0.139886E-01 0.666622E-03 -.135552E+00
  27 0.436000E+01 -.305190E-03 0.834741E-01 0.111923E-01 0.414828E-03 -.103845E+00
  27 0.440000E+01 -.543140E-03 0.772315E-01 0.947735E-02 0.285534E-03 -.596527E-01
  28 0.400000E+01 0.164198E+01 0.164198E+01 0.271893E+01 0.763445E+01 0.655761E+00
  28 0.404000E+01 0.145012E+01 0.145012E+01 0.213321E+01 0.479389E+01 0.648846E+00
  28 0.408000E+01 -.121653E+01 0.121653E+01 0.152280E+01 0.255245E+01 0.633100E+00
  28 0.412000E+01 -.825256E-01 0.917158E+00 0.913682E+00 0.104449E+01 0.582948E+00
  28 0.416000E+01 0.235737E-01 0.508521E+00 0.342910E+00 0.220864E+00 0.373900E+00
  28 0.420000E+01 -.793651E-02 0.235088E+00 0.916043E-01 0.272848E-01 -.838478E-01
  28 0.424000E+01 -.650980E-03 0.144526E+00 0.355489E-01 0.486901E-02 -.284306E+00
  28 0.428000E+01 -.134481E-02 0.111634E+00 0.207982E-01 0.164077E-02 -.264373E+00
  28 0.432000E+01 0.122322E-02 0.938711E-01 0.143129E-01 0.705034E-03 -.147190E+00
  28 0.436000E+01 0.381260E-03 0.836131E-01 0.112215E-01 0.418895E-03 -.108866E+00
  28 0.440000E+01 0.345470E-03 0.771396E-01 0.949213E-02 0.290564E-03 -.749611E-01
  29 0.400000E+01 0.164308E+01 0.164308E+01 0.272223E+01 0.764925E+01 0.655929E+00
  29 0.404000E+01 0.145085E+01 0.145085E+01 0.213460E+01 0.479868E+01 0.648951E+00
  29 0.408000E+01 -.122015E+01 0.122016E+01 0.152950E+01 0.256881E+01 0.633975E+00
  29 0.412000E+01 0.132612E+00 0.910579E+00 0.905066E+00 0.103243E+01 0.579874E+00
  29 0.416000E+01 -.443245E-01 0.499713E+00 0.337524E+00 0.219905E+00 0.356568E+00
  29 0.420000E+01 0.239050E-02 0.237727E+00 0.935716E-01 0.282101E-01 -.739754E-01
  29 0.424000E+01 0.526720E-03 0.145027E+00 0.356388E-01 0.483392E-02 -.268621E+00
  29 0.428000E+01 -.302710E-03 0.111086E+00 0.204965E-01 0.155647E-02 -.234981E+00
  29 0.432000E+01 -.114394E-02 0.933594E-01 0.141140E-01 0.668399E-03 -.118440E+00
  29 0.436000E+01 -.312010E-03 0.832913E-01 0.110745E-01 0.398268E-03 -.824431E-01
  29 0.440000E+01 0.101336E-02 0.774445E-01 0.951746E-02 0.283355E-03 -.427185E-01
  30 0.400000E+01 0.164300E+01 0.164300E+01 0.272255E+01 0.765696E+01 0.655663E+00
  30 0.404000E+01 0.145180E+01 0.145180E+01 0.213710E+01 0.480701E+01 0.649164E+00
  30 0.408000E+01 -.504090E+00 0.122093E+01 0.153288E+01 0.258292E+01 0.633587E+00
  30 0.412000E+01 0.258421E+00 0.900852E+00 0.891138E+00 0.101056E+01 0.575819E+00
  30 0.416000E+01 0.419264E-01 0.491259E+00 0.329147E+00 0.212836E+00 0.345146E+00
  30 0.420000E+01 0.465540E-03 0.236693E+00 0.938802E-01 0.290823E-01 -.999179E-01
  30 0.424000E+01 -.809190E-03 0.145359E+00 0.362890E-01 0.521785E-02 -.320748E+00
  30 0.428000E+01 -.212824E-02 0.109415E+00 0.198424E-01 0.146935E-02 -.243983E+00
  30 0.432000E+01 0.774420E-03 0.935925E-01 0.141868E-01 0.682681E-03 -.130657E+00
  30 0.436000E+01 0.532060E-03 0.835179E-01 0.112090E-01 0.411441E-03 -.915765E-01
  30 0.440000E+01 0.569470E-03 0.769079E-01 0.940212E-02 0.279634E-03 -.544295E-01
  31 0.400000E+01 0.164038E+01 0.164038E+01 0.271400E+01 0.761054E+01 0.655590E+00
  31 0.404000E+01 0.145089E+01 0.145089E+01 0.213419E+01 0.479360E+01 0.649188E+00
  31 0.408000E+01 -.122171E+01 0.122171E+01 0.153421E+01 0.258655E+01 0.633706E+00
  31 0.412000E+01 -.408150E+00 0.906965E+00 0.897347E+00 0.101559E+01 0.579588E+00
  31 0.416000E+01 -.635790E-01 0.499399E+00 0.339673E+00 0.225424E+00 0.348734E+00
  31 0.420000E+01 -.793151E-02 0.233947E+00 0.909989E-01 0.268330E-01 -.801296E-01
  31 0.424000E+01 0.220440E-03 0.145395E+00 0.360083E-01 0.509943E-02 -.310976E+00
  31 0.428000E+01 -.802720E-03 0.109605E+00 0.198518E-01 0.143953E-02 -.217588E+00
  31 0.432000E+01 0.697600E-04 0.932198E-01 0.141035E-01 0.678105E-03 -.136368E+00
  31 0.436000E+01 0.255580E-03 0.838428E-01 0.113014E-01 0.423916E-03 -.106362E+00
  31 0.440000E+01 0.279800E-04 0.772493E-01 0.950214E-02 0.288769E-03 -.660697E-01
  32 0.400000E+01 0.164189E+01 0.164189E+01 0.271899E+01 0.763732E+01 0.655646E+00
  32 0.404000E+01 0.144781E+01 0.144781E+01 0.212575E+01 0.476003E+01 0.648872E+00
  32 0.408000E+01 0.109603E+01 0.121793E+01 0.152536E+01 0.255844E+01 0.633470E+00
  32 0.412000E+01 -.479581E-01 0.916330E+00 0.908277E+00 0.102718E+01 0.584960E+00
  32 0.416000E+01 -.523614E-01 0.495977E+00 0.329977E+00 0.208187E+00 0.362668E+00
  32 0.420000E+01 0.232541E-01 0.232991E+00 0.909977E-01 0.277344E-01 -.116444E+00
  32 0.424000E+01 -.245464E-02 0.143103E+00 0.350898E-01 0.482545E-02 -.306334E+00
  32 0.428000E+01 -.216699E-02 0.109063E+00 0.197116E-01 0.144141E-02 -.236577E+00
  32 0.432000E+01 0.675280E-03 0.937306E-01 0.142458E-01 0.701175E-03 -.151686E+00
  32 0.436000E+01 0.862480E-03 0.840564E-01 0.113085E-01 0.419187E-03 -.926388E-01
  32 0.440000E+01 0.102776E-02 0.769719E-01 0.946261E-02 0.288971E-03 -.757479E-01
  33 0.400000E+01 0.164325E+01 0.164325E+01 0.272346E+01 0.766307E+01 0.655618E+00
  33 0.404000E+01 0.144816E+01 0.144816E+01 0.212743E+01 0.477154E+01 0.648581E+00
  33 0.408000E+01 0.653906E+00 0.122052E+01 0.153250E+01 0.258105E+01 0.633667E+00
  33 0.412000E+01 0.184918E-01 0.914714E+00 0.908264E+00 0.103177E+01 0.583094E+00
  33 0.416000E+01 0.130605E-01 0.512806E+00 0.349016E+00 0.228258E+00 0.375383E+00
  33 0.420000E+01 0.133016E-01 0.240103E+00 0.963196E-01 0.304862E-01 -.953474E-01
  33 0.424000E+01 0.340554E-02 0.147111E+00 0.371502E-01 0.547390E-02 -.322065E+00
  33 0.428000E+01 -.166749E-02 0.110038E+00 0.199924E-01 0.146903E-02 -.225120E+00
  33 0.432000E+01 0.144670E-02 0.931800E-01 0.140908E-01 0.690113E-03 -.158581E+00
  33 0.436000E+01 -.528650E-03 0.840010E-01 0.113006E-01 0.419722E-03 -.955703E-01
  33 0.440000E+01 0.237660E-03 0.772373E-01 0.948822E-02 0.285570E-03 -.573570E-01
  34 0.400000E+01 0.163923E+01 0.163923E+01 0.271020E+01 0.758870E+01 0.655616E+00
  34 0.404000E+01 0.145299E+01 0.145299E+01 0.214027E+01 0.481949E+01 0.649295E+00
  34 0.408000E+01 0.122296E+01 0.122296E+01 0.153670E+01 0.259100E+01 0.634263E+00
  34 0.412000E+01 0.175797E-01 0.914039E+00 0.909958E+00 0.103974E+01 0.581437E+00
  34 0.416000E+01 -.666010E-03 0.500912E+00 0.340299E+00 0.224175E+00 0.354724E+00
  34 0.420000E+01 -.778640E-03 0.233580E+00 0.911364E-01 0.273154E-01 -.962333E-01
  34 0.424000E+01 -.867661E-02 0.144714E+00 0.355596E-01 0.486605E-02 -.282748E+00
  34 0.428000E+01 0.320044E-02 0.108867E+00 0.195306E-01 0.136528E-02 -.193085E+00
  34 0.432000E+01 -.393330E-03 0.925272E-01 0.138901E-01 0.687954E-03 -.188573E+00
  34 0.436000E+01 -.107146E-02 0.836209E-01 0.111832E-01 0.404634E-03 -.784685E-01
  34 0.440000E+01 0.520900E-03 0.773126E-01 0.954014E-02 0.293354E-03 -.743882E-01
  35 0.400000E+01 0.164230E+01 0.164230E+01 0.272028E+01 0.764473E+01 0.655641E+00
  35 0.404000E+01 0.144893E+01 0.144893E+01 0.212882E+01 0.477075E+01 0.649098E+00
  35 0.408000E+01 -.158255E+00 0.122008E+01 0.152955E+01 0.256784E+01 0.634138E+00
  35 0.412000E+01 0.260073E+00 0.911310E+00 0.901300E+00 0.101799E+01 0.582281E+00
  35 0.416000E+01 -.358671E-01 0.512396E+00 0.349991E+00 0.230672E+00 0.372287E+00
  35 0.420000E+01 0.382495E-02 0.233096E+00 0.914582E-01 0.286102E-01 -.140129E+00
  35 0.424000E+01 -.439838E-02 0.144492E+00 0.352929E-01 0.475570E-02 -.272678E+00
  35 0.428000E+01 -.240609E-02 0.108975E+00 0.196498E-01 0.142656E-02 -.231549E+00
  35 0.432000E+01 -.714530E-03 0.941040E-01 0.143642E-01 0.709561E-03 -.146324E+00
  35 0.436000E+01 -.189000E-04 0.839311E-01 0.113165E-01 0.419107E-03 -.908932E-01
  35 0.440000E+01 -.515300E-04 0.773239E-01 0.948335E-02 0.280212E-03 -.385834E-01
  36 0.400000E+01 0.164099E+01 0.164099E+01 0.271553E+01 0.761366E+01 0.655837E+00
  36 0.404000E+01 0.145261E+01 0.145261E+01 0.213979E+01 0.482105E+01 0.649024E+00
  36 0.408000E+01 -.122002E+01 0.122003E+01 0.153050E+01 0.257610E+01 0.633415E+00
  36 0.412000E+01 0.255883E+00 0.921999E+00 0.918854E+00 0.104851E+01 0.586039E+00
  36 0.416000E+01 0.554943E-01 0.509799E+00 0.346425E+00 0.227729E+00 0.367473E+00
  36 0.420000E+01 0.578302E-02 0.241946E+00 0.973024E-01 0.307518E-01 -.826847E-01
  36 0.424000E+01 -.669444E-02 0.141581E+00 0.339554E-01 0.439713E-02 -.271247E+00
  36 0.428000E+01 0.169398E-02 0.109486E+00 0.197978E-01 0.142519E-02 -.212040E+00
  36 0.432000E+01 -.156110E-03 0.936968E-01 0.142055E-01 0.684811E-03 -.131195E+00
  36 0.436000E+01 0.850410E-03 0.836692E-01 0.111870E-01 0.403979E-03 -.759988E-01
  36 0.440000E+01 -.101318E-02 0.769473E-01 0.940650E-02 0.277300E-03 -.446543E-01
  37 0.400000E+01 0.164389E+01 0.164389E+01 0.272553E+01 0.767394E+01 0.655654E+00
  37 0.404000E+01 0.144714E+01 0.144714E+01 0.212383E+01 0.475047E+01 0.648946E+00
  37 0.408000E+01 -.802298E+00 0.121828E+01 0.152665E+01 0.256491E+01 0.633166E+00
  37 0.412000E+01 -.224834E-02 0.899998E+00 0.888200E+00 0.100511E+01 0.575311E+00
  37 0.416000E+01 -.367958E-01 0.486269E+00 0.322914E+00 0.205213E+00 0.343988E+00
  37 0.420000E+01 -.219735E-01 0.236979E+00 0.942126E-01 0.294861E-01 -.107332E+00
  37 0.424000E+01 -.816680E-03 0.141010E+00 0.335747E-01 0.425415E-02 -.257960E+00
  37 0.428000E+01 -.189985E-02 0.108890E+00 0.196627E-01 0.142451E-02 -.228172E+00
  37 0.432000E+01 -.189316E-02 0.930836E-01 0.140354E-01 0.676194E-03 -.144202E+00
  37 0.436000E+01 -.125159E-02 0.840961E-01 0.113320E-01 0.423797E-03 -.100071E+00
  37 0.440000E+01 0.375040E-03 0.768630E-01 0.939149E-02 0.277200E-03 -.476165E-01
  38 0.400000E+01 0.164095E+01 0.164095E+01 0.271621E+01 0.762554E+01 0.655473E+00
  38 0.404000E+01 0.145241E+01 0.145241E+01 0.213848E+01 0.481091E+01 0.649331E+00
  38 0.408000E+01 -.152453E+00 0.121680E+01 0.152382E+01 0.255792E+01 0.632802E+00
  38 0.412000E+01 -.182647E+00 0.911729E+00 0.904427E+00 0.102554E+01 0.582088E+00
  38 0.416000E+01 0.260653E-01 0.509210E+00 0.346468E+00 0.227405E+00 0.368531E+00
  38 0.420000E+01 0.286222E-02 0.231874E+00 0.893183E-01 0.263141E-01 -.994748E-01
  38 0.424000E+01 -.252754E-02 0.144223E+00 0.354407E-01 0.488199E-02 -.295603E+00
  38 0.428000E+01 -.865100E-03 0.109914E+00 0.198899E-01 0.143548E-02 -.209510E+00
  38 0.432000E+01 0.734610E-03 0.934226E-01 0.142108E-01 0.699313E-03 -.154293E+00
  38 0.436000E+01 -.245920E-03 0.835397E-01 0.111446E-01 0.401859E-03 -.785045E-01
  38 0.440000E+01 -.740800E-03 0.769535E-01 0.945197E-02 0.286460E-03 -.688043E-01
  39 0.400000E+01 0.164313E+01 0.164313E+01 0.272319E+01 0.766248E+01 0.655576E+00
  39 0.404000E+01 0.144939E+01 0.144939E+01 0.213095E+01 0.478517E+01 0.648738E+00
  39 0.408000E+01 0.409563E+00 0.122117E+01 0.153312E+01 0.258392E+01 0.633558E+00
  39 0.412000E+01 0.549323E-01 0.912899E+00 0.904613E+00 0.102438E+01 0.582734E+00
  39 0.416000E+01 -.387128E-01 0.501351E+00 0.336814E+00 0.215778E+00 0.365977E+00
  39 0.420000E+01 -.658417E-02 0.238105E+00 0.941719E-01 0.288745E-01 -.853010E-01
  39 0.424000E+01 -.355438E-02 0.144782E+00 0.356247E-01 0.491943E-02 -.292085E+00
  39 0.428000E+01 0.735010E-03 0.109775E+00 0.199257E-01 0.144617E-02 -.214147E+00
  39 0.432000E+01 -.589080E-03 0.933587E-01 0.140619E-01 0.664419E-03 -.120043E+00
  39 0.436000E+01 0.418780E-03 0.839142E-01 0.112945E-01 0.422047E-03 -.102826E+00
  39 0.440000E+01 0.414730E-03 0.771406E-01 0.948070E-02 0.287388E-03 -.657801E-01
  40 0.400000E+01 0.164182E+01 0.164182E+01 0.271822E+01 0.762846E+01 0.655851E+00
  40 0.404000E+01 0.145131E+01 0.145131E+01 0.213615E+01 0.480495E+01 0.649003E+00
  40 0.408000E+01 0.121897E+01 0.121897E+01 0.152698E+01 0.256323E+01 0.633562E+00
  40 0.412000E+01 0.178801E+00 0.908141E+00 0.899312E+00 0.101926E+01 0.579911E+00
  40 0.416000E+01 0.462703E-01 0.495592E+00 0.333173E+00 0.216744E+00 0.349142E+00
  40 0.420000E+01 -.469907E-02 0.233955E+00 0.914503E-01 0.277900E-01 -.107636E+00
  40 0.424000E+01 -.244922E-02 0.145041E+00 0.355825E-01 0.470275E-02 -.238110E+00
  40 0.428000E+01 -.216098E-02 0.110051E+00 0.201275E-01 0.151489E-02 -.246465E+00
  40 0.432000E+01 -.163201E-02 0.934091E-01 0.141413E-01 0.688266E-03 -.147243E+00
  40 0.436000E+01 0.146214E-02 0.831190E-01 0.110705E-01 0.396813E-03 -.792751E-01
  40 0.440000E+01 -.425800E-03 0.773668E-01 0.949677E-02 0.281737E-03 -.412871E-01
  41 0.400000E+01 0.164292E+01 0.164292E+01 0.272235E+01 0.765637E+01 0.655640E+00
  41 0.404000E+01 0.144771E+01 0.144771E+01 0.212627E+01 0.476357E+01 0.648784E+00
  41 0.408000E+01 -.861485E-01 0.122097E+01 0.153269E+01 0.258039E+01 0.633853E+00
  41 0.412000E+01 -.252200E+00 0.911166E+00 0.904014E+00 0.102948E+01 0.580099E+00
  41 0.416000E+01 -.303123E-01 0.503136E+00 0.338239E+00 0.217674E+00 0.365785E+00
  41 0.420000E+01 0.179350E-03 0.234476E+00 0.912745E-01 0.274097E-01 -.966887E-01
  41 0.424000E+01 -.106963E-02 0.147075E+00 0.370530E-01 0.540022E-02 -.311123E+00
  41 0.428000E+01 -.166300E-03 0.110268E+00 0.201353E-01 0.148843E-02 -.223752E+00
  41 0.432000E+01 0.614660E-03 0.933184E-01 0.140288E-01 0.656755E-03 -.112357E+00
  41 0.436000E+01 -.271040E-03 0.837809E-01 0.112034E-01 0.409518E-03 -.875491E-01
  41 0.440000E+01 -.137000E-05 0.777883E-01 0.964312E-02 0.295899E-03 -.606875E-01
  42 0.400000E+01 0.164171E+01 0.164171E+01 0.271817E+01 0.763104E+01 0.655723E+00
  42 0.404000E+01 0.145172E+01 0.145172E+01 0.213657E+01 0.480297E+01 0.649284E+00
  42 0.408000E+01 0.599837E-01 0.121692E+01 0.152439E+01 0.256218E+01 0.632469E+00
  42 0.412000E+01 0.374534E+00 0.906036E+00 0.895436E+00 0.100997E+01 0.580126E+00
  42 0.416000E+01 -.234056E-01 0.497997E+00 0.332719E+00 0.213166E+00 0.358140E+00
  42 0.420000E+01 0.536665E-02 0.235863E+00 0.928270E-01 0.287621E-01 -.112629E+00
  42 0.424000E+01 0.308922E-02 0.144090E+00 0.356937E-01 0.515797E-02 -.349507E+00
  42 0.428000E+01 0.482820E-03 0.109546E+00 0.199499E-01 0.151630E-02 -.269945E+00
  42 0.432000E+01 -.971570E-03 0.930436E-01 0.139682E-01 0.654975E-03 -.118975E+00
  42 0.436000E+01 -.228140E-03 0.839886E-01 0.112516E-01 0.411169E-03 -.826003E-01
  42 0.440000E+01 -.786600E-04 0.772416E-01 0.951866E-02 0.289814E-03 -.662174E-01
  43 0.400000E+01 0.164170E+01 0.164170E+01 0.271826E+01 0.763260E+01 0.655676E+00
  43 0.404000E+01 0.145188E+01 0.145188E+01 0.213762E+01 0.481125E+01 0.649026E+00
  43 0.408000E+01 0.102448E+01 0.122253E+01 0.153542E+01 0.258541E+01 0.634445E+00
  43 0.412000E+01 0.222254E-01 0.907761E+00 0.898081E+00 0.101720E+01 0.579607E+00
  43 0.416000E+01 0.365000E-05 0.502104E+00 0.339853E+00 0.222361E+00 0.358268E+00
  43 0.420000E+01 0.160458E-01 0.233556E+00 0.910765E-01 0.274040E-01 -.101236E+00
  43 0.424000E+01 0.118110E-02 0.142870E+00 0.349159E-01 0.480770E-02 -.314528E+00
  43 0.428000E+01 -.576870E-03 0.110051E+00 0.201189E-01 0.151282E-02 -.245826E+00
  43 0.432000E+01 0.240500E-03 0.936673E-01 0.142037E-01 0.689246E-03 -.138813E+00
  43 0.436000E+01 -.129531E-02 0.836340E-01 0.111941E-01 0.405014E-03 -.773886E-01
  43 0.440000E+01 -.823200E-04 0.767917E-01 0.935862E-02 0.275119E-03 -.470701E-01
  44 0.400000E+01 0.164216E+01 0.164216E+01 0.271953E+01 0.763797E+01 0.655752E+00
  44 0.404000E+01 0.145233E+01 0.145233E+01 0.213802E+01 0.480766E+01 0.649420E+00
  44 0.408000E+01 -.405871E+00 0.122555E+01 0.154199E+01 0.260636E+01 0.634618E+00
  44 0.412000E+01 -.884029E-01 0.916617E+00 0.912248E+00 0.104091E+01 0.583068E+00
  44 0.416000E+01 -.110555E-01 0.503986E+00 0.337928E+00 0.215467E+00 0.371059E+00
  44 0.420000E+01 -.337982E-02 0.237355E+00 0.939135E-01 0.288512E-01 -.904022E-01
  44 0.424000E+01 0.336525E-02 0.144250E+00 0.355824E-01 0.505521E-02 -.330903E+00
  44 0.428000E+01 0.182135E-02 0.109359E+00 0.197066E-01 0.142671E-02 -.224584E+00
  44 0.432000E+01 -.921450E-03 0.943470E-01 0.145177E-01 0.736933E-03 -.165490E+00
  44 0.436000E+01 0.107943E-02 0.833850E-01 0.111409E-01 0.403109E-03 -.825884E-01
  44 0.440000E+01 -.805190E-03 0.767478E-01 0.936116E-02 0.276182E-03 -.505463E-01
  45 0.400000E+01 0.164155E+01 0.164155E+01 0.271763E+01 0.762810E+01 0.655717E+00
  45 0.404000E+01 0.144767E+01 0.144767E+01 0.212509E+01 0.475488E+01 0.649035E+00
  45 0.408000E+01 -.108583E+01 0.122301E+01 0.153690E+01 0.259279E+01 0.634106E+00
  45 0.412000E+01 0.785360E-01 0.902185E+00 0.891306E+00 0.101040E+01 0.576045E+00
  45 0.416000E+01 0.173030E-01 0.499378E+00 0.337289E+00 0.220850E+00 0.352899E+00
  45 0.420000E+01 0.626375E-02 0.238493E+00 0.946421E-01 0.289259E-01 -.764583E-01
  45 0.424000E+01 0.107569E-02 0.143722E+00 0.351046E-01 0.478470E-02 -.294212E+00
  45 0.428000E+01 -.173474E-02 0.109327E+00 0.197571E-01 0.142019E-02 -.212775E+00
  45 0.432000E+01 0.142874E-02 0.936157E-01 0.142511E-01 0.710940E-03 -.166848E+00
  45 0.436000E+01 0.107214E-02 0.833139E-01 0.111226E-01 0.400098E-03 -.780309E-01
  45 0.440000E+01 0.320860E-03 0.774635E-01 0.952072E-02 0.285800E-03 -.509959E-01
  46 0.400000E+01 0.164251E+01 0.164251E+01 0.272054E+01 0.764187E+01 0.655834E+00
  46 0.404000E+01 0.145208E+01 0.145208E+01 0.213771E+01 0.480929E+01 0.649198E+00
  46 0.408000E+01 0.318799E+00 0.122022E+01 0.153077E+01 0.257384E+01 0.633867E+00
  46 0.412000E+01 -.142247E+00 0.912169E+00 0.905185E+00 0.102811E+01 0.581742E+00
  46 0.416000E+01 -.565262E-01 0.501612E+00 0.337078E+00 0.215716E+00 0.367149E+00
  46 0.420000E+01 -.113211E-01 0.240818E+00 0.957079E-01 0.292497E-01 -.644000E-01
  46 0.424000E+01 -.613266E-02 0.146652E+00 0.367169E-01 0.517889E-02 -.280513E+00
  46 0.428000E+01 0.112789E-02 0.110537E+00 0.202343E-01 0.149898E-02 -.220390E+00
  46 0.432000E+01 0.469600E-04 0.931146E-01 0.139702E-01 0.654478E-03 -.117810E+00
  46 0.436000E+01 0.683450E-03 0.826353E-01 0.109055E-01 0.381819E-03 -.701602E-01
  46 0.440000E+01 -.430620E-03 0.769483E-01 0.940947E-02 0.280301E-03 -.552948E-01
  47 0.400000E+01 0.164152E+01 0.164152E+01 0.271812E+01 0.763699E+01 0.655440E+00
  47 0.404000E+01 0.144948E+01 0.144948E+01 0.213107E+01 0.478631E+01 0.648695E+00
  47 0.408000E+01 -.742529E+00 0.122234E+01 0.153533E+01 0.258719E+01 0.634147E+00
  47 0.412000E+01 0.157799E+00 0.910185E+00 0.902266E+00 0.102481E+01 0.580384E+00
  47 0.416000E+01 -.254756E-01 0.510759E+00 0.346836E+00 0.226691E+00 0.371851E+00
  47 0.420000E+01 0.144170E-02 0.241765E+00 0.971330E-01 0.304632E-01 -.762687E-01
  47 0.424000E+01 0.271163E-02 0.144746E+00 0.358488E-01 0.506311E-02 -.313251E+00
  47 0.428000E+01 -.300721E-02 0.109769E+00 0.200204E-01 0.150727E-02 -.253503E+00
  47 0.432000E+01 -.111947E-02 0.936511E-01 0.142768E-01 0.714674E-03 -.168765E+00
  47 0.436000E+01 -.689640E-03 0.834113E-01 0.111770E-01 0.410858E-03 -.962681E-01
  47 0.440000E+01 0.325460E-03 0.769609E-01 0.941135E-02 0.279506E-03 -.518798E-01
  48 0.400000E+01 0.164084E+01 0.164084E+01 0.271535E+01 0.761582E+01 0.655695E+00
  48 0.404000E+01 0.145234E+01 0.145234E+01 0.213836E+01 0.481143E+01 0.649255E+00
  48 0.408000E+01 0.122100E+01 0.122101E+01 0.153149E+01 0.257353E+01 0.634256E+00
  48 0.412000E+01 0.225692E+00 0.914411E+00 0.910157E+00 0.103958E+01 0.581684E+00
  48 0.416000E+01 -.289798E-01 0.497051E+00 0.333373E+00 0.215435E+00 0.353851E+00
  48 0.420000E+01 -.103179E-01 0.238135E+00 0.940712E-01 0.287183E-01 -.817433E-01
  48 0.424000E+01 0.211350E-02 0.144822E+00 0.356684E-01 0.497174E-02 -.302627E+00
  48 0.428000E+01 0.276289E-02 0.110741E+00 0.203200E-01 0.154285E-02 -.245537E+00
  48 0.432000E+01 0.311540E-03 0.934059E-01 0.141121E-01 0.686749E-03 -.149465E+00
  48 0.436000E+01 0.478630E-03 0.838054E-01 0.112395E-01 0.412578E-03 -.886562E-01
  48 0.440000E+01 -.560580E-03 0.772496E-01 0.950555E-02 0.286255E-03 -.560335E-01
  49 0.400000E+01 0.164067E+01 0.164067E+01 0.271491E+01 0.761388E+01 0.655671E+00
  49 0.404000E+01 0.145090E+01 0.145090E+01 0.213415E+01 0.479163E+01 0.649320E+00
  49 0.408000E+01 0.561848E+00 0.122272E+01 0.153629E+01 0.259138E+01 0.634016E+00
  49 0.412000E+01 0.228113E+00 0.906226E+00 0.897083E+00 0.101904E+01 0.577909E+00
  49 0.416000E+01 -.815417E-02 0.498574E+00 0.335467E+00 0.216607E+00 0.358421E+00
  49 0.420000E+01 -.139069E-01 0.234748E+00 0.922482E-01 0.280846E-01 -.100098E+00
