 iconf, T, nbar, abs_nbar, nbar2, nbar4, nbinder
  49 0.424000E+01 0.234802E-02 0.144400E+00 0.354920E-01 0.487639E-02 -.290380E+00
  49 0.428000E+01 -.175071E-02 0.109779E+00 0.199050E-01 0.142601E-02 -.199713E+00
  49 0.432000E+01 -.688700E-04 0.932494E-01 0.141582E-01 0.704419E-03 -.171369E+00
  49 0.436000E+01 -.534070E-03 0.843019E-01 0.113965E-01 0.427555E-03 -.973062E-01
  49 0.440000E+01 0.981220E-03 0.775064E-01 0.952718E-02 0.289761E-03 -.641183E-01
  50 0.400000E+01 0.163862E+01 0.163862E+01 0.270848E+01 0.758216E+01 0.655475E+00
  50 0.404000E+01 0.145080E+01 0.145080E+01 0.213445E+01 0.479720E+01 0.649009E+00
  50 0.408000E+01 -.290329E+00 0.121981E+01 0.153099E+01 0.257735E+01 0.633472E+00
  50 0.412000E+01 0.142811E-01 0.909620E+00 0.903470E+00 0.103157E+01 0.578739E+00
  50 0.416000E+01 -.749840E-01 0.498652E+00 0.336553E+00 0.219127E+00 0.355137E+00
  50 0.420000E+01 -.181780E-01 0.235456E+00 0.917999E-01 0.273528E-01 -.819234E-01
  50 0.424000E+01 -.327415E-02 0.145393E+00 0.363851E-01 0.534834E-02 -.346636E+00
  50 0.428000E+01 0.337387E-02 0.111292E+00 0.205031E-01 0.155283E-02 -.231306E+00
  50 0.432000E+01 -.219279E-02 0.934812E-01 0.141517E-01 0.685754E-03 -.141375E+00
  50 0.436000E+01 0.195430E-03 0.834434E-01 0.111813E-01 0.411623E-03 -.974782E-01
  50 0.440000E+01 -.470160E-03 0.775428E-01 0.952957E-02 0.282856E-03 -.382380E-01
  51 0.400000E+01 0.164007E+01 0.164007E+01 0.271351E+01 0.761202E+01 0.655398E+00
  51 0.404000E+01 0.145511E+01 0.145511E+01 0.214671E+01 0.485032E+01 0.649165E+00
  51 0.408000E+01 -.122290E+01 0.122290E+01 0.153587E+01 0.258701E+01 0.634431E+00
  51 0.412000E+01 -.995014E-01 0.917979E+00 0.914782E+00 0.104722E+01 0.582862E+00
  51 0.416000E+01 -.387139E-01 0.494205E+00 0.328833E+00 0.207547E+00 0.360198E+00
  51 0.420000E+01 -.276618E-02 0.238380E+00 0.939251E-01 0.283121E-01 -.697645E-01
  51 0.424000E+01 0.136199E-02 0.143848E+00 0.352813E-01 0.487366E-02 -.305102E+00
  51 0.428000E+01 -.256744E-02 0.110916E+00 0.205085E-01 0.159904E-02 -.267274E+00
  51 0.432000E+01 -.275626E-02 0.934705E-01 0.140907E-01 0.672146E-03 -.128442E+00
  51 0.436000E+01 0.547600E-03 0.832722E-01 0.111314E-01 0.404020E-03 -.868848E-01
  51 0.440000E+01 -.763190E-03 0.771779E-01 0.945226E-02 0.281406E-03 -.498815E-01
  52 0.400000E+01 0.163919E+01 0.163919E+01 0.270999E+01 0.758714E+01 0.655632E+00
  52 0.404000E+01 0.145186E+01 0.145186E+01 0.213720E+01 0.480789E+01 0.649133E+00
  52 0.408000E+01 0.587312E-01 0.121502E+01 0.151788E+01 0.253529E+01 0.633196E+00
  52 0.412000E+01 0.150236E+00 0.905196E+00 0.895436E+00 0.101538E+01 0.577877E+00
  52 0.416000E+01 -.155031E-02 0.494186E+00 0.330046E+00 0.210560E+00 0.355673E+00
  52 0.420000E+01 -.103444E-01 0.237965E+00 0.947770E-01 0.299429E-01 -.111133E+00
  52 0.424000E+01 -.108840E-02 0.145297E+00 0.357268E-01 0.479753E-02 -.252876E+00
  52 0.428000E+01 -.196200E-03 0.108931E+00 0.196054E-01 0.141296E-02 -.225334E+00
  52 0.432000E+01 -.108546E-02 0.937080E-01 0.141779E-01 0.678760E-03 -.125564E+00
  52 0.436000E+01 -.573340E-03 0.841409E-01 0.113281E-01 0.415074E-03 -.781706E-01
  52 0.440000E+01 0.491130E-03 0.774003E-01 0.953111E-02 0.289277E-03 -.614638E-01
  53 0.400000E+01 0.163987E+01 0.163987E+01 0.271283E+01 0.760704E+01 0.655453E+00
  53 0.404000E+01 0.145132E+01 0.145132E+01 0.213599E+01 0.480488E+01 0.648956E+00
  53 0.408000E+01 -.122063E+01 0.122070E+01 0.153223E+01 0.257997E+01 0.633692E+00
  53 0.412000E+01 0.265423E+00 0.918113E+00 0.911036E+00 0.103356E+01 0.584907E+00
  53 0.416000E+01 0.467395E-01 0.497917E+00 0.335032E+00 0.217350E+00 0.354544E+00
  53 0.420000E+01 -.136344E-01 0.237227E+00 0.936656E-01 0.290151E-01 -.102408E+00
  53 0.424000E+01 -.524006E-02 0.147928E+00 0.371340E-01 0.530539E-02 -.282483E+00
  53 0.428000E+01 0.127223E-02 0.109705E+00 0.199679E-01 0.152289E-02 -.273153E+00
  53 0.432000E+01 0.399300E-03 0.935522E-01 0.141258E-01 0.679990E-03 -.135945E+00
  53 0.436000E+01 -.417570E-03 0.834336E-01 0.111233E-01 0.403073E-03 -.859107E-01
  53 0.440000E+01 0.110598E-02 0.777071E-01 0.959857E-02 0.290482E-03 -.509592E-01
  54 0.400000E+01 0.164107E+01 0.164107E+01 0.271640E+01 0.762462E+01 0.655563E+00
  54 0.404000E+01 0.145173E+01 0.145173E+01 0.213732E+01 0.480917E+01 0.649078E+00
  54 0.408000E+01 -.110399E+01 0.121819E+01 0.152756E+01 0.256958E+01 0.632935E+00
  54 0.412000E+01 0.880837E-01 0.915687E+00 0.909593E+00 0.103497E+01 0.583022E+00
  54 0.416000E+01 -.135486E-01 0.501147E+00 0.336730E+00 0.215488E+00 0.366512E+00
  54 0.420000E+01 -.638832E-02 0.239722E+00 0.959018E-01 0.298025E-01 -.801346E-01
  54 0.424000E+01 -.271173E-02 0.144225E+00 0.353945E-01 0.482062E-02 -.282658E+00
  54 0.428000E+01 0.334841E-02 0.109081E+00 0.196288E-01 0.141440E-02 -.223671E+00
  54 0.432000E+01 -.202480E-03 0.936021E-01 0.142627E-01 0.709226E-03 -.162145E+00
  54 0.436000E+01 -.101788E-02 0.832553E-01 0.110899E-01 0.398027E-03 -.787935E-01
  54 0.440000E+01 -.788060E-03 0.772117E-01 0.949824E-02 0.286445E-03 -.583619E-01
  55 0.400000E+01 0.164109E+01 0.164109E+01 0.271611E+01 0.761978E+01 0.655708E+00
  55 0.404000E+01 0.145084E+01 0.145084E+01 0.213482E+01 0.480126E+01 0.648835E+00
  55 0.408000E+01 0.544834E+00 0.122123E+01 0.153288E+01 0.257899E+01 0.634143E+00
  55 0.412000E+01 0.131233E+00 0.902474E+00 0.891743E+00 0.100867E+01 0.577185E+00
  55 0.416000E+01 0.293816E-01 0.491358E+00 0.326892E+00 0.208532E+00 0.349508E+00
  55 0.420000E+01 -.444920E-02 0.240369E+00 0.946089E-01 0.282010E-01 -.502160E-01
  55 0.424000E+01 -.109603E-02 0.145185E+00 0.360402E-01 0.512616E-02 -.315517E+00
  55 0.428000E+01 -.155255E-02 0.109731E+00 0.199238E-01 0.146006E-02 -.226038E+00
  55 0.432000E+01 -.115440E-03 0.944560E-01 0.144235E-01 0.714681E-03 -.145110E+00
  55 0.436000E+01 -.237350E-03 0.832139E-01 0.110846E-01 0.400197E-03 -.857153E-01
  55 0.440000E+01 -.671070E-03 0.768194E-01 0.938408E-02 0.279602E-03 -.583673E-01
  56 0.400000E+01 0.164260E+01 0.164260E+01 0.272116E+01 0.764776E+01 0.655725E+00
  56 0.404000E+01 0.145338E+01 0.145338E+01 0.214128E+01 0.482242E+01 0.649412E+00
  56 0.408000E+01 -.933237E+00 0.122349E+01 0.153743E+01 0.259198E+01 0.634473E+00
  56 0.412000E+01 0.158184E+00 0.914075E+00 0.907677E+00 0.103187E+01 0.582517E+00
  56 0.416000E+01 -.100670E-01 0.493316E+00 0.328444E+00 0.209811E+00 0.351684E+00
  56 0.420000E+01 -.104779E-02 0.236895E+00 0.929114E-01 0.280755E-01 -.841000E-01
  56 0.424000E+01 0.267941E-02 0.145494E+00 0.362411E-01 0.513620E-02 -.303524E+00
  56 0.428000E+01 0.275280E-03 0.108182E+00 0.192705E-01 0.134356E-02 -.206003E+00
  56 0.432000E+01 -.150104E-02 0.929069E-01 0.139905E-01 0.671237E-03 -.143107E+00
  56 0.436000E+01 0.436400E-03 0.846845E-01 0.114786E-01 0.430327E-03 -.886718E-01
  56 0.440000E+01 -.352730E-03 0.773590E-01 0.950009E-02 0.283266E-03 -.462087E-01
  57 0.400000E+01 0.163805E+01 0.163805E+01 0.270610E+01 0.756417E+01 0.655688E+00
  57 0.404000E+01 0.145280E+01 0.145280E+01 0.214005E+01 0.482064E+01 0.649140E+00
  57 0.408000E+01 0.223913E+00 0.122244E+01 0.153787E+01 0.260203E+01 0.633265E+00
  57 0.412000E+01 0.105577E+00 0.909147E+00 0.900330E+00 0.102118E+01 0.580068E+00
  57 0.416000E+01 -.556603E-01 0.494295E+00 0.329616E+00 0.210552E+00 0.354017E+00
  57 0.420000E+01 0.698140E-02 0.237821E+00 0.935123E-01 0.282992E-01 -.787359E-01
  57 0.424000E+01 -.112066E-01 0.147136E+00 0.367892E-01 0.517416E-02 -.274322E+00
  57 0.428000E+01 0.486195E-02 0.110986E+00 0.206063E-01 0.163829E-02 -.286088E+00
  57 0.432000E+01 -.288076E-02 0.933071E-01 0.140746E-01 0.677549E-03 -.140111E+00
  57 0.436000E+01 0.270800E-04 0.837833E-01 0.112332E-01 0.414770E-03 -.956734E-01
  57 0.440000E+01 -.128285E-02 0.766218E-01 0.932897E-02 0.275810E-03 -.563819E-01
  58 0.400000E+01 0.164321E+01 0.164321E+01 0.272315E+01 0.765908E+01 0.655719E+00
  58 0.404000E+01 0.145038E+01 0.145038E+01 0.213269E+01 0.478634E+01 0.649228E+00
  58 0.408000E+01 0.627259E+00 0.122559E+01 0.154258E+01 0.260783E+01 0.634690E+00
  58 0.412000E+01 -.848029E-01 0.910357E+00 0.904145E+00 0.103041E+01 0.579841E+00
  58 0.416000E+01 0.219709E-01 0.492081E+00 0.328174E+00 0.209549E+00 0.351435E+00
  58 0.420000E+01 0.325326E-02 0.235832E+00 0.919706E-01 0.270950E-01 -.677509E-01
  58 0.424000E+01 -.714928E-02 0.148218E+00 0.375012E-01 0.556563E-02 -.319180E+00
  58 0.428000E+01 -.154136E-02 0.109882E+00 0.200197E-01 0.148868E-02 -.238127E+00
  58 0.432000E+01 -.212924E-02 0.928102E-01 0.139164E-01 0.654747E-03 -.126928E+00
  58 0.436000E+01 -.120960E-03 0.831797E-01 0.110407E-01 0.394330E-03 -.783054E-01
  58 0.440000E+01 -.116926E-02 0.773308E-01 0.950690E-02 0.284249E-03 -.483328E-01
  59 0.400000E+01 0.164435E+01 0.164435E+01 0.272669E+01 0.767612E+01 0.655848E+00
  59 0.404000E+01 -.144852E+01 0.144852E+01 0.212722E+01 0.476187E+01 0.649222E+00
  59 0.408000E+01 -.384451E+00 0.121822E+01 0.152718E+01 0.256885E+01 0.632858E+00
  59 0.412000E+01 0.181264E+00 0.908012E+00 0.898458E+00 0.101669E+01 0.580173E+00
  59 0.416000E+01 -.225123E-01 0.500616E+00 0.336946E+00 0.217649E+00 0.360980E+00
  59 0.420000E+01 0.153493E-01 0.241024E+00 0.963042E-01 0.297933E-01 -.707965E-01
  59 0.424000E+01 0.366600E-04 0.145866E+00 0.362313E-01 0.512160E-02 -.300519E+00
  59 0.428000E+01 0.300000E-03 0.110744E+00 0.204374E-01 0.159079E-02 -.269521E+00
  59 0.432000E+01 -.173562E-02 0.929642E-01 0.140913E-01 0.700135E-03 -.175322E+00
  59 0.436000E+01 -.282630E-03 0.830950E-01 0.110542E-01 0.405023E-03 -.104854E+00
  59 0.440000E+01 -.506550E-03 0.771324E-01 0.947194E-02 0.286875E-03 -.658465E-01
  60 0.400000E+01 0.164062E+01 0.164062E+01 0.271420E+01 0.760518E+01 0.655885E+00
  60 0.404000E+01 0.145109E+01 0.145109E+01 0.213499E+01 0.479834E+01 0.649103E+00
  60 0.408000E+01 -.121955E+01 0.121957E+01 0.152820E+01 0.256382E+01 0.634062E+00
  60 0.412000E+01 0.205930E+00 0.905317E+00 0.897788E+00 0.102460E+01 0.576273E+00
  60 0.416000E+01 -.149867E-01 0.493303E+00 0.328076E+00 0.208656E+00 0.353808E+00
  60 0.420000E+01 0.126217E-02 0.239517E+00 0.957082E-01 0.299345E-01 -.893121E-01
  60 0.424000E+01 0.796416E-02 0.147049E+00 0.369669E-01 0.529076E-02 -.290540E+00
  60 0.428000E+01 0.618510E-03 0.109219E+00 0.196778E-01 0.140132E-02 -.206319E+00
  60 0.432000E+01 0.181118E-02 0.938661E-01 0.143825E-01 0.727918E-03 -.172981E+00
  60 0.436000E+01 -.136353E-02 0.831217E-01 0.110845E-01 0.403900E-03 -.957641E-01
  60 0.440000E+01 -.177300E-03 0.770376E-01 0.942141E-02 0.277211E-03 -.410136E-01
  61 0.400000E+01 0.164209E+01 0.164209E+01 0.271980E+01 0.764366E+01 0.655566E+00
  61 0.404000E+01 0.145169E+01 0.145169E+01 0.213675E+01 0.480540E+01 0.649169E+00
  61 0.408000E+01 -.109057E+00 0.122764E+01 0.154740E+01 0.262203E+01 0.634982E+00
  61 0.412000E+01 0.142835E+00 0.904056E+00 0.893217E+00 0.100941E+01 0.578274E+00
  61 0.416000E+01 0.148853E-01 0.503396E+00 0.341221E+00 0.223678E+00 0.359629E+00
  61 0.420000E+01 -.103209E-01 0.245485E+00 0.997902E-01 0.319747E-01 -.703096E-01
  61 0.424000E+01 -.236550E-02 0.144641E+00 0.353385E-01 0.472398E-02 -.260933E+00
  61 0.428000E+01 -.239922E-02 0.110561E+00 0.202164E-01 0.150800E-02 -.229917E+00
  61 0.432000E+01 -.133147E-02 0.927500E-01 0.139009E-01 0.653602E-03 -.127467E+00
  61 0.436000E+01 0.196323E-02 0.838229E-01 0.112469E-01 0.412323E-03 -.865527E-01
  61 0.440000E+01 0.188996E-02 0.769911E-01 0.943179E-02 0.282361E-03 -.580233E-01
  62 0.400000E+01 0.164104E+01 0.164104E+01 0.271604E+01 0.761962E+01 0.655698E+00
  62 0.404000E+01 0.145199E+01 0.145199E+01 0.213692E+01 0.480122E+01 0.649529E+00
  62 0.408000E+01 0.121749E+01 0.121749E+01 0.152412E+01 0.255578E+01 0.633255E+00
  62 0.412000E+01 0.106619E+00 0.909025E+00 0.899654E+00 0.101597E+01 0.581583E+00
  62 0.416000E+01 -.277133E-01 0.495688E+00 0.331232E+00 0.211638E+00 0.357002E+00
  62 0.420000E+01 0.284162E-01 0.237001E+00 0.934517E-01 0.282315E-01 -.775520E-01
  62 0.424000E+01 0.443443E-02 0.144055E+00 0.351954E-01 0.474544E-02 -.276975E+00
  62 0.428000E+01 0.186333E-02 0.110516E+00 0.202218E-01 0.153486E-02 -.251146E+00
  62 0.432000E+01 0.461150E-03 0.930754E-01 0.140690E-01 0.681024E-03 -.146865E+00
  62 0.436000E+01 -.686170E-03 0.843067E-01 0.114128E-01 0.427600E-03 -.942837E-01
  62 0.440000E+01 0.969060E-03 0.772470E-01 0.948975E-02 0.284464E-03 -.529211E-01
  63 0.400000E+01 0.164292E+01 0.164292E+01 0.272199E+01 0.765138E+01 0.655773E+00
  63 0.404000E+01 0.144895E+01 0.144895E+01 0.212894E+01 0.477240E+01 0.649015E+00
  63 0.408000E+01 -.945638E+00 0.122499E+01 0.154086E+01 0.260077E+01 0.634865E+00
  63 0.412000E+01 0.497984E-01 0.910208E+00 0.902471E+00 0.102376E+01 0.581006E+00
  63 0.416000E+01 0.201849E-01 0.495330E+00 0.330426E+00 0.210253E+00 0.358092E+00
  63 0.420000E+01 0.730654E-02 0.237562E+00 0.943077E-01 0.292348E-01 -.956815E-01
  63 0.424000E+01 0.295497E-02 0.146150E+00 0.362591E-01 0.504231E-02 -.278420E+00
  63 0.428000E+01 -.346622E-02 0.110646E+00 0.201501E-01 0.147434E-02 -.210378E+00
  63 0.432000E+01 -.119029E-02 0.927925E-01 0.139355E-01 0.664449E-03 -.140493E+00
  63 0.436000E+01 -.583890E-03 0.837568E-01 0.112549E-01 0.424564E-03 -.117223E+00
  63 0.440000E+01 -.133360E-03 0.772682E-01 0.951213E-02 0.285679E-03 -.524502E-01
  64 0.400000E+01 0.163938E+01 0.163938E+01 0.271069E+01 0.759161E+01 0.655607E+00
  64 0.404000E+01 0.145015E+01 0.145015E+01 0.213291E+01 0.479329E+01 0.648790E+00
  64 0.408000E+01 -.336354E+00 0.122423E+01 0.154096E+01 0.260785E+01 0.633916E+00
  64 0.412000E+01 0.359065E+00 0.921360E+00 0.917677E+00 0.104887E+01 0.584835E+00
  64 0.416000E+01 0.372900E-04 0.498417E+00 0.333221E+00 0.211825E+00 0.364094E+00
  64 0.420000E+01 -.153242E-01 0.236413E+00 0.922232E-01 0.270652E-01 -.607416E-01
  64 0.424000E+01 0.287240E-03 0.147041E+00 0.367502E-01 0.520881E-02 -.285572E+00
  64 0.428000E+01 -.133050E-03 0.110155E+00 0.201515E-01 0.154209E-02 -.265831E+00
  64 0.432000E+01 0.242283E-02 0.938338E-01 0.142611E-01 0.682721E-03 -.118969E+00
  64 0.436000E+01 0.585430E-03 0.837221E-01 0.112322E-01 0.414994E-03 -.964618E-01
  64 0.440000E+01 -.298620E-03 0.773253E-01 0.949503E-02 0.283857E-03 -.495069E-01
  65 0.400000E+01 0.164189E+01 0.164189E+01 0.271881E+01 0.763532E+01 0.655692E+00
  65 0.404000E+01 0.145255E+01 0.145255E+01 0.213883E+01 0.481129E+01 0.649420E+00
  65 0.408000E+01 0.483321E+00 0.121668E+01 0.152386E+01 0.255871E+01 0.632709E+00
  65 0.412000E+01 0.165784E+00 0.916088E+00 0.911463E+00 0.104007E+01 0.582687E+00
  65 0.416000E+01 0.262913E-01 0.500222E+00 0.336798E+00 0.218282E+00 0.358557E+00
  65 0.420000E+01 -.219640E-02 0.233183E+00 0.904310E-01 0.266851E-01 -.877122E-01
  65 0.424000E+01 -.357993E-02 0.144616E+00 0.357165E-01 0.499093E-02 -.304136E+00
  65 0.428000E+01 -.270880E-02 0.112237E+00 0.209390E-01 0.162589E-02 -.236120E+00
  65 0.432000E+01 0.531530E-03 0.934336E-01 0.141110E-01 0.673550E-03 -.127539E+00
  65 0.436000E+01 0.154060E-03 0.840548E-01 0.113337E-01 0.424758E-03 -.102241E+00
  65 0.440000E+01 -.357520E-03 0.770472E-01 0.940923E-02 0.275352E-03 -.367140E-01
  66 0.400000E+01 0.164304E+01 0.164304E+01 0.272291E+01 0.766066E+01 0.655588E+00
  66 0.404000E+01 0.145098E+01 0.145098E+01 0.213438E+01 0.479217E+01 0.649355E+00
  66 0.408000E+01 0.122290E+01 0.122290E+01 0.153511E+01 0.258141E+01 0.634864E+00
  66 0.412000E+01 -.215439E+00 0.908439E+00 0.899736E+00 0.101829E+01 0.580703E+00
  66 0.416000E+01 -.156211E-01 0.489248E+00 0.326380E+00 0.209486E+00 0.344478E+00
  66 0.420000E+01 0.541514E-02 0.239769E+00 0.949438E-01 0.288419E-01 -.665232E-01
  66 0.424000E+01 -.405505E-02 0.142648E+00 0.347663E-01 0.475289E-02 -.310752E+00
  66 0.428000E+01 -.222449E-02 0.109268E+00 0.196886E-01 0.139522E-02 -.199755E+00
  66 0.432000E+01 0.856890E-03 0.947831E-01 0.147380E-01 0.788437E-03 -.209956E+00
  66 0.436000E+01 0.164260E-03 0.836526E-01 0.111472E-01 0.398796E-03 -.697829E-01
  66 0.440000E+01 -.101912E-02 0.768955E-01 0.938088E-02 0.274938E-03 -.414217E-01
  67 0.400000E+01 0.164135E+01 0.164135E+01 0.271738E+01 0.763081E+01 0.655531E+00
  67 0.404000E+01 0.145121E+01 0.145121E+01 0.213565E+01 0.480332E+01 0.648956E+00
  67 0.408000E+01 -.122285E+01 0.122297E+01 0.153746E+01 0.259665E+01 0.633829E+00
  67 0.412000E+01 -.253501E-01 0.908203E+00 0.899215E+00 0.101997E+01 0.579526E+00
  67 0.416000E+01 0.251208E-01 0.496480E+00 0.332705E+00 0.215297E+00 0.351669E+00
  67 0.420000E+01 -.733377E-02 0.237804E+00 0.938039E-01 0.285122E-01 -.801106E-01
  67 0.424000E+01 0.567031E-02 0.144441E+00 0.355549E-01 0.493742E-02 -.301905E+00
  67 0.428000E+01 0.216103E-02 0.109221E+00 0.198030E-01 0.146541E-02 -.245593E+00
  67 0.432000E+01 -.368072E-02 0.930222E-01 0.139901E-01 0.662653E-03 -.128556E+00
  67 0.436000E+01 -.261540E-03 0.838468E-01 0.112122E-01 0.404655E-03 -.729641E-01
  67 0.440000E+01 0.625530E-03 0.770231E-01 0.945248E-02 0.284724E-03 -.622109E-01
  68 0.400000E+01 0.164269E+01 0.164269E+01 0.272104E+01 0.764384E+01 0.655873E+00
  68 0.404000E+01 0.144956E+01 0.144956E+01 0.213050E+01 0.477805E+01 0.649113E+00
  68 0.408000E+01 -.122588E+01 0.122589E+01 0.154254E+01 0.260454E+01 0.635133E+00
  68 0.412000E+01 -.503585E-01 0.910987E+00 0.901913E+00 0.101969E+01 0.582152E+00
  68 0.416000E+01 0.295600E-02 0.497177E+00 0.333800E+00 0.216298E+00 0.352918E+00
  68 0.420000E+01 -.787908E-02 0.231208E+00 0.892321E-01 0.263190E-01 -.101809E+00
  68 0.424000E+01 -.197210E-03 0.145966E+00 0.365181E-01 0.534269E-02 -.335434E+00
  68 0.428000E+01 -.163581E-02 0.110001E+00 0.201346E-01 0.149352E-02 -.228015E+00
  68 0.432000E+01 -.118992E-02 0.927469E-01 0.139343E-01 0.671250E-03 -.152371E+00
  68 0.436000E+01 -.307380E-03 0.842096E-01 0.113416E-01 0.418281E-03 -.839301E-01
  68 0.440000E+01 -.581030E-03 0.772158E-01 0.946676E-02 0.281781E-03 -.480646E-01
  69 0.400000E+01 0.163997E+01 0.163997E+01 0.271254E+01 0.760076E+01 0.655664E+00
  69 0.404000E+01 0.145134E+01 0.145134E+01 0.213542E+01 0.479781E+01 0.649284E+00
  69 0.408000E+01 0.122505E+01 0.122505E+01 0.154070E+01 0.259966E+01 0.634947E+00
  69 0.412000E+01 -.221096E+00 0.902127E+00 0.890328E+00 0.100560E+01 0.577132E+00
  69 0.416000E+01 0.151340E-01 0.509043E+00 0.347187E+00 0.229361E+00 0.365733E+00
  69 0.420000E+01 0.113093E-02 0.233711E+00 0.910221E-01 0.272421E-01 -.960379E-01
  69 0.424000E+01 0.174086E-02 0.144173E+00 0.355628E-01 0.501238E-02 -.321086E+00
  69 0.428000E+01 0.138364E-02 0.109779E+00 0.198796E-01 0.143994E-02 -.214538E+00
  69 0.432000E+01 -.126394E-02 0.933783E-01 0.141442E-01 0.686958E-03 -.144592E+00
  69 0.436000E+01 0.389260E-03 0.840215E-01 0.112963E-01 0.422049E-03 -.102470E+00
  69 0.440000E+01 -.495550E-03 0.770157E-01 0.946065E-02 0.287332E-03 -.700901E-01
  70 0.400000E+01 0.164456E+01 0.164456E+01 0.272762E+01 0.768447E+01 0.655710E+00
  70 0.404000E+01 0.144730E+01 0.144730E+01 0.212468E+01 0.475734E+01 0.648716E+00
  70 0.408000E+01 -.121999E+01 0.121999E+01 0.152966E+01 0.257142E+01 0.633677E+00
  70 0.412000E+01 -.109005E+00 0.916407E+00 0.911742E+00 0.103872E+01 0.583482E+00
  70 0.416000E+01 0.526095E-01 0.493132E+00 0.327401E+00 0.207076E+00 0.356054E+00
  70 0.420000E+01 -.643945E-02 0.242986E+00 0.976883E-01 0.303898E-01 -.615033E-01
  70 0.424000E+01 0.595608E-02 0.144861E+00 0.357112E-01 0.491191E-02 -.283866E+00
  70 0.428000E+01 0.375123E-02 0.111705E+00 0.206846E-01 0.157766E-02 -.229132E+00
  70 0.432000E+01 0.333910E-03 0.933303E-01 0.141653E-01 0.692770E-03 -.150838E+00
  70 0.436000E+01 -.334030E-03 0.835848E-01 0.112107E-01 0.414758E-03 -.100049E+00
  70 0.440000E+01 0.573250E-03 0.766983E-01 0.936826E-02 0.279960E-03 -.633015E-01
  71 0.400000E+01 0.164177E+01 0.164177E+01 0.271829E+01 0.763097E+01 0.655755E+00
  71 0.404000E+01 0.145088E+01 0.145088E+01 0.213477E+01 0.479821E+01 0.649041E+00
  71 0.408000E+01 0.122208E+01 0.122208E+01 0.153518E+01 0.259122E+01 0.633507E+00
  71 0.412000E+01 0.345976E-01 0.915744E+00 0.909472E+00 0.103626E+01 0.582391E+00
  71 0.416000E+01 0.405342E-01 0.499371E+00 0.335588E+00 0.217235E+00 0.357023E+00
  71 0.420000E+01 0.274164E-02 0.238444E+00 0.954375E-01 0.300704E-01 -.100474E+00
  71 0.424000E+01 0.220329E-02 0.142974E+00 0.346871E-01 0.457385E-02 -.267141E+00
  71 0.428000E+01 -.138838E-02 0.111157E+00 0.203995E-01 0.151042E-02 -.209857E+00
  71 0.432000E+01 0.786300E-03 0.929441E-01 0.140901E-01 0.722555E-03 -.213175E+00
  71 0.436000E+01 0.272670E-03 0.834763E-01 0.111519E-01 0.405520E-03 -.868998E-01
  71 0.440000E+01 -.342330E-03 0.766652E-01 0.937572E-02 0.279575E-03 -.601523E-01
  72 0.400000E+01 0.164246E+01 0.164246E+01 0.272041E+01 0.764160E+01 0.655812E+00
  72 0.404000E+01 0.144519E+01 0.144519E+01 0.211856E+01 0.473061E+01 0.648671E+00
  72 0.408000E+01 -.770294E+00 0.122048E+01 0.153079E+01 0.257450E+01 0.633781E+00
  72 0.412000E+01 0.106399E+00 0.905012E+00 0.894533E+00 0.101227E+01 0.578319E+00
  72 0.416000E+01 0.318816E-01 0.507525E+00 0.344965E+00 0.226352E+00 0.365964E+00
  72 0.420000E+01 0.823709E-02 0.236452E+00 0.922211E-01 0.275888E-01 -.813104E-01
  72 0.424000E+01 0.251792E-02 0.146401E+00 0.363510E-01 0.500552E-02 -.262687E+00
  72 0.428000E+01 -.631160E-03 0.110373E+00 0.200848E-01 0.145671E-02 -.203694E+00
  72 0.432000E+01 0.120240E-02 0.927669E-01 0.139348E-01 0.662532E-03 -.137327E+00
  72 0.436000E+01 0.689200E-03 0.839352E-01 0.112941E-01 0.419406E-03 -.959927E-01
  72 0.440000E+01 0.616800E-04 0.768838E-01 0.938200E-02 0.275734E-03 -.441858E-01
  73 0.400000E+01 0.164079E+01 0.164079E+01 0.271534E+01 0.761775E+01 0.655606E+00
  73 0.404000E+01 0.145084E+01 0.145084E+01 0.213418E+01 0.479257E+01 0.649259E+00
  73 0.408000E+01 -.939869E+00 0.121922E+01 0.152819E+01 0.256613E+01 0.633731E+00
  73 0.412000E+01 -.169624E-01 0.918518E+00 0.914607E+00 0.104458E+01 0.583751E+00
  73 0.416000E+01 -.183924E-02 0.504172E+00 0.340325E+00 0.220213E+00 0.366227E+00
  73 0.420000E+01 0.158201E-01 0.239513E+00 0.951822E-01 0.291215E-01 -.714727E-01
  73 0.424000E+01 0.268895E-02 0.142881E+00 0.348221E-01 0.480503E-02 -.320886E+00
  73 0.428000E+01 0.103334E-02 0.110235E+00 0.201215E-01 0.149290E-02 -.229106E+00
  73 0.432000E+01 -.128404E-02 0.937006E-01 0.142175E-01 0.685118E-03 -.129796E+00
  73 0.436000E+01 -.363080E-03 0.838945E-01 0.112420E-01 0.405494E-03 -.694816E-01
  73 0.440000E+01 -.141580E-03 0.773182E-01 0.948284E-02 0.283610E-03 -.512923E-01
  74 0.400000E+01 0.164358E+01 0.164358E+01 0.272436E+01 0.766598E+01 0.655714E+00
  74 0.404000E+01 0.144778E+01 0.144778E+01 0.212631E+01 0.476639E+01 0.648589E+00
  74 0.408000E+01 -.635180E+00 0.122177E+01 0.153476E+01 0.258911E+01 0.633608E+00
  74 0.412000E+01 -.193488E-01 0.904090E+00 0.893823E+00 0.101240E+01 0.577596E+00
