 program J1J2_6          
 spatial system size               20
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        0.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            LOCAL
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                        1
 PT swap every                      0
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                           1
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.400000E+01 0.628802E+00 0.396302E+00 0.158470E+00 0.395221E+00 0.990991E+00 0.182040E+01 0.990992E+00 0.100492E-04 0.271887E-04 0.208887E-02 0.183573E-01 0.540458E-03 0.961072E-06 -.965556E-01 0.200942E-02 0.628364E+00 0.395762E+00 0.158054E+00 0.663630E+00 0.341979E-05 0.115351E-01 0.437119E-05 0.340817E-02 0.277322E-05
 0.404000E+01 0.589206E+00 0.348467E+00 0.123189E+00 0.346979E+00 0.985506E+00 0.257960E+01 0.985507E+00 0.197524E-04 0.408927E-04 0.376324E-02 0.349367E-01 0.901269E-02 0.292066E-02 -.155620E+00 0.146472E-01 0.575031E+00 0.339454E+00 0.119776E+00 0.570596E+00 0.806211E-01 0.134991E-01 0.788848E-03 0.146060E-01 0.911644E-02
 0.408000E+01 0.537926E+00 0.291525E+00 0.873477E-01 0.289165E+00 0.972220E+00 0.423551E+01 0.972223E+00 0.679375E-04 0.691159E-04 0.121397E-01 0.291065E+00 0.151109E+00 0.449631E-01 -.165107E+00 0.143945E+00 0.272140E+00 0.140416E+00 0.417714E-01 -.327056E+00 0.182469E+00 0.383452E-01 0.251865E-02 0.254825E+00 0.324749E-01
 0.412000E+01 0.461021E+00 0.217560E+00 0.510088E-01 0.212371E+00 0.922328E+00 0.974351E+01 0.922329E+00 0.311502E-03 0.149087E-03 0.475834E-01 0.240774E+00 0.105307E+00 0.242689E-01 0.247513E+00 0.135200E-01 0.254486E+00 0.112253E+00 0.259165E-01 0.292701E+00 0.136743E-01 0.598614E-01 0.195267E-03 0.915781E+00 0.102914E-01
 0.416000E+01 0.336365E+00 0.123216E+00 0.192594E-01 0.112298E+00 0.731440E+00 0.193610E+02 0.731461E+00 0.893565E-03 0.255804E-03 0.529974E-01 0.191476E+00 0.614671E-01 0.914261E-02 0.190992E+00 0.458806E-02 0.191962E+00 0.617487E-01 0.920720E-02 0.192769E+00 0.450789E-02 0.366719E-01 0.464888E-04 0.990782E+00 0.116974E-02
 0.420000E+01 0.225610E+00 0.595224E-01 0.545340E-02 0.477246E-01 0.460760E+00 0.164169E+02 0.460895E+00 0.112480E-02 0.187872E-03 0.284206E-01 0.135977E+00 0.295531E-01 0.240680E-02 0.814316E-01 0.219850E-02 0.137148E+00 0.299693E-01 0.245622E-02 0.884247E-01 0.207183E-02 0.186413E-01 0.278588E-04 0.998072E+00 0.269054E-03
 0.424000E+01 0.166047E+00 0.334521E-01 0.191065E-02 0.242652E-01 0.292601E+00 0.110919E+02 0.292823E+00 0.151201E-02 0.137609E-03 0.178580E-01 0.103601E+00 0.167894E-01 0.802402E-03 0.515099E-01 0.160465E-02 0.103108E+00 0.166628E-01 0.795028E-03 0.458795E-01 0.175340E-02 0.106809E-01 0.168376E-04 0.999270E+00 0.992523E-04
 0.428000E+01 0.133353E+00 0.219682E-01 0.869062E-03 0.150836E-01 0.199214E+00 0.782125E+01 0.199418E+00 0.116852E-02 0.915486E-04 0.108533E-01 0.839337E-01 0.109918E-01 0.349653E-03 0.356865E-01 0.127312E-02 0.839213E-01 0.109764E-01 0.347487E-03 0.390607E-01 0.111412E-02 0.704353E-02 0.931694E-05 0.999656E+00 0.411355E-04
 0.432000E+01 0.112959E+00 0.159282E-01 0.472390E-03 0.106530E-01 0.138043E+00 0.586674E+01 0.138168E+00 0.121708E-02 0.597374E-04 0.675106E-02 0.714924E-01 0.798212E-02 0.186005E-03 0.271239E-01 0.113064E-02 0.713208E-01 0.794603E-02 0.184737E-03 0.248767E-01 0.136933E-02 0.509873E-02 0.539954E-05 0.999745E+00 0.364812E-04
 0.436000E+01 0.992402E-01 0.123696E-01 0.290688E-03 0.814369E-02 0.100170E+00 0.462515E+01 0.100357E+00 0.111238E-02 0.543036E-04 0.571783E-02 0.628696E-01 0.618092E-02 0.112346E-03 0.199553E-01 0.106051E-02 0.629086E-01 0.618870E-02 0.112732E-03 0.191225E-01 0.101917E-02 0.395501E-02 0.424124E-05 0.999860E+00 0.216685E-04
 0.440000E+01 0.891826E-01 0.100196E-01 0.192921E-03 0.653061E-02 0.783258E-01 0.375612E+01 0.784223E-01 0.132995E-02 0.442380E-04 0.396600E-02 0.566137E-01 0.501234E-02 0.740378E-04 0.178418E-01 0.110168E-02 0.565803E-01 0.500726E-02 0.739465E-04 0.170202E-01 0.117894E-02 0.320320E-02 0.322111E-05 0.999873E+00 0.162364E-04
