 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   HOT
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9005
 ------------------------
 disorder configurations processed            2
    T      [<n>]      std.n/sqrt(iconf)      [<n^2>]      [<n^4>]      Global.Nematic.Binder      Nematic.Binder      Nematic.Binder.Error
 0.800000E+01 0.800537E-01 0.895204E-01 0.225531E-01 0.930228E-03 0.390386E+00 0.632111E+00 0.218289E-01
 0.805556E+01 0.796503E-01 0.890795E-01 0.223312E-01 0.912013E-03 0.390383E+00 0.631721E+00 0.220825E-01
 0.811111E+01 0.792335E-01 0.886199E-01 0.221023E-01 0.893456E-03 0.390355E+00 0.631197E+00 0.224159E-01
 0.816667E+01 0.788211E-01 0.881310E-01 0.218647E-01 0.874570E-03 0.390202E+00 0.630749E+00 0.226895E-01
 0.822222E+01 0.784004E-01 0.876467E-01 0.216281E-01 0.855805E-03 0.390158E+00 0.630330E+00 0.229702E-01
 0.827778E+01 0.779465E-01 0.871745E-01 0.213926E-01 0.837256E-03 0.390168E+00 0.629910E+00 0.232198E-01
 0.833333E+01 0.775300E-01 0.866556E-01 0.211477E-01 0.818500E-03 0.389939E+00 0.629400E+00 0.235359E-01
 0.838889E+01 0.770506E-01 0.861682E-01 0.209055E-01 0.799750E-03 0.390027E+00 0.628772E+00 0.239440E-01
 0.844444E+01 0.766288E-01 0.856529E-01 0.206638E-01 0.781610E-03 0.389835E+00 0.628355E+00 0.241972E-01
 0.850000E+01 0.761445E-01 0.851272E-01 0.204105E-01 0.762564E-03 0.389834E+00 0.627782E+00 0.245673E-01
 0.855556E+01 0.756812E-01 0.845927E-01 0.201595E-01 0.744123E-03 0.389670E+00 0.627172E+00 0.249355E-01
 0.861111E+01 0.752016E-01 0.840819E-01 0.199146E-01 0.726108E-03 0.389709E+00 0.626820E+00 0.251574E-01
 0.866667E+01 0.747562E-01 0.835606E-01 0.196731E-01 0.708771E-03 0.389566E+00 0.626322E+00 0.254660E-01
 0.872222E+01 0.742869E-01 0.829930E-01 0.194143E-01 0.690488E-03 0.389351E+00 0.625703E+00 0.258532E-01
 0.877778E+01 0.737702E-01 0.824584E-01 0.191611E-01 0.672503E-03 0.389437E+00 0.625134E+00 0.262182E-01
 0.883333E+01 0.733175E-01 0.819153E-01 0.189164E-01 0.655647E-03 0.389238E+00 0.624498E+00 0.266139E-01
 0.888889E+01 0.728358E-01 0.813797E-01 0.186715E-01 0.638870E-03 0.389150E+00 0.623810E+00 0.270451E-01
 0.894444E+01 0.723992E-01 0.808241E-01 0.184276E-01 0.622590E-03 0.388857E+00 0.623434E+00 0.272628E-01
 0.900000E+01 0.719879E-01 0.802679E-01 0.181888E-01 0.606873E-03 0.388541E+00 0.622742E+00 0.277205E-01
 0.905556E+01 0.715584E-01 0.796744E-01 0.179375E-01 0.590592E-03 0.388151E+00 0.621851E+00 0.283067E-01
 0.911111E+01 0.711591E-01 0.790737E-01 0.176898E-01 0.574872E-03 0.387646E+00 0.620871E+00 0.289583E-01
 0.916667E+01 0.707330E-01 0.784931E-01 0.174463E-01 0.559486E-03 0.387279E+00 0.619994E+00 0.295401E-01
 0.922222E+01 0.703168E-01 0.778680E-01 0.171916E-01 0.543709E-03 0.386783E+00 0.619098E+00 0.301496E-01
 0.927778E+01 0.699304E-01 0.771905E-01 0.169275E-01 0.527852E-03 0.385945E+00 0.617879E+00 0.309508E-01
 0.933333E+01 0.695071E-01 0.764863E-01 0.166517E-01 0.511403E-03 0.385215E+00 0.616561E+00 0.318482E-01
 0.938889E+01 0.690713E-01 0.757925E-01 0.163798E-01 0.495367E-03 0.384557E+00 0.615140E+00 0.328195E-01
 0.944444E+01 0.686346E-01 0.750869E-01 0.161068E-01 0.479599E-03 0.383775E+00 0.613811E+00 0.336967E-01
 0.950000E+01 0.681827E-01 0.742904E-01 0.158065E-01 0.462601E-03 0.382818E+00 0.612324E+00 0.347058E-01
 0.955556E+01 0.677033E-01 0.735334E-01 0.155177E-01 0.446387E-03 0.382076E+00 0.610338E+00 0.360611E-01
 0.961111E+01 0.672200E-01 0.727145E-01 0.152125E-01 0.429685E-03 0.381091E+00 0.608678E+00 0.371780E-01
 0.966667E+01 0.666272E-01 0.719013E-01 0.148976E-01 0.412513E-03 0.380444E+00 0.607240E+00 0.381222E-01
 0.972222E+01 0.660501E-01 0.710433E-01 0.145753E-01 0.395381E-03 0.379622E+00 0.605514E+00 0.392771E-01
 0.977778E+01 0.654147E-01 0.701953E-01 0.142519E-01 0.378406E-03 0.378999E+00 0.603965E+00 0.402995E-01
 0.983333E+01 0.648085E-01 0.693346E-01 0.139322E-01 0.362023E-03 0.378307E+00 0.602102E+00 0.415666E-01
 0.988889E+01 0.641373E-01 0.684590E-01 0.136031E-01 0.345495E-03 0.377639E+00 0.600950E+00 0.423043E-01
 0.994444E+01 0.635141E-01 0.675975E-01 0.132888E-01 0.330101E-03 0.376904E+00 0.598955E+00 0.436375E-01
 0.100000E+02 0.628642E-01 0.667416E-01 0.129760E-01 0.315042E-03 0.376313E+00 0.597183E+00 0.448325E-01
 0.100556E+02 0.622476E-01 0.658991E-01 0.126741E-01 0.300915E-03 0.375565E+00 0.595830E+00 0.457206E-01
 0.101111E+02 0.616522E-01 0.650729E-01 0.123837E-01 0.287641E-03 0.374787E+00 0.593744E+00 0.471060E-01
 0.101667E+02 0.610186E-01 0.642418E-01 0.120904E-01 0.274450E-03 0.374164E+00 0.591764E+00 0.484346E-01
 0.102222E+02 0.604725E-01 0.634140E-01 0.118117E-01 0.262341E-03 0.373213E+00 0.589799E+00 0.497585E-01
 0.102778E+02 0.598693E-01 0.626015E-01 0.115332E-01 0.250358E-03 0.372601E+00 0.587739E+00 0.511790E-01
 0.103333E+02 0.592831E-01 0.618102E-01 0.112664E-01 0.239205E-03 0.371829E+00 0.585542E+00 0.526230E-01
 0.103889E+02 0.587544E-01 0.610266E-01 0.110106E-01 0.228789E-03 0.370941E+00 0.582912E+00 0.544179E-01
 0.104444E+02 0.581813E-01 0.602287E-01 0.107497E-01 0.218372E-03 0.370080E+00 0.580709E+00 0.558732E-01
 0.105000E+02 0.576367E-01 0.594284E-01 0.104941E-01 0.208427E-03 0.369127E+00 0.578258E+00 0.575286E-01
 0.105556E+02 0.570701E-01 0.586425E-01 0.102429E-01 0.198829E-03 0.368301E+00 0.575681E+00 0.592634E-01
 0.106111E+02 0.565195E-01 0.578858E-01 0.100035E-01 0.189873E-03 0.367530E+00 0.573222E+00 0.609191E-01
 0.106667E+02 0.559540E-01 0.571160E-01 0.976216E-02 0.181063E-03 0.366689E+00 0.570257E+00 0.629161E-01
 0.107222E+02 0.553770E-01 0.563795E-01 0.952977E-02 0.172713E-03 0.366073E+00 0.568264E+00 0.642547E-01
 0.107778E+02 0.548193E-01 0.556515E-01 0.930457E-02 0.164815E-03 0.365424E+00 0.565424E+00 0.661872E-01
 0.108333E+02 0.542414E-01 0.549327E-01 0.908187E-02 0.157188E-03 0.364746E+00 0.563246E+00 0.676157E-01
 0.108889E+02 0.536859E-01 0.542145E-01 0.886434E-02 0.149922E-03 0.364010E+00 0.560912E+00 0.691673E-01
 0.109444E+02 0.530936E-01 0.535125E-01 0.864929E-02 0.142848E-03 0.363511E+00 0.558671E+00 0.706550E-01
 0.110000E+02 0.525289E-01 0.528238E-01 0.844243E-02 0.136220E-03 0.362935E+00 0.556109E+00 0.723735E-01
 0.110556E+02 0.519231E-01 0.521328E-01 0.823342E-02 0.129651E-03 0.362482E+00 0.553720E+00 0.739604E-01
 0.111111E+02 0.513247E-01 0.514762E-01 0.803465E-02 0.123532E-03 0.362139E+00 0.552046E+00 0.750528E-01
 0.111667E+02 0.507040E-01 0.508153E-01 0.783557E-02 0.117546E-03 0.361817E+00 0.549778E+00 0.765377E-01
 0.112222E+02 0.500714E-01 0.501629E-01 0.763923E-02 0.111771E-03 0.361576E+00 0.548278E+00 0.774888E-01
 0.112778E+02 0.494455E-01 0.495168E-01 0.744735E-02 0.106261E-03 0.361371E+00 0.546635E+00 0.785478E-01
 0.113333E+02 0.488035E-01 0.488836E-01 0.725911E-02 0.100985E-03 0.361196E+00 0.544840E+00 0.796811E-01
 0.113889E+02 0.481654E-01 0.482604E-01 0.707550E-02 0.959593E-04 0.361072E+00 0.543327E+00 0.806264E-01
 0.114444E+02 0.475416E-01 0.476377E-01 0.689552E-02 0.911621E-04 0.360914E+00 0.542025E+00 0.814325E-01
 0.115000E+02 0.469085E-01 0.470367E-01 0.672131E-02 0.866270E-04 0.360819E+00 0.540729E+00 0.822057E-01
