 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.465473E-01 0.228153E-02 0.622708E-05 0.601240E+00
   1 0.805556E+01 -.463270E-01 0.226124E-02 0.612829E-05 0.600492E+00
   1 0.811111E+01 -.460939E-01 0.224065E-02 0.603221E-05 0.599497E+00
   1 0.816667E+01 -.458149E-01 0.221522E-02 0.590836E-05 0.598661E+00
   1 0.822222E+01 -.455508E-01 0.219121E-02 0.579270E-05 0.597845E+00
   1 0.827778E+01 -.453369E-01 0.217215E-02 0.570333E-05 0.597073E+00
   1 0.833333E+01 -.450195E-01 0.214344E-02 0.556674E-05 0.596115E+00
   1 0.838889E+01 -.448096E-01 0.212535E-02 0.548950E-05 0.594910E+00
   1 0.844444E+01 -.445027E-01 0.209794E-02 0.535906E-05 0.594135E+00
   1 0.850000E+01 -.442436E-01 0.207544E-02 0.525891E-05 0.593038E+00
   1 0.855556E+01 -.439509E-01 0.205002E-02 0.514511E-05 0.591908E+00
   1 0.861111E+01 -.437081E-01 0.202877E-02 0.504723E-05 0.591242E+00
   1 0.866667E+01 -.434163E-01 0.200327E-02 0.493238E-05 0.590308E+00
   1 0.872222E+01 -.430830E-01 0.197436E-02 0.480470E-05 0.589141E+00
   1 0.877778E+01 -.428436E-01 0.195456E-02 0.472123E-05 0.588056E+00
   1 0.883333E+01 -.425283E-01 0.192783E-02 0.460633E-05 0.586861E+00
   1 0.888889E+01 -.422525E-01 0.190476E-02 0.451089E-05 0.585562E+00
   1 0.894444E+01 -.419033E-01 0.187476E-02 0.437713E-05 0.584879E+00
   1 0.900000E+01 -.415280E-01 0.184352E-02 0.424609E-05 0.583540E+00
   1 0.905556E+01 -.411182E-01 0.180999E-02 0.410997E-05 0.581819E+00
   1 0.911111E+01 -.406680E-01 0.177349E-02 0.396379E-05 0.579918E+00
   1 0.916667E+01 -.402730E-01 0.174148E-02 0.383749E-05 0.578218E+00
   1 0.922222E+01 -.398052E-01 0.170389E-02 0.368893E-05 0.576460E+00
   1 0.927778E+01 -.392335E-01 0.165882E-02 0.351577E-05 0.574108E+00
   1 0.933333E+01 -.386609E-01 0.161442E-02 0.335029E-05 0.571521E+00
   1 0.938889E+01 -.381155E-01 0.157286E-02 0.320078E-05 0.568726E+00
   1 0.944444E+01 -.375543E-01 0.153037E-02 0.304825E-05 0.566156E+00
   1 0.950000E+01 -.368798E-01 0.147995E-02 0.286984E-05 0.563243E+00
   1 0.955556E+01 -.362887E-01 0.143758E-02 0.273206E-05 0.559340E+00
   1 0.961111E+01 -.356138E-01 0.138857E-02 0.256769E-05 0.556100E+00
   1 0.966667E+01 -.350567E-01 0.134881E-02 0.243789E-05 0.553327E+00
   1 0.972222E+01 -.344203E-01 0.130430E-02 0.229677E-05 0.549967E+00
   1 0.977778E+01 -.338563E-01 0.126542E-02 0.217626E-05 0.546973E+00
   1 0.983333E+01 -.332454E-01 0.122447E-02 0.205416E-05 0.543318E+00
   1 0.988889E+01 -.326783E-01 0.118527E-02 0.193397E-05 0.541123E+00
   1 0.994444E+01 -.320832E-01 0.114652E-02 0.182488E-05 0.537243E+00
   1 0.100000E+02 -.315227E-01 0.111045E-02 0.172468E-05 0.533780E+00
   1 0.100556E+02 -.309478E-01 0.107298E-02 0.161926E-05 0.531171E+00
   1 0.101111E+02 -.303748E-01 0.103762E-02 0.152737E-05 0.527126E+00
   1 0.101667E+02 -.298330E-01 0.100463E-02 0.144347E-05 0.523267E+00
   1 0.102222E+02 -.292084E-01 0.966683E-03 0.134724E-05 0.519430E+00
   1 0.102778E+02 -.286626E-01 0.934410E-03 0.126945E-05 0.515361E+00
   1 0.103333E+02 -.281298E-01 0.904098E-03 0.119882E-05 0.511122E+00
   1 0.103889E+02 -.275502E-01 0.870973E-03 0.112434E-05 0.505953E+00
   1 0.104444E+02 -.269949E-01 0.840150E-03 0.105519E-05 0.501693E+00
   1 0.105000E+02 -.264077E-01 0.807665E-03 0.984551E-06 0.496900E+00
   1 0.105556E+02 -.258630E-01 0.778639E-03 0.924206E-06 0.491870E+00
   1 0.106111E+02 -.253434E-01 0.751683E-03 0.869460E-06 0.487070E+00
   1 0.106667E+02 -.248202E-01 0.724636E-03 0.817135E-06 0.481280E+00
   1 0.107222E+02 -.243556E-01 0.700896E-03 0.770199E-06 0.477394E+00
   1 0.107778E+02 -.238838E-01 0.677791E-03 0.727938E-06 0.471821E+00
   1 0.108333E+02 -.234452E-01 0.656079E-03 0.687469E-06 0.467623E+00
   1 0.108889E+02 -.229849E-01 0.633721E-03 0.646869E-06 0.463094E+00
   1 0.109444E+02 -.225846E-01 0.615105E-03 0.614353E-06 0.458750E+00
   1 0.110000E+02 -.221752E-01 0.596051E-03 0.582201E-06 0.453758E+00
