 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9091
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.426500E+00 0.182006E+00 0.331999E-01 0.599259E-01 0.997772E+00 0.137764E+01 0.998616E+00 0.469003E-03 0.450701E-02 0.448391E+00 0.281916E+00 0.818662E-01 0.745929E-02 0.665675E+00 0.421114E-03 0.311888E+00 0.100140E+00 0.111261E-01 0.664706E+00 0.123173E-02 0.853861E-01 0.201427E-03 0.884665E+00 0.418099E-01
 0.805556E+01 0.420249E+00 0.176723E+00 0.313092E-01 0.592668E-01 0.997493E+00 0.150177E+01 0.998437E+00 0.551751E-03 0.470832E-02 0.509590E+00 0.277395E+00 0.793471E-01 0.703192E-02 0.665558E+00 0.463542E-03 0.307341E+00 0.973755E-01 0.105655E-01 0.664427E+00 0.141844E-02 0.826931E-01 0.150349E-03 0.880529E+00 0.429504E-01
 0.811111E+01 0.413725E+00 0.171296E+00 0.294277E-01 0.587032E-01 0.997090E+00 0.165048E+01 0.998213E+00 0.667793E-03 0.507410E-02 0.593159E+00 0.272821E+00 0.768342E-01 0.661636E-02 0.665431E+00 0.502828E-03 0.302416E+00 0.944618E-01 0.100014E-01 0.664035E+00 0.168650E-02 0.799107E-01 0.156749E-04 0.875733E+00 0.436696E-01
 0.816667E+01 0.406988E+00 0.165787E+00 0.275808E-01 0.582122E-01 0.996531E+00 0.186204E+01 0.997901E+00 0.841494E-03 0.553924E-02 0.718611E+00 0.268085E+00 0.742782E-01 0.620709E-02 0.665266E+00 0.558051E-03 0.297294E+00 0.915093E-01 0.945331E-02 0.663500E+00 0.205381E-02 0.770618E-01 0.152522E-03 0.870117E+00 0.443896E-01
 0.822222E+01 0.400125E+00 0.160269E+00 0.257913E-01 0.577606E-01 0.995910E+00 0.207134E+01 0.997560E+00 0.101617E-02 0.600092E-02 0.829023E+00 0.263280E+00 0.717379E-01 0.581505E-02 0.665066E+00 0.641417E-03 0.292019E+00 0.885315E-01 0.891894E-02 0.662845E+00 0.250330E-02 0.741928E-01 0.316313E-03 0.863781E+00 0.450328E-01
 0.827778E+01 0.393115E+00 0.154732E+00 0.240571E-01 0.573302E-01 0.995185E+00 0.226036E+01 0.997210E+00 0.121952E-02 0.655386E-02 0.947973E+00 0.258490E+00 0.692448E-01 0.544102E-02 0.664897E+00 0.696923E-03 0.286488E+00 0.854868E-01 0.839392E-02 0.662052E+00 0.305257E-02 0.713074E-01 0.528659E-03 0.856831E+00 0.451726E-01
 0.833333E+01 0.386084E+00 0.149275E+00 0.224068E-01 0.568552E-01 0.994449E+00 0.241470E+01 0.996877E+00 0.138673E-02 0.706045E-02 0.102418E+01 0.253576E+00 0.667413E-01 0.507932E-02 0.664658E+00 0.792084E-03 0.281034E+00 0.825340E-01 0.789751E-02 0.661314E+00 0.355740E-02 0.684607E-01 0.699977E-03 0.849389E+00 0.456239E-01
 0.838889E+01 0.378930E+00 0.143825E+00 0.208178E-01 0.563807E-01 0.993615E+00 0.253377E+01 0.996556E+00 0.153619E-02 0.762948E-02 0.107243E+01 0.248616E+00 0.642599E-01 0.473214E-02 0.664393E+00 0.906898E-03 0.275421E+00 0.795654E-01 0.741653E-02 0.660559E+00 0.407462E-02 0.656115E-01 0.894130E-03 0.841229E+00 0.458004E-01
 0.844444E+01 0.371733E+00 0.138445E+00 0.193056E-01 0.558709E-01 0.992766E+00 0.265283E+01 0.996215E+00 0.168022E-02 0.810782E-02 0.110959E+01 0.243591E+00 0.618064E-01 0.440295E-02 0.664097E+00 0.104694E-02 0.269780E+00 0.766382E-01 0.695441E-02 0.659715E+00 0.465058E-02 0.627921E-01 0.104408E-02 0.832384E+00 0.460403E-01
 0.850000E+01 0.364440E+00 0.133094E+00 0.178569E-01 0.552996E-01 0.991937E+00 0.272017E+01 0.995921E+00 0.177865E-02 0.853703E-02 0.110744E+01 0.238418E+00 0.593381E-01 0.408452E-02 0.663744E+00 0.122588E-02 0.264142E+00 0.737560E-01 0.651033E-02 0.659045E+00 0.509650E-02 0.599925E-01 0.115564E-02 0.822928E+00 0.465516E-01
