 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9035
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.426213E+00 0.181701E+00 0.330468E-01 0.328618E-01 0.999048E+00 0.947060E+00 0.999057E+00 0.499809E-04 0.442636E-03 0.488447E-01 0.325838E+00 0.106685E+00 0.115997E-01 0.666295E+00 0.105443E-03 0.272378E+00 0.750162E-01 0.586989E-02 0.665210E+00 0.537507E-03 0.881464E-01 0.206436E-02 0.943113E+00 0.401011E-01
 0.805556E+01 0.420069E+00 0.176504E+00 0.311859E-01 0.327291E-01 0.998966E+00 0.995136E+00 0.998973E+00 0.568965E-04 0.405541E-03 0.538717E-01 0.321748E+00 0.104040E+00 0.110383E-01 0.666267E+00 0.118043E-03 0.267629E+00 0.724639E-01 0.548824E-02 0.665038E+00 0.610369E-03 0.855006E-01 0.207589E-02 0.940566E+00 0.418649E-01
 0.811111E+01 0.413890E+00 0.171353E+00 0.293947E-01 0.325815E-01 0.998883E+00 0.103899E+01 0.998888E+00 0.590892E-04 0.345944E-03 0.537374E-01 0.317572E+00 0.101378E+00 0.104891E-01 0.666232E+00 0.134251E-03 0.262910E+00 0.699747E-01 0.512924E-02 0.664862E+00 0.676913E-03 0.828767E-01 0.207986E-02 0.937870E+00 0.437485E-01
 0.816667E+01 0.407700E+00 0.166271E+00 0.276797E-01 0.324350E-01 0.998780E+00 0.109396E+01 0.998785E+00 0.519225E-04 0.334090E-03 0.449991E-01 0.313408E+00 0.987571E-01 0.996111E-02 0.666190E+00 0.155800E-03 0.258151E+00 0.675136E-01 0.478714E-02 0.664662E+00 0.753611E-03 0.802833E-01 0.210624E-02 0.934948E+00 0.457857E-01
 0.822222E+01 0.401300E+00 0.161097E+00 0.259874E-01 0.323706E-01 0.998643E+00 0.117373E+01 0.998647E+00 0.451179E-04 0.305382E-03 0.373409E-01 0.309188E+00 0.961360E-01 0.944704E-02 0.666147E+00 0.175204E-03 0.253113E+00 0.649607E-01 0.444555E-02 0.664368E+00 0.850820E-03 0.776283E-01 0.213520E-02 0.931496E+00 0.481745E-01
 0.827778E+01 0.394960E+00 0.156052E+00 0.243889E-01 0.322231E-01 0.998501E+00 0.124974E+01 0.998504E+00 0.318291E-04 0.243115E-03 0.245963E-01 0.304924E+00 0.935258E-01 0.894911E-02 0.666088E+00 0.204694E-03 0.248225E+00 0.625267E-01 0.413048E-02 0.664101E+00 0.935653E-03 0.750518E-01 0.214190E-02 0.928217E+00 0.504484E-01
 0.833333E+01 0.388382E+00 0.150905E+00 0.228107E-01 0.321576E-01 0.998315E+00 0.135204E+01 0.998317E+00 0.185910E-04 0.166045E-03 0.132806E-01 0.300556E+00 0.908923E-01 0.846163E-02 0.666015E+00 0.241631E-03 0.243055E+00 0.600128E-01 0.381904E-02 0.663696E+00 0.107041E-02 0.724030E-01 0.215650E-02 0.924246E+00 0.532017E-01
 0.838889E+01 0.381773E+00 0.145819E+00 0.213030E-01 0.320935E-01 0.998131E+00 0.144204E+01 0.998131E+00 0.202467E-04 0.414158E-04 0.167017E-01 0.296147E+00 0.882754E-01 0.799146E-02 0.665925E+00 0.288967E-03 0.237879E+00 0.575440E-01 0.352419E-02 0.663312E+00 0.115339E-02 0.697888E-01 0.215045E-02 0.920160E+00 0.560293E-01
 0.844444E+01 0.375001E+00 0.140702E+00 0.198394E-01 0.320606E-01 0.997862E+00 0.158326E+01 0.997863E+00 0.488515E-04 0.871557E-04 0.361897E-01 0.291679E+00 0.856630E-01 0.753541E-02 0.665816E+00 0.350481E-03 0.232494E+00 0.550390E-01 0.323802E-02 0.662711E+00 0.134597E-02 0.671458E-01 0.215102E-02 0.915550E+00 0.591961E-01
 0.850000E+01 0.368187E+00 0.135644E+00 0.184431E-01 0.320169E-01 0.997611E+00 0.169342E+01 0.997615E+00 0.965623E-04 0.276418E-03 0.663989E-01 0.287174E+00 0.830708E-01 0.709657E-02 0.665702E+00 0.412863E-03 0.227086E+00 0.525728E-01 0.296687E-02 0.662148E+00 0.146049E-02 0.645371E-01 0.212672E-02 0.910792E+00 0.624452E-01
 0.855556E+01 0.361278E+00 0.130611E+00 0.171049E-01 0.319773E-01 0.997318E+00 0.181745E+01 0.997326E+00 0.989134E-04 0.368098E-03 0.629907E-01 0.282599E+00 0.804812E-01 0.667194E-02 0.665586E+00 0.472097E-03 0.221546E+00 0.501295E-01 0.271372E-02 0.661381E+00 0.171049E-02 0.619161E-01 0.215925E-02 0.905017E+00 0.664492E-01
 0.861111E+01 0.354357E+00 0.125664E+00 0.158384E-01 0.319040E-01 0.997023E+00 0.192636E+01 0.997035E+00 0.115372E-03 0.471099E-03 0.695319E-01 0.278096E+00 0.779653E-01 0.626978E-02 0.665497E+00 0.512114E-03 0.215912E+00 0.476985E-01 0.247156E-02 0.660522E+00 0.196788E-02 0.593423E-01 0.218383E-02 0.898999E+00 0.705272E-01
 0.866667E+01 0.347374E+00 0.120769E+00 0.146327E-01 0.318761E-01 0.996737E+00 0.201169E+01 0.996757E+00 0.119312E-03 0.586450E-03 0.663959E-01 0.273622E+00 0.755045E-01 0.588799E-02 0.665380E+00 0.567600E-03 0.210133E+00 0.452642E-01 0.223939E-02 0.659600E+00 0.225272E-02 0.567893E-01 0.220605E-02 0.892434E+00 0.748921E-01
 0.872222E+01 0.340334E+00 0.115933E+00 0.134885E-01 0.317957E-01 0.996421E+00 0.210210E+01 0.996452E+00 0.914074E-04 0.692373E-03 0.437254E-01 0.269065E+00 0.730414E-01 0.551854E-02 0.665263E+00 0.611587E-03 0.204318E+00 0.428912E-01 0.202509E-02 0.658536E+00 0.262779E-02 0.542572E-01 0.224027E-02 0.885197E+00 0.797360E-01
 0.877778E+01 0.333284E+00 0.111190E+00 0.124119E-01 0.316788E-01 0.996053E+00 0.220933E+01 0.996093E+00 0.610118E-04 0.757094E-03 0.202129E-01 0.264545E+00 0.706311E-01 0.516653E-02 0.665155E+00 0.643266E-03 0.198419E+00 0.405586E-01 0.182479E-02 0.657189E+00 0.313222E-02 0.517688E-01 0.228865E-02 0.877472E+00 0.847860E-01
 0.883333E+01 0.326198E+00 0.106523E+00 0.113963E-01 0.315295E-01 0.995663E+00 0.231086E+01 0.995716E+00 0.509244E-05 0.832253E-03 0.196357E-01 0.259991E+00 0.682439E-01 0.482928E-02 0.665047E+00 0.666523E-03 0.192486E+00 0.382790E-01 0.163888E-02 0.655662E+00 0.376896E-02 0.493186E-01 0.233462E-02 0.869185E+00 0.901557E-01
 0.888889E+01 0.319108E+00 0.101955E+00 0.104451E-01 0.313457E-01 0.995177E+00 0.245450E+01 0.995234E+00 0.624783E-04 0.840655E-03 0.483867E-01 0.255457E+00 0.659054E-01 0.450922E-02 0.664933E+00 0.689823E-03 0.186430E+00 0.360501E-01 0.146829E-02 0.653697E+00 0.461161E-02 0.468933E-01 0.241540E-02 0.859705E+00 0.962643E-01
 0.894444E+01 0.312058E+00 0.975134E-01 0.955956E-02 0.310746E-01 0.994667E+00 0.259400E+01 0.994722E+00 0.118114E-03 0.793018E-03 0.743137E-01 0.250851E+00 0.635689E-01 0.419967E-02 0.664793E+00 0.701285E-03 0.180517E+00 0.339445E-01 0.131588E-02 0.651612E+00 0.544613E-02 0.445484E-01 0.250078E-02 0.850171E+00 0.102372E+00
 0.900000E+01 0.304690E+00 0.929849E-01 0.869973E-02 0.309406E-01 0.993808E+00 0.288211E+01 0.993865E+00 0.174322E-03 0.781398E-03 0.908568E-01 0.246313E+00 0.613036E-01 0.390912E-02 0.664656E+00 0.686728E-03 0.173841E+00 0.316813E-01 0.116244E-02 0.648182E+00 0.684811E-02 0.420852E-01 0.260527E-02 0.837620E+00 0.110013E+00
 0.905556E+01 0.297327E+00 0.885681E-01 0.790027E-02 0.307537E-01 0.992866E+00 0.317635E+01 0.992917E+00 0.226523E-03 0.708182E-03 0.986498E-01 0.241712E+00 0.590494E-01 0.363027E-02 0.664480E+00 0.674965E-03 0.167126E+00 0.295187E-01 0.102603E-02 0.643811E+00 0.878380E-02 0.396600E-01 0.273794E-02 0.823657E+00 0.118500E+00
 0.911111E+01 0.289881E+00 0.842150E-01 0.715107E-02 0.305049E-01 0.991694E+00 0.352597E+01 0.991741E+00 0.171779E-03 0.668691E-03 0.557440E-01 0.237022E+00 0.567945E-01 0.336151E-02 0.664282E+00 0.663285E-03 0.160273E+00 0.274205E-01 0.902572E-03 0.638209E+00 0.110635E-01 0.372528E-01 0.285272E-02 0.808498E+00 0.127446E+00
 0.916667E+01 0.282137E+00 0.798157E-01 0.643476E-02 0.303368E-01 0.989919E+00 0.409182E+01 0.989951E+00 0.122214E-03 0.546622E-03 0.686341E-04 0.232273E+00 0.545540E-01 0.310428E-02 0.664040E+00 0.614442E-03 0.152653E+00 0.252617E-01 0.787204E-03 0.629309E+00 0.148094E-01 0.347202E-01 0.302735E-02 0.788729E+00 0.138837E+00
 0.922222E+01 0.274115E+00 0.753904E-01 0.575412E-02 0.303170E-01 0.987614E+00 0.477344E+01 0.987638E+00 0.274464E-03 0.531292E-03 0.189936E+00 0.227583E+00 0.523853E-01 0.286499E-02 0.663787E+00 0.555977E-03 0.144200E+00 0.230051E-01 0.676216E-03 0.617234E+00 0.192897E-01 0.320818E-01 0.319251E-02 0.763925E+00 0.152170E+00
 0.927778E+01 0.265619E+00 0.708527E-01 0.509825E-02 0.303073E-01 0.984433E+00 0.565105E+01 0.984457E+00 0.102096E-02 0.663931E-03 0.488859E+00 0.222695E+00 0.501727E-01 0.263072E-02 0.663454E+00 0.487216E-03 0.134847E+00 0.206800E-01 0.571459E-03 0.599791E+00 0.252722E-01 0.293066E-01 0.330195E-02 0.734265E+00 0.166269E+00
 0.933333E+01 0.256962E+00 0.663747E-01 0.448968E-02 0.303560E-01 0.980913E+00 0.646255E+01 0.980942E+00 0.219712E-02 0.926276E-03 0.877613E+00 0.217808E+00 0.480113E-01 0.241179E-02 0.663072E+00 0.448800E-03 0.124960E+00 0.183634E-01 0.475797E-03 0.577108E+00 0.327530E-01 0.265112E-01 0.336845E-02 0.699580E+00 0.180649E+00
 0.938889E+01 0.248093E+00 0.619445E-01 0.392664E-02 0.303415E-01 0.976670E+00 0.731531E+01 0.976704E+00 0.382705E-02 0.130056E-02 0.132673E+01 0.212808E+00 0.458455E-01 0.220162E-02 0.662637E+00 0.372249E-03 0.114754E+00 0.160990E-01 0.390097E-03 0.548676E+00 0.410294E-01 0.237471E-01 0.334505E-02 0.661264E+00 0.192640E+00
 0.944444E+01 0.239265E+00 0.576813E-01 0.341894E-02 0.302355E-01 0.972407E+00 0.791427E+01 0.972514E+00 0.573301E-02 0.196301E-02 0.171832E+01 0.207751E+00 0.437091E-01 0.200389E-02 0.662172E+00 0.307319E-03 0.104796E+00 0.139722E-01 0.314394E-03 0.516867E+00 0.481934E-01 0.211480E-01 0.316791E-02 0.621980E+00 0.199075E+00
 0.950000E+01 0.230512E+00 0.535940E-01 0.296272E-02 0.300023E-01 0.968525E+00 0.821180E+01 0.968775E+00 0.765312E-02 0.264173E-02 0.200583E+01 0.202617E+00 0.415910E-01 0.181697E-02 0.661690E+00 0.276876E-03 0.950771E-01 0.120030E-01 0.249783E-03 0.479969E+00 0.565097E-01 0.186906E-01 0.297083E-02 0.579588E+00 0.202342E+00
