 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.110535E+00 0.125355E-01 0.172842E-03 0.633353E+00
   1 0.818421E+01 -.109458E+00 0.123038E-01 0.167077E-03 0.632109E+00
   1 0.836842E+01 -.107640E+00 0.119122E-01 0.157233E-03 0.630651E+00
   1 0.855263E+01 -.105397E+00 0.114353E-01 0.145508E-03 0.629091E+00
   1 0.873684E+01 -.102112E+00 0.107527E-01 0.129439E-03 0.626826E+00
   1 0.892105E+01 -.982020E-01 0.996901E-02 0.112147E-03 0.623850E+00
   1 0.910526E+01 -.939915E-01 0.915588E-02 0.953709E-04 0.620777E+00
   1 0.928947E+01 -.887481E-01 0.819472E-02 0.774111E-04 0.615750E+00
   1 0.947368E+01 -.836960E-01 0.732206E-02 0.626650E-04 0.610384E+00
   1 0.965789E+01 -.786102E-01 0.649232E-02 0.500845E-04 0.603920E+00
   1 0.984211E+01 -.734016E-01 0.569768E-02 0.393291E-04 0.596172E+00
   1 0.100263E+02 -.686725E-01 0.502133E-02 0.311577E-04 0.588085E+00
   1 0.102105E+02 -.645535E-01 0.446510E-02 0.250824E-04 0.580642E+00
   1 0.103947E+02 -.605876E-01 0.396228E-02 0.201555E-04 0.572061E+00
   1 0.105789E+02 -.568173E-01 0.351653E-02 0.162613E-04 0.561666E+00
   1 0.107632E+02 -.531753E-01 0.311000E-02 0.130428E-04 0.550503E+00
   1 0.109474E+02 -.496613E-01 0.274534E-02 0.104421E-04 0.538176E+00
   1 0.111316E+02 -.463751E-01 0.242475E-02 0.839403E-05 0.524100E+00
   1 0.113158E+02 -.433157E-01 0.214681E-02 0.679703E-05 0.508401E+00
   1 0.115000E+02 -.404417E-01 0.190162E-02 0.550283E-05 0.492754E+00
   2 0.800000E+01 -.668194E-01 0.478060E-02 0.287119E-04 0.581230E+00
   2 0.818421E+01 -.658033E-01 0.464753E-02 0.272862E-04 0.578907E+00
   2 0.836842E+01 -.649134E-01 0.453552E-02 0.261982E-04 0.575482E+00
   2 0.855263E+01 -.637629E-01 0.439133E-02 0.247979E-04 0.571350E+00
   2 0.873684E+01 -.622435E-01 0.420117E-02 0.229115E-04 0.567295E+00
   2 0.892105E+01 -.605453E-01 0.399058E-02 0.209252E-04 0.561997E+00
   2 0.910526E+01 -.592883E-01 0.384283E-02 0.196022E-04 0.557534E+00
   2 0.928947E+01 -.572808E-01 0.360145E-02 0.173803E-04 0.553334E+00
   2 0.947368E+01 -.558509E-01 0.344194E-02 0.160894E-04 0.547299E+00
   2 0.965789E+01 -.539778E-01 0.322780E-02 0.142823E-04 0.543055E+00
   2 0.984211E+01 -.526983E-01 0.308593E-02 0.131282E-04 0.540472E+00
   2 0.100263E+02 -.515717E-01 0.296745E-02 0.122677E-04 0.535619E+00
   2 0.102105E+02 -.502263E-01 0.282430E-02 0.112065E-04 0.531696E+00
   2 0.103947E+02 -.487395E-01 0.267077E-02 0.101049E-04 0.527788E+00
   2 0.105789E+02 -.471670E-01 0.251320E-02 0.905827E-05 0.521954E+00
   2 0.107632E+02 -.450493E-01 0.231339E-02 0.782066E-05 0.512892E+00
   2 0.109474E+02 -.430370E-01 0.213111E-02 0.676189E-05 0.503709E+00
   2 0.111316E+02 -.406634E-01 0.192964E-02 0.570961E-05 0.488868E+00
   2 0.113158E+02 -.383199E-01 0.174140E-02 0.477921E-05 0.474665E+00
   2 0.115000E+02 -.361381E-01 0.157169E-02 0.399737E-05 0.460589E+00
   3 0.800000E+01 0.951716E-01 0.937391E-02 0.995499E-04 0.622360E+00
   3 0.818421E+01 0.927618E-01 0.892099E-02 0.906704E-04 0.620232E+00
   3 0.836842E+01 0.903022E-01 0.847694E-02 0.825819E-04 0.616924E+00
   3 0.855263E+01 0.879502E-01 0.805803E-02 0.751287E-04 0.614320E+00
   3 0.873684E+01 0.853328E-01 0.760511E-02 0.674658E-04 0.611177E+00
   3 0.892105E+01 0.832594E-01 0.725284E-02 0.617265E-04 0.608858E+00
   3 0.910526E+01 0.814239E-01 0.695033E-02 0.570048E-04 0.606650E+00
   3 0.928947E+01 0.796337E-01 0.666161E-02 0.527230E-04 0.603978E+00
   3 0.947368E+01 0.780062E-01 0.640412E-02 0.489862E-04 0.601862E+00
   3 0.965789E+01 0.766633E-01 0.619664E-02 0.461133E-04 0.599694E+00
   3 0.984211E+01 0.748667E-01 0.592427E-02 0.424871E-04 0.596479E+00
   3 0.100263E+02 0.723840E-01 0.555528E-02 0.376751E-04 0.593068E+00
   3 0.102105E+02 0.697884E-01 0.518571E-02 0.332437E-04 0.587929E+00
   3 0.103947E+02 0.671109E-01 0.481150E-02 0.288809E-04 0.584157E+00
