 program J1J2_6          
 spatial system size               14
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                         501
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.479757E+00 0.240218E+00 0.683297E-01 0.172179E+00 0.815875E+00 0.326233E+00 0.979508E+00 0.224622E-02 0.953961E-02 0.224372E-01 0.262006E+00 0.966035E-01 0.197686E-01 0.557895E+00 0.165423E-01 0.333025E+00 0.143615E+00 0.383031E-01 0.603372E+00 0.116919E-01 0.624101E-01 0.305978E-02 0.457673E+00 0.361594E-01
 0.818421E+01 0.461070E+00 0.223540E+00 0.606252E-01 0.163318E+00 0.786770E+00 0.369365E+00 0.973514E+00 0.323015E-02 0.992601E-02 0.275753E-01 0.249322E+00 0.892322E-01 0.175283E-01 0.545649E+00 0.174318E-01 0.319299E+00 0.134308E+00 0.346066E-01 0.594357E+00 0.125689E-01 0.559780E-01 0.288266E-02 0.443288E+00 0.361769E-01
 0.836842E+01 0.441766E+00 0.207080E+00 0.535070E-01 0.154199E+00 0.752226E+00 0.418212E+00 0.965526E+00 0.448338E-02 0.103185E-01 0.323508E-01 0.236494E+00 0.820216E-01 0.154428E-01 0.532661E+00 0.181787E-01 0.305176E+00 0.125058E+00 0.311107E-01 0.583747E+00 0.135668E-01 0.498783E-01 0.269467E-02 0.429170E+00 0.360890E-01
 0.855263E+01 0.421772E+00 0.190828E+00 0.469269E-01 0.144811E+00 0.711337E+00 0.472201E+00 0.954978E+00 0.605984E-02 0.107072E-01 0.370569E-01 0.223603E+00 0.750020E-01 0.135063E-01 0.518525E+00 0.189090E-01 0.290576E+00 0.115826E+00 0.277926E-01 0.571801E+00 0.145587E-01 0.441397E-01 0.249380E-02 0.415508E+00 0.358492E-01
 0.873684E+01 0.401118E+00 0.174873E+00 0.409030E-01 0.135229E+00 0.662448E+00 0.530187E+00 0.941202E+00 0.793301E-02 0.110855E-01 0.410508E-01 0.210599E+00 0.681827E-01 0.117252E-01 0.503060E+00 0.195613E-01 0.275561E+00 0.106690E+00 0.246825E-01 0.558399E+00 0.154834E-01 0.387494E-01 0.228453E-02 0.402580E+00 0.354794E-01
 0.892105E+01 0.379884E+00 0.159323E+00 0.354315E-01 0.125520E+00 0.604177E+00 0.589586E+00 0.923224E+00 0.102540E-01 0.114431E-01 0.441265E-01 0.197573E+00 0.616066E-01 0.100993E-01 0.486012E+00 0.201782E-01 0.260186E+00 0.977167E-01 0.217908E-01 0.542776E+00 0.164729E-01 0.337422E-01 0.207021E-02 0.390898E+00 0.350423E-01
 0.910526E+01 0.358177E+00 0.144260E+00 0.304881E-01 0.115728E+00 0.534996E+00 0.645683E+00 0.900709E+00 0.128814E-01 0.117585E-01 0.455818E-01 0.184487E+00 0.552609E-01 0.862143E-02 0.467443E+00 0.207066E-01 0.244652E+00 0.889990E-01 0.191168E-01 0.525102E+00 0.174645E-01 0.291355E-01 0.185610E-02 0.381230E+00 0.346150E-01
 0.928947E+01 0.336190E+00 0.129820E+00 0.260685E-01 0.105982E+00 0.453210E+00 0.696170E+00 0.873058E+00 0.156880E-01 0.120165E-01 0.459025E-01 0.171517E+00 0.492143E-01 0.729343E-02 0.447722E+00 0.210769E-01 0.229097E+00 0.806059E-01 0.166691E-01 0.506058E+00 0.183185E-01 0.249754E-01 0.164483E-02 0.374340E+00 0.341992E-01
 0.947368E+01 0.314083E+00 0.116087E+00 0.221423E-01 0.963526E-01 0.356926E+00 0.737861E+00 0.839913E+00 0.185655E-01 0.122029E-01 0.458621E-01 0.158709E+00 0.434855E-01 0.611085E-02 0.425982E+00 0.214308E-01 0.213641E+00 0.726012E-01 0.144409E-01 0.485027E+00 0.191252E-01 0.212440E-01 0.144146E-02 0.370653E+00 0.338644E-01
 0.965789E+01 0.292113E+00 0.103179E+00 0.186882E-01 0.869551E-01 0.244555E+00 0.765691E+00 0.801184E+00 0.214369E-01 0.123099E-01 0.451211E-01 0.146234E+00 0.381251E-01 0.506459E-02 0.403577E+00 0.216089E-01 0.198458E+00 0.650535E-01 0.124362E-01 0.461878E+00 0.199174E-01 0.179644E-01 0.124975E-02 0.370605E+00 0.336069E-01
