 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 0.313078E+01 0.980527E+01 0.962786E+02 0.666197E+00
   1 0.818421E+01 0.309442E+01 0.957912E+01 0.919005E+02 0.666155E+00
   1 0.836842E+01 0.305582E+01 0.934186E+01 0.874130E+02 0.666122E+00
   1 0.855263E+01 0.301562E+01 0.909802E+01 0.829222E+02 0.666070E+00
   1 0.873684E+01 0.297372E+01 0.884732E+01 0.784281E+02 0.666015E+00
   1 0.892105E+01 0.292997E+01 0.858926E+01 0.739308E+02 0.665964E+00
   1 0.910526E+01 0.288370E+01 0.832052E+01 0.693911E+02 0.665896E+00
   1 0.928947E+01 0.283633E+01 0.804984E+01 0.649623E+02 0.665831E+00
   1 0.947368E+01 0.278735E+01 0.777468E+01 0.606113E+02 0.665753E+00
   1 0.965789E+01 0.273595E+01 0.749111E+01 0.562869E+02 0.665656E+00
   1 0.984211E+01 0.268241E+01 0.720125E+01 0.520277E+02 0.665576E+00
   1 0.100263E+02 0.262770E+01 0.691106E+01 0.479350E+02 0.665464E+00
   1 0.102105E+02 0.257115E+01 0.661737E+01 0.439623E+02 0.665352E+00
   1 0.103947E+02 0.251224E+01 0.631821E+01 0.400932E+02 0.665218E+00
   1 0.105789E+02 0.245260E+01 0.602248E+01 0.364443E+02 0.665068E+00
   1 0.107632E+02 0.238973E+01 0.571836E+01 0.328720E+02 0.664909E+00
   1 0.109474E+02 0.232567E+01 0.541673E+01 0.295133E+02 0.664710E+00
   1 0.111316E+02 0.225931E+01 0.511279E+01 0.263104E+02 0.664503E+00
   1 0.113158E+02 0.219195E+01 0.481338E+01 0.233362E+02 0.664256E+00
   1 0.115000E+02 0.212152E+01 0.451002E+01 0.205052E+02 0.663963E+00
   2 0.800000E+01 0.523857E+00 0.281359E+00 0.868673E-01 0.634226E+00
   2 0.818421E+01 0.512374E+00 0.269573E+00 0.801705E-01 0.632261E+00
   2 0.836842E+01 0.501102E+00 0.258370E+00 0.741832E-01 0.629574E+00
   2 0.855263E+01 0.488967E+00 0.246448E+00 0.678898E-01 0.627408E+00
   2 0.873684E+01 0.477669E+00 0.235760E+00 0.626317E-01 0.624393E+00
   2 0.892105E+01 0.466258E+00 0.225065E+00 0.574571E-01 0.621902E+00
   2 0.910526E+01 0.453307E+00 0.213236E+00 0.519412E-01 0.619225E+00
   2 0.928947E+01 0.441270E+00 0.202604E+00 0.473301E-01 0.615657E+00
   2 0.947368E+01 0.428610E+00 0.191607E+00 0.426382E-01 0.612874E+00
   2 0.965789E+01 0.415470E+00 0.180568E+00 0.382211E-01 0.609249E+00
   2 0.984211E+01 0.403137E+00 0.170489E+00 0.343780E-01 0.605753E+00
   2 0.100263E+02 0.390190E+00 0.160089E+00 0.305287E-01 0.602934E+00
   2 0.102105E+02 0.377194E+00 0.150114E+00 0.271148E-01 0.598911E+00
   2 0.103947E+02 0.364276E+00 0.140396E+00 0.239078E-01 0.595696E+00
   2 0.105789E+02 0.351095E+00 0.130807E+00 0.209288E-01 0.592279E+00
   2 0.107632E+02 0.337051E+00 0.121044E+00 0.181545E-01 0.586972E+00
   2 0.109474E+02 0.323756E+00 0.112116E+00 0.157307E-01 0.582848E+00
   2 0.111316E+02 0.309356E+00 0.102923E+00 0.134545E-01 0.576628E+00
   2 0.113158E+02 0.295116E+00 0.940422E-01 0.113599E-01 0.571840E+00
   2 0.115000E+02 0.281644E+00 0.861122E-01 0.966348E-02 0.565607E+00
   3 0.800000E+01 -.136531E+01 0.187137E+01 0.355655E+01 0.661477E+00
   3 0.818421E+01 -.132482E+01 0.176266E+01 0.315966E+01 0.661012E+00
   3 0.836842E+01 -.128373E+01 0.165574E+01 0.279276E+01 0.660433E+00
   3 0.855263E+01 -.124037E+01 0.154641E+01 0.244002E+01 0.659888E+00
   3 0.873684E+01 -.119702E+01 0.144098E+01 0.212300E+01 0.659189E+00
   3 0.892105E+01 -.115229E+01 0.133596E+01 0.182844E+01 0.658516E+00
