 # ix iy layer isite phi
       0       0       0   0.188692747133E+01
       1       0       0   0.147295404874E+01
       2       0       0   0.144796440491E+01
       3       0       0   0.163608338922E+01
       4       0       0   0.260139190971E+00
       5       0       0  -0.397499171412E+00
       6       0       0  -0.140952468756E+01
       7       0       0  -0.160110983457E+01
       8       0       0  -0.194986512718E+01
       9       0       0  -0.153920765480E+01
      10       0       0  -0.130956943735E+01
      11       0       0  -0.142869283432E+01
      12       0       0   0.128251887361E+01
      13       0       0   0.149554699760E+01
       0       1       0   0.162234360927E+01
       1       1       0   0.195602341319E+01
       2       1       0   0.175477325867E+01
       3       1       0   0.129960406717E+01
       4       1       0   0.109918589374E+01
       5       1       0  -0.861733753174E+00
       6       1       0  -0.104911854721E+01
       7       1       0  -0.340357445029E+00
       8       1       0  -0.149039440666E+01
       9       1       0  -0.362410995393E+00
      10       1       0  -0.470399974905E+00
      11       1       0  -0.981269297246E+00
      12       1       0   0.123084986787E+01
      13       1       0   0.161480953476E+01
       0       2       0   0.190882000295E+01
       1       2       0   0.184428638559E+01
       2       2       0   0.191338805566E+01
       3       2       0   0.162006443013E+01
       4       2       0   0.160639667170E+01
       5       2       0   0.108609614083E+01
       6       2       0   0.133897158201E+01
       7       2       0   0.277629011454E+00
       8       2       0  -0.223198521102E-01
       9       2       0  -0.851959018122E+00
      10       2       0  -0.100583303373E+01
      11       2       0  -0.807436703079E+00
      12       2       0   0.485036738815E+00
      13       2       0   0.190921404172E+01
       0       3       0   0.194840056606E+01
       1       3       0   0.985807525241E+00
       2       3       0   0.185690050480E+01
       3       3       0   0.184257229432E+01
       4       3       0   0.194274129420E+01
       5       3       0   0.190902159086E+01
       6       3       0   0.170315361677E+01
       7       3       0   0.140071072146E+01
       8       3       0  -0.524235374972E+00
       9       3       0  -0.260688960560E+00
      10       3       0  -0.455035232231E+00
      11       3       0  -0.764213755262E+00
      12       3       0   0.366244744235E-01
      13       3       0   0.110771868685E+01
       0       4       0   0.193533169918E+01
       1       4       0   0.173565419822E+01
       2       4       0   0.194361489422E+01
       3       4       0   0.187857116017E+01
       4       4       0   0.176851499162E+01
       5       4       0   0.183865625833E+01
       6       4       0   0.169843804535E+01
       7       4       0  -0.113440962966E+01
       8       4       0  -0.374708269229E+00
       9       4       0   0.123320864868E+01
      10       4       0   0.174726228948E+00
      11       4       0   0.118712580475E+01
      12       4       0   0.110213290738E+01
      13       4       0   0.169817132080E+01
       0       5       0   0.190646098407E+01
       1       5       0   0.196606582735E+01
       2       5       0   0.199350548430E+01
       3       5       0   0.183568806003E+01
       4       5       0   0.182494406180E+01
       5       5       0   0.154541942044E+01
       6       5       0   0.409395302256E+00
       7       5       0  -0.654010049814E+00
       8       5       0   0.430595893802E+00
       9       5       0  -0.479525996828E+00
      10       5       0  -0.119535644749E+01
      11       5       0  -0.403843427232E+00
      12       5       0   0.500264853073E+00
      13       5       0   0.158615431774E+01
       0       6       0   0.170033445208E+01
       1       6       0   0.141328371010E+01
       2       6       0   0.196215188709E+01
       3       6       0   0.191665600291E+01
       4       6       0   0.185233503015E+01
       5       6       0  -0.858211204722E+00
       6       6       0   0.439564585234E+00
       7       6       0   0.292868680944E+00
       8       6       0  -0.919732891370E+00
       9       6       0  -0.127575260771E+01
      10       6       0  -0.185236040319E+01
      11       6       0  -0.142648887270E+01
      12       6       0  -0.562973632979E+00
      13       6       0   0.585994789198E+00
       0       7       0   0.177888999575E+01
       1       7       0   0.182708538832E+01
       2       7       0   0.189646518746E+01
       3       7       0   0.170603066486E+01
       4       7       0   0.113243788520E+01
       5       7       0   0.149947192026E+01
       6       7       0   0.593473764512E+00
       7       7       0  -0.625244641269E+00
       8       7       0  -0.118273815202E+01
       9       7       0  -0.914313105742E+00
      10       7       0  -0.123168544320E+00
      11       7       0  -0.155481209015E+01
      12       7       0  -0.186089246983E+01
      13       7       0  -0.811223452034E+00
       0       8       0   0.125502546747E+01
       1       8       0   0.125855381187E+01
       2       8       0   0.154438916071E+01
       3       8       0   0.160630404780E+01
       4       8       0   0.115034166149E+01
       5       8       0   0.521150678799E-01
       6       8       0  -0.327966909335E+00
       7       8       0   0.100384300478E+01
       8       8       0  -0.172589454362E+01
       9       8       0  -0.186531121211E+01
      10       8       0  -0.129508675173E+01
      11       8       0  -0.282847746895E+00
      12       8       0  -0.131416286252E+01
      13       8       0  -0.352992790556E+00
       0       9       0   0.106593656670E+00
       1       9       0   0.165745175863E+01
       2       9       0   0.407001984840E+00
       3       9       0   0.110339829630E+00
       4       9       0  -0.222232402277E+00
       5       9       0  -0.169783856753E+01
       6       9       0  -0.168488165592E+01
       7       9       0  -0.177442446446E+01
       8       9       0  -0.156494884395E+01
       9       9       0  -0.199123903716E+01
      10       9       0  -0.168767960739E+01
      11       9       0  -0.157709506663E+01
      12       9       0   0.857049372118E+00
      13       9       0   0.356355283034E+00
       0      10       0   0.600883294279E+00
       1      10       0   0.492069224313E+00
       2      10       0  -0.533610754741E+00
       3      10       0  -0.171366039254E+01
       4      10       0  -0.176499646227E+01
       5      10       0  -0.153884543706E+01
       6      10       0  -0.112488453101E+01
       7      10       0  -0.154281811895E+01
       8      10       0  -0.193387887241E+01
       9      10       0  -0.198820283315E+01
      10      10       0  -0.176257195494E+01
      11      10       0  -0.921036475480E+00
      12      10       0   0.589115456318E+00
      13      10       0   0.352066935634E+00
       0      11       0  -0.114070331473E+01
       1      11       0   0.304783254614E+00
       2      11       0   0.127824879904E+00
       3      11       0  -0.193757667072E+01
       4      11       0  -0.176009347586E+01
       5      11       0  -0.180268237122E+01
       6      11       0  -0.170869028604E+01
       7      11       0  -0.164975295993E+01
       8      11       0  -0.198719006904E+01
       9      11       0  -0.175768963093E+01
      10      11       0  -0.143129467542E+01
      11      11       0  -0.108493100551E+00
      12      11       0   0.967397542366E+00
      13      11       0   0.108976486618E+01
       0      12       0  -0.671430659562E+00
       1      12       0   0.471752113561E+00
       2      12       0   0.979841999435E+00
       3      12       0  -0.141323671024E+01
       4      12       0  -0.192917487192E+01
       5      12       0  -0.186378232335E+01
       6      12       0  -0.195361948015E+01
       7      12       0  -0.168933883619E+01
       8      12       0  -0.193016747923E+01
       9      12       0  -0.125887980588E+01
      10      12       0  -0.149758456158E+01
      11      12       0   0.180724519950E+01
      12      12       0  -0.504578491332E+00
      13      12       0   0.901570923990E+00
       0      13       0   0.102295582066E+01
       1      13       0  -0.239280996958E+00
       2      13       0  -0.453923340979E+00
       3      13       0  -0.175302005146E+01
       4      13       0  -0.192738959237E+01
       5      13       0  -0.199531552135E+01
       6      13       0  -0.197488863334E+01
       7      13       0  -0.190730985325E+01
       8      13       0  -0.112069356083E+01
       9      13       0  -0.170227922350E+01
      10      13       0  -0.162632157141E+01
      11      13       0  -0.585237715427E-01
      12      13       0  -0.757451298869E-01
      13      13       0   0.107907028936E+01
       0       0       1   0.108373204623E+01
       1       0       1   0.125242972249E+01
       2       0       1   0.130326395425E+01
       3       0       1   0.224826199338E+00
       4       0       1   0.775419088604E-03
       5       0       1  -0.134893196655E+00
       6       0       1   0.203850212292E+00
       7       0       1   0.154386488282E+00
       8       0       1  -0.110761464485E+01
       9       0       1  -0.153661867837E+01
      10       0       1  -0.437599428284E+00
      11       0       1   0.724608865130E-01
      12       0       1  -0.191409519065E-02
      13       0       1   0.160127734116E+01
       0       1       1   0.172176242050E+01
       1       1       1   0.177913643584E+01
       2       1       1   0.129358179992E+01
       3       1       1   0.320028995896E+00
       4       1       1   0.213097949658E+00
       5       1       1   0.135285623353E+01
       6       1       1   0.565610003849E+00
       7       1       1   0.160684937978E+01
       8       1       1  -0.596367715040E+00
       9       1       1  -0.629548677226E+00
      10       1       1  -0.123834673896E+01
      11       1       1  -0.171944946697E+01
      12       1       1   0.817473452577E+00
      13       1       1   0.164057356822E+01
       0       2       1   0.147906558581E+01
       1       2       1   0.117727422767E+01
       2       2       1   0.701414796749E+00
       3       2       1  -0.255730951981E+00
       4       2       1   0.119774878412E+01
       5       2       1   0.176581062504E+01
       6       2       1   0.179248372303E+01
       7       2       1   0.136700602566E+01
       8       2       1   0.663787777328E-01
       9       2       1   0.855178471384E+00
      10       2       1  -0.688005912325E+00
      11       2       1  -0.572070345789E+00
      12       2       1   0.321152253199E+00
      13       2       1   0.146429292092E+01
       0       3       1   0.138822412253E+01
       1       3       1   0.178829144487E+01
       2       3       1   0.182800227769E+01
       3       3       1   0.162051090031E+01
       4       3       1   0.186804994026E+01
       5       3       1   0.170312763220E+01
       6       3       1   0.188357732407E+01
       7       3       1   0.112024100968E+01
       8       3       1  -0.484385475906E+00
       9       3       1  -0.355630971606E+00
      10       3       1  -0.406990343964E+00
      11       3       1   0.954074241250E+00
      12       3       1  -0.333206762025E+00
      13       3       1   0.554124571933E+00
       0       4       1   0.182812615424E+01
       1       4       1   0.124541158832E+01
       2       4       1   0.185665041727E+01
       3       4       1   0.124961877076E+01
       4       4       1   0.152543604723E+01
       5       4       1   0.154664080922E+01
       6       4       1   0.868009152064E+00
       7       4       1   0.113027079797E+01
       8       4       1  -0.121242614214E+01
       9       4       1   0.113218989645E+00
      10       4       1  -0.206554884115E+00
      11       4       1   0.178710426433E+01
      12       4       1   0.152927955411E+01
      13       4       1   0.185575187079E+01
       0       5       1   0.198381138527E+01
       1       5       1   0.193089020139E+01
       2       5       1   0.198236217246E+01
       3       5       1  -0.908616402000E+00
       4       5       1   0.192555969300E+01
       5       5       1   0.172735498149E+01
       6       5       1   0.133640321206E+01
       7       5       1   0.134120664652E+01
       8       5       1   0.118035823136E+01
       9       5       1  -0.303112063405E+00
      10       5       1  -0.124166341083E+00
      11       5       1   0.535080825155E+00
      12       5       1   0.138586256507E+01
      13       5       1   0.817636828709E+00
       0       6       1   0.156736185381E+01
       1       6       1   0.152009493079E+01
       2       6       1   0.196501723170E+01
       3       6       1   0.185869967963E+01
       4       6       1   0.631438528715E+00
       5       6       1   0.118039702599E+01
       6       6       1   0.111048528279E+01
       7       6       1   0.529116898852E+00
       8       6       1  -0.135422304536E+00
       9       6       1  -0.121733544121E+01
      10       6       1   0.157603254324E-01
      11       6       1  -0.364317807421E+00
      12       6       1   0.296450300265E+00
      13       6       1   0.562958874601E+00
       0       7       1   0.195902327580E+01
       1       7       1   0.197359633088E+01
       2       7       1   0.180466673525E+01
       3       7       1   0.186763566874E+01
       4       7       1   0.176112745570E+01
       5       7       1   0.188136922323E+01
       6       7       1   0.145164377492E+01
       7       7       1  -0.126741918045E+00
       8       7       1  -0.130351866309E+01
       9       7       1  -0.966113363725E+00
      10       7       1  -0.133554226511E+00
      11       7       1  -0.147699421320E+01
      12       7       1  -0.366744521740E+00
      13       7       1  -0.119400524513E+01
       0       8       1   0.134102002281E+01
       1       8       1   0.185644020689E+01
       2       8       1   0.178956743000E+01
       3       8       1   0.142422779122E+01
       4       8       1   0.125867068901E+01
       5       8       1   0.162188863758E+01
       6       8       1   0.903343547198E+00
       7       8       1  -0.126394464576E+01
       8       8       1  -0.512385184625E+00
       9       8       1  -0.244659156569E+00
      10       8       1  -0.111212202714E+01
      11       8       1  -0.191656132757E+01
      12       8       1  -0.100537839522E+01
      13       8       1  -0.117200545648E+01
       0       9       1   0.183673993489E+01
       1       9       1   0.176018524173E+01
       2       9       1   0.160033103441E+01
       3       9       1   0.990095841420E+00
       4       9       1   0.332716900532E+00
       5       9       1  -0.139346540796E+01
       6       9       1  -0.120936043226E+01
       7       9       1  -0.192220624496E+01
       8       9       1  -0.187259988837E+01
       9       9       1  -0.196978284869E+01
      10       9       1  -0.191023057082E+01
      11       9       1  -0.857743020872E+00
      12       9       1  -0.117771445450E+01
      13       9       1  -0.133254600696E+01
       0      10       1   0.152710812708E+01
       1      10       1   0.183581224823E+01
       2      10       1   0.134119463930E+01
       3      10       1  -0.390162133023E+00
       4      10       1  -0.162867592503E+01
       5      10       1  -0.185037877375E+01
       6      10       1  -0.180929710495E+01
       7      10       1  -0.176164340437E+01
       8      10       1  -0.184512457335E+01
       9      10       1  -0.196457544806E+01
      10      10       1  -0.165135415849E+01
