 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9011
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.418824E+00 0.175474E+00 0.308328E-01 0.203561E-01 0.998641E+00 0.999669E+00 0.998971E+00 0.363995E-04 0.269845E-02 0.211101E-01 0.294590E+00 0.870531E-01 0.767079E-02 0.665784E+00 0.189576E-03 0.296620E+00 0.884205E-01 0.797083E-02 0.665989E+00 0.224796E-03 0.870918E-01 0.108127E-02 0.986505E+00 0.946306E-03
 0.805556E+01 0.412296E+00 0.170053E+00 0.289615E-01 0.203338E-01 0.998494E+00 0.112218E+01 0.998803E+00 0.182030E-04 0.255661E-02 0.334547E-01 0.289917E+00 0.843437E-01 0.721036E-02 0.665590E+00 0.267327E-03 0.292000E+00 0.857092E-01 0.749679E-02 0.665910E+00 0.208167E-03 0.843573E-01 0.100141E-02 0.985681E+00 0.102513E-02
 0.811111E+01 0.405539E+00 0.164532E+00 0.271161E-01 0.203799E-01 0.998323E+00 0.127974E+01 0.998583E+00 0.975389E-04 0.228853E-02 0.105556E+00 0.285000E+00 0.815471E-01 0.675237E-02 0.665347E+00 0.387436E-03 0.287281E+00 0.829847E-01 0.703547E-02 0.665774E+00 0.179398E-03 0.815642E-01 0.866616E-03 0.984656E+00 0.121240E-02
 0.816667E+01 0.398509E+00 0.158884E+00 0.252913E-01 0.203515E-01 0.998130E+00 0.144940E+01 0.998330E+00 0.194397E-03 0.194210E-02 0.186704E+00 0.279925E+00 0.787103E-01 0.630301E-02 0.665104E+00 0.494230E-03 0.282332E+00 0.801738E-01 0.657451E-02 0.665565E+00 0.100230E-03 0.787111E-01 0.704584E-03 0.983679E+00 0.137534E-02
 0.822222E+01 0.391429E+00 0.153296E+00 0.235481E-01 0.202327E-01 0.997944E+00 0.160661E+01 0.998073E+00 0.304916E-03 0.149904E-02 0.271815E+00 0.274892E+00 0.759475E-01 0.588042E-02 0.664853E+00 0.607457E-03 0.277276E+00 0.773488E-01 0.612589E-02 0.665296E+00 0.341109E-04 0.758937E-01 0.511957E-03 0.982824E+00 0.145639E-02
 0.827778E+01 0.384277E+00 0.147756E+00 0.218820E-01 0.199344E-01 0.997699E+00 0.178778E+01 0.997773E+00 0.423446E-03 0.107122E-02 0.360094E+00 0.270029E+00 0.733180E-01 0.548958E-02 0.664632E+00 0.686842E-03 0.271965E+00 0.744376E-01 0.568024E-02 0.664911E+00 0.245648E-03 0.731128E-01 0.341030E-03 0.982341E+00 0.123638E-02
 0.833333E+01 0.377206E+00 0.142380E+00 0.203252E-01 0.194983E-01 0.997380E+00 0.199885E+01 0.997417E+00 0.552328E-03 0.680352E-03 0.451886E+00 0.265339E+00 0.708203E-01 0.512886E-02 0.664406E+00 0.755697E-03 0.266607E+00 0.715597E-01 0.525622E-02 0.664416E+00 0.492640E-03 0.704246E-01 0.195036E-03 0.982223E+00 0.834411E-03
 0.838889E+01 0.370025E+00 0.137029E+00 0.188353E-01 0.190046E-01 0.996894E+00 0.231888E+01 0.996906E+00 0.790141E-03 0.292272E-03 0.627727E+00 0.260767E+00 0.684230E-01 0.479269E-02 0.664172E+00 0.835445E-03 0.260976E+00 0.686060E-01 0.483972E-02 0.663728E+00 0.865265E-03 0.677518E-01 0.615085E-04 0.982399E+00 0.132205E-03
 0.844444E+01 0.362727E+00 0.131702E+00 0.174108E-01 0.186038E-01 0.996232E+00 0.272894E+01 0.996230E+00 0.113491E-02 0.177869E-03 0.866376E+00 0.256087E+00 0.660188E-01 0.446834E-02 0.663852E+00 0.963359E-03 0.255264E+00 0.656832E-01 0.444617E-02 0.662840E+00 0.135064E-02 0.650823E-01 0.101068E-03 0.982563E+00 0.563686E-03
 0.850000E+01 0.355191E+00 0.126320E+00 0.160320E-01 0.180972E-01 0.995282E+00 0.326936E+01 0.995286E+00 0.161054E-02 0.738382E-03 0.116508E+01 0.251357E+00 0.636382E-01 0.415835E-02 0.663369E+00 0.118777E-02 0.249253E+00 0.626817E-01 0.405994E-02 0.661647E+00 0.202335E-02 0.623874E-01 0.291053E-03 0.983177E+00 0.143564E-02
