 program J1J2_6          
 linear system size                56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9013
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed            2
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.9403460610346750E+00   5.7264703335073504E-02   6.0661822125678100E-01   9.1185788461427958E-04
   8.0555555555555554E+00  -3.9065539425397575E+00   5.7234944074299215E-02   6.0902315071520152E-01   1.2597930471214185E-03
   8.1111111111111107E+00  -3.8726955278924438E+00   5.7180974161402540E-02   6.0926463752273485E-01   1.4021043157504330E-04
   8.1666666666666661E+00  -3.8387751869830948E+00   5.7127523116141721E-02   6.1096930951082751E-01   3.1783556820697364E-04
   8.2222222222222214E+00  -3.8046638070076932E+00   5.7018069960775686E-02   6.1282686468172409E-01   1.6362432059991627E-03
   8.2777777777777786E+00  -3.7705213674714413E+00   5.6906487619900477E-02   6.1481523553669504E-01   2.1439370627145504E-03
   8.3333333333333339E+00  -3.7362890773350781E+00   5.6738989423045831E-02   6.1722515651175414E-01   2.3309167654417219E-03
   8.3888888888888893E+00  -3.7019405586750631E+00   5.6563675727383737E-02   6.1873385005420545E-01   3.5277147989459245E-03
   8.4444444444444446E+00  -3.6675476451037383E+00   5.6336476753868138E-02   6.1864196075564570E-01   2.9369334963309092E-03
   8.5000000000000000E+00  -3.6331028481536265E+00   5.6147165074995557E-02   6.2107795372035812E-01   3.9627237844825454E-03
   8.5555555555555554E+00  -3.5986146980096931E+00   5.5916809938644930E-02   6.2174303097966432E-01   4.6808467812953876E-03
   8.6111111111111107E+00  -3.5640425855519737E+00   5.5663377070942287E-02   6.2121424383512203E-01   3.9701579184457285E-03
   8.6666666666666661E+00  -3.5294855951432522E+00   5.5379667909185325E-02   6.2244907350374090E-01   5.0950031703715726E-03
   8.7222222222222214E+00  -3.4948375578645039E+00   5.5107593099923996E-02   6.2260033516606261E-01   4.9682131418980428E-03
   8.7777777777777786E+00  -3.4601566243741786E+00   5.4795365672328851E-02   6.2459440293103885E-01   5.3664695350415627E-03
   8.8333333333333339E+00  -3.4254992195756220E+00   5.4508114524622002E-02   6.2236304992510105E-01   6.5078431262524678E-03
   8.8888888888888893E+00  -3.3907668308215699E+00   5.4214650825629714E-02   6.2526796146539654E-01   7.1092827294427880E-03
   8.9444444444444446E+00  -3.3561400726856232E+00   5.3843541745279833E-02   6.2478945651808515E-01   6.5394288380561279E-03
   9.0000000000000000E+00  -3.3214769998338394E+00   5.3522366816442256E-02   6.2377290336314806E-01   6.6253580039112936E-03
   9.0555555555555554E+00  -3.2867786034706210E+00   5.3178899089153110E-02   6.2479344162453754E-01   7.2119230836101313E-03
   9.1111111111111107E+00  -3.2521200686337228E+00   5.2757112449055406E-02   6.2273973113850589E-01   6.8568260548369005E-03
   9.1666666666666661E+00  -3.2175283797124949E+00   5.2342176460429900E-02   6.2424087424570129E-01   6.6939451469655046E-03
   9.2222222222222214E+00  -3.1829244410801998E+00   5.1925108819693602E-02   6.2171742298101451E-01   6.6874826872113111E-03
   9.2777777777777786E+00  -3.1484363153326536E+00   5.1556818788154622E-02   6.2044615052272967E-01   5.6148231438717180E-03
   9.3333333333333339E+00  -3.1140277039188398E+00   5.1153001979785735E-02   6.1716646010975740E-01   6.7527601369220206E-03
   9.3888888888888893E+00  -3.0796836937755203E+00   5.0724871369073922E-02   6.1690919410256284E-01   8.0540422345065747E-03
   9.4444444444444446E+00  -3.0455234374159605E+00   5.0345144419447097E-02   6.1422352536285141E-01   6.5424299987723944E-03
   9.5000000000000000E+00  -3.0113877432332727E+00   4.9980796063572183E-02   6.1077742204057284E-01   6.2724392946154209E-03
   9.5555555555555554E+00  -2.9775203569318807E+00   4.9615204206828370E-02   6.0805449098261255E-01   7.1763192507486506E-03
   9.6111111111111107E+00  -2.9436743661886995E+00   4.9302420614765648E-02   6.0505360447769174E-01   6.0962131183979551E-03
   9.6666666666666661E+00  -2.9100541752004978E+00   4.8894585116456210E-02   6.0311733124194244E-01   5.5840451334380854E-03
   9.7222222222222214E+00  -2.8765747783490347E+00   4.8548675524269072E-02   6.0106968573716890E-01   6.9511247780755046E-03
   9.7777777777777786E+00  -2.8433730438944833E+00   4.8235231071992124E-02   5.9555740478421471E-01   4.7807665542253389E-03
   9.8333333333333339E+00  -2.8103713905870062E+00   4.7960749416696660E-02   5.9250715866704251E-01   5.5748600867973359E-03
   9.8888888888888893E+00  -2.7776315453438070E+00   4.7588803605355570E-02   5.8784936265635379E-01   6.8017364067197604E-03
   9.9444444444444446E+00  -2.7451685700447110E+00   4.7174009972550036E-02   5.8125205303912986E-01   8.2371125257307744E-03
   1.0000000000000000E+01  -2.7129951431830444E+00   4.6729297756399849E-02   5.7703130662802338E-01   7.5570414683791545E-03
   1.0055555555555555E+01  -2.6811175648577095E+00   4.6253491262226630E-02   5.7098731800099412E-01   8.3883932613324358E-03
   1.0111111111111111E+01  -2.6494984201215672E+00   4.5753754532504645E-02   5.6513094537594499E-01   9.8391695931792124E-03
   1.0166666666666666E+01  -2.6182177646164995E+00   4.5106922756561432E-02   5.5722590840330244E-01   1.0755721184466917E-02
   1.0222222222222221E+01  -2.5873618774055038E+00   4.4476048592640587E-02   5.5426954937189121E-01   1.1356121037085359E-02
   1.0277777777777779E+01  -2.5567636071593620E+00   4.3824133384321319E-02   5.4946390277734580E-01   1.2419236239927221E-02
   1.0333333333333334E+01  -2.5264660234164027E+00   4.3095263460365400E-02   5.4105262154178424E-01   1.3110841888760535E-02
   1.0388888888888889E+01  -2.4965092864200726E+00   4.2336772949635261E-02   5.3673477828420246E-01   1.4146568532827940E-02
   1.0444444444444445E+01  -2.4668356648512866E+00   4.1554711404654839E-02   5.2899767908336992E-01   1.4038959012957115E-02
   1.0500000000000000E+01  -2.4375462457370607E+00   4.0739731294731830E-02   5.2383055011867108E-01   1.5009526309037409E-02
   1.0555555555555555E+01  -2.4086072431946279E+00   3.9880018562649958E-02   5.1951550237013822E-01   1.5811646806947615E-02
   1.0611111111111111E+01  -2.3799101247232892E+00   3.9033269277673172E-02   5.1330522511860432E-01   1.6314643137728600E-02
   1.0666666666666666E+01  -2.3516056475136278E+00   3.8173657094135234E-02   5.0650303819436893E-01   1.6241159969027925E-02
   1.0722222222222221E+01  -2.3236270514791766E+00   3.7267218893714642E-02   5.0163462404271864E-01   1.7093242031601872E-02
   1.0777777777777779E+01  -2.2959362498605276E+00   3.6379948372764079E-02   4.9479447953238098E-01   1.6479296547438727E-02
   1.0833333333333334E+01  -2.2686636734335659E+00   3.5469607293377926E-02   4.8589942711295531E-01   1.5061725927760937E-02
   1.0888888888888889E+01  -2.2417889438548837E+00   3.4561842086039761E-02   4.8059541079066181E-01   1.6105224805776773E-02
   1.0944444444444445E+01  -2.2153053845025554E+00   3.3658652084001532E-02   4.7262431129828236E-01   1.6569898635823505E-02
   1.1000000000000000E+01  -2.1892626445120165E+00   3.2815684587023407E-02   4.6586618655556811E-01   1.4989361909068178E-02
   1.1055555555555555E+01  -2.1636578192652420E+00   3.2003096729054797E-02   4.5600047046406222E-01   1.4604148128791202E-02
   1.1111111111111111E+01  -2.1385063282479866E+00   3.1183142412513729E-02   4.4904386157756315E-01   1.4136998427111710E-02
   1.1166666666666666E+01  -2.1137773852416659E+00   3.0388759773875940E-02   4.4120846686088505E-01   1.4044971042595601E-02
   1.1222222222222221E+01  -2.0895631008929021E+00   2.9703266205666982E-02   4.3263139518127558E-01   1.3045524531145415E-02
   1.1277777777777779E+01  -2.0657628445636007E+00   2.8996731266073383E-02   4.2306418705417137E-01   1.2367862067485707E-02
   1.1333333333333334E+01  -2.0424019049135560E+00   2.8354590073919120E-02   4.1528728908330415E-01   1.2210803332134250E-02
   1.1388888888888889E+01  -2.0195456278680526E+00   2.7727120595481061E-02   4.0712599647342018E-01   1.0650000149201280E-02
   1.1444444444444445E+01  -1.9971570294149417E+00   2.7109446869479987E-02   3.9979004717687672E-01   1.0265978636670385E-02
   1.1500000000000000E+01  -1.9752104348557173E+00   2.6575330007817463E-02   3.9141444111227031E-01   8.7912251743403162E-03
