 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.321321E+00 0.126777E+00 0.266223E-01 0.447864E+00
   1 0.818421E+01 -.308985E+00 0.118385E+00 0.236488E-01 0.437535E+00
   1 0.836842E+01 -.291880E+00 0.107429E+00 0.199761E-01 0.423038E+00
   1 0.855263E+01 -.273850E+00 0.965196E-01 0.166422E-01 0.404531E+00
   1 0.873684E+01 -.255062E+00 0.857873E-01 0.136303E-01 0.382640E+00
   1 0.892105E+01 -.237424E+00 0.763544E-01 0.111255E-01 0.363893E+00
   1 0.910526E+01 -.221134E+00 0.683290E-01 0.927767E-02 0.337620E+00
   1 0.928947E+01 -.205443E+00 0.606518E-01 0.753411E-02 0.317311E+00
   1 0.947368E+01 -.191305E+00 0.543625E-01 0.623589E-02 0.296640E+00
   1 0.965789E+01 -.179007E+00 0.491441E-01 0.524437E-02 0.276182E+00
   1 0.984211E+01 -.168041E+00 0.448091E-01 0.446678E-02 0.258448E+00
   1 0.100263E+02 -.158199E+00 0.412073E-01 0.390102E-02 0.234213E+00
   1 0.102105E+02 -.149451E+00 0.381297E-01 0.339614E-02 0.221360E+00
   1 0.103947E+02 -.141329E+00 0.352440E-01 0.296269E-02 0.204950E+00
   1 0.105789E+02 -.134455E+00 0.330191E-01 0.263666E-02 0.193878E+00
   1 0.107632E+02 -.128270E+00 0.310677E-01 0.236382E-02 0.183656E+00
   1 0.109474E+02 -.122899E+00 0.293801E-01 0.215364E-02 0.168339E+00
   1 0.111316E+02 -.117772E+00 0.279293E-01 0.198304E-02 0.152595E+00
   1 0.113158E+02 -.113170E+00 0.265924E-01 0.180406E-02 0.149616E+00
   1 0.115000E+02 -.108788E+00 0.253482E-01 0.165659E-02 0.140592E+00
   2 0.800000E+01 0.479790E+00 0.254129E+00 0.882896E-01 0.544298E+00
   2 0.818421E+01 0.439693E+00 0.215532E+00 0.650758E-01 0.533047E+00
   2 0.836842E+01 0.406673E+00 0.186333E+00 0.499177E-01 0.520758E+00
   2 0.855263E+01 0.378480E+00 0.162628E+00 0.386460E-01 0.512929E+00
   2 0.873684E+01 0.356452E+00 0.145277E+00 0.313126E-01 0.505457E+00
   2 0.892105E+01 0.335631E+00 0.129858E+00 0.253850E-01 0.498213E+00
   2 0.910526E+01 0.319111E+00 0.118468E+00 0.215563E-01 0.488023E+00
   2 0.928947E+01 0.305013E+00 0.109005E+00 0.184802E-01 0.481568E+00
   2 0.947368E+01 0.291858E+00 0.100722E+00 0.160426E-01 0.472882E+00
   2 0.965789E+01 0.280817E+00 0.939667E-01 0.141398E-01 0.466206E+00
   2 0.984211E+01 0.268970E+00 0.870698E-01 0.122985E-01 0.459251E+00
   2 0.100263E+02 0.259829E+00 0.820395E-01 0.111134E-01 0.449598E+00
   2 0.102105E+02 0.251784E+00 0.775549E-01 0.100403E-01 0.443574E+00
   2 0.103947E+02 0.243815E+00 0.732552E-01 0.904722E-02 0.438025E+00
   2 0.105789E+02 0.235936E+00 0.693837E-01 0.826624E-02 0.427637E+00
   2 0.107632E+02 0.229319E+00 0.659489E-01 0.754912E-02 0.421424E+00
   2 0.109474E+02 0.222197E+00 0.624933E-01 0.686254E-02 0.414270E+00
   2 0.111316E+02 0.215881E+00 0.597139E-01 0.635373E-02 0.406042E+00
   2 0.113158E+02 0.209627E+00 0.568742E-01 0.587030E-02 0.395065E+00
   2 0.115000E+02 0.205106E+00 0.548472E-01 0.550447E-02 0.390062E+00
   3 0.800000E+01 0.272877E+01 0.745713E+01 0.559337E+02 0.664719E+00
   3 0.818421E+01 0.269632E+01 0.728145E+01 0.533478E+02 0.664603E+00
   3 0.836842E+01 0.266262E+01 0.710139E+01 0.507650E+02 0.664450E+00
   3 0.855263E+01 0.262593E+01 0.690807E+01 0.480666E+02 0.664255E+00
   3 0.873684E+01 0.258810E+01 0.671132E+01 0.453904E+02 0.664087E+00
   3 0.892105E+01 0.254857E+01 0.650864E+01 0.427102E+02 0.663930E+00
   3 0.910526E+01 0.250837E+01 0.630602E+01 0.401196E+02 0.663701E+00
   3 0.928947E+01 0.246608E+01 0.609612E+01 0.375160E+02 0.663498E+00
   3 0.947368E+01 0.242105E+01 0.587668E+01 0.348908E+02 0.663236E+00
