# Temperature =   0.8000000000000000E+01
# disorder configuration = 1
# stripe magnitudes =   0.2931309800000240E+00   0.1328481400000025E+00
# expected mean locnem =  -0.2731085725372568E+00
# measured mean locnem =  -0.3210234400000000E+00
# ix iy iz isite occu <s(isite)> <locnem(isite)>
     0      0      0      0   1  -0.5020000000E-02  -0.1857560000E+01
     1      0      0      1   1   0.3640000000E-02  -0.2599180000E+01
     2      0      0      2   1  -0.4260000000E-02  -0.1635800000E+01
     3      0      0      3   1  -0.1740000000E-02  -0.2243400000E+00
     4      0      0      4   1   0.5600000000E-03   0.1658000000E+00
     5      0      0      5   1  -0.2260000000E-02   0.3855400000E+00
     6      0      0      6   1  -0.1460000000E-02  -0.3442200000E+00
     7      0      0      7   1  -0.9200000000E-03  -0.1054600000E+01
     8      0      0      8   1  -0.1740000000E-02  -0.1168120000E+01
     9      0      0      9   1   0.2120000000E-02  -0.1056620000E+01
     0      1      0     10   1  -0.5080000000E-02  -0.1958200000E+01
     1      1      0     11   1   0.4240000000E-02  -0.2717560000E+01
     2      1      0     12   1  -0.3140000000E-02  -0.1482660000E+01
     3      1      0     13   1  -0.1180000000E-02  -0.2117800000E+00
     4      1      0     14   1  -0.2260000000E-02  -0.6783200000E+00
     5      1      0     15   1  -0.4900000000E-02  -0.4450000000E+00
     6      1      0     16   1  -0.3140000000E-02  -0.1128020000E+01
     7      1      0     17   1   0.4220000000E-02  -0.1607160000E+01
     8      1      0     18   1  -0.8600000000E-03  -0.1415020000E+01
     9      1      0     19   1   0.3380000000E-02  -0.7638000000E+00
     0      2      0     20   1  -0.8800000000E-02  -0.1959420000E+01
     1      2      0     21   1   0.8060000000E-02  -0.2664640000E+01
     2      2      0     22   1  -0.5020000000E-02  -0.1622420000E+01
     3      2      0     23   1  -0.5200000000E-03  -0.1395280000E+01
     4      2      0     24   1  -0.5840000000E-02  -0.2025300000E+01
     5      2      0     25   1   0.1180000000E-02  -0.1358740000E+01
     6      2      0     26   1  -0.3400000000E-02  -0.1168440000E+01
     7      2      0     27   1  -0.2400000000E-03  -0.6446000000E+00
     8      2      0     28   1  -0.4800000000E-02  -0.1568800000E+00
     9      2      0     29   1  -0.3500000000E-02   0.3177600000E+00
     0      3      0     30   1  -0.9100000000E-02  -0.1790500000E+01
     1      3      0     31   1   0.7220000000E-02  -0.2964400000E+01
     2      3      0     32   1  -0.7300000000E-02  -0.2864720000E+01
     3      3      0     33   1   0.3960000000E-02  -0.2964180000E+01
     4      3      0     34   1  -0.8460000000E-02  -0.3063820000E+01
     5      3      0     35   1   0.8520000000E-02  -0.2492680000E+01
