 program J1J2_6          
 spatial system size               14
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                         101
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.466197E+00 0.224871E+00 0.573317E-01 0.163995E+00 0.866220E+00 0.346920E+00 0.977788E+00 0.205302E-02 0.807433E-02 0.195723E-01 0.279551E+00 0.105373E+00 0.216525E-01 0.573364E+00 0.150636E-01 0.298301E+00 0.119497E+00 0.266657E-01 0.578830E+00 0.138810E-01 0.587278E-01 0.271498E-02 0.452329E+00 0.346615E-01
 0.818421E+01 0.447073E+00 0.208147E+00 0.501102E-01 0.155088E+00 0.843394E+00 0.387697E+00 0.971791E+00 0.278962E-02 0.843600E-02 0.236887E-01 0.266104E+00 0.972767E-01 0.190974E-01 0.561661E+00 0.159924E-01 0.284521E+00 0.110870E+00 0.236687E-01 0.566194E+00 0.149748E-01 0.522256E-01 0.254299E-02 0.435393E+00 0.344452E-01
 0.836842E+01 0.427370E+00 0.191711E+00 0.434994E-01 0.145779E+00 0.816442E+00 0.431744E+00 0.963915E+00 0.382668E-02 0.880297E-02 0.277906E-01 0.252464E+00 0.893280E-01 0.167178E-01 0.549449E+00 0.168118E-01 0.270598E+00 0.102383E+00 0.208566E-01 0.552217E+00 0.161398E-01 0.461640E-01 0.236821E-02 0.419274E+00 0.341735E-01
 0.855263E+01 0.407152E+00 0.175651E+00 0.374886E-01 0.136163E+00 0.784942E+00 0.476572E+00 0.953733E+00 0.523829E-02 0.916130E-02 0.308366E-01 0.238656E+00 0.815700E-01 0.145201E-01 0.535548E+00 0.176647E-01 0.256598E+00 0.940812E-01 0.182360E-01 0.537033E+00 0.172607E-01 0.405581E-01 0.218941E-02 0.404347E+00 0.338868E-01
 0.873684E+01 0.386536E+00 0.160083E+00 0.320746E-01 0.126292E+00 0.748387E+00 0.522008E+00 0.940499E+00 0.708847E-02 0.949267E-02 0.327089E-01 0.224812E+00 0.740709E-01 0.125087E-01 0.520956E+00 0.183497E-01 0.242633E+00 0.860122E-01 0.158159E-01 0.521246E+00 0.182726E-01 0.354582E-01 0.201183E-02 0.391499E+00 0.336494E-01
 0.892105E+01 0.365608E+00 0.145057E+00 0.272183E-01 0.116310E+00 0.706445E+00 0.564512E+00 0.924327E+00 0.922457E-02 0.977366E-02 0.334695E-01 0.210931E+00 0.668439E-01 0.106766E-01 0.504498E+00 0.191267E-01 0.228760E+00 0.782130E-01 0.135987E-01 0.504570E+00 0.192674E-01 0.308244E-01 0.183439E-02 0.380719E+00 0.334760E-01
 0.910526E+01 0.344534E+00 0.130694E+00 0.229104E-01 0.106319E+00 0.658703E+00 0.607810E+00 0.904433E+00 0.115711E-01 0.998665E-02 0.342181E-01 0.197206E+00 0.599852E-01 0.903530E-02 0.486622E+00 0.198329E-01 0.215012E+00 0.707084E-01 0.115815E-01 0.486873E+00 0.202584E-01 0.266715E-01 0.166221E-02 0.372391E+00 0.333695E-01
 0.928947E+01 0.323287E+00 0.116976E+00 0.191056E-01 0.963877E-01 0.603726E+00 0.650627E+00 0.880596E+00 0.139767E-01 0.101284E-01 0.350043E-01 0.183690E+00 0.535033E-01 0.757618E-02 0.467538E+00 0.204538E-01 0.201321E+00 0.634723E-01 0.975715E-02 0.468505E+00 0.211490E-01 0.229664E-01 0.149447E-02 0.366767E+00 0.333501E-01
 0.947368E+01 0.301990E+00 0.103941E+00 0.157624E-01 0.866127E-01 0.541034E+00 0.692205E+00 0.852409E+00 0.163445E-01 0.101753E-01 0.355830E-01 0.170478E+00 0.474021E-01 0.627781E-02 0.447082E+00 0.209957E-01 0.187700E+00 0.565394E-01 0.812682E-02 0.449438E+00 0.219215E-01 0.196798E-01 0.133210E-02 0.363755E+00 0.333864E-01
 0.965789E+01 0.280702E+00 0.916345E-01 0.128551E-01 0.770929E-01 0.469062E+00 0.730124E+00 0.819005E+00 0.186661E-01 0.101347E-01 0.362986E-01 0.157627E+00 0.416979E-01 0.513806E-02 0.425585E+00 0.214137E-01 0.174168E+00 0.499366E-01 0.668495E-02 0.429937E+00 0.224671E-01 0.167877E-01 0.117775E-02 0.363808E+00 0.334923E-01
