 program J1J2_6          
 linear system size                56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   HOT
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9015
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed            2
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.9341921850171393E+00   1.6966488534718206E-02   6.0432672435366186E-01   1.3024462157157012E-03
   8.0555555555555554E+00  -3.9005356494531012E+00   1.6962001376871726E-02   6.0695010591152188E-01   4.9479268412720625E-04
   8.1111111111111107E+00  -3.8667656079653456E+00   1.6919235257704477E-02   6.0829531259608161E-01   2.7081236107424054E-04
   8.1666666666666661E+00  -3.8327931854488480E+00   1.6900353718916322E-02   6.1294383136555564E-01   1.2363229488285407E-04
   8.2222222222222214E+00  -3.7987240508758537E+00   1.6911053966073359E-02   6.1425737563419081E-01   6.6677638744427306E-04
   8.2777777777777786E+00  -3.7645012331483523E+00   1.6898350719763339E-02   6.1711957407227214E-01   8.9415204019844066E-04
   8.3333333333333339E+00  -3.7301422744313282E+00   1.6934949153361131E-02   6.1784885108173404E-01   1.0389663367671566E-03
   8.3888888888888893E+00  -3.6956821839290677E+00   1.7054582255343877E-02   6.2040643840089693E-01   2.0828127051313486E-03
   8.4444444444444446E+00  -3.6610976777761826E+00   1.7208391288745760E-02   6.2315776325592420E-01   1.1697062396566721E-03
   8.5000000000000000E+00  -3.6264166719662709E+00   1.7364817893480548E-02   6.2303748620768751E-01   2.7711953723916112E-03
   8.5555555555555554E+00  -3.5917515390773196E+00   1.7488777802865060E-02   6.2219467667103923E-01   2.7165607068519266E-03
   8.6111111111111107E+00  -3.5571166321717431E+00   1.7559236191635394E-02   6.2571277937379755E-01   3.1136393660815662E-03
   8.6666666666666661E+00  -3.5224405045414091E+00   1.7649052408398074E-02   6.2611598768879162E-01   1.3071262211574414E-03
   8.7222222222222214E+00  -3.4877385903093283E+00   1.7706228032914880E-02   6.2610019789466242E-01   1.0832539067563054E-04
   8.7777777777777786E+00  -3.4530672143910111E+00   1.7746727663808991E-02   6.2434910002497557E-01   1.5728340503984887E-03
   8.8333333333333339E+00  -3.4183341894543102E+00   1.7818675821401585E-02   6.2487896364640916E-01   2.5237453553216397E-03
   8.8888888888888893E+00  -3.3836603643011340E+00   1.7931031189175391E-02   6.2324520115356641E-01   1.2056248707707257E-03
   8.9444444444444446E+00  -3.3490145340636595E+00   1.7974475493286880E-02   6.2563596918443265E-01   1.3207806053804033E-03
   9.0000000000000000E+00  -3.3143259766857902E+00   1.8033915333130132E-02   6.2433236281146298E-01   6.8285492136432478E-04
   9.0555555555555554E+00  -3.2796983325532723E+00   1.8103504693797200E-02   6.2285151540020067E-01   1.0347657034613651E-03
   9.1111111111111107E+00  -3.2451605111599040E+00   1.8180587621404801E-02   6.2096058617750294E-01   1.9978964889222158E-04
   9.1666666666666661E+00  -3.2106407374578652E+00   1.8264794763784547E-02   6.2146853779956324E-01   1.6283062092321676E-03
   9.2222222222222214E+00  -3.1762605185420836E+00   1.8348081131268072E-02   6.1841609819834598E-01   1.4158590373252716E-03
   9.2777777777777786E+00  -3.1419349591090722E+00   1.8434501917531303E-02   6.1848955008204942E-01   9.7803690221626052E-04
   9.3333333333333339E+00  -3.1076950876219440E+00   1.8505553205187261E-02   6.1482881384708310E-01   2.4319718189143720E-04
   9.3888888888888893E+00  -3.0735658903655780E+00   1.8573388657012298E-02   6.1338281632589542E-01   3.3032624159943109E-04
   9.4444444444444446E+00  -3.0395898548847855E+00   1.8587619930304420E-02   6.1058416650115932E-01   1.3431066261326615E-03
   9.5000000000000000E+00  -3.0057431896057363E+00   1.8652533017114729E-02   6.0885900477324384E-01   1.9868707542875104E-04
   9.5555555555555554E+00  -2.9719913590110578E+00   1.8682167056379269E-02   6.0547591400530476E-01   9.5017807711240303E-04
   9.6111111111111107E+00  -2.9384337353999688E+00   1.8723353554084134E-02   6.0217767025480440E-01   1.0415899106566919E-03
   9.6666666666666661E+00  -2.9051097770701615E+00   1.8701914443402957E-02   6.0039554427135311E-01   6.2270898059473099E-04
   9.7222222222222214E+00  -2.8719110400481114E+00   1.8648232212003832E-02   5.9351271904370817E-01   3.0514136402972626E-05
   9.7777777777777786E+00  -2.8390080240192246E+00   1.8625728143760963E-02   5.9235857139401504E-01   7.2259743486444714E-04
   9.8333333333333339E+00  -2.8062689817772277E+00   1.8558098741787186E-02   5.8743278688402534E-01   8.7502201849636637E-04
   9.8888888888888893E+00  -2.7738037470640049E+00   1.8442018655130524E-02   5.8450541852845284E-01   2.6385987080113564E-03
   9.9444444444444446E+00  -2.7414627425121969E+00   1.8247911228943536E-02   5.8100413054314615E-01   3.6786630079535926E-03
   1.0000000000000000E+01  -2.7093484301350546E+00   1.8114888874231728E-02   5.7295864333322255E-01   3.2620642205026403E-03
   1.0055555555555555E+01  -2.6775089094818871E+00   1.7958297738035277E-02   5.7188654520698945E-01   3.0472758821194308E-03
   1.0111111111111111E+01  -2.6458674262583171E+00   1.7700284405799703E-02   5.6799874701761266E-01   4.6445696420980990E-03
   1.0166666666666666E+01  -2.6145962493747641E+00   1.7468855152532527E-02   5.6240530682433520E-01   4.0543416514207103E-03
   1.0222222222222221E+01  -2.5834801148334599E+00   1.7214179927377005E-02   5.5605175352787028E-01   3.8234773435011958E-03
   1.0277777777777779E+01  -2.5527579569935241E+00   1.6943579354469798E-02   5.5075296947873853E-01   6.0971895657522725E-03
   1.0333333333333334E+01  -2.5223403787569314E+00   1.6646441764778929E-02   5.4495712432568200E-01   4.4174622832439062E-03
   1.0388888888888889E+01  -2.4922131967838896E+00   1.6356730316256680E-02   5.3760190118637086E-01   4.7254794426928436E-03
   1.0444444444444445E+01  -2.4624776545688576E+00   1.6044081578037529E-02   5.3342423109586645E-01   5.2403804799228734E-03
   1.0500000000000000E+01  -2.4330510582663774E+00   1.5697213386201267E-02   5.2677735804132264E-01   4.4935549905711671E-03
   1.0555555555555555E+01  -2.4039712372986739E+00   1.5426710834622803E-02   5.1921396985377855E-01   5.0096160970532124E-03
   1.0611111111111111E+01  -2.3753007698439084E+00   1.5097197621251623E-02   5.1409688408829912E-01   5.1476246259428262E-03
   1.0666666666666666E+01  -2.3469651444635016E+00   1.4780635081461851E-02   5.0706750975821779E-01   5.5946587303931814E-03
   1.0722222222222221E+01  -2.3190387327555726E+00   1.4473958562197442E-02   4.9888929521548109E-01   4.9227454642611010E-03
   1.0777777777777779E+01  -2.2915235466558324E+00   1.4176451790711626E-02   4.9104204917037597E-01   5.7930289952663203E-03
