 iconf, T, strx, stry, absstr, D, best_en, final_en, absstrx_absstry, coex_angle
   1 0.800000E+01 0.306205E+00 0.254742E+00 0.398402E+00 0.288680E-01 -.388196E+01 -.379989E+01 0.780035E-01 0.966893E+00
   1 0.805556E+01 0.301139E+00 0.250197E+00 0.391606E+00 0.280858E-01 -.384465E+01 -.376993E+01 0.753442E-01 0.966427E+00
   1 0.811111E+01 0.295940E+00 0.245593E+00 0.384672E+00 0.272641E-01 -.380942E+01 -.375292E+01 0.726808E-01 0.966017E+00
   1 0.816667E+01 0.290654E+00 0.241205E+00 0.377807E+00 0.262996E-01 -.377899E+01 -.371908E+01 0.701072E-01 0.966014E+00
   1 0.822222E+01 0.285348E+00 0.236719E+00 0.370865E+00 0.253874E-01 -.374794E+01 -.368021E+01 0.675474E-01 0.965890E+00
   1 0.827778E+01 0.279868E+00 0.232143E+00 0.363733E+00 0.244357E-01 -.370875E+01 -.363969E+01 0.649695E-01 0.965843E+00
   1 0.833333E+01 0.274265E+00 0.227611E+00 0.356534E+00 0.234143E-01 -.367754E+01 -.360770E+01 0.624256E-01 0.966025E+00
   1 0.838889E+01 0.268632E+00 0.223201E+00 0.349390E+00 0.223448E-01 -.364831E+01 -.356069E+01 0.599589E-01 0.966445E+00
   1 0.844444E+01 0.262926E+00 0.218709E+00 0.342139E+00 0.212968E-01 -.360786E+01 -.352131E+01 0.575043E-01 0.966847E+00
   1 0.850000E+01 0.257028E+00 0.214221E+00 0.334742E+00 0.201729E-01 -.357621E+01 -.348635E+01 0.550606E-01 0.967532E+00
   1 0.855556E+01 0.251144E+00 0.209825E+00 0.327419E+00 0.190469E-01 -.354286E+01 -.345061E+01 0.526962E-01 0.968372E+00
   1 0.861111E+01 0.245218E+00 0.205365E+00 0.320028E+00 0.179569E-01 -.351493E+01 -.345139E+01 0.503591E-01 0.969192E+00
   1 0.866667E+01 0.239231E+00 0.200731E+00 0.312481E+00 0.169383E-01 -.347105E+01 -.340512E+01 0.480210E-01 0.969834E+00
   1 0.872222E+01 0.233029E+00 0.196098E+00 0.304777E+00 0.158481E-01 -.343941E+01 -.334159E+01 0.456966E-01 0.970808E+00
   1 0.877778E+01 0.226932E+00 0.191376E+00 0.297098E+00 0.148733E-01 -.340751E+01 -.332557E+01 0.434292E-01 0.971514E+00
   1 0.883333E+01 0.220793E+00 0.186512E+00 0.289307E+00 0.139630E-01 -.336936E+01 -.332770E+01 0.411805E-01 0.972061E+00
   1 0.888889E+01 0.214469E+00 0.181281E+00 0.281159E+00 0.131341E-01 -.334481E+01 -.325384E+01 0.388791E-01 0.972261E+00
   1 0.894444E+01 0.208194E+00 0.175953E+00 0.272988E+00 0.123851E-01 -.330615E+01 -.322224E+01 0.366323E-01 0.972217E+00
   1 0.900000E+01 0.201757E+00 0.170237E+00 0.264463E+00 0.117252E-01 -.327302E+01 -.318087E+01 0.343465E-01 0.971690E+00
   1 0.905556E+01 0.195318E+00 0.164070E+00 0.255676E+00 0.112302E-01 -.323751E+01 -.314914E+01 0.320458E-01 0.970212E+00
   1 0.911111E+01 0.188895E+00 0.158015E+00 0.246978E+00 0.107125E-01 -.319922E+01 -.313274E+01 0.298483E-01 0.968803E+00
   1 0.916667E+01 0.182347E+00 0.151813E+00 0.238117E+00 0.102032E-01 -.316631E+01 -.308258E+01 0.276827E-01 0.967153E+00
   1 0.922222E+01 0.175556E+00 0.145509E+00 0.229006E+00 0.964714E-02 -.313340E+01 -.304994E+01 0.255450E-01 0.965572E+00
   1 0.927778E+01 0.168777E+00 0.139191E+00 0.219919E+00 0.911139E-02 -.310360E+01 -.306629E+01 0.234923E-01 0.963757E+00
   1 0.933333E+01 0.161881E+00 0.132646E+00 0.210636E+00 0.861054E-02 -.307339E+01 -.302306E+01 0.214730E-01 0.961354E+00
   1 0.938889E+01 0.154535E+00 0.126252E+00 0.201129E+00 0.794163E-02 -.303374E+01 -.293181E+01 0.195103E-01 0.960226E+00
   1 0.944444E+01 0.146946E+00 0.120033E+00 0.191543E+00 0.718508E-02 -.300738E+01 -.293632E+01 0.176383E-01 0.960168E+00
   1 0.950000E+01 0.139447E+00 0.114206E+00 0.182294E+00 0.640251E-02 -.296792E+01 -.290998E+01 0.159257E-01 0.961164E+00
   1 0.955556E+01 0.131650E+00 0.108731E+00 0.173095E+00 0.550934E-02 -.293917E+01 -.284489E+01 0.143145E-01 0.964290E+00
   1 0.961111E+01 0.124386E+00 0.103283E+00 0.164289E+00 0.480458E-02 -.290418E+01 -.284530E+01 0.128469E-01 0.966215E+00
   1 0.966667E+01 0.116821E+00 0.978867E-01 0.155327E+00 0.406540E-02 -.287649E+01 -.280700E+01 0.114353E-01 0.969370E+00
   1 0.972222E+01 0.109440E+00 0.928876E-01 0.146756E+00 0.334911E-02 -.285397E+01 -.275199E+01 0.101657E-01 0.973582E+00
   1 0.977778E+01 0.101966E+00 0.879592E-01 0.138220E+00 0.266022E-02 -.281431E+01 -.273839E+01 0.896884E-02 0.978479E+00
   1 0.983333E+01 0.951763E-01 0.832715E-01 0.130263E+00 0.212438E-02 -.278366E+01 -.268687E+01 0.792547E-02 0.982355E+00
   1 0.988889E+01 0.883581E-01 0.786470E-01 0.122340E+00 0.162180E-02 -.275291E+01 -.267720E+01 0.694911E-02 0.986566E+00
   1 0.994444E+01 0.823027E-01 0.743207E-01 0.115113E+00 0.125017E-02 -.271721E+01 -.263342E+01 0.611680E-02 0.989665E+00
   1 0.100000E+02 0.763406E-01 0.704027E-01 0.108274E+00 0.871353E-03 -.268662E+01 -.260171E+01 0.537458E-02 0.993472E+00
   1 0.100556E+02 0.707118E-01 0.665378E-01 0.101662E+00 0.572886E-03 -.265759E+01 -.257085E+01 0.470501E-02 0.996307E+00
   1 0.101111E+02 0.656982E-01 0.631181E-01 0.957940E-01 0.332368E-03 -.262539E+01 -.254386E+01 0.414675E-02 0.998397E+00
   1 0.101667E+02 0.609674E-01 0.596858E-01 0.900631E-01 0.154636E-03 -.260129E+01 -.252003E+01 0.363889E-02 0.999549E+00
   1 0.102222E+02 0.564412E-01 0.566122E-01 0.846698E-01 -.193280E-04 -.257228E+01 -.247619E+01 0.319526E-02 0.999991E+00
   1 0.102778E+02 0.525723E-01 0.534614E-01 0.797046E-01 -.942744E-04 -.253660E+01 -.248421E+01 0.281059E-02 0.999719E+00
   1 0.103333E+02 0.490167E-01 0.505809E-01 0.750800E-01 -.155788E-03 -.251192E+01 -.238907E+01 0.247931E-02 0.999014E+00
   1 0.103889E+02 0.457279E-01 0.478971E-01 0.707671E-01 -.203094E-03 -.247921E+01 -.239318E+01 0.219023E-02 0.997855E+00
   1 0.104444E+02 0.426183E-01 0.453269E-01 0.666302E-01 -.238209E-03 -.245651E+01 -.233074E+01 0.193176E-02 0.996213E+00
   1 0.105000E+02 0.396577E-01 0.429918E-01 0.627557E-01 -.275563E-03 -.242667E+01 -.234558E+01 0.170496E-02 0.993512E+00
   1 0.105556E+02 0.369368E-01 0.406957E-01 0.590614E-01 -.291810E-03 -.239952E+01 -.230942E+01 0.150317E-02 0.990666E+00
   1 0.106111E+02 0.345160E-01 0.385267E-01 0.556616E-01 -.292951E-03 -.237457E+01 -.229388E+01 0.132979E-02 0.988013E+00
   1 0.106667E+02 0.325546E-01 0.364214E-01 0.526605E-01 -.266714E-03 -.235886E+01 -.225379E+01 0.118568E-02 0.987508E+00
   1 0.107222E+02 0.305689E-01 0.345641E-01 0.497772E-01 -.260221E-03 -.232980E+01 -.225224E+01 0.105659E-02 0.985062E+00
   1 0.107778E+02 0.287738E-01 0.330084E-01 0.472885E-01 -.261619E-03 -.229689E+01 -.221974E+01 0.949777E-03 0.981385E+00
   1 0.108333E+02 0.272699E-01 0.315247E-01 0.450115E-01 -.250159E-03 -.227887E+01 -.220158E+01 0.859677E-03 0.979270E+00
   1 0.108889E+02 0.257396E-01 0.301396E-01 0.428328E-01 -.245868E-03 -.224909E+01 -.218474E+01 0.775783E-03 0.975504E+00
   1 0.109444E+02 0.244049E-01 0.288627E-01 0.408625E-01 -.237459E-03 -.223028E+01 -.214893E+01 0.704392E-03 0.972374E+00
   1 0.110000E+02 0.231800E-01 0.276371E-01 0.390224E-01 -.226497E-03 -.219924E+01 -.211382E+01 0.640626E-03 0.969697E+00
   1 0.110556E+02 0.220456E-01 0.265483E-01 0.373329E-01 -.218807E-03 -.217470E+01 -.212343E+01 0.585273E-03 0.966238E+00
   1 0.111111E+02 0.209986E-01 0.255348E-01 0.357839E-01 -.211086E-03 -.215708E+01 -.205555E+01 0.536196E-03 0.962700E+00
   1 0.111667E+02 0.200129E-01 0.246616E-01 0.343646E-01 -.207677E-03 -.214021E+01 -.205325E+01 0.493551E-03 0.957612E+00
   1 0.112222E+02 0.191414E-01 0.237063E-01 0.329851E-01 -.195593E-03 -.210787E+01 -.206443E+01 0.453772E-03 0.955613E+00
   1 0.112778E+02 0.183226E-01 0.227938E-01 0.316758E-01 -.183841E-03 -.209506E+01 -.199197E+01 0.417641E-03 0.953796E+00
   1 0.113333E+02 0.175539E-01 0.220168E-01 0.305130E-01 -.176601E-03 -.206455E+01 -.200656E+01 0.386480E-03 0.950389E+00
   1 0.113889E+02 0.168295E-01 0.212590E-01 0.293659E-01 -.168711E-03 -.204337E+01 -.196090E+01 0.357778E-03 0.947337E+00
   1 0.114444E+02 0.160605E-01 0.205465E-01 0.282495E-01 -.164220E-03 -.202125E+01 -.197230E+01 0.329988E-03 0.941695E+00
   1 0.115000E+02 0.153420E-01 0.198126E-01 0.271382E-01 -.157162E-03 -.200703E+01 -.195729E+01 0.303966E-03 0.937355E+00
