 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9043
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.422162E+00 0.178277E+00 0.318228E-01 0.349901E-01 0.998739E+00 0.849225E+00 0.999134E+00 0.181422E-03 0.301270E-02 0.168993E+00 0.326502E+00 0.106634E+00 0.113836E-01 0.666296E+00 0.235066E-04 0.267494E+00 0.716435E-01 0.515785E-02 0.665642E+00 0.323024E-03 0.873412E-01 0.149527E-02 0.960862E+00 0.535171E-02
 0.805556E+01 0.415763E+00 0.172928E+00 0.299510E-01 0.345270E-01 0.998428E+00 0.954831E+00 0.998989E+00 0.252697E-03 0.354832E-02 0.227549E+00 0.322015E+00 0.103727E+00 0.107731E-01 0.666254E+00 0.330111E-04 0.262848E+00 0.692003E-01 0.481797E-02 0.665412E+00 0.463351E-03 0.846480E-01 0.171954E-02 0.959348E+00 0.605015E-02
 0.811111E+01 0.409208E+00 0.167535E+00 0.281227E-01 0.340654E-01 0.998048E+00 0.106273E+01 0.998829E+00 0.327075E-03 0.412705E-02 0.282398E+00 0.317433E+00 0.100800E+00 0.101753E-01 0.666213E+00 0.383813E-04 0.258068E+00 0.667347E-01 0.448762E-02 0.665124E+00 0.640545E-03 0.819301E-01 0.195599E-02 0.957654E+00 0.684904E-02
 0.816667E+01 0.402503E+00 0.162109E+00 0.263431E-01 0.336290E-01 0.997571E+00 0.118298E+01 0.998641E+00 0.417621E-03 0.476041E-02 0.345024E+00 0.312776E+00 0.978690E-01 0.959397E-02 0.666166E+00 0.446205E-04 0.253130E+00 0.642400E-01 0.416652E-02 0.664767E+00 0.864105E-03 0.791883E-01 0.221244E-02 0.955671E+00 0.786500E-02
 0.822222E+01 0.395714E+00 0.156710E+00 0.246315E-01 0.331597E-01 0.997005E+00 0.132498E+01 0.998414E+00 0.520111E-03 0.537898E-02 0.411247E+00 0.308043E+00 0.949347E-01 0.902931E-02 0.666113E+00 0.414129E-04 0.248143E+00 0.617750E-01 0.386186E-02 0.664341E+00 0.113495E-02 0.764593E-01 0.245781E-02 0.953561E+00 0.903856E-02
 0.827778E+01 0.388928E+00 0.151405E+00 0.230061E-01 0.327572E-01 0.996394E+00 0.143845E+01 0.998200E+00 0.611304E-03 0.599137E-02 0.459284E+00 0.303369E+00 0.920810E-01 0.849643E-02 0.666063E+00 0.357456E-04 0.243079E+00 0.593238E-01 0.357090E-02 0.663898E+00 0.140855E-02 0.737687E-01 0.269844E-02 0.951057E+00 0.104724E-01
 0.833333E+01 0.382127E+00 0.146181E+00 0.214597E-01 0.322999E-01 0.995741E+00 0.156390E+01 0.997956E+00 0.699467E-03 0.652416E-02 0.498852E+00 0.298644E+00 0.892402E-01 0.798216E-02 0.666003E+00 0.198683E-04 0.238050E+00 0.569403E-01 0.329889E-02 0.663448E+00 0.168072E-02 0.711230E-01 0.290016E-02 0.948511E+00 0.120005E-01
 0.838889E+01 0.375196E+00 0.140952E+00 0.199663E-01 0.318393E-01 0.995019E+00 0.166827E+01 0.997718E+00 0.780891E-03 0.707421E-02 0.527244E+00 0.293836E+00 0.863954E-01 0.748323E-02 0.665940E+00 0.475478E-05 0.232902E+00 0.545561E-01 0.303834E-02 0.662948E+00 0.197703E-02 0.684709E-01 0.310491E-02 0.945642E+00 0.137865E-01
 0.844444E+01 0.368326E+00 0.135864E+00 0.185647E-01 0.313574E-01 0.994267E+00 0.178617E+01 0.997449E+00 0.868595E-03 0.754559E-02 0.557461E+00 0.289053E+00 0.836105E-01 0.701010E-02 0.665881E+00 0.154945E-04 0.227803E+00 0.522531E-01 0.279739E-02 0.662352E+00 0.233446E-02 0.658874E-01 0.327640E-02 0.942610E+00 0.157223E-01
 0.850000E+01 0.361367E+00 0.130807E+00 0.172227E-01 0.309365E-01 0.993434E+00 0.191266E+01 0.997146E+00 0.957625E-03 0.799983E-02 0.582219E+00 0.284272E+00 0.808715E-01 0.655968E-02 0.665828E+00 0.331758E-04 0.222547E+00 0.499351E-01 0.256527E-02 0.661677E+00 0.270355E-02 0.633084E-01 0.343593E-02 0.939019E+00 0.178667E-01
 0.855556E+01 0.354402E+00 0.125844E+00 0.159554E-01 0.304808E-01 0.992503E+00 0.208777E+01 0.996748E+00 0.107320E-02 0.840101E-02 0.620225E+00 0.279459E+00 0.781622E-01 0.612937E-02 0.665744E+00 0.649805E-04 0.217283E+00 0.476815E-01 0.235002E-02 0.660746E+00 0.321874E-02 0.607706E-01 0.356948E-02 0.935238E+00 0.200377E-01
