 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.904062E-01 0.868184E-02 0.925340E-04 0.590780E+00
   1 0.818421E+01 -.869408E-01 0.807261E-02 0.812611E-04 0.584344E+00
   1 0.836842E+01 -.830889E-01 0.742461E-02 0.700394E-04 0.576480E+00
   1 0.855263E+01 -.795862E-01 0.684823E-02 0.604986E-04 0.570001E+00
   1 0.873684E+01 -.754291E-01 0.620654E-02 0.508150E-04 0.560284E+00
   1 0.892105E+01 -.709707E-01 0.555114E-02 0.417351E-04 0.548544E+00
   1 0.910526E+01 -.664664E-01 0.492894E-02 0.338169E-04 0.536013E+00
   1 0.928947E+01 -.616344E-01 0.430282E-02 0.267113E-04 0.519086E+00
   1 0.947368E+01 -.568683E-01 0.373682E-02 0.210180E-04 0.498275E+00
   1 0.965789E+01 -.522318E-01 0.322751E-02 0.163676E-04 0.476243E+00
   1 0.984211E+01 -.480311E-01 0.280007E-02 0.128691E-04 0.452875E+00
   1 0.100263E+02 -.441331E-01 0.243404E-02 0.101631E-04 0.428194E+00
   1 0.102105E+02 -.401217E-01 0.209386E-02 0.797010E-05 0.394038E+00
   1 0.103947E+02 -.365659E-01 0.181560E-02 0.630720E-05 0.362217E+00
   1 0.105789E+02 -.334530E-01 0.159023E-02 0.506543E-05 0.332308E+00
   1 0.107632E+02 -.309065E-01 0.141722E-02 0.421320E-05 0.300778E+00
   1 0.109474E+02 -.283890E-01 0.126819E-02 0.352342E-05 0.269750E+00
   1 0.111316E+02 -.262927E-01 0.114659E-02 0.298660E-05 0.242754E+00
   1 0.113158E+02 -.242778E-01 0.103414E-02 0.251837E-05 0.215061E+00
   1 0.115000E+02 -.224822E-01 0.945120E-03 0.217831E-05 0.187122E+00
   2 0.800000E+01 0.150420E-01 0.731743E-03 0.150481E-05 0.632081E-01
   2 0.818421E+01 0.133724E-01 0.690714E-03 0.136592E-05 0.456475E-01
   2 0.836842E+01 0.112252E-01 0.639371E-03 0.119686E-05 0.240725E-01
   2 0.855263E+01 0.881876E-02 0.594628E-03 0.105617E-05 0.431694E-02
   2 0.873684E+01 0.542713E-02 0.552922E-03 0.921237E-06 -.443684E-02
   2 0.892105E+01 0.147130E-02 0.528583E-03 0.834772E-06 0.408980E-02
   2 0.910526E+01 -.326668E-02 0.544330E-03 0.889492E-06 -.680671E-03
   2 0.928947E+01 -.853846E-02 0.605504E-03 0.109793E-05 0.179977E-02
   2 0.947368E+01 -.130158E-01 0.694946E-03 0.139907E-05 0.343601E-01
   2 0.965789E+01 -.165774E-01 0.795907E-03 0.174746E-05 0.804785E-01
   2 0.984211E+01 -.190387E-01 0.878620E-03 0.204352E-05 0.117618E+00
   2 0.100263E+02 -.205899E-01 0.931128E-03 0.225074E-05 0.134662E+00
   2 0.102105E+02 -.215465E-01 0.961367E-03 0.234119E-05 0.155622E+00
   2 0.103947E+02 -.220042E-01 0.974172E-03 0.237921E-05 0.164321E+00
   2 0.105789E+02 -.220115E-01 0.962456E-03 0.230959E-05 0.168903E+00
   2 0.107632E+02 -.212055E-01 0.921987E-03 0.214775E-05 0.157804E+00
   2 0.109474E+02 -.198382E-01 0.862789E-03 0.192639E-05 0.137390E+00
   2 0.111316E+02 -.182195E-01 0.787001E-03 0.165051E-05 0.111727E+00
   2 0.113158E+02 -.161160E-01 0.709572E-03 0.138072E-05 0.859027E-01
   2 0.115000E+02 -.140280E-01 0.638435E-03 0.115884E-05 0.523029E-01
   3 0.800000E+01 0.423553E+00 0.179913E+00 0.327397E-01 0.662847E+00
   3 0.818421E+01 0.414403E+00 0.172241E+00 0.300179E-01 0.662722E+00
   3 0.836842E+01 0.404334E+00 0.164005E+00 0.272384E-01 0.662445E+00
