 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9041
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.419910E+00 0.176390E+00 0.311595E-01 0.272602E-01 0.998525E+00 0.139982E+01 0.998576E+00 0.445128E-04 0.107236E-02 0.359848E-01 0.303546E+00 0.926579E-01 0.877472E-02 0.665745E+00 0.255468E-03 0.288160E+00 0.837325E-01 0.723861E-02 0.665274E+00 0.476943E-03 0.869419E-01 0.955267E-03 0.973351E+00 0.113611E-01
 0.805556E+01 0.413421E+00 0.170992E+00 0.292893E-01 0.270296E-01 0.998260E+00 0.158033E+01 0.998331E+00 0.100535E-03 0.125452E-02 0.849088E-01 0.298915E+00 0.898689E-01 0.826042E-02 0.665677E+00 0.263811E-03 0.283527E+00 0.811235E-01 0.681266E-02 0.664868E+00 0.656016E-03 0.842151E-01 0.103024E-02 0.972118E+00 0.118323E-01
 0.811111E+01 0.406579E+00 0.165395E+00 0.274132E-01 0.269144E-01 0.997889E+00 0.180907E+01 0.998011E+00 0.180007E-03 0.162990E-02 0.147697E+00 0.294276E+00 0.871146E-01 0.776635E-02 0.665611E+00 0.267989E-03 0.278352E+00 0.782804E-01 0.636944E-02 0.664295E+00 0.920750E-03 0.813644E-01 0.120272E-02 0.970239E+00 0.128742E-01
 0.816667E+01 0.399600E+00 0.159782E+00 0.255945E-01 0.269429E-01 0.997487E+00 0.201663E+01 0.997684E+00 0.273368E-03 0.205290E-02 0.214096E+00 0.289592E+00 0.843817E-01 0.729271E-02 0.665534E+00 0.280712E-03 0.272991E+00 0.754003E-01 0.593865E-02 0.663679E+00 0.123109E-02 0.784883E-01 0.139762E-02 0.967753E+00 0.142263E-01
 0.822222E+01 0.392577E+00 0.154233E+00 0.238580E-01 0.268191E-01 0.997047E+00 0.221324E+01 0.997345E+00 0.336471E-03 0.247507E-02 0.246366E+00 0.284890E+00 0.816792E-01 0.683798E-02 0.665431E+00 0.270458E-03 0.267606E+00 0.725537E-01 0.552534E-02 0.663126E+00 0.146730E-02 0.756571E-01 0.158301E-02 0.965382E+00 0.156223E-01
 0.827778E+01 0.385394E+00 0.148657E+00 0.221740E-01 0.266298E-01 0.996602E+00 0.238230E+01 0.997010E+00 0.348555E-03 0.283234E-02 0.232916E+00 0.280025E+00 0.789320E-01 0.639160E-02 0.665296E+00 0.247400E-03 0.262168E+00 0.697251E-01 0.512704E-02 0.662671E+00 0.159313E-02 0.728208E-01 0.173094E-02 0.962993E+00 0.169995E-01
 0.833333E+01 0.378225E+00 0.143192E+00 0.205822E-01 0.263341E-01 0.996187E+00 0.249245E+01 0.996725E+00 0.364986E-03 0.318235E-02 0.224028E+00 0.275076E+00 0.761867E-01 0.596074E-02 0.665096E+00 0.209129E-03 0.256852E+00 0.670056E-01 0.475556E-02 0.662341E+00 0.165908E-02 0.700545E-01 0.186121E-02 0.960802E+00 0.182139E-01
 0.838889E+01 0.370951E+00 0.137753E+00 0.190569E-01 0.259976E-01 0.995740E+00 0.258274E+01 0.996441E+00 0.380171E-03 0.355414E-02 0.212782E+00 0.269930E+00 0.733861E-01 0.553725E-02 0.664828E+00 0.143911E-03 0.251591E+00 0.643673E-01 0.440809E-02 0.662053E+00 0.170254E-02 0.673084E-01 0.198532E-02 0.958656E+00 0.192578E-01
 0.844444E+01 0.363672E+00 0.132416E+00 0.176166E-01 0.253899E-01 0.995280E+00 0.265729E+01 0.996158E+00 0.388240E-03 0.389114E-02 0.197217E+00 0.264524E+00 0.704982E-01 0.511631E-02 0.664448E+00 0.228685E-04 0.246647E+00 0.619174E-01 0.409238E-02 0.661867E+00 0.167707E-02 0.646494E-01 0.206498E-02 0.957516E+00 0.195426E-01
 0.850000E+01 0.356392E+00 0.127181E+00 0.162580E-01 0.247534E-01 0.994864E+00 0.268352E+01 0.995933E+00 0.373858E-03 0.419457E-02 0.168499E+00 0.258970E+00 0.675941E-01 0.471048E-02 0.664011E+00 0.132647E-03 0.241861E+00 0.595865E-01 0.380133E-02 0.661732E+00 0.164338E-02 0.620506E-01 0.211795E-02 0.956602E+00 0.194723E-01
