 program J1J2_6          
 linear system size                56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9147
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed            2
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.9365764231450489E+00   2.6164426122140115E-02   6.0744610688014689E-01   4.2853035260303519E-03
   8.0555555555555554E+00  -3.9028003848494270E+00   2.6387628881713657E-02   6.1156703333452112E-01   4.5488373070214447E-03
   8.1111111111111107E+00  -3.8688495729033878E+00   2.6605533986798255E-02   6.1089213175266788E-01   2.1762288388063526E-03
   8.1666666666666661E+00  -3.8347596570022429E+00   2.6827507776619013E-02   6.1350233373195817E-01   2.9453183938454976E-03
   8.2222222222222214E+00  -3.8005247536038129E+00   2.7025393894383423E-02   6.1668224448099440E-01   2.3623596457146641E-03
   8.2777777777777786E+00  -3.7662256386802544E+00   2.7255799957577702E-02   6.1932125498056378E-01   3.6752705206131542E-03
   8.3333333333333339E+00  -3.7317411532638047E+00   2.7459492403014998E-02   6.2216993941184118E-01   2.6512779041079943E-03
   8.3888888888888893E+00  -3.6971866945650143E+00   2.7676236266237178E-02   6.2243966379089777E-01   2.7138405317653391E-03
   8.4444444444444446E+00  -3.6626265844589030E+00   2.7921442285507053E-02   6.2446782712777105E-01   2.8534474848888598E-03
   8.5000000000000000E+00  -3.6280043794363026E+00   2.8121614100988318E-02   6.2406029279319386E-01   2.2844162515808803E-03
   8.5555555555555554E+00  -3.5933313795480308E+00   2.8241152276619726E-02   6.2389648563404143E-01   1.8279244980761061E-03
   8.6111111111111107E+00  -3.5587553749222534E+00   2.8410193839056921E-02   6.2483148525843446E-01   2.8061127759066726E-03
   8.6666666666666661E+00  -3.5240679497236447E+00   2.8547741429233275E-02   6.2435077456655319E-01   1.6943497179447455E-03
   8.7222222222222214E+00  -3.4894347016704028E+00   2.8682580931316176E-02   6.2637276359612082E-01   1.2559200080703623E-03
   8.7777777777777786E+00  -3.4548050014576335E+00   2.8840455157347882E-02   6.2556130305634317E-01   2.0104067572540981E-03
   8.8333333333333339E+00  -3.4202205752388530E+00   2.8948793524966362E-02   6.2452607717634856E-01   2.1772412032753288E-03
   8.8888888888888893E+00  -3.3855907532915390E+00   2.9052159340779614E-02   6.2507908897651454E-01   1.5759078822181886E-03
   8.9444444444444446E+00  -3.3510170178906984E+00   2.9174043628313634E-02   6.2288324755799507E-01   1.3379895039076790E-03
   9.0000000000000000E+00  -3.3164896988646841E+00   2.9227761070238941E-02   6.2108627371566794E-01   3.3570402257627417E-04
   9.0555555555555554E+00  -3.2820129442949031E+00   2.9235469790001228E-02   6.2029640939207809E-01   5.4843181754444650E-06
   9.1111111111111107E+00  -3.2475783986299369E+00   2.9304557557171856E-02   6.1962947677935953E-01   2.8496082114642127E-04
   9.1666666666666661E+00  -3.2130778041984898E+00   2.9298070719418475E-02   6.1626707994248076E-01   5.8460683838077528E-04
   9.2222222222222214E+00  -3.1787834393270664E+00   2.9298990080939662E-02   6.1892206043088871E-01   4.7556284570113695E-04
   9.2777777777777786E+00  -3.1444706707136065E+00   2.9315792259670528E-02   6.1735931693340862E-01   1.0526698837620126E-03
   9.3333333333333339E+00  -3.1103330731767755E+00   2.9319478692717636E-02   6.1407913560222471E-01   6.8840758720864579E-04
   9.3888888888888893E+00  -3.0762681744361071E+00   2.9305471481189855E-02   6.1168649415678455E-01   8.4461003645495882E-04
   9.4444444444444446E+00  -3.0422506358959147E+00   2.9316165399142398E-02   6.0982748143681498E-01   1.2466005448209062E-04
   9.5000000000000000E+00  -3.0084628083812199E+00   2.9328642288134074E-02   6.0872624675041709E-01   9.0068920430886527E-04
   9.5555555555555554E+00  -2.9747567101462939E+00   2.9279764750994277E-02   6.0456775562537357E-01   2.2334119523230922E-04
   9.6111111111111107E+00  -2.9411563018986699E+00   2.9232857886280193E-02   6.0262464513351732E-01   2.7744278517036996E-03
   9.6666666666666661E+00  -2.9077537284052566E+00   2.9159369179793754E-02   5.9905308333421792E-01   1.4887878404603924E-03
   9.7222222222222214E+00  -2.8746859673563598E+00   2.9032928048199524E-02   5.9513561403719950E-01   1.9903083255045540E-03
   9.7777777777777786E+00  -2.8417824380516112E+00   2.8941966775959418E-02   5.8925724104158250E-01   2.3529029328787344E-03
   9.8333333333333339E+00  -2.8091449280205048E+00   2.8800305517784855E-02   5.8403667184562147E-01   3.2028431437163187E-03
   9.8888888888888893E+00  -2.7767671499401652E+00   2.8577451918012271E-02   5.8103932169980532E-01   3.6166256696307303E-03
   9.9444444444444446E+00  -2.7446842238321079E+00   2.8352371161427692E-02   5.7641160673486980E-01   4.0163257689310519E-03
   1.0000000000000000E+01  -2.7129453212833963E+00   2.8090769232949696E-02   5.6982570759314521E-01   4.9478151836995455E-03
   1.0055555555555555E+01  -2.6813526515265211E+00   2.7869832113126467E-02   5.6625316443343277E-01   4.0849015320196160E-03
   1.0111111111111111E+01  -2.6501428176547046E+00   2.7669366533997045E-02   5.5991278152209523E-01   4.9672334522684247E-03
   1.0166666666666666E+01  -2.6192513080457065E+00   2.7343798653968580E-02   5.5283251263540900E-01   5.2481917544984699E-03
   1.0222222222222221E+01  -2.5886815693677954E+00   2.7113065723948403E-02   5.4719610706215227E-01   4.2460539498085570E-03
   1.0277777777777779E+01  -2.5584931090022831E+00   2.6836257196590132E-02   5.3993570828581428E-01   4.5604019815200982E-03
   1.0333333333333334E+01  -2.5285680729404802E+00   2.6620728596395211E-02   5.3387332958717515E-01   3.6290442556833218E-03
   1.0388888888888889E+01  -2.4990383917956120E+00   2.6366061926824107E-02   5.2827340812496759E-01   3.6782209135199700E-03
   1.0444444444444445E+01  -2.4698340996928212E+00   2.6118587411252326E-02   5.2258958251266918E-01   4.1932637076721483E-03
   1.0500000000000000E+01  -2.4410157572414035E+00   2.5890663758685525E-02   5.1534888667477685E-01   2.9577386235757745E-03
