 program J1J2_6          
 linear system size                56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9137
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed            2
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.9580650892521918E+00   3.3988742299425320E-02   6.0551236201042968E-01   1.9907110403473440E-03
   8.0555555555555554E+00  -3.9242930291052320E+00   3.4047827666207099E-02   6.0844566976128522E-01   1.7762850369130161E-03
   8.1111111111111107E+00  -3.8903985647414840E+00   3.4137582998768561E-02   6.1154268473484186E-01   2.3107062485421557E-03
   8.1666666666666661E+00  -3.8563211125368970E+00   3.4237981194769687E-02   6.1677141607807640E-01   8.1471257285558555E-04
   8.2222222222222214E+00  -3.8221367650301383E+00   3.4302855588971580E-02   6.1559547666846726E-01   1.4727428576551075E-03
   8.2777777777777786E+00  -3.7878614608440633E+00   3.4410233407693711E-02   6.1882060624569213E-01   2.5256591487986847E-03
   8.3333333333333339E+00  -3.7534218211832480E+00   3.4507887640400393E-02   6.2140186096333783E-01   2.5150232008157446E-03
   8.3888888888888893E+00  -3.7188710973135692E+00   3.4567973546472466E-02   6.2227655277270322E-01   8.0994273537675734E-04
   8.4444444444444446E+00  -3.6842869949943271E+00   3.4655919723249891E-02   6.2430095108015515E-01   2.2820097501687776E-03
   8.5000000000000000E+00  -3.6496270344871622E+00   3.4735943123720477E-02   6.2613232933425744E-01   1.4059288625869709E-03
   8.5555555555555554E+00  -3.6149384470817307E+00   3.4850906965745339E-02   6.2778680105134110E-01   1.6998826126234212E-03
   8.6111111111111107E+00  -3.5801682349535073E+00   3.4939260672713815E-02   6.2650875751256918E-01   3.2735632341086879E-05
   8.6666666666666661E+00  -3.5453948349474427E+00   3.5076399031148953E-02   6.2633486269590355E-01   1.9721775901175046E-03
   8.7222222222222214E+00  -3.5105899670182028E+00   3.5196273432258701E-02   6.2909738677481708E-01   7.7077489719908684E-04
   8.7777777777777786E+00  -3.4757883420309907E+00   3.5299994782045430E-02   6.2574278669311001E-01   1.1440047913154853E-03
   8.8333333333333339E+00  -3.4409905818771160E+00   3.5422424767436463E-02   6.2562490300288642E-01   2.5326492822325879E-04
   8.8888888888888893E+00  -3.4062322574048629E+00   3.5522651200531712E-02   6.2487821875133043E-01   1.1590052113139636E-03
   8.9444444444444446E+00  -3.3715525531746589E+00   3.5578106204946287E-02   6.2442428863288513E-01   1.7218226650933101E-03
   9.0000000000000000E+00  -3.3369290549205295E+00   3.5612890730706191E-02   6.2407656916732290E-01   4.4325249368933664E-04
   9.0555555555555554E+00  -3.3023765119119393E+00   3.5683446980513379E-02   6.2254255428831895E-01   9.2716311342347726E-04
   9.1111111111111107E+00  -3.2679293577063504E+00   3.5703762619390490E-02   6.1835541893524704E-01   4.6661763673751878E-04
   9.1666666666666661E+00  -3.2335746290609921E+00   3.5673825522057417E-02   6.1837318096144722E-01   4.8719413201321024E-04
   9.2222222222222214E+00  -3.1992662395349454E+00   3.5640995699870670E-02   6.1654446411970865E-01   8.4066806508031184E-04
   9.2777777777777786E+00  -3.1651748698400977E+00   3.5553647092262351E-02   6.1362287205797483E-01   2.2019515444728047E-03
   9.3333333333333339E+00  -3.1311227742657413E+00   3.5437544938562451E-02   6.1084861156066939E-01   1.8201981610054061E-03
   9.3888888888888893E+00  -3.0972706579265950E+00   3.5292497959866977E-02   6.0748057472133166E-01   2.9183475910468204E-03
   9.4444444444444446E+00  -3.0635929929064556E+00   3.5156084635612837E-02   6.0572503743418138E-01   3.5215386127433936E-03
   9.5000000000000000E+00  -3.0299894070364868E+00   3.4977857040509437E-02   6.0174181939905691E-01   3.1652112142758876E-03
   9.5555555555555554E+00  -2.9966799303581055E+00   3.4762401192152410E-02   5.9889902234877290E-01   3.4492745124904316E-03
   9.6111111111111107E+00  -2.9634345705301604E+00   3.4592313252156212E-02   5.9619784865077530E-01   4.2468251259467514E-03
   9.6666666666666661E+00  -2.9304201529576126E+00   3.4411024210375035E-02   5.9311349002887215E-01   4.3541335192876689E-03
   9.7222222222222214E+00  -2.8976148299331541E+00   3.4231325909907552E-02   5.8951909346824116E-01   3.4899767811523231E-03
   9.7777777777777786E+00  -2.8649439413610729E+00   3.4054107059639793E-02   5.8631169814021566E-01   3.1941548676980573E-03
   9.8333333333333339E+00  -2.8325273156002915E+00   3.3846144302485705E-02   5.8260749770500686E-01   2.4051811247814904E-03
   9.8888888888888893E+00  -2.8003255885182736E+00   3.3707396560784454E-02   5.7911379765089954E-01   3.7649828601663726E-03
   9.9444444444444446E+00  -2.7682390787718378E+00   3.3530579531850201E-02   5.7496756256350223E-01   3.1317498047311030E-03
   1.0000000000000000E+01  -2.7364993726378115E+00   3.3350300872727473E-02   5.6900652583282418E-01   3.5252239711958838E-03
   1.0055555555555555E+01  -2.7050226720017108E+00   3.3178297497634450E-02   5.6470227149541752E-01   3.5160946692344938E-03
   1.0111111111111111E+01  -2.6737291205585167E+00   3.2943674684282762E-02   5.5898144473148970E-01   3.9054935430668045E-03
   1.0166666666666666E+01  -2.6428553300973290E+00   3.2705161850674826E-02   5.5512641717361233E-01   3.5727412396364781E-03
   1.0222222222222221E+01  -2.6121514787491158E+00   3.2485956681592529E-02   5.4954449812907602E-01   3.7371919349680747E-03
   1.0277777777777779E+01  -2.5817777523508054E+00   3.2199243469184055E-02   5.4255031961340006E-01   5.0323358200777294E-03
   1.0333333333333334E+01  -2.5517810065080444E+00   3.1947012696703914E-02   5.3728209079342670E-01   4.8306964509850486E-03
   1.0388888888888889E+01  -2.5220874412188481E+00   3.1681235669636418E-02   5.3078997967019181E-01   5.1587634291143875E-03
   1.0444444444444445E+01  -2.4927222966571465E+00   3.1416297663005022E-02   5.2575949086679152E-01   4.6116067944141689E-03
   1.0500000000000000E+01  -2.4636989056085730E+00   3.1135859117308189E-02   5.1930505187808895E-01   4.2013024221572333E-03
   1.0555555555555555E+01  -2.4349690459985167E+00   3.0857954265985546E-02   5.1368789639511647E-01   5.4619486402340892E-03
   1.0611111111111111E+01  -2.4066624594861206E+00   3.0581295079013301E-02   5.0766787923635281E-01   5.1705360071338238E-03
   1.0666666666666666E+01  -2.3785859819904793E+00   3.0279813377959312E-02   5.0119412894624893E-01   4.8461008975032522E-03
   1.0722222222222221E+01  -2.3508904417279619E+00   3.0003746520827445E-02   4.9558887006130958E-01   5.1957111348138896E-03
   1.0777777777777779E+01  -2.3235853351318223E+00   2.9723607590032626E-02   4.9014230662074421E-01   5.5280080305127408E-03
   1.0833333333333334E+01  -2.2965382620811399E+00   2.9393431970618892E-02   4.8443767668207310E-01   6.3423232969068728E-03
   1.0888888888888889E+01  -2.2699240294258685E+00   2.9061090560261488E-02   4.7509591860416217E-01   5.4649733655420035E-03
   1.0944444444444445E+01  -2.2435596295736824E+00   2.8748049143385922E-02   4.7011211701561917E-01   5.2123401488564682E-03
   1.1000000000000000E+01  -2.2176533460578711E+00   2.8379881946293376E-02   4.6349618179096452E-01   6.3206871931155637E-03
   1.1055555555555555E+01  -2.1920979140430257E+00   2.8020299897231239E-02   4.5688722550565430E-01   6.4636986956859363E-03
   1.1111111111111111E+01  -2.1669075113531209E+00   2.7635376734967666E-02   4.4982845148067274E-01   5.7151310058954552E-03
