 iconf, T, strx, stry, absstr, D, best_en, final_en, absstrx_absstry, coex_angle
   1 0.800000E+01 0.163657E+00 0.458773E+00 0.488697E+00 -.183689E+00 -.464354E+01 -.427871E+01 0.750815E-01 0.400580E+00
   1 0.818421E+01 0.149757E+00 0.443277E+00 0.469712E+00 -.174067E+00 -.459342E+01 -.406022E+01 0.663839E-01 0.367797E+00
   1 0.836842E+01 0.136495E+00 0.427282E+00 0.450537E+00 -.163939E+00 -.444407E+01 -.395273E+01 0.583219E-01 0.336098E+00
   1 0.855263E+01 0.124033E+00 0.410949E+00 0.431384E+00 -.153495E+00 -.430564E+01 -.378778E+01 0.509713E-01 0.306079E+00
   1 0.873684E+01 0.112238E+00 0.394643E+00 0.412516E+00 -.143146E+00 -.421869E+01 -.378676E+01 0.442939E-01 0.276930E+00
   1 0.892105E+01 0.101635E+00 0.378864E+00 0.394542E+00 -.133208E+00 -.412008E+01 -.341699E+01 0.385060E-01 0.250508E+00
   1 0.910526E+01 0.917614E-01 0.363236E+00 0.376942E+00 -.123521E+00 -.404622E+01 -.352264E+01 0.333311E-01 0.225562E+00
   1 0.928947E+01 0.822582E-01 0.347920E+00 0.359788E+00 -.114282E+00 -.391148E+01 -.325103E+01 0.286193E-01 0.200547E+00
   1 0.947368E+01 0.742891E-01 0.333082E+00 0.343487E+00 -.105425E+00 -.380554E+01 -.322467E+01 0.247443E-01 0.180568E+00
   1 0.965789E+01 0.667180E-01 0.318441E+00 0.327512E+00 -.969536E-01 -.366769E+01 -.305702E+01 0.212458E-01 0.161129E+00
   1 0.984211E+01 0.605354E-01 0.304354E+00 0.312382E+00 -.889667E-01 -.361261E+01 -.289331E+01 0.184242E-01 0.146427E+00
   1 0.100263E+02 0.550431E-01 0.290642E+00 0.297784E+00 -.814433E-01 -.363031E+01 -.281557E+01 0.159979E-01 0.133703E+00
   1 0.102105E+02 0.501894E-01 0.276795E+00 0.283186E+00 -.740966E-01 -.339575E+01 -.289655E+01 0.138922E-01 0.123273E+00
   1 0.103947E+02 0.459935E-01 0.263115E+00 0.268914E+00 -.671141E-01 -.339029E+01 -.256825E+01 0.121016E-01 0.115085E+00
   1 0.105789E+02 0.425948E-01 0.248914E+00 0.254274E+00 -.601438E-01 -.330070E+01 -.287011E+01 0.106024E-01 0.110562E+00
   1 0.107632E+02 0.395129E-01 0.234478E+00 0.239511E+00 -.534185E-01 -.319237E+01 -.272309E+01 0.926489E-02 0.107402E+00
   1 0.109474E+02 0.370928E-01 0.219380E+00 0.224255E+00 -.467515E-01 -.305608E+01 -.254532E+01 0.813739E-02 0.108084E+00
   1 0.111316E+02 0.351030E-01 0.203516E+00 0.208373E+00 -.401864E-01 -.302172E+01 -.225985E+01 0.714402E-02 0.112225E+00
   1 0.113158E+02 0.331856E-01 0.186899E+00 0.191827E+00 -.338299E-01 -.304442E+01 -.235957E+01 0.620236E-02 0.118518E+00
   1 0.115000E+02 0.317027E-01 0.169895E+00 0.175026E+00 -.278592E-01 -.288843E+01 -.214589E+01 0.538612E-02 0.130066E+00
   2 0.800000E+01 0.553068E+00 0.488905E-01 0.556059E+00 0.303494E+00 -.448367E+01 -.401231E+01 0.270398E-01 0.307745E-01
   2 0.818421E+01 0.536422E+00 0.459907E-01 0.539179E+00 0.285634E+00 -.437856E+01 -.381601E+01 0.246704E-01 0.289751E-01
   2 0.836842E+01 0.519471E+00 0.431592E-01 0.522000E+00 0.267988E+00 -.426338E+01 -.364836E+01 0.224200E-01 0.272338E-01
   2 0.855263E+01 0.501750E+00 0.407324E-01 0.504107E+00 0.250094E+00 -.416230E+01 -.376738E+01 0.204375E-01 0.260172E-01
   2 0.873684E+01 0.483514E+00 0.383261E-01 0.485705E+00 0.232317E+00 -.404756E+01 -.353195E+01 0.185312E-01 0.248194E-01
   2 0.892105E+01 0.464569E+00 0.362883E-01 0.466633E+00 0.214507E+00 -.403017E+01 -.337559E+01 0.168584E-01 0.241107E-01
   2 0.910526E+01 0.444725E+00 0.342289E-01 0.446663E+00 0.196609E+00 -.395337E+01 -.313787E+01 0.152225E-01 0.234171E-01
   2 0.928947E+01 0.424042E+00 0.326324E-01 0.425911E+00 0.178746E+00 -.377638E+01 -.351764E+01 0.138375E-01 0.234105E-01
   2 0.947368E+01 0.402685E+00 0.309842E-01 0.404488E+00 0.161195E+00 -.365560E+01 -.337119E+01 0.124769E-01 0.234036E-01
   2 0.965789E+01 0.379492E+00 0.295598E-01 0.381276E+00 0.143140E+00 -.356090E+01 -.309338E+01 0.112177E-01 0.239775E-01
   2 0.984211E+01 0.354073E+00 0.283136E-01 0.355885E+00 0.124566E+00 -.346538E+01 -.302135E+01 0.100251E-01 0.252539E-01
   2 0.100263E+02 0.325529E+00 0.272475E-01 0.327459E+00 0.105226E+00 -.333370E+01 -.285235E+01 0.886983E-02 0.276357E-01
   2 0.102105E+02 0.292580E+00 0.263049E-01 0.294750E+00 0.849111E-01 -.326945E+01 -.238016E+01 0.769629E-02 0.318165E-01
   2 0.103947E+02 0.254225E+00 0.253118E-01 0.256816E+00 0.639895E-01 -.316971E+01 -.240057E+01 0.643489E-02 0.388779E-01
   2 0.105789E+02 0.215034E+00 0.245653E-01 0.218213E+00 0.456362E-01 -.304625E+01 -.217487E+01 0.528237E-02 0.508658E-01
   2 0.107632E+02 0.178729E+00 0.240405E-01 0.182566E+00 0.313661E-01 -.293156E+01 -.237469E+01 0.429674E-02 0.698207E-01
   2 0.109474E+02 0.147370E+00 0.234791E-01 0.151932E+00 0.211667E-01 -.284485E+01 -.188728E+01 0.346012E-02 0.965675E-01
   2 0.111316E+02 0.122822E+00 0.228551E-01 0.127922E+00 0.145629E-01 -.267456E+01 -.218001E+01 0.280711E-02 0.129391E+00
   2 0.113158E+02 0.103882E+00 0.224048E-01 0.109485E+00 0.102896E-01 -.268209E+01 -.187708E+01 0.232747E-02 0.169890E+00
   2 0.115000E+02 0.896428E-01 0.220187E-01 0.957367E-01 0.755101E-02 -.253254E+01 -.170652E+01 0.197382E-02 0.214649E+00
   3 0.800000E+01 0.397085E-01 0.418434E+00 0.421247E+00 -.173510E+00 -.344984E+01 -.296543E+01 0.166154E-01 0.353822E-01
   3 0.818421E+01 0.371857E-01 0.394795E+00 0.397444E+00 -.154480E+00 -.339433E+01 -.276913E+01 0.146807E-01 0.348656E-01
   3 0.836842E+01 0.349109E-01 0.368779E+00 0.371326E+00 -.134779E+00 -.329098E+01 -.278641E+01 0.128744E-01 0.352128E-01
   3 0.855263E+01 0.328979E-01 0.341125E+00 0.343617E+00 -.115284E+00 -.320151E+01 -.283470E+01 0.112223E-01 0.365197E-01
   3 0.873684E+01 0.312449E-01 0.311400E+00 0.313941E+00 -.959936E-01 -.304680E+01 -.257095E+01 0.972965E-02 0.394712E-01
   3 0.892105E+01 0.298624E-01 0.282543E+00 0.285173E+00 -.789388E-01 -.297607E+01 -.248991E+01 0.843741E-02 0.437009E-01
   3 0.910526E+01 0.286397E-01 0.254328E+00 0.257135E+00 -.638623E-01 -.293886E+01 -.234093E+01 0.728387E-02 0.494613E-01
   3 0.928947E+01 0.274562E-01 0.228504E+00 0.231477E+00 -.514603E-01 -.275225E+01 -.233523E+01 0.627384E-02 0.561178E-01
   3 0.947368E+01 0.268188E-01 0.204651E+00 0.207936E+00 -.411629E-01 -.273046E+01 -.214916E+01 0.548850E-02 0.663925E-01
   3 0.965789E+01 0.259279E-01 0.182881E+00 0.186433E+00 -.327731E-01 -.267567E+01 -.201848E+01 0.474171E-02 0.772632E-01
   3 0.984211E+01 0.252417E-01 0.162989E+00 0.166890E+00 -.259282E-01 -.248208E+01 -.184231E+01 0.411411E-02 0.914942E-01
   3 0.100263E+02 0.246024E-01 0.144662E+00 0.148967E+00 -.203217E-01 -.249243E+01 -.165464E+01 0.355902E-02 0.109280E+00
   3 0.102105E+02 0.241263E-01 0.128204E+00 0.132928E+00 -.158542E-01 -.238608E+01 -.178899E+01 0.309310E-02 0.132133E+00
   3 0.103947E+02 0.235804E-01 0.113973E+00 0.119080E+00 -.124337E-01 -.228806E+01 -.163450E+01 0.268752E-02 0.157455E+00
   3 0.105789E+02 0.230939E-01 0.100925E+00 0.106487E+00 -.965244E-02 -.231797E+01 -.171192E+01 0.233074E-02 0.189117E+00
   3 0.107632E+02 0.226346E-01 0.895478E-01 0.954915E-01 -.750649E-02 -.214735E+01 -.172310E+01 0.202688E-02 0.225789E+00
   3 0.109474E+02 0.223733E-01 0.802301E-01 0.866300E-01 -.593631E-02 -.211138E+01 -.167921E+01 0.179501E-02 0.267792E+00
   3 0.111316E+02 0.220224E-01 0.720724E-01 0.788363E-01 -.470945E-02 -.205263E+01 -.158035E+01 0.158721E-02 0.312406E+00
   3 0.113158E+02 0.216484E-01 0.652155E-01 0.722676E-01 -.378441E-02 -.202126E+01 -.149578E+01 0.141181E-02 0.357613E+00
   3 0.115000E+02 0.213103E-01 0.592782E-01 0.666598E-01 -.305978E-02 -.196680E+01 -.143146E+01 0.126323E-02 0.405394E+00
   4 0.800000E+01 0.109048E+00 0.479109E+00 0.494250E+00 -.217654E+00 -.456101E+01 -.401104E+01 0.522457E-01 0.187307E+00
