 iconf, T, strx, stry, absstr, D, best_en, final_en, absstrx_absstry, coex_angle
   1 0.800000E+01 0.414102E-01 0.563411E+00 0.565768E+00 -.315717E+00 -.446989E+01 -.407203E+01 0.233309E-01 0.213769E-01
   1 0.818421E+01 0.401017E-01 0.540861E+00 0.543183E+00 -.290922E+00 -.447852E+01 -.355845E+01 0.216894E-01 0.217496E-01
   1 0.836842E+01 0.391042E-01 0.516003E+00 0.518332E+00 -.264730E+00 -.429754E+01 -.319297E+01 0.201779E-01 0.227106E-01
   1 0.855263E+01 0.383414E-01 0.488544E+00 0.490930E+00 -.237206E+00 -.415806E+01 -.346330E+01 0.187315E-01 0.243363E-01
   1 0.873684E+01 0.377230E-01 0.457947E+00 0.460462E+00 -.208293E+00 -.410471E+01 -.280567E+01 0.172751E-01 0.267773E-01
   1 0.892105E+01 0.367943E-01 0.425085E+00 0.427711E+00 -.179344E+00 -.404118E+01 -.357098E+01 0.156407E-01 0.295247E-01
   1 0.910526E+01 0.361868E-01 0.391896E+00 0.394727E+00 -.152273E+00 -.390472E+01 -.259423E+01 0.141815E-01 0.335308E-01
   1 0.928947E+01 0.356622E-01 0.358174E+00 0.361285E+00 -.127017E+00 -.375201E+01 -.267252E+01 0.127733E-01 0.388796E-01
   1 0.947368E+01 0.351560E-01 0.325077E+00 0.328537E+00 -.104439E+00 -.364542E+01 -.246712E+01 0.114284E-01 0.457073E-01
   1 0.965789E+01 0.346443E-01 0.293348E+00 0.297216E+00 -.848529E-01 -.361565E+01 -.287846E+01 0.101628E-01 0.542657E-01
   1 0.984211E+01 0.343030E-01 0.263289E+00 0.267695E+00 -.681444E-01 -.360018E+01 -.211652E+01 0.903160E-02 0.656505E-01
   1 0.100263E+02 0.338539E-01 0.235402E+00 0.240345E+00 -.542679E-01 -.338410E+01 -.225002E+01 0.796928E-02 0.794104E-01
   1 0.102105E+02 0.335343E-01 0.208798E+00 0.214504E+00 -.424723E-01 -.325746E+01 -.230954E+01 0.700190E-02 0.980533E-01
   1 0.103947E+02 0.330582E-01 0.185703E+00 0.192043E+00 -.333927E-01 -.334510E+01 -.233346E+01 0.613900E-02 0.119092E+00
   1 0.105789E+02 0.329094E-01 0.165210E+00 0.172345E+00 -.262113E-01 -.314491E+01 -.201167E+01 0.543696E-02 0.146835E+00
   1 0.107632E+02 0.324543E-01 0.147755E+00 0.155498E+00 -.207784E-01 -.292922E+01 -.195807E+01 0.479530E-02 0.175628E+00
   1 0.109474E+02 0.323040E-01 0.132751E+00 0.141202E+00 -.165793E-01 -.286461E+01 -.171434E+01 0.428838E-02 0.211119E+00
   1 0.111316E+02 0.321090E-01 0.120088E+00 0.129172E+00 -.133901E-01 -.274300E+01 -.177998E+01 0.385590E-02 0.249079E+00
   1 0.113158E+02 0.316408E-01 0.109478E+00 0.118996E+00 -.109842E-01 -.280514E+01 -.172695E+01 0.346395E-02 0.284592E+00
   1 0.115000E+02 0.314049E-01 0.100428E+00 0.110456E+00 -.909952E-02 -.261926E+01 -.214115E+01 0.315393E-02 0.324569E+00
   2 0.800000E+01 0.450807E+00 0.701246E-01 0.458850E+00 0.198310E+00 -.406181E+01 -.318854E+01 0.316127E-01 0.922682E-01
   2 0.818421E+01 0.426507E+00 0.653656E-01 0.434149E+00 0.177636E+00 -.386703E+01 -.313069E+01 0.278789E-01 0.896891E-01
   2 0.836842E+01 0.398266E+00 0.616761E-01 0.405826E+00 0.154812E+00 -.395354E+01 -.274463E+01 0.245635E-01 0.914876E-01
   2 0.855263E+01 0.365836E+00 0.580061E-01 0.373538E+00 0.130471E+00 -.365286E+01 -.292842E+01 0.212207E-01 0.956905E-01
   2 0.873684E+01 0.330546E+00 0.554578E-01 0.338746E+00 0.106185E+00 -.360200E+01 -.268361E+01 0.183313E-01 0.106515E+00
   2 0.892105E+01 0.294403E+00 0.527652E-01 0.303213E+00 0.838891E-01 -.350744E+01 -.281697E+01 0.155343E-01 0.120617E+00
   2 0.910526E+01 0.260266E+00 0.505171E-01 0.269734E+00 0.651865E-01 -.337975E+01 -.254230E+01 0.131479E-01 0.139952E+00
   2 0.928947E+01 0.228827E+00 0.488214E-01 0.239168E+00 0.499782E-01 -.339312E+01 -.222904E+01 0.111716E-01 0.166572E+00
   2 0.947368E+01 0.201805E+00 0.470905E-01 0.212801E+00 0.385077E-01 -.321867E+01 -.210553E+01 0.950310E-02 0.195889E+00
   2 0.965789E+01 0.178777E+00 0.455887E-01 0.190469E+00 0.298827E-01 -.309548E+01 -.245781E+01 0.815019E-02 0.229315E+00
   2 0.984211E+01 0.159037E+00 0.442165E-01 0.171288E+00 0.233377E-01 -.299563E+01 -.187494E+01 0.703206E-02 0.266416E+00
   2 0.100263E+02 0.142587E+00 0.429394E-01 0.155342E+00 0.184874E-01 -.291994E+01 -.197809E+01 0.612262E-02 0.304936E+00
   2 0.102105E+02 0.129205E+00 0.418883E-01 0.142483E+00 0.149393E-01 -.277593E+01 -.198698E+01 0.541219E-02 0.344253E+00
   2 0.103947E+02 0.118082E+00 0.408707E-01 0.131657E+00 0.122730E-01 -.273901E+01 -.205272E+01 0.482611E-02 0.382151E+00
   2 0.105789E+02 0.108031E+00 0.401465E-01 0.121988E+00 0.100589E-01 -.278209E+01 -.186277E+01 0.433705E-02 0.426479E+00
   2 0.107632E+02 0.997200E-01 0.392182E-01 0.113940E+00 0.840601E-02 -.260713E+01 -.189726E+01 0.391084E-02 0.464038E+00
   2 0.109474E+02 0.926483E-01 0.386220E-01 0.107116E+00 0.709205E-02 -.248120E+01 -.159411E+01 0.357826E-02 0.504525E+00
   2 0.111316E+02 0.864962E-01 0.380015E-01 0.101240E+00 0.603748E-02 -.245890E+01 -.177581E+01 0.328699E-02 0.542464E+00
   2 0.113158E+02 0.813527E-01 0.374295E-01 0.962919E-01 0.521729E-02 -.245388E+01 -.158189E+01 0.304499E-02 0.576723E+00
   2 0.115000E+02 0.772290E-01 0.368467E-01 0.922286E-01 0.460664E-02 -.241930E+01 -.166574E+01 0.284563E-02 0.604169E+00
   3 0.800000E+01 0.143069E+00 0.291233E+00 0.333705E+00 -.643481E-01 -.371168E+01 -.276254E+01 0.416665E-01 0.626463E+00
   3 0.818421E+01 0.125583E+00 0.272101E+00 0.308943E+00 -.582676E-01 -.356932E+01 -.251735E+01 0.341713E-01 0.579074E+00
   3 0.836842E+01 0.111285E+00 0.252425E+00 0.285115E+00 -.513341E-01 -.359367E+01 -.265007E+01 0.280910E-01 0.544999E+00
   3 0.855263E+01 0.995114E-01 0.232817E+00 0.262321E+00 -.443013E-01 -.337726E+01 -.204393E+01 0.231680E-01 0.522437E+00
   3 0.873684E+01 0.898965E-01 0.212165E+00 0.239739E+00 -.369327E-01 -.320511E+01 -.258623E+01 0.190729E-01 0.516154E+00
   3 0.892105E+01 0.826255E-01 0.191619E+00 0.218120E+00 -.298907E-01 -.311248E+01 -.200963E+01 0.158326E-01 0.528803E+00
   3 0.910526E+01 0.760656E-01 0.171526E+00 0.197223E+00 -.236350E-01 -.307875E+01 -.210582E+01 0.130472E-01 0.549334E+00
   3 0.928947E+01 0.709190E-01 0.153388E+00 0.178742E+00 -.184985E-01 -.293824E+01 -.204004E+01 0.108782E-01 0.580403E+00
   3 0.947368E+01 0.666117E-01 0.136312E+00 0.161531E+00 -.141439E-01 -.289259E+01 -.196438E+01 0.907998E-02 0.622430E+00
   3 0.965789E+01 0.629180E-01 0.122276E+00 0.147355E+00 -.109928E-01 -.276645E+01 -.161777E+01 0.769339E-02 0.662069E+00
   3 0.984211E+01 0.594859E-01 0.109787E+00 0.134584E+00 -.851453E-02 -.284418E+01 -.171679E+01 0.653076E-02 0.701781E+00
   3 0.100263E+02 0.567092E-01 0.997975E-01 0.124234E+00 -.674360E-02 -.257676E+01 -.147550E+01 0.565943E-02 0.738030E+00
   3 0.102105E+02 0.546371E-01 0.910807E-01 0.115474E+00 -.531048E-02 -.249193E+01 -.142170E+01 0.497639E-02 0.778395E+00
   3 0.103947E+02 0.526552E-01 0.842449E-01 0.108347E+00 -.432463E-02 -.251736E+01 -.143084E+01 0.443594E-02 0.808008E+00
   3 0.105789E+02 0.508132E-01 0.782568E-01 0.102087E+00 -.354215E-02 -.241107E+01 -.185646E+01 0.397648E-02 0.834466E+00
   3 0.107632E+02 0.492075E-01 0.729301E-01 0.964950E-01 -.289741E-02 -.254516E+01 -.151477E+01 0.358871E-02 0.859874E+00
   3 0.109474E+02 0.476674E-01 0.688089E-01 0.920152E-01 -.246248E-02 -.227754E+01 -.110669E+01 0.327994E-02 0.876491E+00
   3 0.111316E+02 0.465191E-01 0.651108E-01 0.880519E-01 -.207539E-02 -.225126E+01 -.149887E+01 0.302889E-02 0.894955E+00
   3 0.113158E+02 0.455362E-01 0.623371E-01 0.851091E-01 -.181238E-02 -.218586E+01 -.144864E+01 0.283860E-02 0.907513E+00
   3 0.115000E+02 0.442707E-01 0.595586E-01 0.818840E-01 -.158733E-02 -.213217E+01 -.146710E+01 0.263670E-02 0.916923E+00
   4 0.800000E+01 0.627952E-01 0.601646E+00 0.606351E+00 -.358034E+00 -.507155E+01 -.441896E+01 0.377804E-01 0.426403E-01
   4 0.818421E+01 0.594702E-01 0.587845E+00 0.592196E+00 -.342025E+00 -.503678E+01 -.435445E+01 0.349593E-01 0.401134E-01
   4 0.836842E+01 0.561304E-01 0.573346E+00 0.577369E+00 -.325575E+00 -.497293E+01 -.390529E+01 0.321821E-01 0.376131E-01
   4 0.855263E+01 0.537043E-01 0.557635E+00 0.561462E+00 -.308072E+00 -.495923E+01 -.416860E+01 0.299474E-01 0.364216E-01
   4 0.873684E+01 0.514112E-01 0.540741E+00 0.544376E+00 -.289758E+00 -.475106E+01 -.388070E+01 0.278001E-01 0.355124E-01
   4 0.892105E+01 0.490538E-01 0.522172E+00 0.525641E+00 -.270257E+00 -.474658E+01 -.362144E+01 0.256145E-01 0.346853E-01
