 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9025
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.414887E+00 0.172393E+00 0.298947E-01 0.135215E-01 0.994093E+00 0.210073E+01 0.997733E+00 0.998630E-03 0.911025E-02 0.871960E+00 0.286735E+00 0.827335E-01 0.700921E-02 0.665161E+00 0.731730E-03 0.299195E+00 0.896590E-01 0.808721E-02 0.664743E+00 0.857698E-03 0.857531E-01 0.400901E-02 0.991948E+00 0.492733E-02
 0.805556E+01 0.406956E+00 0.165935E+00 0.277431E-01 0.127984E-01 0.992424E+00 0.225766E+01 0.997421E+00 0.112216E-02 0.104595E-01 0.908277E+00 0.281604E+00 0.798708E-01 0.655307E-02 0.664718E+00 0.100207E-02 0.293089E+00 0.860643E-01 0.746051E-02 0.664262E+00 0.111856E-02 0.825387E-01 0.447284E-02 0.992509E+00 0.453951E-02
 0.811111E+01 0.399288E+00 0.159801E+00 0.257672E-01 0.121547E-01 0.990959E+00 0.224710E+01 0.997306E+00 0.111415E-02 0.115315E-01 0.840884E+00 0.276579E+00 0.771063E-01 0.612369E-02 0.664338E+00 0.123070E-02 0.287254E+00 0.826946E-01 0.689463E-02 0.663926E+00 0.128135E-02 0.794875E-01 0.480968E-02 0.992991E+00 0.421621E-02
 0.816667E+01 0.392016E+00 0.154081E+00 0.239843E-01 0.117365E-01 0.989743E+00 0.221677E+01 0.997232E+00 0.107071E-02 0.122663E-01 0.758871E+00 0.271682E+00 0.744541E-01 0.572352E-02 0.663995E+00 0.142449E-02 0.281842E+00 0.796264E-01 0.639795E-02 0.663686E+00 0.136005E-02 0.766353E-01 0.500760E-02 0.993208E+00 0.406441E-02
 0.822222E+01 0.384877E+00 0.148565E+00 0.223242E-01 0.115042E-01 0.988554E+00 0.226052E+01 0.997072E+00 0.106085E-02 0.128262E-01 0.711764E+00 0.266714E+00 0.718182E-01 0.533976E-02 0.663554E+00 0.167560E-02 0.276660E+00 0.767468E-01 0.594955E-02 0.663404E+00 0.145384E-02 0.738716E-01 0.513778E-02 0.993188E+00 0.408050E-02
 0.827778E+01 0.377765E+00 0.143171E+00 0.207576E-01 0.115253E-01 0.987333E+00 0.241721E+01 0.996751E+00 0.114654E-02 0.132467E-01 0.736878E+00 0.261431E+00 0.690817E-01 0.495825E-02 0.662944E+00 0.203173E-02 0.271792E+00 0.740893E-01 0.554999E-02 0.663113E+00 0.154925E-02 0.711479E-01 0.522074E-02 0.992642E+00 0.447746E-02
 0.833333E+01 0.370715E+00 0.137926E+00 0.192900E-01 0.117009E-01 0.985997E+00 0.261775E+01 0.996338E+00 0.131938E-02 0.136514E-01 0.819547E+00 0.255895E+00 0.663014E-01 0.458939E-02 0.662013E+00 0.261009E-02 0.267197E+00 0.716249E-01 0.519183E-02 0.662807E+00 0.167656E-02 0.684749E-01 0.530967E-02 0.991591E+00 0.525014E-02
 0.838889E+01 0.363446E+00 0.132631E+00 0.178669E-01 0.118757E-01 0.984317E+00 0.299853E+01 0.995613E+00 0.167350E-02 0.140567E-01 0.100776E+01 0.250108E+00 0.634888E-01 0.423368E-02 0.660673E+00 0.345960E-02 0.262487E+00 0.691424E-01 0.484330E-02 0.662459E+00 0.181038E-02 0.657574E-01 0.540021E-02 0.990222E+00 0.624141E-02
 0.844444E+01 0.355974E+00 0.127302E+00 0.164917E-01 0.122639E-01 0.982361E+00 0.345817E+01 0.994684E+00 0.213884E-02 0.144677E-01 0.123604E+01 0.243841E+00 0.605590E-01 0.388386E-02 0.658671E+00 0.475776E-02 0.257847E+00 0.667433E-01 0.451876E-02 0.662010E+00 0.199526E-02 0.629839E-01 0.550989E-02 0.987972E+00 0.785959E-02
 0.850000E+01 0.348419E+00 0.122026E+00 0.151839E-01 0.128145E-01 0.980282E+00 0.389708E+01 0.993666E+00 0.265616E-02 0.148504E-01 0.145429E+01 0.237166E+00 0.575502E-01 0.354499E-02 0.655988E+00 0.652962E-02 0.253395E+00 0.644755E-01 0.422110E-02 0.661629E+00 0.211997E-02 0.602033E-01 0.562575E-02 0.984445E+00 0.103774E-01
