 iconf, T, strx, stry, absstr, D, best_en, final_en, absstrx_absstry, coex_angle
   1 0.800000E+01 0.222747E+00 0.364487E+00 0.427519E+00 -.832345E-01 -.401001E+01 -.394068E+01 0.811885E-01 0.791917E+00
   1 0.805556E+01 0.215477E+00 0.360147E+00 0.420170E+00 -.832754E-01 -.397401E+01 -.390158E+01 0.776036E-01 0.776470E+00
   1 0.811111E+01 0.207269E+00 0.355755E+00 0.412340E+00 -.836007E-01 -.395386E+01 -.388728E+01 0.737370E-01 0.756797E+00
   1 0.816667E+01 0.198343E+00 0.351335E+00 0.404173E+00 -.840966E-01 -.390195E+01 -.383738E+01 0.696848E-01 0.733084E+00
   1 0.822222E+01 0.189479E+00 0.346877E+00 0.396032E+00 -.844216E-01 -.387562E+01 -.381563E+01 0.657260E-01 0.707989E+00
   1 0.827778E+01 0.180656E+00 0.342315E+00 0.387855E+00 -.845429E-01 -.383702E+01 -.377312E+01 0.618411E-01 0.681552E+00
   1 0.833333E+01 0.173088E+00 0.337694E+00 0.380258E+00 -.840781E-01 -.380885E+01 -.373929E+01 0.584507E-01 0.659074E+00
   1 0.838889E+01 0.166003E+00 0.333010E+00 0.372873E+00 -.833385E-01 -.377331E+01 -.369170E+01 0.552806E-01 0.637682E+00
   1 0.844444E+01 0.160107E+00 0.328186E+00 0.365936E+00 -.820720E-01 -.373950E+01 -.368716E+01 0.525451E-01 0.621153E+00
   1 0.850000E+01 0.154407E+00 0.323292E+00 0.359069E+00 -.806762E-01 -.370440E+01 -.362270E+01 0.499187E-01 0.604965E+00
   1 0.855556E+01 0.148759E+00 0.318332E+00 0.352198E+00 -.792058E-01 -.366958E+01 -.361395E+01 0.473546E-01 0.588440E+00
   1 0.861111E+01 0.143699E+00 0.313193E+00 0.345423E+00 -.774401E-01 -.363525E+01 -.356961E+01 0.450055E-01 0.574651E+00
   1 0.866667E+01 0.138701E+00 0.308006E+00 0.338672E+00 -.756296E-01 -.359470E+01 -.351572E+01 0.427208E-01 0.560692E+00
   1 0.872222E+01 0.133687E+00 0.302633E+00 0.331776E+00 -.737144E-01 -.356843E+01 -.348217E+01 0.404582E-01 0.546474E+00
   1 0.877778E+01 0.128669E+00 0.297153E+00 0.324796E+00 -.717442E-01 -.353642E+01 -.345678E+01 0.382343E-01 0.531843E+00
   1 0.883333E+01 0.124185E+00 0.291629E+00 0.317984E+00 -.696257E-01 -.348745E+01 -.341903E+01 0.362159E-01 0.519746E+00
   1 0.888889E+01 0.119080E+00 0.285960E+00 0.310844E+00 -.675931E-01 -.345537E+01 -.338179E+01 0.340521E-01 0.503765E+00
   1 0.894444E+01 0.114056E+00 0.280096E+00 0.303567E+00 -.654449E-01 -.342105E+01 -.335732E+01 0.319465E-01 0.488003E+00
   1 0.900000E+01 0.108651E+00 0.274194E+00 0.296157E+00 -.633775E-01 -.339129E+01 -.331209E+01 0.297916E-01 0.469172E+00
   1 0.905556E+01 0.102936E+00 0.268235E+00 0.288636E+00 -.613544E-01 -.335111E+01 -.328604E+01 0.276109E-01 0.447540E+00
   1 0.911111E+01 0.972712E-01 0.262258E+00 0.281130E+00 -.593175E-01 -.332142E+01 -.326745E+01 0.255101E-01 0.425225E+00
   1 0.916667E+01 0.913790E-01 0.256160E+00 0.273506E+00 -.572680E-01 -.328673E+01 -.320588E+01 0.234077E-01 0.400577E+00
   1 0.922222E+01 0.851500E-01 0.250057E+00 0.265775E+00 -.552781E-01 -.327215E+01 -.319395E+01 0.212924E-01 0.372440E+00
   1 0.927778E+01 0.794052E-01 0.243964E+00 0.258235E+00 -.532134E-01 -.321430E+01 -.312405E+01 0.193720E-01 0.346453E+00
   1 0.933333E+01 0.735416E-01 0.237846E+00 0.250681E+00 -.511625E-01 -.318174E+01 -.310411E+01 0.174916E-01 0.318586E+00
   1 0.938889E+01 0.685953E-01 0.231754E+00 0.243441E+00 -.490046E-01 -.314756E+01 -.310002E+01 0.158972E-01 0.296245E+00
   1 0.944444E+01 0.637550E-01 0.225655E+00 0.236239E+00 -.468555E-01 -.312213E+01 -.304454E+01 0.143866E-01 0.273837E+00
   1 0.950000E+01 0.593778E-01 0.219466E+00 0.229097E+00 -.446394E-01 -.307459E+01 -.300600E+01 0.130314E-01 0.254222E+00
   1 0.955556E+01 0.550163E-01 0.213144E+00 0.221839E+00 -.424037E-01 -.304491E+01 -.296300E+01 0.117264E-01 0.234246E+00
   1 0.961111E+01 0.514655E-01 0.206959E+00 0.214934E+00 -.401833E-01 -.301464E+01 -.289600E+01 0.106513E-01 0.219385E+00
   1 0.966667E+01 0.479507E-01 0.200621E+00 0.207890E+00 -.379497E-01 -.297558E+01 -.286994E+01 0.961993E-02 0.204475E+00
   1 0.972222E+01 0.445815E-01 0.193984E+00 0.200624E+00 -.356423E-01 -.293877E+01 -.284397E+01 0.864810E-02 0.190604E+00
   1 0.977778E+01 0.415777E-01 0.186984E+00 0.193114E+00 -.332343E-01 -.290394E+01 -.282310E+01 0.777436E-02 0.179578E+00
   1 0.983333E+01 0.389207E-01 0.179795E+00 0.185507E+00 -.308115E-01 -.287540E+01 -.279842E+01 0.699775E-02 0.171036E+00
   1 0.988889E+01 0.360516E-01 0.171912E+00 0.177195E+00 -.282540E-01 -.284533E+01 -.276656E+01 0.619770E-02 0.161404E+00
   1 0.994444E+01 0.335475E-01 0.162741E+00 0.167738E+00 -.253592E-01 -.281320E+01 -.274303E+01 0.545955E-02 0.156401E+00
   1 0.100000E+02 0.309413E-01 0.153143E+00 0.157864E+00 -.224955E-01 -.278272E+01 -.267411E+01 0.473846E-02 0.150726E+00
   1 0.100556E+02 0.286926E-01 0.142922E+00 0.147472E+00 -.196034E-01 -.274202E+01 -.266604E+01 0.410080E-02 0.148964E+00
   1 0.101111E+02 0.267900E-01 0.132892E+00 0.137340E+00 -.169426E-01 -.271216E+01 -.263469E+01 0.356018E-02 0.150109E+00
   1 0.101667E+02 0.251303E-01 0.123559E+00 0.127947E+00 -.146352E-01 -.268057E+01 -.258861E+01 0.310507E-02 0.152581E+00
   1 0.102222E+02 0.236304E-01 0.113930E+00 0.118309E+00 -.124216E-01 -.265534E+01 -.257796E+01 0.269221E-02 0.158177E+00
   1 0.102778E+02 0.222181E-01 0.104300E+00 0.108697E+00 -.103849E-01 -.262907E+01 -.255354E+01 0.231736E-02 0.166095E+00
   1 0.103333E+02 0.208379E-01 0.958255E-01 0.100188E+00 -.874830E-02 -.258990E+01 -.252349E+01 0.199680E-02 0.172455E+00
   1 0.103889E+02 0.196666E-01 0.875282E-01 0.918912E-01 -.727441E-02 -.255942E+01 -.249495E+01 0.172138E-02 0.182997E+00
   1 0.104444E+02 0.185379E-01 0.799325E-01 0.842659E-01 -.604556E-02 -.253749E+01 -.246019E+01 0.148178E-02 0.193745E+00
   1 0.105000E+02 0.176664E-01 0.734205E-01 0.777702E-01 -.507847E-02 -.250357E+01 -.240741E+01 0.129708E-02 0.206935E+00
   1 0.105556E+02 0.167644E-01 0.675023E-01 0.718059E-01 -.427552E-02 -.247238E+01 -.236274E+01 0.113163E-02 0.218882E+00
   1 0.106111E+02 0.159882E-01 0.621886E-01 0.664776E-01 -.361180E-02 -.245490E+01 -.236208E+01 0.994284E-03 0.232619E+00
