 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.470966E-01 0.233362E-02 0.649696E-05 0.602325E+00
   1 0.805556E+01 -.467308E-01 0.230011E-02 0.633335E-05 0.600962E+00
   1 0.811111E+01 -.463467E-01 0.226511E-02 0.616416E-05 0.599527E+00
   1 0.816667E+01 -.459826E-01 0.223172E-02 0.599967E-05 0.598462E+00
   1 0.822222E+01 -.455299E-01 0.219035E-02 0.579935E-05 0.597069E+00
   1 0.827778E+01 -.451119E-01 0.215339E-02 0.562710E-05 0.595502E+00
   1 0.833333E+01 -.446263E-01 0.211009E-02 0.542506E-05 0.593856E+00
   1 0.838889E+01 -.441368E-01 0.206635E-02 0.522071E-05 0.592431E+00
   1 0.844444E+01 -.436524E-01 0.202471E-02 0.503705E-05 0.590429E+00
   1 0.850000E+01 -.431577E-01 0.198187E-02 0.484595E-05 0.588749E+00
   1 0.855556E+01 -.425875E-01 0.193335E-02 0.463406E-05 0.586744E+00
   1 0.861111E+01 -.420576E-01 0.188849E-02 0.444169E-05 0.584860E+00
   1 0.866667E+01 -.415097E-01 0.184295E-02 0.425122E-05 0.582781E+00
   1 0.872222E+01 -.409385E-01 0.179635E-02 0.406474E-05 0.580116E+00
   1 0.877778E+01 -.403543E-01 0.174890E-02 0.387298E-05 0.577920E+00
   1 0.883333E+01 -.397899E-01 0.170397E-02 0.369639E-05 0.575643E+00
   1 0.888889E+01 -.391921E-01 0.165667E-02 0.351507E-05 0.573085E+00
   1 0.894444E+01 -.386284E-01 0.161301E-02 0.335054E-05 0.570743E+00
   1 0.900000E+01 -.380727E-01 0.157079E-02 0.320024E-05 0.567659E+00
   1 0.905556E+01 -.374693E-01 0.152475E-02 0.303216E-05 0.565258E+00
   1 0.911111E+01 -.368655E-01 0.147990E-02 0.287635E-05 0.562220E+00
   1 0.916667E+01 -.362098E-01 0.143207E-02 0.271303E-05 0.559037E+00
   1 0.922222E+01 -.356123E-01 0.138918E-02 0.257299E-05 0.555576E+00
   1 0.927778E+01 -.350501E-01 0.134934E-02 0.244420E-05 0.552523E+00
   1 0.933333E+01 -.344374E-01 0.130629E-02 0.230590E-05 0.549558E+00
   1 0.938889E+01 -.338421E-01 0.126615E-02 0.218571E-05 0.545535E+00
