 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 0.143685E+01 0.207119E+01 0.434495E+01 0.662385E+00
   1 0.818421E+01 0.140794E+01 0.198902E+01 0.400938E+01 0.662184E+00
   1 0.836842E+01 0.137757E+01 0.190447E+01 0.367836E+01 0.661947E+00
   1 0.855263E+01 0.134553E+01 0.181725E+01 0.335175E+01 0.661686E+00
   1 0.873684E+01 0.131297E+01 0.173081E+01 0.304338E+01 0.661361E+00
   1 0.892105E+01 0.127808E+01 0.164036E+01 0.273563E+01 0.661111E+00
   1 0.910526E+01 0.124206E+01 0.154971E+01 0.244476E+01 0.660678E+00
   1 0.928947E+01 0.120548E+01 0.146026E+01 0.217349E+01 0.660237E+00
   1 0.947368E+01 0.116775E+01 0.137083E+01 0.191839E+01 0.659710E+00
   1 0.965789E+01 0.112860E+01 0.128096E+01 0.167771E+01 0.659177E+00
   1 0.984211E+01 0.108851E+01 0.119222E+01 0.145635E+01 0.658466E+00
   1 0.100263E+02 0.104723E+01 0.110411E+01 0.125167E+01 0.657749E+00
   1 0.102105E+02 0.100690E+01 0.102122E+01 0.107294E+01 0.657063E+00
   1 0.103947E+02 0.965851E+00 0.940250E+00 0.911721E+00 0.656241E+00
   1 0.105789E+02 0.925897E+00 0.864684E+00 0.773223E+00 0.655279E+00
   1 0.107632E+02 0.888525E+00 0.796717E+00 0.657727E+00 0.654605E+00
   1 0.109474E+02 0.851172E+00 0.731635E+00 0.556111E+00 0.653701E+00
   1 0.111316E+02 0.815799E+00 0.672565E+00 0.471210E+00 0.652764E+00
   1 0.113158E+02 0.782094E+00 0.618687E+00 0.400071E+00 0.651604E+00
   1 0.115000E+02 0.748268E+00 0.566788E+00 0.336790E+00 0.650540E+00
   2 0.800000E+01 0.299588E+00 0.975853E-01 0.124422E-01 0.564481E+00
   2 0.818421E+01 0.298395E+00 0.968290E-01 0.122517E-01 0.564423E+00
   2 0.836842E+01 0.294676E+00 0.944603E-01 0.116727E-01 0.563934E+00
