 iconf, T, nbar, abs_nbar, nbar2, nbar4, nbinder
  25 0.436000E+01 0.162598E-03 0.488541E-01 0.376925E-02 0.436948E-04 -.251781E-01
  25 0.440000E+01 0.127165E-03 0.451501E-01 0.321745E-02 0.315113E-04 -.146637E-01
  26 0.400000E+01 0.164184E+01 0.164184E+01 0.270396E+01 0.740065E+01 0.662599E+00
  26 0.404000E+01 0.145295E+01 0.145295E+01 0.212161E+01 0.458951E+01 0.660129E+00
  26 0.408000E+01 0.122531E+01 0.122531E+01 0.151585E+01 0.238295E+01 0.654313E+00
  26 0.412000E+01 0.939857E+00 0.939857E+00 0.905773E+00 0.896924E+00 0.635586E+00
  26 0.416000E+01 -.940439E-01 0.462473E+00 0.264628E+00 0.114151E+00 0.456639E+00
  26 0.420000E+01 -.194534E-02 0.132070E+00 0.302918E-01 0.353213E-02 -.283116E+00
  26 0.424000E+01 -.980299E-03 0.750828E-01 0.931835E-02 0.327592E-03 -.257576E+00
  26 0.428000E+01 0.477744E-03 0.607304E-01 0.590475E-02 0.114168E-03 -.914899E-01
  26 0.432000E+01 0.816862E-03 0.533040E-01 0.449852E-02 0.632768E-04 -.422802E-01
  26 0.436000E+01 0.153867E-03 0.485302E-01 0.373129E-02 0.427340E-04 -.231384E-01
  26 0.440000E+01 -.442894E-04 0.453676E-01 0.323939E-02 0.318583E-04 -.119880E-01
  27 0.400000E+01 0.164150E+01 0.164150E+01 0.270301E+01 0.739691E+01 0.662530E+00
  27 0.404000E+01 0.145198E+01 0.145198E+01 0.211889E+01 0.457835E+01 0.660083E+00
  27 0.408000E+01 0.122469E+01 0.122469E+01 0.151414E+01 0.237669E+01 0.654446E+00
  27 0.412000E+01 0.941301E+00 0.941301E+00 0.909509E+00 0.906573E+00 0.634685E+00
  27 0.416000E+01 -.263159E-01 0.469714E+00 0.270641E+00 0.117885E+00 0.463525E+00
  27 0.420000E+01 -.316159E-02 0.131353E+00 0.292737E-01 0.320721E-02 -.247527E+00
  27 0.424000E+01 0.187628E-03 0.745262E-01 0.917952E-02 0.310104E-03 -.226722E+00
  27 0.428000E+01 -.266469E-03 0.606976E-01 0.591625E-02 0.117848E-03 -.122299E+00
  27 0.432000E+01 -.605547E-03 0.533358E-01 0.449851E-02 0.627418E-04 -.334695E-01
  27 0.436000E+01 -.145915E-03 0.487814E-01 0.376223E-02 0.432902E-04 -.194770E-01
  27 0.440000E+01 -.164042E-03 0.453058E-01 0.322825E-02 0.314571E-04 -.615265E-02
  28 0.400000E+01 0.164030E+01 0.164030E+01 0.269889E+01 0.737288E+01 0.662599E+00
  28 0.404000E+01 0.145292E+01 0.145292E+01 0.212156E+01 0.458961E+01 0.660104E+00
  28 0.408000E+01 0.122736E+01 0.122736E+01 0.152051E+01 0.239537E+01 0.654639E+00
  28 0.412000E+01 0.939562E+00 0.939562E+00 0.906439E+00 0.899841E+00 0.634937E+00
  28 0.416000E+01 -.812502E-01 0.470417E+00 0.273809E+00 0.121875E+00 0.458128E+00
  28 0.420000E+01 -.146135E-01 0.130369E+00 0.292857E-01 0.328922E-02 -.278384E+00
  28 0.424000E+01 -.456084E-02 0.757210E-01 0.941185E-02 0.323652E-03 -.217885E+00
  28 0.428000E+01 -.925219E-04 0.603959E-01 0.582904E-02 0.109753E-03 -.767110E-01
  28 0.432000E+01 -.436337E-03 0.531025E-01 0.447530E-02 0.628784E-04 -.464940E-01
  28 0.436000E+01 -.129457E-03 0.487397E-01 0.374636E-02 0.428872E-04 -.185606E-01
  28 0.440000E+01 -.316851E-03 0.453277E-01 0.322228E-02 0.312827E-04 -.428419E-02
  29 0.400000E+01 0.164316E+01 0.164316E+01 0.270833E+01 0.742464E+01 0.662596E+00
  29 0.404000E+01 0.145339E+01 0.145339E+01 0.212298E+01 0.459580E+01 0.660104E+00
  29 0.408000E+01 0.123085E+01 0.123085E+01 0.152920E+01 0.242312E+01 0.654599E+00
  29 0.412000E+01 0.944965E+00 0.944965E+00 0.915863E+00 0.916331E+00 0.635859E+00
  29 0.416000E+01 0.971421E-01 0.465105E+00 0.268664E+00 0.118623E+00 0.452192E+00
  29 0.420000E+01 0.276450E-02 0.129243E+00 0.287119E-01 0.308839E-02 -.248783E+00
  29 0.424000E+01 -.125594E-02 0.751633E-01 0.929333E-02 0.308196E-03 -.189497E+00
  29 0.428000E+01 0.430477E-03 0.604194E-01 0.585300E-02 0.112563E-03 -.952606E-01
  29 0.432000E+01 -.281873E-03 0.534601E-01 0.454196E-02 0.648809E-04 -.483594E-01
  29 0.436000E+01 0.173207E-03 0.487993E-01 0.376206E-02 0.432751E-04 -.192159E-01
  29 0.440000E+01 -.439351E-03 0.453148E-01 0.323801E-02 0.319204E-04 -.148235E-01
  30 0.400000E+01 0.164218E+01 0.164218E+01 0.270512E+01 0.740744E+01 0.662578E+00
  30 0.404000E+01 0.145008E+01 0.145008E+01 0.211342E+01 0.455539E+01 0.660036E+00
  30 0.408000E+01 0.122791E+01 0.122791E+01 0.152198E+01 0.240069E+01 0.654541E+00
  30 0.412000E+01 0.945044E+00 0.945044E+00 0.916373E+00 0.918361E+00 0.635458E+00
  30 0.416000E+01 0.354983E-01 0.473543E+00 0.277606E+00 0.124384E+00 0.461996E+00
  30 0.420000E+01 -.611677E-02 0.129318E+00 0.291690E-01 0.344929E-02 -.351342E+00
  30 0.424000E+01 -.178373E-02 0.768838E-01 0.972232E-02 0.337814E-03 -.191286E+00
  30 0.428000E+01 -.442157E-03 0.602253E-01 0.580672E-02 0.109394E-03 -.814630E-01
  30 0.432000E+01 -.395729E-03 0.533774E-01 0.451313E-02 0.635904E-04 -.406738E-01
  30 0.436000E+01 -.540973E-03 0.488022E-01 0.376034E-02 0.435351E-04 -.262753E-01
  30 0.440000E+01 0.338222E-03 0.452903E-01 0.324781E-02 0.322170E-04 -.180781E-01
  31 0.400000E+01 0.164159E+01 0.164159E+01 0.270310E+01 0.739557E+01 0.662615E+00
  31 0.404000E+01 0.145338E+01 0.145338E+01 0.212286E+01 0.459465E+01 0.660149E+00
  31 0.408000E+01 0.122582E+01 0.122582E+01 0.151745E+01 0.238821E+01 0.654280E+00
  31 0.412000E+01 0.940301E+00 0.940301E+00 0.906459E+00 0.897083E+00 0.636072E+00
  31 0.416000E+01 0.374560E-01 0.461283E+00 0.263193E+00 0.113331E+00 0.454645E+00
  31 0.420000E+01 -.142456E-02 0.133054E+00 0.302965E-01 0.345676E-02 -.255344E+00
  31 0.424000E+01 0.749089E-03 0.750955E-01 0.934368E-02 0.329335E-03 -.257420E+00
  31 0.428000E+01 0.136286E-02 0.610051E-01 0.593454E-02 0.112508E-03 -.648488E-01
  31 0.432000E+01 0.372453E-03 0.534025E-01 0.451013E-02 0.627554E-04 -.283748E-01
  31 0.436000E+01 -.126449E-02 0.484408E-01 0.370532E-02 0.423919E-04 -.292244E-01
  31 0.440000E+01 0.239566E-03 0.453419E-01 0.324085E-02 0.318776E-04 -.116881E-01
  32 0.400000E+01 0.164177E+01 0.164177E+01 0.270385E+01 0.740131E+01 0.662541E+00
  32 0.404000E+01 0.145283E+01 0.145283E+01 0.212124E+01 0.458778E+01 0.660138E+00
  32 0.408000E+01 0.122883E+01 0.122883E+01 0.152407E+01 0.240621E+01 0.654696E+00
  32 0.412000E+01 0.937752E+00 0.937752E+00 0.901113E+00 0.885007E+00 0.636699E+00
  32 0.416000E+01 0.175083E-01 0.475874E+00 0.277455E+00 0.123314E+00 0.466044E+00
  32 0.420000E+01 0.548509E-02 0.132329E+00 0.301564E-01 0.336382E-02 -.232971E+00
  32 0.424000E+01 -.110525E-03 0.770574E-01 0.974507E-02 0.338170E-03 -.186980E+00
  32 0.428000E+01 0.552737E-03 0.611204E-01 0.599439E-02 0.119519E-03 -.108727E+00
  32 0.432000E+01 0.251716E-03 0.529148E-01 0.442644E-02 0.605362E-04 -.298766E-01
  32 0.436000E+01 -.108207E-03 0.485308E-01 0.371181E-02 0.415870E-04 -.615712E-02
  32 0.440000E+01 0.103032E-03 0.454351E-01 0.325335E-02 0.322883E-04 -.168651E-01
  33 0.400000E+01 0.164108E+01 0.164108E+01 0.270139E+01 0.738601E+01 0.662623E+00
  33 0.404000E+01 0.145255E+01 0.145255E+01 0.212044E+01 0.458436E+01 0.660136E+00
  33 0.408000E+01 0.122755E+01 0.122755E+01 0.152093E+01 0.239641E+01 0.654682E+00
  33 0.412000E+01 -.937339E+00 0.937339E+00 0.901790E+00 0.890711E+00 0.634906E+00
  33 0.416000E+01 -.677233E-01 0.476570E+00 0.277500E+00 0.122723E+00 0.468778E+00
  33 0.420000E+01 -.379789E-02 0.131048E+00 0.294595E-01 0.332861E-02 -.278469E+00
  33 0.424000E+01 0.110199E-02 0.761970E-01 0.964409E-02 0.349405E-03 -.252232E+00
  33 0.428000E+01 -.872755E-03 0.599814E-01 0.574012E-02 0.104617E-03 -.583712E-01
  33 0.432000E+01 0.151086E-03 0.531142E-01 0.445652E-02 0.610982E-04 -.254506E-01
  33 0.436000E+01 -.149472E-03 0.486567E-01 0.373535E-02 0.425971E-04 -.176464E-01
  33 0.440000E+01 0.163673E-03 0.453002E-01 0.323091E-02 0.316869E-04 -.118351E-01
  34 0.400000E+01 0.164076E+01 0.164076E+01 0.270049E+01 0.738218E+01 0.662574E+00
  34 0.404000E+01 0.145045E+01 0.145045E+01 0.211437E+01 0.455864E+01 0.660098E+00
  34 0.408000E+01 0.122752E+01 0.122752E+01 0.152124E+01 0.239948E+01 0.654378E+00
  34 0.412000E+01 0.939303E+00 0.939303E+00 0.904551E+00 0.893656E+00 0.635932E+00
  34 0.416000E+01 0.846188E-01 0.462653E+00 0.265618E+00 0.116181E+00 0.451090E+00
  34 0.420000E+01 0.599263E-02 0.129305E+00 0.286380E-01 0.307318E-02 -.249057E+00
  34 0.424000E+01 -.184544E-03 0.764522E-01 0.964050E-02 0.342163E-03 -.227193E+00
  34 0.428000E+01 -.168437E-03 0.599512E-01 0.575021E-02 0.107926E-03 -.880237E-01
  34 0.432000E+01 0.355146E-03 0.527303E-01 0.439482E-02 0.597217E-04 -.306910E-01
  34 0.436000E+01 -.637941E-03 0.487925E-01 0.376617E-02 0.434947E-04 -.221499E-01
  34 0.440000E+01 -.904931E-03 0.457055E-01 0.328929E-02 0.328931E-04 -.133977E-01
  35 0.400000E+01 0.164208E+01 0.164208E+01 0.270470E+01 0.740411E+01 0.662624E+00
  35 0.404000E+01 0.145146E+01 0.145146E+01 0.211736E+01 0.457171E+01 0.660087E+00
  35 0.408000E+01 0.122568E+01 0.122568E+01 0.151673E+01 0.238577E+01 0.654307E+00
  35 0.412000E+01 0.760968E+00 0.939775E+00 0.906686E+00 0.898816E+00 0.635552E+00
  35 0.416000E+01 -.212364E-02 0.455551E+00 0.259862E+00 0.112469E+00 0.444826E+00
  35 0.420000E+01 0.414254E-02 0.129309E+00 0.283829E-01 0.304304E-02 -.259135E+00
  35 0.424000E+01 -.249730E-03 0.764122E-01 0.975215E-02 0.361265E-03 -.266204E+00
  35 0.428000E+01 -.139481E-02 0.601897E-01 0.576925E-02 0.105612E-03 -.576742E-01
  35 0.432000E+01 -.399752E-03 0.533218E-01 0.452695E-02 0.641194E-04 -.429364E-01
  35 0.436000E+01 0.140517E-02 0.486807E-01 0.374293E-02 0.428800E-04 -.202609E-01
  35 0.440000E+01 -.330117E-03 0.454319E-01 0.325793E-02 0.323697E-04 -.165635E-01
  36 0.400000E+01 0.164173E+01 0.164173E+01 0.270388E+01 0.740305E+01 0.662469E+00
  36 0.404000E+01 0.145250E+01 0.145250E+01 0.212034E+01 0.458416E+01 0.660117E+00
  36 0.408000E+01 0.122682E+01 0.122682E+01 0.151929E+01 0.239198E+01 0.654573E+00
  36 0.412000E+01 -.937650E+00 0.937650E+00 0.901883E+00 0.889157E+00 0.635618E+00
  36 0.416000E+01 0.734295E-01 0.464260E+00 0.268912E+00 0.118859E+00 0.452115E+00
  36 0.420000E+01 -.507333E-02 0.133006E+00 0.307170E-01 0.362299E-02 -.279939E+00
  36 0.424000E+01 0.100829E-02 0.769716E-01 0.979636E-02 0.356546E-03 -.238411E+00
  36 0.428000E+01 0.172817E-03 0.605218E-01 0.585564E-02 0.111709E-03 -.859690E-01
  36 0.432000E+01 0.490605E-03 0.530338E-01 0.446788E-02 0.623086E-04 -.404557E-01
  36 0.436000E+01 0.329486E-03 0.483290E-01 0.369091E-02 0.422516E-04 -.338438E-01
  36 0.440000E+01 0.187566E-03 0.453547E-01 0.324612E-02 0.323427E-04 -.231191E-01
  37 0.400000E+01 0.164275E+01 0.164275E+01 0.270689E+01 0.741584E+01 0.662636E+00
  37 0.404000E+01 0.145033E+01 0.145033E+01 0.211422E+01 0.455957E+01 0.659982E+00
  37 0.408000E+01 0.122849E+01 0.122849E+01 0.152340E+01 0.240487E+01 0.654584E+00
  37 0.412000E+01 -.942747E+00 0.942747E+00 0.911015E+00 0.905404E+00 0.636362E+00
  37 0.416000E+01 -.295566E-01 0.473545E+00 0.276928E+00 0.123961E+00 0.461200E+00
  37 0.420000E+01 0.495499E-02 0.133357E+00 0.305873E-01 0.352438E-02 -.255679E+00
  37 0.424000E+01 -.242581E-02 0.770229E-01 0.979914E-02 0.349692E-03 -.213918E+00
  37 0.428000E+01 0.207189E-02 0.609022E-01 0.594884E-02 0.116932E-03 -.101404E+00
  37 0.432000E+01 -.939555E-03 0.534998E-01 0.453855E-02 0.640681E-04 -.367776E-01
  37 0.436000E+01 0.811520E-03 0.487110E-01 0.374038E-02 0.425734E-04 -.143454E-01
  37 0.440000E+01 -.446687E-03 0.453230E-01 0.324195E-02 0.319880E-04 -.145018E-01
  38 0.400000E+01 0.164096E+01 0.164096E+01 0.270107E+01 0.738477E+01 0.662601E+00
  38 0.404000E+01 0.144962E+01 0.144962E+01 0.211187E+01 0.454728E+01 0.660143E+00
  38 0.408000E+01 0.122589E+01 0.122589E+01 0.151746E+01 0.238870E+01 0.654215E+00
  38 0.412000E+01 -.122548E-01 0.939867E+00 0.905955E+00 0.896528E+00 0.635892E+00
  38 0.416000E+01 0.246839E-01 0.475914E+00 0.278545E+00 0.124911E+00 0.463351E+00
  38 0.420000E+01 -.517600E-02 0.130543E+00 0.296637E-01 0.342992E-02 -.299309E+00
  38 0.424000E+01 -.652263E-03 0.755597E-01 0.936816E-02 0.312094E-03 -.185373E+00
  38 0.428000E+01 0.599413E-03 0.610592E-01 0.598016E-02 0.122755E-03 -.144176E+00
  38 0.432000E+01 -.478360E-03 0.531690E-01 0.448231E-02 0.623779E-04 -.349195E-01
  38 0.436000E+01 -.324031E-03 0.491734E-01 0.380347E-02 0.434712E-04 -.166022E-02
  38 0.440000E+01 -.489140E-04 0.452470E-01 0.322989E-02 0.319579E-04 -.211306E-01
  39 0.400000E+01 0.164295E+01 0.164295E+01 0.270763E+01 0.742082E+01 0.662593E+00
  39 0.404000E+01 0.145332E+01 0.145332E+01 0.212282E+01 0.459577E+01 0.660055E+00
  39 0.408000E+01 0.122697E+01 0.122697E+01 0.151978E+01 0.239452E+01 0.654431E+00
  39 0.412000E+01 0.942577E+00 0.942586E+00 0.911004E+00 0.906038E+00 0.636098E+00
  39 0.416000E+01 -.435070E-01 0.470812E+00 0.272076E+00 0.118777E+00 0.465149E+00
  39 0.420000E+01 -.344753E-02 0.132746E+00 0.302220E-01 0.338744E-02 -.236242E+00
  39 0.424000E+01 0.117959E-02 0.755208E-01 0.938749E-02 0.323554E-03 -.223845E+00
  39 0.428000E+01 0.237241E-03 0.613302E-01 0.602271E-02 0.119552E-03 -.986327E-01
  39 0.432000E+01 -.281713E-03 0.531659E-01 0.448153E-02 0.623662E-04 -.350820E-01
  39 0.436000E+01 -.696939E-04 0.487505E-01 0.375156E-02 0.431432E-04 -.218033E-01
  39 0.440000E+01 0.130794E-03 0.455020E-01 0.325848E-02 0.319655E-04 -.352891E-02
  40 0.400000E+01 0.164328E+01 0.164328E+01 0.270856E+01 0.742406E+01 0.662678E+00
  40 0.404000E+01 0.145452E+01 0.145452E+01 0.212636E+01 0.461115E+01 0.660050E+00
  40 0.408000E+01 0.122696E+01 0.122696E+01 0.152010E+01 0.239726E+01 0.654179E+00
  40 0.412000E+01 -.664823E+00 0.937504E+00 0.902440E+00 0.891862E+00 0.634961E+00
  40 0.416000E+01 -.695487E-01 0.471092E+00 0.271991E+00 0.119479E+00 0.461654E+00
  40 0.420000E+01 0.149067E-02 0.129017E+00 0.285357E-01 0.306609E-02 -.255124E+00
  40 0.424000E+01 0.264995E-02 0.769467E-01 0.978544E-02 0.351667E-03 -.224194E+00
  40 0.428000E+01 -.472063E-03 0.602371E-01 0.581525E-02 0.109792E-03 -.822104E-01
  40 0.432000E+01 -.749544E-03 0.530359E-01 0.446234E-02 0.622045E-04 -.412979E-01
  40 0.436000E+01 0.155660E-03 0.486918E-01 0.372512E-02 0.418910E-04 -.627909E-02
  40 0.440000E+01 0.484891E-03 0.454370E-01 0.324666E-02 0.317779E-04 -.491724E-02
  41 0.400000E+01 0.164173E+01 0.164173E+01 0.270363E+01 0.739870E+01 0.662604E+00
  41 0.404000E+01 0.145197E+01 0.145197E+01 0.211882E+01 0.457793E+01 0.660094E+00
  41 0.408000E+01 0.122717E+01 0.122717E+01 0.152000E+01 0.239356E+01 0.654669E+00
  41 0.412000E+01 0.939352E+00 0.939352E+00 0.905060E+00 0.895439E+00 0.635616E+00
  41 0.416000E+01 0.473447E-01 0.464871E+00 0.268164E+00 0.118291E+00 0.451686E+00
  41 0.420000E+01 -.742513E-02 0.129717E+00 0.289820E-01 0.318220E-02 -.262844E+00
  41 0.424000E+01 0.703794E-03 0.758482E-01 0.953138E-02 0.333904E-03 -.225150E+00
  41 0.428000E+01 -.381199E-03 0.603787E-01 0.584811E-02 0.111675E-03 -.884406E-01
  41 0.432000E+01 0.355576E-04 0.530316E-01 0.445983E-02 0.620906E-04 -.405637E-01
  41 0.436000E+01 -.220802E-03 0.483958E-01 0.370951E-02 0.425607E-04 -.309906E-01
  41 0.440000E+01 0.426024E-03 0.454977E-01 0.326080E-02 0.324522E-04 -.173556E-01
  42 0.400000E+01 0.164262E+01 0.164262E+01 0.270657E+01 0.741514E+01 0.662589E+00
  42 0.404000E+01 0.145151E+01 0.145151E+01 0.211768E+01 0.457470E+01 0.659968E+00
  42 0.408000E+01 0.122718E+01 0.122718E+01 0.152032E+01 0.239595E+01 0.654471E+00
  42 0.412000E+01 0.938487E+00 0.938487E+00 0.903767E+00 0.893434E+00 0.635391E+00
  42 0.416000E+01 -.761296E-01 0.471097E+00 0.275300E+00 0.123629E+00 0.456267E+00
  42 0.420000E+01 -.104465E-01 0.129772E+00 0.287120E-01 0.307630E-02 -.243884E+00
  42 0.424000E+01 0.222083E-02 0.757456E-01 0.945122E-02 0.325126E-03 -.213263E+00
  42 0.428000E+01 0.984366E-04 0.605952E-01 0.588711E-02 0.113348E-03 -.901499E-01
  42 0.432000E+01 0.169265E-02 0.534961E-01 0.454920E-02 0.656350E-04 -.571688E-01
  42 0.436000E+01 -.561819E-03 0.483626E-01 0.370554E-02 0.426168E-04 -.345602E-01
  42 0.440000E+01 -.157285E-03 0.454408E-01 0.325525E-02 0.322454E-04 -.143282E-01
  43 0.400000E+01 0.164159E+01 0.164159E+01 0.270323E+01 0.739732E+01 0.662566E+00
  43 0.404000E+01 0.145160E+01 0.145160E+01 0.211770E+01 0.457240E+01 0.660144E+00
  43 0.408000E+01 0.122715E+01 0.122715E+01 0.152006E+01 0.239423E+01 0.654598E+00
  43 0.412000E+01 0.939323E+00 0.939323E+00 0.904660E+00 0.893168E+00 0.636218E+00
  43 0.416000E+01 -.968287E-02 0.474692E+00 0.278551E+00 0.125348E+00 0.461498E+00
  43 0.420000E+01 -.112707E-02 0.129275E+00 0.289974E-01 0.329537E-02 -.306367E+00
  43 0.424000E+01 -.111110E-02 0.758646E-01 0.952062E-02 0.343914E-03 -.264730E+00
  43 0.428000E+01 -.139028E-02 0.613640E-01 0.606278E-02 0.123342E-03 -.118524E+00
  43 0.432000E+01 0.869483E-03 0.530222E-01 0.445695E-02 0.618913E-04 -.385606E-01
  43 0.436000E+01 0.457835E-04 0.487394E-01 0.375593E-02 0.437899E-04 -.347094E-01
  43 0.440000E+01 0.441731E-03 0.455804E-01 0.327626E-02 0.327952E-04 -.184329E-01
  44 0.400000E+01 0.164039E+01 0.164039E+01 0.269933E+01 0.737688E+01 0.662526E+00
  44 0.404000E+01 0.145062E+01 0.145062E+01 0.211480E+01 0.455979E+01 0.660151E+00
  44 0.408000E+01 0.122669E+01 0.122669E+01 0.151909E+01 0.239226E+01 0.654440E+00
  44 0.412000E+01 -.935614E+00 0.935851E+00 0.900143E+00 0.887868E+00 0.634739E+00
  44 0.416000E+01 0.205490E-01 0.466233E+00 0.269485E+00 0.118891E+00 0.454292E+00
  44 0.420000E+01 0.218172E-02 0.132313E+00 0.301664E-01 0.343348E-02 -.257668E+00
  44 0.424000E+01 -.130364E-03 0.770051E-01 0.978620E-02 0.352808E-03 -.227973E+00
  44 0.428000E+01 -.431760E-03 0.609725E-01 0.597194E-02 0.119755E-03 -.119289E+00
  44 0.432000E+01 0.113853E-02 0.533148E-01 0.451978E-02 0.644914E-04 -.523140E-01
  44 0.436000E+01 -.215667E-03 0.487363E-01 0.373624E-02 0.425761E-04 -.166580E-01
  44 0.440000E+01 0.529945E-03 0.453031E-01 0.322443E-02 0.313395E-04 -.476683E-02
  45 0.400000E+01 0.164315E+01 0.164315E+01 0.270824E+01 0.742353E+01 0.662623E+00
  45 0.404000E+01 0.145264E+01 0.145264E+01 0.212080E+01 0.458647E+01 0.660095E+00
  45 0.408000E+01 0.122510E+01 0.122510E+01 0.151518E+01 0.238025E+01 0.654402E+00
  45 0.412000E+01 -.662799E+00 0.936855E+00 0.901711E+00 0.891457E+00 0.634536E+00
  45 0.416000E+01 -.242555E-01 0.460268E+00 0.266927E+00 0.119527E+00 0.440811E+00
  45 0.420000E+01 -.176902E-02 0.133123E+00 0.304944E-01 0.352046E-02 -.261936E+00
  45 0.424000E+01 0.215612E-03 0.752826E-01 0.946017E-02 0.368648E-03 -.373068E+00
  45 0.428000E+01 -.164032E-02 0.602756E-01 0.581640E-02 0.109802E-03 -.818805E-01
  45 0.432000E+01 0.110758E-03 0.536038E-01 0.455386E-02 0.648066E-04 -.416908E-01
  45 0.436000E+01 0.121673E-03 0.487623E-01 0.375665E-02 0.433058E-04 -.228786E-01
  45 0.440000E+01 0.505758E-03 0.453594E-01 0.324126E-02 0.318636E-04 -.109888E-01
  46 0.400000E+01 0.164218E+01 0.164218E+01 0.270509E+01 0.740689E+01 0.662596E+00
  46 0.404000E+01 0.145155E+01 0.145155E+01 0.211770E+01 0.457381E+01 0.660040E+00
  46 0.408000E+01 0.122817E+01 0.122817E+01 0.152247E+01 0.240155E+01 0.654638E+00
  46 0.412000E+01 -.941175E+00 0.941175E+00 0.908028E+00 0.899742E+00 0.636254E+00
  46 0.416000E+01 -.126068E-01 0.466860E+00 0.271393E+00 0.121022E+00 0.452294E+00
  46 0.420000E+01 -.272207E-02 0.129480E+00 0.287405E-01 0.308531E-02 -.245057E+00
  46 0.424000E+01 0.241110E-02 0.747983E-01 0.917483E-02 0.298699E-03 -.182814E+00
  46 0.428000E+01 -.107580E-04 0.608849E-01 0.593273E-02 0.113024E-03 -.703808E-01
  46 0.432000E+01 0.168353E-03 0.530939E-01 0.446210E-02 0.623403E-04 -.436832E-01
  46 0.436000E+01 -.183101E-03 0.485367E-01 0.372942E-02 0.431393E-04 -.338762E-01
  46 0.440000E+01 -.104938E-03 0.453295E-01 0.323808E-02 0.316698E-04 -.681184E-02
  47 0.400000E+01 0.164259E+01 0.164259E+01 0.270630E+01 0.741220E+01 0.662657E+00
  47 0.404000E+01 0.145159E+01 0.145159E+01 0.211756E+01 0.457112E+01 0.660196E+00
  47 0.408000E+01 0.122607E+01 0.122607E+01 0.151757E+01 0.238754E+01 0.654432E+00
  47 0.412000E+01 -.942194E+00 0.942194E+00 0.910904E+00 0.907879E+00 0.635279E+00
  47 0.416000E+01 0.733359E-01 0.473810E+00 0.279224E+00 0.127049E+00 0.456816E+00
  47 0.420000E+01 0.370366E-02 0.134958E+00 0.312268E-01 0.362596E-02 -.239497E+00
  47 0.424000E+01 -.147880E-02 0.753998E-01 0.925571E-02 0.297730E-03 -.158461E+00
  47 0.428000E+01 -.513240E-03 0.603152E-01 0.583402E-02 0.112771E-03 -.104441E+00
  47 0.432000E+01 -.103462E-04 0.532240E-01 0.449443E-02 0.632791E-04 -.442125E-01
  47 0.436000E+01 0.614647E-03 0.489855E-01 0.378634E-02 0.438530E-04 -.196185E-01
  47 0.440000E+01 -.498171E-03 0.456820E-01 0.328277E-02 0.327101E-04 -.117651E-01
  48 0.400000E+01 0.164080E+01 0.164080E+01 0.270077E+01 0.738554E+01 0.662490E+00
  48 0.404000E+01 0.145204E+01 0.145204E+01 0.211912E+01 0.457992E+01 0.660042E+00
  48 0.408000E+01 0.122816E+01 0.122816E+01 0.152255E+01 0.240226E+01 0.654575E+00
  48 0.412000E+01 0.943344E+00 0.943344E+00 0.912012E+00 0.907187E+00 0.636441E+00
  48 0.416000E+01 -.519522E-01 0.468946E+00 0.272606E+00 0.120394E+00 0.459976E+00
  48 0.420000E+01 0.274566E-02 0.131560E+00 0.301317E-01 0.355956E-02 -.306855E+00
  48 0.424000E+01 0.154841E-02 0.760602E-01 0.961894E-02 0.365146E-03 -.315502E+00
  48 0.428000E+01 0.139438E-02 0.601864E-01 0.579914E-02 0.109768E-03 -.880007E-01
  48 0.432000E+01 -.638608E-03 0.528295E-01 0.442963E-02 0.614513E-04 -.439372E-01
  48 0.436000E+01 0.862883E-03 0.486341E-01 0.374050E-02 0.432290E-04 -.298987E-01
  48 0.440000E+01 0.565007E-03 0.453660E-01 0.323955E-02 0.316688E-04 -.587065E-02
  49 0.400000E+01 0.164235E+01 0.164235E+01 0.270574E+01 0.741137E+01 0.662554E+00
  49 0.404000E+01 0.145223E+01 0.145223E+01 0.211946E+01 0.457983E+01 0.660158E+00
  49 0.408000E+01 0.122845E+01 0.122845E+01 0.152317E+01 0.240356E+01 0.654667E+00
  49 0.412000E+01 -.535183E+00 0.937100E+00 0.901853E+00 0.890958E+00 0.634856E+00
  49 0.416000E+01 0.110769E+00 0.466018E+00 0.268418E+00 0.116854E+00 0.459372E+00
  49 0.420000E+01 -.247797E-02 0.129751E+00 0.289656E-01 0.325318E-02 -.292478E+00
  49 0.424000E+01 -.553149E-03 0.764120E-01 0.955080E-02 0.323169E-03 -.180941E+00
  49 0.428000E+01 0.143692E-03 0.605816E-01 0.588417E-02 0.114821E-03 -.105427E+00
  49 0.432000E+01 0.698302E-03 0.534520E-01 0.453357E-02 0.644148E-04 -.446797E-01
  49 0.436000E+01 -.168914E-03 0.487222E-01 0.373651E-02 0.426739E-04 -.188453E-01
  49 0.440000E+01 0.525066E-03 0.454929E-01 0.326822E-02 0.326810E-04 -.198846E-01
  50 0.400000E+01 0.164256E+01 0.164256E+01 0.270632E+01 0.741333E+01 0.662609E+00
  50 0.404000E+01 0.145269E+01 0.145269E+01 0.212056E+01 0.458257E+01 0.660308E+00
  50 0.408000E+01 0.122745E+01 0.122745E+01 0.152087E+01 0.239704E+01 0.654562E+00
  50 0.412000E+01 0.940310E+00 0.940310E+00 0.907031E+00 0.898968E+00 0.635768E+00
  50 0.416000E+01 -.617285E-01 0.468953E+00 0.274627E+00 0.123818E+00 0.452761E+00
  50 0.420000E+01 0.316309E-02 0.133808E+00 0.310550E-01 0.369753E-02 -.277993E+00
  50 0.424000E+01 0.178672E-02 0.770724E-01 0.979057E-02 0.344641E-03 -.198476E+00
