 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   HOT
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9013
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.418001E+00 0.174973E+00 0.307881E-01 0.387004E-01 0.994366E+00 0.929550E+00 0.999014E+00 0.231765E-03 0.101431E-01 0.177806E+00 0.260751E+00 0.681434E-01 0.468503E-02 0.665665E+00 0.546765E-04 0.325720E+00 0.106830E+00 0.117238E-01 0.666160E+00 0.166944E-03 0.846673E-01 0.256907E-02 0.941505E+00 0.343120E-01
 0.805556E+01 0.411998E+00 0.169998E+00 0.290724E-01 0.380580E-01 0.994013E+00 0.962961E+00 0.998944E+00 0.227779E-03 0.102951E-01 0.162975E+00 0.256570E+00 0.659780E-01 0.439252E-02 0.665572E+00 0.220318E-04 0.321374E+00 0.104020E+00 0.111242E-01 0.666122E+00 0.178335E-03 0.821973E-01 0.258639E-02 0.940336E+00 0.348689E-01
 0.811111E+01 0.405938E+00 0.165051E+00 0.274154E-01 0.374668E-01 0.993625E+00 0.100989E+01 0.998854E+00 0.239514E-03 0.104472E-01 0.161781E+00 0.252292E+00 0.638019E-01 0.410863E-02 0.665450E+00 0.218382E-04 0.317025E+00 0.101249E+00 0.105489E-01 0.666076E+00 0.201770E-03 0.797309E-01 0.259453E-02 0.938907E+00 0.355930E-01
 0.816667E+01 0.399882E+00 0.160178E+00 0.258300E-01 0.367769E-01 0.993252E+00 0.105742E+01 0.998756E+00 0.252524E-03 0.105605E-01 0.161435E+00 0.248109E+00 0.617089E-01 0.384455E-02 0.665340E+00 0.591461E-04 0.312605E+00 0.984688E-01 0.998657E-02 0.666030E+00 0.219385E-03 0.773125E-01 0.258894E-02 0.937646E+00 0.362837E-01
 0.822222E+01 0.393697E+00 0.155278E+00 0.242843E-01 0.361810E-01 0.992820E+00 0.109707E+01 0.998663E+00 0.249766E-03 0.107100E-01 0.146659E+00 0.243735E+00 0.595586E-01 0.358249E-02 0.665196E+00 0.120704E-03 0.308167E+00 0.957193E-01 0.944621E-02 0.665983E+00 0.239397E-03 0.748684E-01 0.258967E-02 0.936033E+00 0.371161E-01
 0.827778E+01 0.387476E+00 0.150425E+00 0.227994E-01 0.355413E-01 0.992409E+00 0.115564E+01 0.998540E+00 0.251614E-03 0.107961E-01 0.135090E+00 0.239365E+00 0.574530E-01 0.333590E-02 0.665006E+00 0.206132E-03 0.303666E+00 0.929719E-01 0.892187E-02 0.665924E+00 0.266718E-03 0.724439E-01 0.255598E-02 0.934274E+00 0.381910E-01
 0.833333E+01 0.381193E+00 0.145603E+00 0.213707E-01 0.349339E-01 0.991963E+00 0.124676E+01 0.998368E+00 0.243458E-03 0.108531E-01 0.113253E+00 0.234904E+00 0.553482E-01 0.309901E-02 0.664717E+00 0.338688E-03 0.299150E+00 0.902549E-01 0.841755E-02 0.665860E+00 0.294394E-03 0.700278E-01 0.250651E-02 0.932277E+00 0.393850E-01
 0.838889E+01 0.374781E+00 0.140761E+00 0.199816E-01 0.343278E-01 0.991523E+00 0.136251E+01 0.998154E+00 0.207896E-03 0.108467E-01 0.696766E-01 0.230313E+00 0.532309E-01 0.287086E-02 0.664297E+00 0.571965E-03 0.294551E+00 0.875302E-01 0.792675E-02 0.665792E+00 0.319422E-03 0.675895E-01 0.241980E-02 0.929886E+00 0.409314E-01
 0.844444E+01 0.368195E+00 0.135873E+00 0.186263E-01 0.337898E-01 0.991068E+00 0.150943E+01 0.997881E+00 0.163340E-03 0.107886E-01 0.203300E-01 0.225492E+00 0.510578E-01 0.264682E-02 0.663752E+00 0.866089E-03 0.289893E+00 0.848151E-01 0.745269E-02 0.665707E+00 0.351350E-03 0.651094E-01 0.230047E-02 0.926861E+00 0.429052E-01
 0.850000E+01 0.361567E+00 0.131039E+00 0.173323E-01 0.332767E-01 0.990625E+00 0.164941E+01 0.997596E+00 0.893826E-04 0.106990E-01 0.455775E-01 0.220590E+00 0.489007E-01 0.243424E-02 0.663077E+00 0.126971E-02 0.285227E+00 0.821385E-01 0.699983E-02 0.665622E+00 0.382359E-03 0.626459E-01 0.216126E-02 0.923396E+00 0.452153E-01
