 iconf, T, nbar, nbar2, nbar4, nbinder
   1 0.800000E+01 -.110604E+00 0.125516E-01 0.173347E-03 0.633230E+00
   1 0.818421E+01 -.109087E+00 0.122217E-01 0.164895E-03 0.632018E+00
   1 0.836842E+01 -.107205E+00 0.118151E-01 0.154602E-03 0.630838E+00
   1 0.855263E+01 -.104785E+00 0.113058E-01 0.142310E-03 0.628882E+00
   1 0.873684E+01 -.101223E+00 0.105728E-01 0.125380E-03 0.626127E+00
   1 0.892105E+01 -.973712E-01 0.980600E-02 0.108692E-03 0.623215E+00
   1 0.910526E+01 -.927531E-01 0.892444E-02 0.909007E-04 0.619562E+00
   1 0.928947E+01 -.879523E-01 0.805439E-02 0.749432E-04 0.614925E+00
   1 0.947368E+01 -.829983E-01 0.720720E-02 0.609501E-04 0.608872E+00
   1 0.965789E+01 -.779673E-01 0.639342E-02 0.487336E-04 0.602588E+00
   1 0.984211E+01 -.732480E-01 0.567420E-02 0.390378E-04 0.595839E+00
   1 0.100263E+02 -.685553E-01 0.500353E-02 0.309294E-04 0.588190E+00
   1 0.102105E+02 -.644558E-01 0.445257E-02 0.249538E-04 0.580440E+00
   1 0.103947E+02 -.606358E-01 0.396902E-02 0.202334E-04 0.571864E+00
   1 0.105789E+02 -.568989E-01 0.352520E-02 0.163216E-04 0.562203E+00
   1 0.107632E+02 -.533539E-01 0.313092E-02 0.131960E-04 0.551277E+00
   1 0.109474E+02 -.497474E-01 0.275400E-02 0.105144E-04 0.537899E+00
   1 0.111316E+02 -.463631E-01 0.242464E-02 0.840128E-05 0.523644E+00
   1 0.113158E+02 -.431585E-01 0.213208E-02 0.670306E-05 0.508475E+00
   1 0.115000E+02 -.403806E-01 0.189663E-02 0.546712E-05 0.493390E+00
   2 0.800000E+01 -.668297E-01 0.478011E-02 0.286695E-04 0.581762E+00
   2 0.818421E+01 -.655855E-01 0.462164E-02 0.270822E-04 0.577360E+00
   2 0.836842E+01 -.649408E-01 0.453796E-02 0.261992E-04 0.575923E+00
   2 0.855263E+01 -.643523E-01 0.446134E-02 0.254078E-04 0.574485E+00
   2 0.873684E+01 -.629067E-01 0.427909E-02 0.236010E-04 0.570358E+00
   2 0.892105E+01 -.612748E-01 0.407557E-02 0.216115E-04 0.566302E+00
   2 0.910526E+01 -.597280E-01 0.389074E-02 0.199680E-04 0.560308E+00
   2 0.928947E+01 -.578653E-01 0.366911E-02 0.179699E-04 0.555059E+00
   2 0.947368E+01 -.556866E-01 0.341917E-02 0.158516E-04 0.548028E+00
   2 0.965789E+01 -.540298E-01 0.323676E-02 0.143976E-04 0.541914E+00
   2 0.984211E+01 -.528337E-01 0.310055E-02 0.132701E-04 0.539876E+00
   2 0.100263E+02 -.516361E-01 0.297336E-02 0.123159E-04 0.535647E+00
   2 0.102105E+02 -.502573E-01 0.282530E-02 0.111759E-04 0.533303E+00
   2 0.103947E+02 -.488444E-01 0.268266E-02 0.101895E-04 0.528046E+00
   2 0.105789E+02 -.471644E-01 0.251459E-02 0.907119E-05 0.521799E+00
   2 0.107632E+02 -.451417E-01 0.232272E-02 0.788225E-05 0.512992E+00
   2 0.109474E+02 -.429433E-01 0.212648E-02 0.675834E-05 0.501810E+00
   2 0.111316E+02 -.406546E-01 0.192629E-02 0.567874E-05 0.489861E+00
   2 0.113158E+02 -.383391E-01 0.174099E-02 0.477076E-05 0.475345E+00
   2 0.115000E+02 -.362917E-01 0.158230E-02 0.404312E-05 0.461705E+00
   3 0.800000E+01 0.956461E-01 0.946645E-02 0.101465E-03 0.622585E+00
   3 0.818421E+01 0.931692E-01 0.899931E-02 0.922755E-04 0.620207E+00
   3 0.836842E+01 0.907339E-01 0.855495E-02 0.840365E-04 0.617253E+00
   3 0.855263E+01 0.881273E-01 0.808988E-02 0.757177E-04 0.614351E+00
   3 0.873684E+01 0.860630E-01 0.772770E-02 0.694343E-04 0.612428E+00
   3 0.892105E+01 0.839175E-01 0.736576E-02 0.635784E-04 0.609382E+00
