 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9087
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.421264E+00 0.177525E+00 0.315581E-01 0.311451E-01 0.998632E+00 0.133831E+01 0.998649E+00 0.155101E-03 0.586604E-03 0.155512E+00 0.322832E+00 0.104331E+00 0.109300E-01 0.666062E+00 0.157533E-03 0.270242E+00 0.731935E-01 0.540219E-02 0.664940E+00 0.799189E-03 0.871775E-01 0.365084E-03 0.966331E+00 0.132140E-01
 0.805556E+01 0.414682E+00 0.172029E+00 0.296401E-01 0.307423E-01 0.998442E+00 0.147624E+01 0.998451E+00 0.163555E-03 0.386323E-03 0.155268E+00 0.318213E+00 0.101381E+00 0.103256E-01 0.665949E+00 0.186584E-03 0.265450E+00 0.706485E-01 0.504022E-02 0.664676E+00 0.943491E-03 0.843978E-01 0.487243E-03 0.964724E+00 0.144222E-01
 0.811111E+01 0.408088E+00 0.166608E+00 0.278062E-01 0.303432E-01 0.998276E+00 0.157574E+01 0.998278E+00 0.161433E-03 0.178296E-03 0.144474E+00 0.313590E+00 0.984689E-01 0.974597E-02 0.665833E+00 0.208701E-03 0.260641E+00 0.681396E-01 0.469570E-02 0.664415E+00 0.108295E-02 0.816553E-01 0.610039E-03 0.962997E+00 0.157043E-01
 0.816667E+01 0.401346E+00 0.161157E+00 0.260213E-01 0.298492E-01 0.998081E+00 0.168547E+01 0.998082E+00 0.144024E-03 0.578363E-04 0.121218E+00 0.308790E+00 0.954926E-01 0.917115E-02 0.665691E+00 0.243467E-03 0.255811E+00 0.656641E-01 0.436712E-02 0.664133E+00 0.121411E-02 0.789074E-01 0.685701E-03 0.961423E+00 0.168498E-01
 0.822222E+01 0.394579E+00 0.155775E+00 0.243170E-01 0.293336E-01 0.997894E+00 0.177528E+01 0.997894E+00 0.122369E-03 0.345848E-04 0.962638E-01 0.303957E+00 0.925407E-01 0.861770E-02 0.665554E+00 0.263922E-03 0.250989E+00 0.632347E-01 0.405534E-02 0.663874E+00 0.131903E-02 0.762014E-01 0.740903E-03 0.959891E+00 0.178709E-01
 0.827778E+01 0.387727E+00 0.150419E+00 0.226776E-01 0.288244E-01 0.997713E+00 0.184709E+01 0.997714E+00 0.993304E-04 0.115478E-03 0.721271E-01 0.299077E+00 0.896064E-01 0.808459E-02 0.665423E+00 0.290939E-03 0.246086E+00 0.608125E-01 0.375613E-02 0.663603E+00 0.143504E-02 0.735051E-01 0.793870E-03 0.958168E+00 0.190530E-01
 0.833333E+01 0.380800E+00 0.145100E+00 0.211062E-01 0.283996E-01 0.997519E+00 0.191855E+01 0.997521E+00 0.838533E-04 0.221837E-03 0.554056E-01 0.294214E+00 0.867292E-01 0.757800E-02 0.665293E+00 0.315624E-03 0.241041E+00 0.583706E-01 0.346628E-02 0.663303E+00 0.155119E-02 0.708192E-01 0.856625E-03 0.956098E+00 0.203618E-01
 0.838889E+01 0.373984E+00 0.139959E+00 0.196409E-01 0.278137E-01 0.997323E+00 0.198351E+01 0.997326E+00 0.623869E-04 0.260658E-03 0.366294E-01 0.289292E+00 0.838630E-01 0.708902E-02 0.665162E+00 0.323980E-03 0.236260E+00 0.560960E-01 0.320518E-02 0.663055E+00 0.163332E-02 0.682484E-01 0.873999E-03 0.954623E+00 0.212092E-01
 0.844444E+01 0.367097E+00 0.134860E+00 0.182404E-01 0.272238E-01 0.997075E+00 0.207663E+01 0.997079E+00 0.532497E-04 0.257572E-03 0.298319E-01 0.284317E+00 0.810158E-01 0.661972E-02 0.665012E+00 0.332922E-03 0.231433E+00 0.538444E-01 0.295646E-02 0.662789E+00 0.172068E-02 0.656998E-01 0.872924E-03 0.953106E+00 0.220342E-01
 0.850000E+01 0.360181E+00 0.129835E+00 0.169106E-01 0.266946E-01 0.996824E+00 0.215629E+01 0.996832E+00 0.722834E-04 0.372588E-03 0.416207E-01 0.279374E+00 0.782344E-01 0.617630E-02 0.664858E+00 0.320508E-03 0.226511E+00 0.516003E-01 0.271930E-02 0.662485E+00 0.183872E-02 0.631797E-01 0.918918E-03 0.951232E+00 0.230572E-01
 0.855556E+01 0.353038E+00 0.124746E+00 0.156160E-01 0.260992E-01 0.996513E+00 0.226182E+01 0.996522E+00 0.801876E-04 0.404710E-03 0.458047E-01 0.274212E+00 0.753860E-01 0.573936E-02 0.664648E+00 0.316403E-03 0.221497E+00 0.493605E-01 0.249194E-02 0.662214E+00 0.191024E-02 0.606336E-01 0.933208E-03 0.949379E+00 0.241607E-01
 0.861111E+01 0.345945E+00 0.119794E+00 0.144052E-01 0.254361E-01 0.996198E+00 0.235479E+01 0.996212E+00 0.111362E-03 0.468915E-03 0.643100E-01 0.269027E+00 0.725752E-01 0.532302E-02 0.664435E+00 0.283452E-03 0.216597E+00 0.472190E-01 0.228349E-02 0.661893E+00 0.202244E-02 0.581681E-01 0.946327E-03 0.947842E+00 0.249153E-01
 0.866667E+01 0.338695E+00 0.114840E+00 0.132443E-01 0.247709E-01 0.995741E+00 0.251798E+01 0.995760E+00 0.229809E-03 0.575197E-03 0.135342E+00 0.263731E+00 0.697608E-01 0.492204E-02 0.664173E+00 0.212087E-03 0.211582E+00 0.450787E-01 0.208444E-02 0.661492E+00 0.217074E-02 0.557008E-01 0.969562E-03 0.946216E+00 0.256225E-01
 0.872222E+01 0.331291E+00 0.109890E+00 0.121343E-01 0.240910E-01 0.995163E+00 0.272617E+01 0.995195E+00 0.420841E-03 0.752470E-03 0.243678E+00 0.258295E+00 0.669354E-01 0.453639E-02 0.663783E+00 0.645659E-04 0.206479E+00 0.429549E-01 0.189603E-02 0.661026E+00 0.236815E-02 0.532365E-01 0.101244E-02 0.944584E+00 0.262628E-01
 0.877778E+01 0.323834E+00 0.105021E+00 0.110912E-01 0.233914E-01 0.994393E+00 0.300528E+01 0.994452E+00 0.702976E-03 0.102575E-02 0.390363E+00 0.252774E+00 0.641307E-01 0.416997E-02 0.663264E+00 0.146691E-03 0.201385E+00 0.408900E-01 0.172172E-02 0.660482E+00 0.263247E-02 0.508139E-01 0.108184E-02 0.943020E+00 0.268474E-01
 0.883333E+01 0.316348E+00 0.100246E+00 0.101144E-01 0.226330E-01 0.993511E+00 0.330341E+01 0.993606E+00 0.109480E-02 0.131978E-02 0.579861E+00 0.247153E+00 0.613408E-01 0.382138E-02 0.662656E+00 0.440036E-03 0.196355E+00 0.389049E-01 0.156231E-02 0.659837E+00 0.293684E-02 0.484441E-01 0.115146E-02 0.941686E+00 0.273441E-01
