 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9015
 ------------------------
 disorder configurations processed            2
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.417592E+00 0.174466E+00 0.304954E-01 0.144214E-01 0.998127E+00 0.142868E+01 0.998529E+00 0.157977E-04 0.295263E-02 0.478866E-01 0.301202E+00 0.910053E-01 0.838278E-02 0.665448E+00 0.388670E-03 0.288640E+00 0.834607E-01 0.701209E-02 0.665591E+00 0.448694E-03 0.868137E-01 0.102552E-02 0.992262E+00 0.456574E-02
 0.805556E+01 0.411340E+00 0.169287E+00 0.287162E-01 0.144609E-01 0.997975E+00 0.157256E+01 0.998325E+00 0.124988E-03 0.268624E-02 0.150944E+00 0.296855E+00 0.884082E-01 0.791490E-02 0.665360E+00 0.364488E-03 0.284086E+00 0.808790E-01 0.659391E-02 0.665285E+00 0.628453E-03 0.842002E-01 0.885715E-03 0.991701E+00 0.488891E-02
 0.811111E+01 0.404980E+00 0.164100E+00 0.269881E-01 0.145402E-01 0.997799E+00 0.173195E+01 0.998088E+00 0.226582E-03 0.237569E-02 0.238915E+00 0.292504E+00 0.858461E-01 0.746641E-02 0.665263E+00 0.351626E-03 0.279368E+00 0.782539E-01 0.618331E-02 0.664899E+00 0.855136E-03 0.815760E-01 0.726606E-03 0.990996E+00 0.532239E-02
 0.816667E+01 0.398375E+00 0.158801E+00 0.252793E-01 0.146809E-01 0.997553E+00 0.193684E+01 0.997780E+00 0.369670E-03 0.203040E-02 0.355721E+00 0.287976E+00 0.832221E-01 0.702139E-02 0.665141E+00 0.325169E-03 0.274461E+00 0.755784E-01 0.578063E-02 0.664372E+00 0.116933E-02 0.788878E-01 0.553399E-03 0.990129E+00 0.583856E-02
 0.822222E+01 0.391485E+00 0.153366E+00 0.235853E-01 0.149326E-01 0.997278E+00 0.215212E+01 0.997431E+00 0.515559E-03 0.158590E-02 0.462168E+00 0.283341E+00 0.805795E-01 0.658727E-02 0.665002E+00 0.305624E-03 0.269223E+00 0.727869E-01 0.537772E-02 0.663675E+00 0.158954E-02 0.761180E-01 0.336417E-03 0.988911E+00 0.658448E-02
 0.827778E+01 0.384535E+00 0.147981E+00 0.219653E-01 0.152780E-01 0.996952E+00 0.237203E+01 0.997047E+00 0.649759E-03 0.117680E-02 0.548841E+00 0.278734E+00 0.779981E-01 0.617737E-02 0.664858E+00 0.316412E-03 0.263845E+00 0.699834E-01 0.498914E-02 0.662851E+00 0.207477E-02 0.733627E-01 0.133167E-03 0.987379E+00 0.754068E-02
 0.833333E+01 0.377250E+00 0.142446E+00 0.203626E-01 0.157178E-01 0.996461E+00 0.268818E+01 0.996504E+00 0.818863E-03 0.691716E-03 0.651133E+00 0.274024E+00 0.754039E-01 0.577891E-02 0.664682E+00 0.332191E-03 0.258046E+00 0.670420E-01 0.460101E-02 0.661658E+00 0.274599E-02 0.705124E-01 0.105277E-03 0.985380E+00 0.885157E-02
 0.838889E+01 0.369931E+00 0.136991E+00 0.188427E-01 0.162013E-01 0.995944E+00 0.297417E+01 0.995954E+00 0.989084E-03 0.213751E-03 0.742036E+00 0.269379E+00 0.728878E-01 0.540487E-02 0.664535E+00 0.355072E-03 0.252101E+00 0.641034E-01 0.423054E-02 0.660255E+00 0.351732E-02 0.676923E-01 0.342089E-03 0.982948E+00 0.104902E-01
 0.844444E+01 0.362287E+00 0.131411E+00 0.173503E-01 0.168769E-01 0.995283E+00 0.330599E+01 0.995280E+00 0.112245E-02 0.260865E-03 0.790766E+00 0.264681E+00 0.703927E-01 0.504785E-02 0.664351E+00 0.420612E-03 0.245675E+00 0.610184E-01 0.386132E-02 0.658448E+00 0.448069E-02 0.647804E-01 0.588624E-03 0.979562E+00 0.128048E-01
 0.850000E+01 0.354376E+00 0.125760E+00 0.159025E-01 0.176822E-01 0.994508E+00 0.365249E+01 0.994518E+00 0.123582E-02 0.724370E-03 0.815332E+00 0.259882E+00 0.678948E-01 0.470376E-02 0.664150E+00 0.533172E-03 0.238901E+00 0.578655E-01 0.350361E-02 0.656296E+00 0.559947E-02 0.618079E-01 0.838296E-03 0.975110E+00 0.158333E-01
