 program J1J2_6          
 linear system size                56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9045
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed            2
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.8980112013633006E+00   1.6813525559211315E-02   6.0565115898409516E-01   8.9587298943613874E-04
   8.0555555555555554E+00  -3.8642276684106447E+00   1.6824635454516512E-02   6.0694070960219582E-01   8.5668283885174186E-04
   8.1111111111111107E+00  -3.8302584122859056E+00   1.6805326364793011E-02   6.1182619307957542E-01   3.9737294158656496E-04
   8.1666666666666661E+00  -3.7962430850409197E+00   1.6766567571764705E-02   6.1470461089135964E-01   7.2731028175024054E-04
   8.2222222222222214E+00  -3.7621183494589259E+00   1.6726055776174167E-02   6.1483256198093683E-01   6.3187107310318355E-04
   8.2777777777777786E+00  -3.7278191126440436E+00   1.6645475084000477E-02   6.1959730629265819E-01   1.5674934664794673E-03
   8.3333333333333339E+00  -3.6934895559172172E+00   1.6581996610738385E-02   6.1720511849034154E-01   1.4939141415580767E-03
   8.3888888888888893E+00  -3.6589755730704354E+00   1.6459993250659492E-02   6.1913155600638903E-01   1.9376424770420335E-03
   8.4444444444444446E+00  -3.6244672684781150E+00   1.6351139951794987E-02   6.2368781658751338E-01   3.3718638768239040E-03
   8.5000000000000000E+00  -3.5898799358479483E+00   1.6215307326649858E-02   6.2349609572173237E-01   1.5784913874392814E-03
   8.5555555555555554E+00  -3.5552732402347664E+00   1.6073732171500290E-02   6.2193450014261864E-01   2.0381308082001483E-03
   8.6111111111111107E+00  -3.5206092921601293E+00   1.6010645850184902E-02   6.2445401299130632E-01   4.2268544308542052E-04
   8.6666666666666661E+00  -3.4860186779902138E+00   1.5895454099437129E-02   6.2160313074683571E-01   9.8865385485861980E-04
   8.7222222222222214E+00  -3.4513985976484443E+00   1.5847701953139018E-02   6.2163073026011895E-01   4.2386859319051249E-04
   8.7777777777777786E+00  -3.4168039938987214E+00   1.5826339844360118E-02   6.2500238347310988E-01   7.0526455169970235E-04
   8.8333333333333339E+00  -3.3821840725609618E+00   1.5823410678662705E-02   6.2225099902383341E-01   4.6863204788540313E-04
   8.8888888888888893E+00  -3.3476362167965776E+00   1.5803241163457750E-02   6.2188546475288287E-01   2.8192554759508606E-04
   8.9444444444444446E+00  -3.3130772771267001E+00   1.5798142377325321E-02   6.2184772593334237E-01   2.3910837625001921E-04
   9.0000000000000000E+00  -3.2785654697338282E+00   1.5774123502993016E-02   6.2085904205320763E-01   4.9612498986847367E-04
   9.0555555555555554E+00  -3.2440830529032239E+00   1.5774792216195016E-02   6.2092515732074982E-01   4.3166115786158455E-04
   9.1111111111111107E+00  -3.2095905865004353E+00   1.5800639985467144E-02   6.2070447145388485E-01   3.4933637998391882E-05
   9.1666666666666661E+00  -3.1751257336216390E+00   1.5756998691584034E-02   6.2208315949362514E-01   2.7500950361944554E-05
   9.2222222222222214E+00  -3.1407158024159330E+00   1.5734984923858549E-02   6.1802884617518827E-01   1.2297222232150198E-04
   9.2777777777777786E+00  -3.1064300673812237E+00   1.5752784996759174E-02   6.1716731836539751E-01   1.5258949642039596E-04
   9.3333333333333339E+00  -3.0721220245560672E+00   1.5751737890067171E-02   6.1674116622938857E-01   1.0733130131412379E-03
   9.3888888888888893E+00  -3.0378935325891376E+00   1.5747427203229344E-02   6.1560980334327975E-01   9.2606131140608727E-04
   9.4444444444444446E+00  -3.0038093148579641E+00   1.5774572307684791E-02   6.1490959306769044E-01   1.0010664262077763E-04
   9.5000000000000000E+00  -2.9697707330252840E+00   1.5783290990540960E-02   6.1259308613605090E-01   1.1452782365437362E-03
   9.5555555555555554E+00  -2.9357922368220835E+00   1.5848295834117950E-02   6.1092601056765516E-01   2.9479656538384754E-04
   9.6111111111111107E+00  -2.9020076927591205E+00   1.5930099793560026E-02   6.0800547170483721E-01   1.5960638659324043E-03
   9.6666666666666661E+00  -2.8683224117797850E+00   1.6018202547186351E-02   6.0610563265026796E-01   2.1295610458818229E-03
   9.7222222222222214E+00  -2.8347939822258041E+00   1.6126684470780202E-02   6.0105260539878236E-01   2.8316499269466625E-03
   9.7777777777777786E+00  -2.8015096230697334E+00   1.6192462789675448E-02   5.9893659204656280E-01   3.1764862007668359E-03
   9.8333333333333339E+00  -2.7683835897191527E+00   1.6297562484520002E-02   5.9457240541354717E-01   1.4520498137490085E-03
   9.8888888888888893E+00  -2.7355285802311258E+00   1.6394736399807507E-02   5.8949480582303726E-01   1.5923942439290534E-03
   9.9444444444444446E+00  -2.7028379459497609E+00   1.6551240871116400E-02   5.8583011740928548E-01   1.3196689639906551E-03
   1.0000000000000000E+01  -2.6704606044714581E+00   1.6639096355717978E-02   5.8136013895600414E-01   2.0130037322353073E-03
   1.0055555555555555E+01  -2.6382541905612680E+00   1.6731547455993073E-02   5.7562630746853805E-01   9.2313756370892273E-04
   1.0111111111111111E+01  -2.6063756853505877E+00   1.6799283447882039E-02   5.7106711878202343E-01   1.0432201168440885E-03
   1.0166666666666666E+01  -2.5748287355298460E+00   1.6830355433329461E-02   5.6446490505875924E-01   1.7213806428297007E-03
   1.0222222222222221E+01  -2.5436566403692504E+00   1.6747589507960702E-02   5.6046678612486711E-01   1.7996462140567934E-03
   1.0277777777777779E+01  -2.5127741362331246E+00   1.6592587561096894E-02   5.5135842332758678E-01   2.5797693284721436E-03
   1.0333333333333334E+01  -2.4822011891948388E+00   1.6427506041729691E-02   5.4785822180519428E-01   3.6954729733646554E-03
   1.0388888888888889E+01  -2.4520164343694955E+00   1.6265276881362787E-02   5.4180488918681569E-01   3.8779976402788427E-03
   1.0444444444444445E+01  -2.4221925413244190E+00   1.6022828234885052E-02   5.3272451424622047E-01   5.0715548160729235E-03
   1.0500000000000000E+01  -2.3926754263544243E+00   1.5733310384342513E-02   5.2744380652923906E-01   5.6173133902278306E-03
   1.0555555555555555E+01  -2.3635676703477992E+00   1.5455996957467787E-02   5.2233976776870161E-01   5.4697254542436617E-03
   1.0611111111111111E+01  -2.3347917533462867E+00   1.5124669700461965E-02   5.1362902078660233E-01   4.7673045123148780E-03
   1.0666666666666666E+01  -2.3064279615690313E+00   1.4816724182082438E-02   5.0588026558523458E-01   5.8321474875813843E-03
   1.0722222222222221E+01  -2.2785129186353830E+00   1.4539193423142959E-02   4.9930160812160151E-01   5.3667010572265236E-03
   1.0777777777777779E+01  -2.2510327944267594E+00   1.4231516466861728E-02   4.8931259262380372E-01   5.2225341481318324E-03
   1.0833333333333334E+01  -2.2240115414336175E+00   1.3990972045696694E-02   4.8131982375010141E-01   3.6979756094657227E-03
   1.0888888888888889E+01  -2.1974240557912159E+00   1.3693976598142150E-02   4.7337477225924618E-01   4.2751218314517649E-03
   1.0944444444444445E+01  -2.1713268730322532E+00   1.3454595528506421E-02   4.6625971689109458E-01   3.8027624164575064E-03
   1.1000000000000000E+01  -2.1456449876438120E+00   1.3205607476761532E-02   4.5657192833140442E-01   4.2081761720063286E-03
   1.1055555555555555E+01  -2.1204662150443356E+00   1.2998149094842053E-02   4.4881328839864554E-01   3.4037125297884242E-03
   1.1111111111111111E+01  -2.0957608671489005E+00   1.2786205444230508E-02   4.4099462652951416E-01   4.4956018557120534E-03
   1.1166666666666666E+01  -2.0715013053850178E+00   1.2548689657261802E-02   4.3184879110840124E-01   3.3777548417263954E-03
   1.1222222222222221E+01  -2.0477342482604515E+00   1.2345329045865419E-02   4.2359467477234669E-01   3.4696153510019537E-03
   1.1277777777777779E+01  -2.0244267815759915E+00   1.2097966304934366E-02   4.1485788839367249E-01   4.5868754939910553E-03
   1.1333333333333334E+01  -2.0016565924232737E+00   1.1920057853354014E-02   4.0657548451691272E-01   3.2595468356192286E-03
   1.1388888888888889E+01  -1.9792977153987970E+00   1.1715424574657164E-02   3.9784320434044029E-01   3.3223429724541548E-03
   1.1444444444444445E+01  -1.9574521365277850E+00   1.1496607545609785E-02   3.8839846694105923E-01   3.5358069845863177E-03
   1.1500000000000000E+01  -1.9361017431147620E+00   1.1281332077518198E-02   3.8043129792372221E-01   3.8515045938946960E-03
