 program J1J2_6          
 spatial system size               14
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   HOT
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                         501
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.479738E+00 0.240205E+00 0.683247E-01 0.172163E+00 0.815828E+00 0.326395E+00 0.979496E+00 0.225572E-02 0.954187E-02 0.225936E-01 0.261967E+00 0.965875E-01 0.197645E-01 0.557736E+00 0.165656E-01 0.333035E+00 0.143617E+00 0.383028E-01 0.603489E+00 0.116543E-01 0.624019E-01 0.306174E-02 0.457689E+00 0.361727E-01
 0.818421E+01 0.461092E+00 0.223563E+00 0.606380E-01 0.163322E+00 0.786762E+00 0.369525E+00 0.973518E+00 0.322997E-02 0.992709E-02 0.276257E-01 0.249308E+00 0.892281E-01 0.175285E-01 0.545627E+00 0.174224E-01 0.319338E+00 0.134335E+00 0.346167E-01 0.594140E+00 0.126503E-01 0.559836E-01 0.288428E-02 0.443322E+00 0.361942E-01
 0.836842E+01 0.441745E+00 0.207065E+00 0.535005E-01 0.154191E+00 0.752207E+00 0.418257E+00 0.965526E+00 0.449272E-02 0.103203E-01 0.325493E-01 0.236483E+00 0.820106E-01 0.154367E-01 0.532724E+00 0.181737E-01 0.305177E+00 0.125055E+00 0.311107E-01 0.583757E+00 0.135773E-01 0.498818E-01 0.269397E-02 0.429244E+00 0.360817E-01
 0.855263E+01 0.421780E+00 0.190841E+00 0.469334E-01 0.144814E+00 0.711332E+00 0.472708E+00 0.954894E+00 0.610331E-02 0.107094E-01 0.372895E-01 0.223598E+00 0.749997E-01 0.135055E-01 0.518503E+00 0.189180E-01 0.290606E+00 0.115841E+00 0.277984E-01 0.571773E+00 0.145915E-01 0.441478E-01 0.249314E-02 0.415654E+00 0.358445E-01
 0.873684E+01 0.401140E+00 0.174892E+00 0.409090E-01 0.135229E+00 0.662551E+00 0.530365E+00 0.941131E+00 0.799245E-02 0.110862E-01 0.411709E-01 0.210601E+00 0.681894E-01 0.117280E-01 0.503079E+00 0.195673E-01 0.275595E+00 0.106703E+00 0.246835E-01 0.558219E+00 0.155480E-01 0.387583E-01 0.228582E-02 0.402607E+00 0.354876E-01
 0.892105E+01 0.379912E+00 0.159330E+00 0.354295E-01 0.125497E+00 0.604376E+00 0.588851E+00 0.923356E+00 0.102539E-01 0.114381E-01 0.440669E-01 0.197620E+00 0.616154E-01 0.100984E-01 0.486289E+00 0.201560E-01 0.260200E+00 0.977148E-01 0.217875E-01 0.542656E+00 0.165196E-01 0.337554E-01 0.207038E-02 0.391238E+00 0.350604E-01
 0.910526E+01 0.358251E+00 0.144303E+00 0.304993E-01 0.115752E+00 0.535326E+00 0.645310E+00 0.900894E+00 0.128470E-01 0.117547E-01 0.455085E-01 0.184571E+00 0.552920E-01 0.862671E-02 0.467841E+00 0.206621E-01 0.244686E+00 0.890107E-01 0.191206E-01 0.525441E+00 0.174065E-01 0.291555E-01 0.185548E-02 0.381457E+00 0.346159E-01
 0.928947E+01 0.336228E+00 0.129837E+00 0.260719E-01 0.105999E+00 0.453408E+00 0.696289E+00 0.873344E+00 0.156106E-01 0.120126E-01 0.458447E-01 0.171540E+00 0.492173E-01 0.729370E-02 0.447715E+00 0.211154E-01 0.229120E+00 0.806197E-01 0.166726E-01 0.506007E+00 0.183314E-01 0.249755E-01 0.164372E-02 0.374445E+00 0.341989E-01
 0.947368E+01 0.314126E+00 0.116121E+00 0.221529E-01 0.963816E-01 0.357103E+00 0.737934E+00 0.839845E+00 0.185689E-01 0.122058E-01 0.460007E-01 0.158736E+00 0.434978E-01 0.611459E-02 0.425900E+00 0.214682E-01 0.213672E+00 0.726230E-01 0.144469E-01 0.485063E+00 0.191107E-01 0.212516E-01 0.144155E-02 0.370799E+00 0.338554E-01
 0.965789E+01 0.292119E+00 0.103182E+00 0.186905E-01 0.869593E-01 0.244436E+00 0.765614E+00 0.801260E+00 0.214199E-01 0.123101E-01 0.450042E-01 0.146223E+00 0.381204E-01 0.506576E-02 0.403383E+00 0.216219E-01 0.198492E+00 0.650613E-01 0.124372E-01 0.462423E+00 0.198593E-01 0.179695E-01 0.124928E-02 0.370758E+00 0.336163E-01
 0.984211E+01 0.270482E+00 0.911306E-01 0.156611E-01 0.778729E-01 0.114205E+00 0.778006E+00 0.756862E+00 0.243255E-01 0.123206E-01 0.420424E-01 0.134113E+00 0.331409E-01 0.414952E-02 0.379306E+00 0.217294E-01 0.183752E+00 0.579897E-01 0.106352E-01 0.438287E+00 0.204555E-01 0.151120E-01 0.106968E-02 0.374767E+00 0.334799E-01
 0.100263E+02 0.249478E+00 0.800151E-01 0.130246E-01 0.692321E-01 -.343232E-01 0.778998E+00 0.707729E+00 0.270627E-01 0.122187E-01 0.377825E-01 0.122568E+00 0.285930E-01 0.335978E-02 0.354228E+00 0.216688E-01 0.169585E+00 0.514221E-01 0.902460E-02 0.413095E+00 0.209383E-01 0.126602E-01 0.903004E-03 0.382687E+00 0.334733E-01
 0.102105E+02 0.229195E+00 0.698309E-01 0.107506E-01 0.610914E-01 -.204634E+00 0.771381E+00 0.654170E+00 0.295281E-01 0.120126E-01 0.341777E-01 0.111557E+00 0.244481E-01 0.268010E-02 0.328903E+00 0.214084E-01 0.156064E+00 0.453829E-01 0.760710E-02 0.386835E+00 0.213202E-01 0.105666E-01 0.753549E-03 0.394688E+00 0.336033E-01
 0.103947E+02 0.209756E+00 0.605356E-01 0.878482E-02 0.534543E-01 -.397235E+00 0.756563E+00 0.597597E+00 0.314575E-01 0.116928E-01 0.326511E-01 0.101202E+00 0.207280E-01 0.210490E-02 0.302725E+00 0.209968E-01 0.143199E+00 0.398076E-01 0.634672E-02 0.360076E+00 0.215374E-01 0.880032E-02 0.622849E-03 0.409697E+00 0.337656E-01
 0.105789E+02 0.191392E+00 0.521830E-01 0.711692E-02 0.464299E-01 -.613572E+00 0.734371E+00 0.538175E+00 0.328669E-01 0.112787E-01 0.326850E-01 0.916618E-01 0.174620E-01 0.163049E-02 0.276704E+00 0.204052E-01 0.131053E+00 0.347210E-01 0.524709E-02 0.332903E+00 0.215830E-01 0.733370E-02 0.513716E-03 0.427463E+00 0.339756E-01
 0.107632E+02 0.174158E+00 0.447111E-01 0.570398E-02 0.400020E-01 -.853302E+00 0.704356E+00 0.476983E+00 0.337592E-01 0.107784E-01 0.327427E-01 0.829221E-01 0.146101E-01 0.123903E-02 0.251401E+00 0.195837E-01 0.119671E+00 0.301010E-01 0.429268E-02 0.305492E+00 0.214753E-01 0.612334E-02 0.422970E-03 0.447865E+00 0.341510E-01
 0.109474E+02 0.158209E+00 0.381001E-01 0.451870E-02 0.342139E-01 -.111287E+01 0.667792E+00 0.416094E+00 0.340683E-01 0.102009E-01 0.329833E-01 0.749918E-01 0.121520E-01 0.922057E-03 0.225446E+00 0.187675E-01 0.109153E+00 0.259482E-01 0.347217E-02 0.279739E+00 0.211102E-01 0.513049E-02 0.348691E-03 0.470145E+00 0.343015E-01
 0.111316E+02 0.143540E+00 0.322876E-01 0.353681E-02 0.290405E-01 -.139266E+01 0.628377E+00 0.354961E+00 0.339346E-01 0.955749E-02 0.334168E-01 0.679260E-01 0.100600E-01 0.669771E-03 0.201010E+00 0.177426E-01 0.994016E-01 0.222276E-01 0.277631E-02 0.253507E+00 0.206862E-01 0.432077E-02 0.288690E-03 0.493651E+00 0.343500E-01
 0.113158E+02 0.130191E+00 0.272307E-01 0.273546E-02 0.244829E-01 -.168902E+01 0.587132E+00 0.296491E+00 0.333411E-01 0.886563E-02 0.340728E-01 0.616576E-01 0.829517E-02 0.474450E-03 0.177999E+00 0.166230E-01 0.904823E-01 0.189356E-01 0.219427E-02 0.229248E+00 0.200604E-01 0.366142E-02 0.240402E-03 0.518469E+00 0.342961E-01
 0.115000E+02 0.118130E+00 0.228676E-01 0.208926E-02 0.205093E-01 -.199532E+01 0.544404E+00 0.240026E+00 0.323634E-01 0.814333E-02 0.346656E-01 0.561259E-01 0.681540E-02 0.326868E-03 0.156328E+00 0.154281E-01 0.823749E-01 0.160522E-01 0.171275E-02 0.205765E+00 0.193533E-01 0.312265E-02 0.201753E-03 0.543067E+00 0.341428E-01
