 program J1J2_6          
 spatial system size               14
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                         301
 ------------------------
 disorder configurations processed          100
    T      absstr    str2      str4      nem      Global.Strip.Binder      Strip.susc  Local.Strip.Binder     Local.Strip.Binder.Error      Strip.OP.error      stri.susc.error strx   strx2   strx4   Local.Strx.Binder    Local.Strx.Binder.Error  stry   stry2   stry4   Local.Stry.Binder    Local.Stry.Binder.Error absstrx_absstry  absstrx_absstry.Error  coex_angle  coex_angle.Error
 0.800000E+01 0.466500E+00 0.228548E+00 0.623707E-01 0.176535E+00 0.805942E+00 0.381270E+00 0.972711E+00 0.327735E-02 0.990684E-02 0.261337E-01 0.283459E+00 0.113693E+00 0.278320E-01 0.569363E+00 0.140996E-01 0.286719E+00 0.114855E+00 0.268386E-01 0.567456E+00 0.146516E-01 0.537887E-01 0.250388E-02 0.416194E+00 0.341431E-01
 0.818421E+01 0.446950E+00 0.211640E+00 0.548901E-01 0.166693E+00 0.774538E+00 0.419726E+00 0.965614E+00 0.421642E-02 0.103071E-01 0.280691E-01 0.269768E+00 0.105354E+00 0.248469E-01 0.555715E+00 0.152603E-01 0.272878E+00 0.106286E+00 0.238423E-01 0.554796E+00 0.154399E-01 0.475338E-01 0.232760E-02 0.399729E+00 0.339158E-01
 0.836842E+01 0.426897E+00 0.195083E+00 0.480234E-01 0.156486E+00 0.738136E+00 0.466104E+00 0.956336E+00 0.535106E-02 0.106867E-01 0.305480E-01 0.256136E+00 0.972517E-01 0.220507E-01 0.541410E+00 0.163620E-01 0.258779E+00 0.978318E-01 0.210264E-01 0.540005E+00 0.164260E-01 0.417613E-01 0.214905E-02 0.384424E+00 0.336328E-01
 0.855263E+01 0.406327E+00 0.178924E+00 0.417622E-01 0.145973E+00 0.695497E+00 0.519094E+00 0.944170E+00 0.676773E-02 0.110475E-01 0.341592E-01 0.242563E+00 0.893764E-01 0.194426E-01 0.526342E+00 0.174135E-01 0.244483E+00 0.895478E-01 0.184111E-01 0.524040E+00 0.173612E-01 0.364919E-01 0.196679E-02 0.371074E+00 0.333286E-01
 0.873684E+01 0.385299E+00 0.163226E+00 0.360738E-01 0.135278E+00 0.646014E+00 0.574234E+00 0.928321E+00 0.854640E-02 0.113763E-01 0.384314E-01 0.228989E+00 0.817377E-01 0.170319E-01 0.510146E+00 0.183963E-01 0.230097E+00 0.814882E-01 0.159870E-01 0.506473E+00 0.183196E-01 0.316934E-01 0.178191E-02 0.360078E+00 0.330379E-01
 0.892105E+01 0.363933E+00 0.148098E+00 0.309529E-01 0.124520E+00 0.588746E+00 0.624886E+00 0.908280E+00 0.106898E-01 0.116699E-01 0.419634E-01 0.215480E+00 0.743520E-01 0.148146E-01 0.493102E+00 0.193090E-01 0.215749E+00 0.737456E-01 0.137721E-01 0.487874E+00 0.191590E-01 0.273890E-01 0.159919E-02 0.352318E+00 0.328166E-01
 0.910526E+01 0.342408E+00 0.133626E+00 0.263699E-01 0.113873E+00 0.523187E+00 0.664496E+00 0.883490E+00 0.132942E-01 0.119071E-01 0.427498E-01 0.201950E+00 0.672211E-01 0.127897E-01 0.474591E+00 0.201260E-01 0.201666E+00 0.664050E-01 0.117670E-01 0.467777E+00 0.199703E-01 0.235367E-01 0.141838E-02 0.347418E+00 0.326661E-01
 0.928947E+01 0.321100E+00 0.119977E+00 0.223058E-01 0.103526E+00 0.450397E+00 0.690293E+00 0.854714E+00 0.161300E-01 0.120561E-01 0.407078E-01 0.188586E+00 0.604292E-01 0.109606E-01 0.455264E+00 0.207562E-01 0.188060E+00 0.595481E-01 0.996917E-02 0.446804E+00 0.206968E-01 0.201302E-01 0.124367E-02 0.345166E+00 0.326283E-01
 0.947368E+01 0.300068E+00 0.107136E+00 0.187173E-01 0.935111E-01 0.369306E+00 0.707989E+00 0.822063E+00 0.190471E-01 0.121042E-01 0.372301E-01 0.175408E+00 0.539833E-01 0.931913E-02 0.434436E+00 0.213195E-01 0.174993E+00 0.531529E-01 0.836390E-02 0.425416E+00 0.212852E-01 0.171461E-01 0.107654E-02 0.345538E+00 0.326968E-01
 0.965789E+01 0.279383E+00 0.950957E-01 0.155649E-01 0.838555E-01 0.278824E+00 0.722268E+00 0.785738E+00 0.218360E-01 0.120411E-01 0.339549E-01 0.162582E+00 0.479517E-01 0.786621E-02 0.413562E+00 0.215648E-01 0.162393E+00 0.471440E-01 0.692757E-02 0.403504E+00 0.218015E-01 0.145575E-01 0.920259E-03 0.348406E+00 0.328371E-01
