 program J1J2_6          
 linear system size                14
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations          100
 equilibration steps           100000
 measurement steps             100000
 RNG seed                         301
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed          100
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.7660054786565951E+00   6.0214259548217589E-02   6.1196891929351538E-01   4.6285250474610981E-03
   8.1842105263157894E+00  -3.6528815090020363E+00   6.0660106313446316E-02   6.1660310926373241E-01   4.5209173382315749E-03
   8.3684210526315788E+00  -3.5390344940503780E+00   6.0956571275769603E-02   6.1849045516425305E-01   4.6366031291811384E-03
   8.5526315789473681E+00  -3.4250449640841101E+00   6.1124819354902105E-02   6.1948848238237852E-01   4.9248318219674700E-03
   8.7368421052631575E+00  -3.3111310530976512E+00   6.1109849089862500E-02   6.1713985498906709E-01   5.3242569521622322E-03
   8.9210526315789469E+00  -3.1978532163598925E+00   6.0901330855676415E-02   6.1247119934161820E-01   5.8509519480134577E-03
   9.1052631578947363E+00  -3.0855636045844825E+00   6.0497354997299281E-02   6.0540664021572310E-01   6.3935617796485210E-03
   9.2894736842105257E+00  -2.9749649159849123E+00   5.9842742408352287E-02   5.9562303204736555E-01   7.1133352485683960E-03
   9.4736842105263150E+00  -2.8662746666026151E+00   5.8963968322462354E-02   5.8458636221625848E-01   8.0516276999046069E-03
   9.6578947368421062E+00  -2.7596793484773339E+00   5.7840308530628978E-02   5.7211947227718507E-01   9.0611503514746970E-03
   9.8421052631578938E+00  -2.6557874005695612E+00   5.6483405425796086E-02   5.5782336067612537E-01   1.0055634809592455E-02
   1.0026315789473685E+01  -2.5544552206677329E+00   5.4906746767482029E-02   5.4225517993605943E-01   1.1053569579305761E-02
   1.0210526315789474E+01  -2.4561074317426432E+00   5.3134549130664954E-02   5.2540053984444834E-01   1.1998723117875950E-02
   1.0394736842105264E+01  -2.3610191306181121E+00   5.1165344948803780E-02   5.0631816733881474E-01   1.2800443452462919E-02
   1.0578947368421053E+01  -2.2694889543536099E+00   4.9025810606060191E-02   4.8651640418712611E-01   1.3517559399815859E-02
   1.0763157894736842E+01  -2.1819290302001839E+00   4.6752465638229185E-02   4.6494428770752799E-01   1.4106565849407343E-02
   1.0947368421052632E+01  -2.0983552503800222E+00   4.4349094863536068E-02   4.4120298807133779E-01   1.4296549656226251E-02
   1.1131578947368421E+01  -2.0193223326833385E+00   4.1878988747327879E-02   4.1588152572945686E-01   1.4237543148891659E-02
   1.1315789473684211E+01  -1.9451755581450558E+00   3.9372782745611942E-02   3.8991534859303906E-01   1.4079764954098396E-02
   1.1500000000000000E+01  -1.8757067788806905E+00   3.6871076874587370E-02   3.6337264784191431E-01   1.3780843339413887E-02
