 program J1J2_6          
 spatial system size               56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             X
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9235
 ------------------------
 disorder configurations processed            2
    T      [<n>]      std.n/sqrt(iconf)      [<n^2>]      [<n^4>]      Global.Nematic.Binder      Nematic.Binder      Nematic.Binder.Error
 0.800000E+01 -.108913E+00 0.513218E-01 0.172453E-01 0.555408E-03 0.377484E+00 0.613354E+00 0.343742E-01
 0.805556E+01 -.107783E+00 0.509194E-01 0.169188E-01 0.535161E-03 0.376807E+00 0.611592E+00 0.355396E-01
 0.811111E+01 -.106588E+00 0.505020E-01 0.165783E-01 0.514466E-03 0.376043E+00 0.609843E+00 0.366930E-01
 0.816667E+01 -.105407E+00 0.500929E-01 0.162462E-01 0.494656E-03 0.375294E+00 0.607893E+00 0.379948E-01
 0.822222E+01 -.104195E+00 0.496657E-01 0.159072E-01 0.474822E-03 0.374511E+00 0.605919E+00 0.393043E-01
 0.827778E+01 -.102950E+00 0.492192E-01 0.155615E-01 0.454961E-03 0.373747E+00 0.603665E+00 0.408080E-01
 0.833333E+01 -.101710E+00 0.487740E-01 0.152208E-01 0.435793E-03 0.372978E+00 0.601587E+00 0.421885E-01
 0.838889E+01 -.100485E+00 0.483418E-01 0.148894E-01 0.417583E-03 0.372134E+00 0.599235E+00 0.437539E-01
 0.844444E+01 -.992068E-01 0.478817E-01 0.145461E-01 0.399097E-03 0.371270E+00 0.596836E+00 0.453383E-01
 0.850000E+01 -.979648E-01 0.474438E-01 0.142176E-01 0.381759E-03 0.370472E+00 0.594628E+00 0.468245E-01
 0.855556E+01 -.966825E-01 0.470018E-01 0.138851E-01 0.364666E-03 0.369511E+00 0.591659E+00 0.488094E-01
 0.861111E+01 -.954163E-01 0.465772E-01 0.135629E-01 0.348507E-03 0.368480E+00 0.588619E+00 0.508405E-01
 0.866667E+01 -.941048E-01 0.461212E-01 0.132297E-01 0.332106E-03 0.367513E+00 0.585700E+00 0.528017E-01
 0.872222E+01 -.928100E-01 0.457002E-01 0.129104E-01 0.316791E-03 0.366459E+00 0.582418E+00 0.550322E-01
 0.877778E+01 -.915018E-01 0.452944E-01 0.125957E-01 0.302145E-03 0.365178E+00 0.578953E+00 0.573493E-01
 0.883333E+01 -.901801E-01 0.448934E-01 0.122834E-01 0.287953E-03 0.363842E+00 0.574770E+00 0.601775E-01
 0.888889E+01 -.888922E-01 0.444866E-01 0.119799E-01 0.274389E-03 0.362704E+00 0.570681E+00 0.629744E-01
 0.894444E+01 -.875647E-01 0.440869E-01 0.116752E-01 0.261192E-03 0.361278E+00 0.566081E+00 0.660749E-01
 0.900000E+01 -.862202E-01 0.436851E-01 0.113707E-01 0.248265E-03 0.359937E+00 0.561197E+00 0.694229E-01
 0.905556E+01 -.848599E-01 0.432692E-01 0.110661E-01 0.235705E-03 0.358414E+00 0.556180E+00 0.727862E-01
 0.911111E+01 -.835416E-01 0.428542E-01 0.107722E-01 0.223779E-03 0.357186E+00 0.551300E+00 0.761347E-01
 0.916667E+01 -.821850E-01 0.424425E-01 0.104776E-01 0.212187E-03 0.355728E+00 0.544763E+00 0.805925E-01
 0.922222E+01 -.808478E-01 0.420183E-01 0.101878E-01 0.201050E-03 0.354318E+00 0.539405E+00 0.842214E-01
 0.927778E+01 -.795030E-01 0.415819E-01 0.989885E-02 0.190178E-03 0.353052E+00 0.533177E+00 0.885013E-01
 0.933333E+01 -.781803E-01 0.411030E-01 0.961132E-02 0.179629E-03 0.351829E+00 0.527029E+00 0.926522E-01
 0.938889E+01 -.768055E-01 0.406338E-01 0.932115E-02 0.169289E-03 0.350515E+00 0.520110E+00 0.973810E-01
 0.944444E+01 -.754652E-01 0.401120E-01 0.903309E-02 0.159267E-03 0.349373E+00 0.514522E+00 0.101112E+00
 0.950000E+01 -.741384E-01 0.395919E-01 0.875141E-02 0.149726E-03 0.348341E+00 0.508155E+00 0.105431E+00
 0.955556E+01 -.728268E-01 0.390990E-01 0.848087E-02 0.140865E-03 0.347168E+00 0.501559E+00 0.109899E+00
 0.961111E+01 -.714686E-01 0.385685E-01 0.820241E-02 0.131998E-03 0.346021E+00 0.494846E+00 0.114425E+00
 0.966667E+01 -.701382E-01 0.380437E-01 0.793285E-02 0.123665E-03 0.344958E+00 0.487920E+00 0.119139E+00
 0.972222E+01 -.688602E-01 0.375231E-01 0.767666E-02 0.116012E-03 0.343797E+00 0.481883E+00 0.123141E+00
 0.977778E+01 -.675152E-01 0.370065E-01 0.741591E-02 0.108450E-03 0.342679E+00 0.473820E+00 0.128636E+00
 0.983333E+01 -.662429E-01 0.364749E-01 0.716722E-02 0.101466E-03 0.341591E+00 0.467677E+00 0.132730E+00
 0.988889E+01 -.649261E-01 0.359968E-01 0.692478E-02 0.949027E-04 0.340302E+00 0.458002E+00 0.139346E+00
 0.994444E+01 -.636362E-01 0.355370E-01 0.669252E-02 0.888357E-04 0.338869E+00 0.450113E+00 0.144680E+00
 0.100000E+02 -.623448E-01 0.351141E-01 0.646988E-02 0.832132E-04 0.337359E+00 0.439685E+00 0.151802E+00
 0.100556E+02 -.610887E-01 0.347105E-01 0.625781E-02 0.780247E-04 0.335851E+00 0.428928E+00 0.159177E+00
 0.101111E+02 -.598325E-01 0.343363E-01 0.605379E-02 0.731977E-04 0.334234E+00 0.418580E+00 0.166249E+00
 0.101667E+02 -.585943E-01 0.340004E-01 0.586043E-02 0.687617E-04 0.332631E+00 0.406701E+00 0.174445E+00
 0.102222E+02 -.573579E-01 0.336805E-01 0.567314E-02 0.645980E-04 0.330963E+00 0.393653E+00 0.183443E+00
 0.102778E+02 -.561828E-01 0.333800E-01 0.549882E-02 0.608383E-04 0.329319E+00 0.381841E+00 0.191555E+00
 0.103333E+02 -.550612E-01 0.331017E-01 0.533570E-02 0.574094E-04 0.327831E+00 0.372193E+00 0.198200E+00
 0.103889E+02 -.539676E-01 0.328370E-01 0.518119E-02 0.542519E-04 0.326351E+00 0.363913E+00 0.203809E+00
 0.104444E+02 -.529126E-01 0.325604E-01 0.503140E-02 0.512509E-04 0.325158E+00 0.354192E+00 0.210499E+00
 0.105000E+02 -.519164E-01 0.322912E-01 0.489134E-02 0.485269E-04 0.323908E+00 0.349287E+00 0.213732E+00
 0.105556E+02 -.509429E-01 0.320248E-01 0.475617E-02 0.459641E-04 0.322697E+00 0.340655E+00 0.219596E+00
 0.106111E+02 -.499978E-01 0.317251E-01 0.462173E-02 0.434577E-04 0.321834E+00 0.336972E+00 0.221994E+00
 0.106667E+02 -.491150E-01 0.314640E-01 0.450063E-02 0.412656E-04 0.320922E+00 0.332282E+00 0.225087E+00
 0.107222E+02 -.482391E-01 0.311704E-01 0.437754E-02 0.390897E-04 0.320045E+00 0.330002E+00 0.226478E+00
 0.107778E+02 -.473960E-01 0.308912E-01 0.426175E-02 0.370921E-04 0.319255E+00 0.329990E+00 0.226234E+00
 0.108333E+02 -.466019E-01 0.306027E-01 0.415032E-02 0.352060E-04 0.318711E+00 0.328496E+00 0.227138E+00
 0.108889E+02 -.458005E-01 0.303251E-01 0.404204E-02 0.334296E-04 0.317963E+00 0.328188E+00 0.227075E+00
 0.109444E+02 -.450397E-01 0.300192E-01 0.393502E-02 0.317040E-04 0.317507E+00 0.326001E+00 0.228434E+00
 0.110000E+02 -.442891E-01 0.297140E-01 0.383065E-02 0.300749E-04 0.316816E+00 0.325685E+00 0.228389E+00
 0.110556E+02 -.435757E-01 0.294023E-01 0.373012E-02 0.285341E-04 0.316406E+00 0.325025E+00 0.228655E+00
 0.111111E+02 -.428834E-01 0.291051E-01 0.363510E-02 0.271218E-04 0.315829E+00 0.324299E+00 0.228872E+00
 0.111667E+02 -.422262E-01 0.288198E-01 0.354521E-02 0.258179E-04 0.315277E+00 0.324260E+00 0.228655E+00
 0.112222E+02 -.415700E-01 0.285199E-01 0.345516E-02 0.245346E-04 0.314954E+00 0.322825E+00 0.229439E+00
 0.112778E+02 -.409501E-01 0.282047E-01 0.336716E-02 0.233083E-04 0.314733E+00 0.321796E+00 0.229993E+00
 0.113333E+02 -.403522E-01 0.278914E-01 0.328271E-02 0.221711E-04 0.314192E+00 0.323209E+00 0.228695E+00
 0.113889E+02 -.397749E-01 0.275840E-01 0.320149E-02 0.210995E-04 0.313807E+00 0.321221E+00 0.229865E+00
 0.114444E+02 -.392378E-01 0.272629E-01 0.312294E-02 0.200863E-04 0.313485E+00 0.324525E+00 0.227299E+00
