 program J1J2_6          
 linear system size                56
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       64
 PT swap every                      5
 PT measure index                   1
 disorder configurations            2
 equilibration steps          1000000
 measurement steps             500000
 RNG seed                        9057
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed            2
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.9375244537791452E+00   3.8711342959572043E-02   6.0530994625303691E-01   1.5269351557890426E-03
   8.0555555555555554E+00  -3.9037487803995137E+00   3.8887502122894442E-02   6.0830374473037208E-01   2.6833220085654332E-03
   8.1111111111111107E+00  -3.8699155859880583E+00   3.9034898804666179E-02   6.1155352749472036E-01   3.8563184113323042E-03
   8.1666666666666661E+00  -3.8359443538270672E+00   3.9225718619171020E-02   6.1315266935967638E-01   4.6746127386038967E-03
   8.2222222222222214E+00  -3.8017419628607012E+00   3.9446859417678448E-02   6.1700874909255421E-01   4.7216508415345452E-03
   8.2777777777777786E+00  -3.7674743435150084E+00   3.9682725654726379E-02   6.1918167579317807E-01   5.1768077789334449E-03
   8.3333333333333339E+00  -3.7331098428173570E+00   3.9960655025736348E-02   6.1942599194653447E-01   4.8707430672683093E-03
   8.3888888888888893E+00  -3.6986595257170944E+00   4.0234901357978116E-02   6.2157629940890480E-01   4.6024633752710905E-03
   8.4444444444444446E+00  -3.6640866391169817E+00   4.0529852292721429E-02   6.2385818717648145E-01   5.0526989229785040E-03
   8.5000000000000000E+00  -3.6293965968295669E+00   4.0835068087624389E-02   6.2322530432690459E-01   5.8522697332981273E-03
   8.5555555555555554E+00  -3.5946982469401965E+00   4.1206266440806417E-02   6.2559165793584171E-01   6.2940786105892821E-03
   8.6111111111111107E+00  -3.5599009515836286E+00   4.1578182824949614E-02   6.2808219251923181E-01   6.5808895373533106E-03
   8.6666666666666661E+00  -3.5250226194699739E+00   4.1987727437893939E-02   6.2799254608152566E-01   7.6565254157300163E-03
