 program J1J2_6          
 linear system size                28
 J1                         1.0000000000000000     
 deltaJ1                    0.0000000000000000     
 J2                        -1.0000000000000000     
 J3                         1.0000000000000000     
 phi, xi                        2.0000000000000000        3.0000000000000000     
 impurity conc.             0.0000000000000000     
 impurity mode           RAN
 start                   STR
 stripe axis             Y
 sampler mode            PT   
 update order            SEQ
 temperature protocol    INDEP
 PT start mode           COMMON
 PT ladder mode          LINEAR
 PT replicas                       20
 PT swap every                      5
 PT measure index                   1
 disorder configurations         1000
 equilibration steps           100000
 measurement steps             100000
 RNG seed                           1
 energy definition       exchange + phi
 -------------------------
 disorder configurations processed          800
    T      [<energy>]      std.en/sqrt(iconf)      [<spec.heat>]      std.spec.heat/sqrt(iconf)   
   8.0000000000000000E+00  -3.8996244289940476E+00   8.1262950278690824E-03   6.0983167044086228E-01   6.8366062024090182E-04
   8.1842105263157894E+00  -3.7865520445282503E+00   8.2122750320994479E-03   6.1751982667718019E-01   6.6965535594823401E-04
   8.3684210526315788E+00  -3.6722370798044448E+00   8.2846694082253387E-03   6.2320873720656633E-01   6.7204040803411371E-04
   8.5526315789473681E+00  -3.5571048164457317E+00   8.3416957321034262E-03   6.2649782142833699E-01   6.7606736346885910E-04
   8.7368421052631575E+00  -3.4415683632445009E+00   8.3795468173023004E-03   6.2763536451111424E-01   6.9249987161911744E-04
   8.9210526315789469E+00  -3.3260484994200472E+00   8.3958859435724759E-03   6.2629999309485562E-01   7.3680453231227193E-04
   9.1052631578947363E+00  -3.2109832866403689E+00   8.3874685086879428E-03   6.2253914453864856E-01   8.1632838845026128E-04
   9.2894736842105257E+00  -3.0968211451993728E+00   8.3524045760798339E-03   6.1652141322293474E-01   9.0683771064247278E-04
   9.4736842105263150E+00  -2.9840130586998508E+00   8.2879084916985049E-03   6.0788981334102099E-01   1.0086331178477193E-03
   9.6578947368421062E+00  -2.8730255805753990E+00   8.1911606346487253E-03   5.9667553037399457E-01   1.1234114331393214E-03
   9.8421052631578938E+00  -2.7643466531605254E+00   8.0606026901273633E-03   5.8277968373257050E-01   1.2371660765754711E-03
   1.0026315789473685E+01  -2.6584312355985600E+00   7.8942385679926629E-03   5.6638588975129889E-01   1.3784076218196243E-03
   1.0210526315789474E+01  -2.5557298299867823E+00   7.6918590934660983E-03   5.4794973630830546E-01   1.5187205811009316E-03
   1.0394736842105264E+01  -2.4566568745989459E+00   7.4560629810958316E-03   5.2737835492228702E-01   1.6418689961684451E-03
   1.0578947368421053E+01  -2.3614987617387451E+00   7.1892324759125536E-03   5.0547405902708265E-01   1.7611476505845834E-03
   1.0763157894736842E+01  -2.2705216455211725E+00   6.8959008109598001E-03   4.8199886096145256E-01   1.8436386767032168E-03
   1.0947368421052632E+01  -2.1839820733649380E+00   6.5812563013703581E-03   4.5731614584631314E-01   1.9156231921473134E-03
   1.1131578947368421E+01  -2.1020681985411134E+00   6.2511545940124574E-03   4.3182088988408324E-01   1.9429876868495371E-03
   1.1315789473684211E+01  -2.0249052582763087E+00   5.9115426287890144E-03   4.0589039472159477E-01   1.9550504627370091E-03
   1.1500000000000000E+01  -1.9525468093898022E+00   5.5690497690723080E-03   3.7982471685412456E-01   1.9250800122526978E-03
