 iconf T
   5 0.800000E+01
 isweep, binderx, bindery
   18331 0.408487E+00 0.665921E+00
   18332 0.408509E+00 0.665921E+00
   18333 0.408532E+00 0.665921E+00
   18334 0.408557E+00 0.665921E+00
   18335 0.408578E+00 0.665921E+00
   18336 0.408600E+00 0.665921E+00
   18337 0.408614E+00 0.665921E+00
   18338 0.408637E+00 0.665921E+00
   18339 0.408659E+00 0.665921E+00
   18340 0.408680E+00 0.665921E+00
   18341 0.408704E+00 0.665921E+00
   18342 0.408729E+00 0.665921E+00
   18343 0.408751E+00 0.665921E+00
   18344 0.408776E+00 0.665921E+00
   18345 0.408801E+00 0.665921E+00
   18346 0.408826E+00 0.665921E+00
   18347 0.408849E+00 0.665921E+00
   18348 0.408873E+00 0.665921E+00
   18349 0.408898E+00 0.665921E+00
   18350 0.408923E+00 0.665921E+00
   18351 0.408948E+00 0.665921E+00
   18352 0.408972E+00 0.665921E+00
   18353 0.408994E+00 0.665921E+00
   18354 0.409017E+00 0.665921E+00
   18355 0.409040E+00 0.665921E+00
   18356 0.409058E+00 0.665921E+00
   18357 0.409081E+00 0.665921E+00
   18358 0.409104E+00 0.665921E+00
   18359 0.409115E+00 0.665921E+00
   18360 0.409134E+00 0.665921E+00
   18361 0.409159E+00 0.665921E+00
   18362 0.409183E+00 0.665921E+00
   18363 0.409200E+00 0.665921E+00
   18364 0.409219E+00 0.665921E+00
   18365 0.409243E+00 0.665921E+00
   18366 0.409268E+00 0.665921E+00
   18367 0.409285E+00 0.665921E+00
   18368 0.409310E+00 0.665921E+00
   18369 0.409331E+00 0.665921E+00
   18370 0.409354E+00 0.665921E+00
   18371 0.409375E+00 0.665921E+00
   18372 0.409393E+00 0.665921E+00
   18373 0.409413E+00 0.665922E+00
   18374 0.409429E+00 0.665922E+00
   18375 0.409453E+00 0.665922E+00
   18376 0.409477E+00 0.665922E+00
   18377 0.409497E+00 0.665922E+00
   18378 0.409522E+00 0.665922E+00
   18379 0.409547E+00 0.665921E+00
   18380 0.409570E+00 0.665921E+00
   18381 0.409595E+00 0.665921E+00
   18382 0.409618E+00 0.665921E+00
   18383 0.409643E+00 0.665921E+00
   18384 0.409667E+00 0.665922E+00
   18385 0.409674E+00 0.665922E+00
   18386 0.409677E+00 0.665922E+00
   18387 0.409668E+00 0.665922E+00
   18388 0.409654E+00 0.665922E+00
   18389 0.409671E+00 0.665922E+00
   18390 0.409685E+00 0.665922E+00
   18391 0.409662E+00 0.665922E+00
   18392 0.409635E+00 0.665922E+00
   18393 0.409607E+00 0.665922E+00
   18394 0.409575E+00 0.665922E+00
   18395 0.409543E+00 0.665922E+00
   18396 0.409519E+00 0.665922E+00
   18397 0.409488E+00 0.665922E+00
   18398 0.409459E+00 0.665922E+00
   18399 0.409455E+00 0.665922E+00
   18400 0.409470E+00 0.665922E+00
   18401 0.409481E+00 0.665922E+00
   18402 0.409499E+00 0.665922E+00
   18403 0.409468E+00 0.665922E+00
   18404 0.409436E+00 0.665922E+00
   18405 0.409405E+00 0.665922E+00
   18406 0.409374E+00 0.665922E+00
   18407 0.409342E+00 0.665922E+00
   18408 0.409326E+00 0.665922E+00
   18409 0.409296E+00 0.665922E+00
   18410 0.409265E+00 0.665922E+00
   18411 0.409236E+00 0.665922E+00
   18412 0.409205E+00 0.665922E+00
   18413 0.409174E+00 0.665922E+00
   18414 0.409144E+00 0.665922E+00
   18415 0.409115E+00 0.665922E+00
   18416 0.409083E+00 0.665922E+00
   18417 0.409052E+00 0.665922E+00
   18418 0.409020E+00 0.665922E+00
   18419 0.408988E+00 0.665922E+00
   18420 0.408957E+00 0.665922E+00
   18421 0.408925E+00 0.665922E+00
   18422 0.408893E+00 0.665922E+00
   18423 0.408917E+00 0.665922E+00
   18424 0.408941E+00 0.665922E+00
   18425 0.408952E+00 0.665922E+00
   18426 0.408963E+00 0.665922E+00
   18427 0.408987E+00 0.665922E+00
   18428 0.408997E+00 0.665922E+00
   18429 0.409015E+00 0.665922E+00
   18430 0.409020E+00 0.665922E+00
   18431 0.408988E+00 0.665922E+00
   18432 0.408956E+00 0.665922E+00
   18433 0.408934E+00 0.665922E+00
   18434 0.408913E+00 0.665922E+00
   18435 0.408888E+00 0.665922E+00
   18436 0.408870E+00 0.665922E+00
   18437 0.408853E+00 0.665922E+00
   18438 0.408826E+00 0.665922E+00
   18439 0.408805E+00 0.665922E+00
   18440 0.408780E+00 0.665922E+00
   18441 0.408759E+00 0.665922E+00
   18442 0.408731E+00 0.665922E+00
   18443 0.408703E+00 0.665922E+00
   18444 0.408672E+00 0.665922E+00
   18445 0.408640E+00 0.665922E+00
   18446 0.408610E+00 0.665922E+00
   18447 0.408580E+00 0.665922E+00
   18448 0.408548E+00 0.665922E+00
   18449 0.408528E+00 0.665922E+00
   18450 0.408497E+00 0.665922E+00
   18451 0.408465E+00 0.665922E+00
   18452 0.408433E+00 0.665922E+00
   18453 0.408405E+00 0.665922E+00
   18454 0.408377E+00 0.665922E+00
   18455 0.408346E+00 0.665922E+00
   18456 0.408324E+00 0.665922E+00
   18457 0.408294E+00 0.665922E+00
   18458 0.408264E+00 0.665922E+00
   18459 0.408232E+00 0.665922E+00
   18460 0.408200E+00 0.665922E+00
   18461 0.408168E+00 0.665922E+00
   18462 0.408136E+00 0.665922E+00
   18463 0.408106E+00 0.665922E+00
   18464 0.408075E+00 0.665922E+00
   18465 0.408044E+00 0.665922E+00
   18466 0.408012E+00 0.665922E+00
   18467 0.407982E+00 0.665922E+00
   18468 0.407951E+00 0.665922E+00
   18469 0.407964E+00 0.665922E+00
   18470 0.407960E+00 0.665922E+00
   18471 0.407928E+00 0.665922E+00
   18472 0.407896E+00 0.665922E+00
   18473 0.407864E+00 0.665922E+00
   18474 0.407833E+00 0.665922E+00
   18475 0.407802E+00 0.665922E+00
   18476 0.407774E+00 0.665922E+00
   18477 0.407743E+00 0.665922E+00
   18478 0.407712E+00 0.665922E+00
   18479 0.407685E+00 0.665922E+00
   18480 0.407655E+00 0.665922E+00
   18481 0.407625E+00 0.665922E+00
   18482 0.407593E+00 0.665922E+00
   18483 0.407569E+00 0.665922E+00
   18484 0.407546E+00 0.665922E+00
   18485 0.407518E+00 0.665922E+00
   18486 0.407490E+00 0.665922E+00
   18487 0.407493E+00 0.665922E+00
   18488 0.407491E+00 0.665922E+00
   18489 0.407501E+00 0.665922E+00
   18490 0.407494E+00 0.665922E+00
   18491 0.407498E+00 0.665922E+00
   18492 0.407513E+00 0.665922E+00
   18493 0.407519E+00 0.665922E+00
   18494 0.407534E+00 0.665922E+00
   18495 0.407550E+00 0.665922E+00
   18496 0.407562E+00 0.665922E+00
   18497 0.407559E+00 0.665922E+00
   18498 0.407546E+00 0.665922E+00
   18499 0.407550E+00 0.665922E+00
   18500 0.407564E+00 0.665922E+00
   18501 0.407556E+00 0.665922E+00
   18502 0.407556E+00 0.665922E+00
   18503 0.407527E+00 0.665922E+00
   18504 0.407503E+00 0.665922E+00
   18505 0.407472E+00 0.665922E+00
   18506 0.407443E+00 0.665922E+00
   18507 0.407414E+00 0.665922E+00
   18508 0.407383E+00 0.665922E+00
   18509 0.407352E+00 0.665922E+00
   18510 0.407322E+00 0.665922E+00
   18511 0.407292E+00 0.665922E+00
   18512 0.407273E+00 0.665922E+00
   18513 0.407243E+00 0.665922E+00
   18514 0.407211E+00 0.665922E+00
   18515 0.407180E+00 0.665922E+00
   18516 0.407148E+00 0.665922E+00
   18517 0.407116E+00 0.665922E+00
   18518 0.407090E+00 0.665922E+00
   18519 0.407059E+00 0.665922E+00
   18520 0.407036E+00 0.665922E+00
   18521 0.407007E+00 0.665922E+00
   18522 0.406977E+00 0.665922E+00
   18523 0.406945E+00 0.665922E+00
   18524 0.406917E+00 0.665922E+00
   18525 0.406886E+00 0.665922E+00
   18526 0.406854E+00 0.665922E+00
   18527 0.406822E+00 0.665922E+00
   18528 0.406790E+00 0.665922E+00
   18529 0.406762E+00 0.665922E+00
   18530 0.406745E+00 0.665922E+00
   18531 0.406721E+00 0.665922E+00
   18532 0.406690E+00 0.665922E+00
   18533 0.406659E+00 0.665922E+00
   18534 0.406628E+00 0.665922E+00
   18535 0.406600E+00 0.665922E+00
   18536 0.406570E+00 0.665922E+00
   18537 0.406539E+00 0.665922E+00
   18538 0.406507E+00 0.665922E+00
   18539 0.406478E+00 0.665922E+00
   18540 0.406446E+00 0.665922E+00
   18541 0.406419E+00 0.665922E+00
   18542 0.406395E+00 0.665921E+00
   18543 0.406386E+00 0.665922E+00
   18544 0.406386E+00 0.665922E+00
   18545 0.406380E+00 0.665922E+00
   18546 0.406381E+00 0.665922E+00
   18547 0.406351E+00 0.665922E+00
   18548 0.406329E+00 0.665922E+00
   18549 0.406306E+00 0.665922E+00
   18550 0.406277E+00 0.665922E+00
   18551 0.406246E+00 0.665922E+00
   18552 0.406223E+00 0.665922E+00
   18553 0.406193E+00 0.665922E+00
   18554 0.406178E+00 0.665922E+00
   18555 0.406147E+00 0.665922E+00
   18556 0.406115E+00 0.665922E+00
   18557 0.406085E+00 0.665922E+00
   18558 0.406053E+00 0.665922E+00
   18559 0.406026E+00 0.665922E+00
   18560 0.406006E+00 0.665922E+00
   18561 0.405980E+00 0.665922E+00
   18562 0.405952E+00 0.665922E+00
   18563 0.405932E+00 0.665922E+00
   18564 0.405902E+00 0.665922E+00
   18565 0.405883E+00 0.665922E+00
   18566 0.405857E+00 0.665922E+00
   18567 0.405829E+00 0.665922E+00
   18568 0.405804E+00 0.665922E+00
   18569 0.405778E+00 0.665922E+00
   18570 0.405746E+00 0.665922E+00
   18571 0.405715E+00 0.665922E+00
   18572 0.405683E+00 0.665922E+00
   18573 0.405654E+00 0.665922E+00
   18574 0.405624E+00 0.665922E+00
   18575 0.405600E+00 0.665922E+00
   18576 0.405581E+00 0.665922E+00
   18577 0.405565E+00 0.665922E+00
   18578 0.405533E+00 0.665922E+00
   18579 0.405507E+00 0.665922E+00
   18580 0.405481E+00 0.665922E+00
   18581 0.405455E+00 0.665922E+00
   18582 0.405438E+00 0.665922E+00
   18583 0.405408E+00 0.665922E+00
   18584 0.405384E+00 0.665922E+00
   18585 0.405355E+00 0.665922E+00
   18586 0.405333E+00 0.665922E+00
   18587 0.405306E+00 0.665922E+00
   18588 0.405284E+00 0.665922E+00
   18589 0.405266E+00 0.665922E+00
   18590 0.405241E+00 0.665922E+00
   18591 0.405219E+00 0.665922E+00
   18592 0.405194E+00 0.665921E+00
   18593 0.405168E+00 0.665921E+00
   18594 0.405137E+00 0.665921E+00
   18595 0.405108E+00 0.665921E+00
   18596 0.405077E+00 0.665921E+00
   18597 0.405046E+00 0.665921E+00
   18598 0.405014E+00 0.665921E+00
   18599 0.404983E+00 0.665921E+00
   18600 0.404951E+00 0.665921E+00
   18601 0.404921E+00 0.665921E+00
   18602 0.404889E+00 0.665921E+00
   18603 0.404871E+00 0.665921E+00
   18604 0.404855E+00 0.665921E+00
   18605 0.404836E+00 0.665921E+00
   18606 0.404821E+00 0.665921E+00
   18607 0.404806E+00 0.665921E+00
   18608 0.404782E+00 0.665922E+00
   18609 0.404759E+00 0.665921E+00
   18610 0.404753E+00 0.665921E+00
   18611 0.404731E+00 0.665921E+00
   18612 0.404705E+00 0.665922E+00
   18613 0.404677E+00 0.665921E+00
   18614 0.404661E+00 0.665921E+00
   18615 0.404631E+00 0.665921E+00
   18616 0.404606E+00 0.665921E+00
   18617 0.404579E+00 0.665921E+00
   18618 0.404556E+00 0.665921E+00
   18619 0.404530E+00 0.665921E+00
   18620 0.404504E+00 0.665921E+00
   18621 0.404497E+00 0.665921E+00
   18622 0.404487E+00 0.665921E+00
   18623 0.404456E+00 0.665921E+00
   18624 0.404424E+00 0.665921E+00
   18625 0.404394E+00 0.665921E+00
   18626 0.404362E+00 0.665921E+00
   18627 0.404330E+00 0.665921E+00
   18628 0.404301E+00 0.665921E+00
   18629 0.404269E+00 0.665921E+00
   18630 0.404237E+00 0.665921E+00
   18631 0.404205E+00 0.665921E+00
   18632 0.404174E+00 0.665921E+00
   18633 0.404144E+00 0.665921E+00
   18634 0.404114E+00 0.665921E+00
   18635 0.404088E+00 0.665921E+00
   18636 0.404071E+00 0.665921E+00
   18637 0.404047E+00 0.665921E+00
   18638 0.404023E+00 0.665921E+00
   18639 0.404012E+00 0.665921E+00
   18640 0.404004E+00 0.665921E+00
   18641 0.403981E+00 0.665921E+00
   18642 0.403951E+00 0.665921E+00
   18643 0.403929E+00 0.665921E+00
   18644 0.403898E+00 0.665921E+00
   18645 0.403866E+00 0.665921E+00
   18646 0.403836E+00 0.665921E+00
   18647 0.403807E+00 0.665921E+00
   18648 0.403778E+00 0.665921E+00
   18649 0.403750E+00 0.665921E+00
   18650 0.403718E+00 0.665921E+00
   18651 0.403686E+00 0.665921E+00
   18652 0.403654E+00 0.665921E+00
   18653 0.403622E+00 0.665921E+00
   18654 0.403591E+00 0.665921E+00
   18655 0.403560E+00 0.665921E+00
   18656 0.403529E+00 0.665921E+00
   18657 0.403497E+00 0.665921E+00
   18658 0.403466E+00 0.665921E+00
   18659 0.403434E+00 0.665921E+00
   18660 0.403404E+00 0.665921E+00
   18661 0.403373E+00 0.665921E+00
   18662 0.403344E+00 0.665921E+00
   18663 0.403312E+00 0.665921E+00
   18664 0.403283E+00 0.665921E+00
   18665 0.403252E+00 0.665921E+00
   18666 0.403225E+00 0.665921E+00
   18667 0.403195E+00 0.665921E+00
   18668 0.403172E+00 0.665921E+00
   18669 0.403147E+00 0.665921E+00
   18670 0.403122E+00 0.665921E+00
   18671 0.403094E+00 0.665921E+00
   18672 0.403064E+00 0.665921E+00
   18673 0.403077E+00 0.665921E+00
   18674 0.403070E+00 0.665920E+00
   18675 0.403054E+00 0.665920E+00
   18676 0.403056E+00 0.665920E+00
   18677 0.403061E+00 0.665920E+00
   18678 0.403058E+00 0.665920E+00
   18679 0.403063E+00 0.665920E+00
   18680 0.403078E+00 0.665921E+00
   18681 0.403093E+00 0.665920E+00
   18682 0.403111E+00 0.665920E+00
   18683 0.403109E+00 0.665920E+00
   18684 0.403121E+00 0.665921E+00
   18685 0.403138E+00 0.665921E+00
   18686 0.403135E+00 0.665921E+00
   18687 0.403138E+00 0.665921E+00
   18688 0.403138E+00 0.665920E+00
   18689 0.403141E+00 0.665920E+00
   18690 0.403138E+00 0.665920E+00
   18691 0.403124E+00 0.665920E+00
   18692 0.403110E+00 0.665920E+00
   18693 0.403100E+00 0.665920E+00
   18694 0.403087E+00 0.665920E+00
   18695 0.403061E+00 0.665920E+00
   18696 0.403036E+00 0.665920E+00
   18697 0.403024E+00 0.665920E+00
   18698 0.403026E+00 0.665921E+00
   18699 0.403035E+00 0.665921E+00
   18700 0.403051E+00 0.665920E+00
   18701 0.403050E+00 0.665921E+00
   18702 0.403065E+00 0.665921E+00
   18703 0.403071E+00 0.665921E+00
   18704 0.403081E+00 0.665921E+00
   18705 0.403091E+00 0.665920E+00
   18706 0.403093E+00 0.665920E+00
   18707 0.403101E+00 0.665920E+00
   18708 0.403110E+00 0.665920E+00
   18709 0.403110E+00 0.665920E+00
   18710 0.403102E+00 0.665920E+00
   18711 0.403093E+00 0.665920E+00
   18712 0.403109E+00 0.665920E+00
   18713 0.403110E+00 0.665920E+00
   18714 0.403116E+00 0.665920E+00
   18715 0.403128E+00 0.665920E+00
   18716 0.403150E+00 0.665920E+00
   18717 0.403136E+00 0.665920E+00
   18718 0.403057E+00 0.665920E+00
   18719 0.403048E+00 0.665920E+00
   18720 0.403030E+00 0.665920E+00
   18721 0.403002E+00 0.665920E+00
   18722 0.402993E+00 0.665920E+00
   18723 0.402996E+00 0.665920E+00
   18724 0.402973E+00 0.665920E+00
   18725 0.402960E+00 0.665920E+00
   18726 0.402977E+00 0.665920E+00
   18727 0.402978E+00 0.665920E+00
   18728 0.402974E+00 0.665920E+00
   18729 0.402981E+00 0.665920E+00
   18730 0.402990E+00 0.665920E+00
   18731 0.402958E+00 0.665920E+00
   18732 0.402930E+00 0.665920E+00
   18733 0.402909E+00 0.665920E+00
   18734 0.402895E+00 0.665920E+00
   18735 0.402881E+00 0.665920E+00
   18736 0.402853E+00 0.665920E+00
   18737 0.402822E+00 0.665920E+00
   18738 0.402794E+00 0.665920E+00
   18739 0.402764E+00 0.665920E+00
   18740 0.402734E+00 0.665920E+00
   18741 0.402703E+00 0.665920E+00
   18742 0.402672E+00 0.665920E+00
   18743 0.402640E+00 0.665920E+00
   18744 0.402610E+00 0.665920E+00
   18745 0.402580E+00 0.665920E+00
   18746 0.402562E+00 0.665920E+00
   18747 0.402531E+00 0.665920E+00
   18748 0.402499E+00 0.665920E+00
   18749 0.402468E+00 0.665920E+00
   18750 0.402437E+00 0.665920E+00
   18751 0.402413E+00 0.665920E+00
   18752 0.402384E+00 0.665920E+00
   18753 0.402358E+00 0.665920E+00
   18754 0.402337E+00 0.665920E+00
   18755 0.402313E+00 0.665920E+00
   18756 0.402281E+00 0.665920E+00
   18757 0.402250E+00 0.665920E+00
   18758 0.402218E+00 0.665920E+00
   18759 0.402189E+00 0.665920E+00
   18760 0.402161E+00 0.665920E+00
   18761 0.402131E+00 0.665920E+00
   18762 0.402099E+00 0.665920E+00
   18763 0.402069E+00 0.665920E+00
   18764 0.402037E+00 0.665920E+00
   18765 0.402005E+00 0.665920E+00
   18766 0.401974E+00 0.665920E+00
   18767 0.401942E+00 0.665920E+00
   18768 0.401911E+00 0.665920E+00
   18769 0.401880E+00 0.665920E+00
   18770 0.401848E+00 0.665920E+00
   18771 0.401816E+00 0.665920E+00
   18772 0.401786E+00 0.665920E+00
   18773 0.401754E+00 0.665920E+00
   18774 0.401722E+00 0.665920E+00
   18775 0.401691E+00 0.665920E+00
   18776 0.401659E+00 0.665920E+00
   18777 0.401631E+00 0.665920E+00
   18778 0.401601E+00 0.665920E+00
   18779 0.401570E+00 0.665920E+00
   18780 0.401539E+00 0.665920E+00
   18781 0.401510E+00 0.665920E+00
   18782 0.401478E+00 0.665920E+00
   18783 0.401446E+00 0.665920E+00
   18784 0.401418E+00 0.665920E+00
   18785 0.401389E+00 0.665920E+00
   18786 0.401357E+00 0.665920E+00
   18787 0.401325E+00 0.665920E+00
   18788 0.401293E+00 0.665921E+00
   18789 0.401275E+00 0.665921E+00
   18790 0.401246E+00 0.665921E+00
   18791 0.401241E+00 0.665921E+00
   18792 0.401214E+00 0.665921E+00
   18793 0.401190E+00 0.665920E+00
   18794 0.401166E+00 0.665920E+00
   18795 0.401136E+00 0.665920E+00
   18796 0.401118E+00 0.665920E+00
   18797 0.401099E+00 0.665920E+00
   18798 0.401075E+00 0.665920E+00
   18799 0.401056E+00 0.665920E+00
   18800 0.401034E+00 0.665920E+00
   18801 0.401018E+00 0.665920E+00
   18802 0.400988E+00 0.665920E+00
   18803 0.400956E+00 0.665920E+00
   18804 0.400939E+00 0.665920E+00
   18805 0.400911E+00 0.665920E+00
   18806 0.400882E+00 0.665920E+00
   18807 0.400859E+00 0.665920E+00
   18808 0.400831E+00 0.665920E+00
   18809 0.400800E+00 0.665920E+00
   18810 0.400773E+00 0.665920E+00
   18811 0.400742E+00 0.665920E+00
   18812 0.400718E+00 0.665920E+00
   18813 0.400701E+00 0.665920E+00
   18814 0.400673E+00 0.665920E+00
   18815 0.400644E+00 0.665920E+00
   18816 0.400613E+00 0.665920E+00
   18817 0.400587E+00 0.665920E+00
   18818 0.400557E+00 0.665920E+00
   18819 0.400532E+00 0.665920E+00
   18820 0.400510E+00 0.665920E+00
   18821 0.400489E+00 0.665920E+00
   18822 0.400461E+00 0.665921E+00
   18823 0.400431E+00 0.665921E+00
   18824 0.400408E+00 0.665921E+00
   18825 0.400399E+00 0.665921E+00
   18826 0.400384E+00 0.665921E+00
   18827 0.400376E+00 0.665921E+00
   18828 0.400386E+00 0.665921E+00
   18829 0.400398E+00 0.665921E+00
   18830 0.400400E+00 0.665921E+00
   18831 0.400396E+00 0.665921E+00
   18832 0.400397E+00 0.665921E+00
   18833 0.400392E+00 0.665921E+00
   18834 0.400397E+00 0.665921E+00
   18835 0.400386E+00 0.665921E+00
   18836 0.400392E+00 0.665921E+00
   18837 0.400402E+00 0.665921E+00
   18838 0.400404E+00 0.665921E+00
   18839 0.400405E+00 0.665921E+00
   18840 0.400413E+00 0.665921E+00
   18841 0.400417E+00 0.665921E+00
   18842 0.400436E+00 0.665921E+00
   18843 0.400448E+00 0.665921E+00
   18844 0.400463E+00 0.665921E+00
   18845 0.400457E+00 0.665921E+00
   18846 0.400463E+00 0.665921E+00
   18847 0.400471E+00 0.665921E+00
   18848 0.400475E+00 0.665921E+00
   18849 0.400478E+00 0.665921E+00
   18850 0.400479E+00 0.665921E+00
   18851 0.400493E+00 0.665921E+00
   18852 0.400513E+00 0.665921E+00
   18853 0.400518E+00 0.665921E+00
   18854 0.400530E+00 0.665921E+00
   18855 0.400544E+00 0.665921E+00
   18856 0.400549E+00 0.665921E+00
   18857 0.400563E+00 0.665921E+00
   18858 0.400576E+00 0.665921E+00
   18859 0.400586E+00 0.665921E+00
   18860 0.400595E+00 0.665921E+00
   18861 0.400599E+00 0.665921E+00
   18862 0.400600E+00 0.665921E+00
   18863 0.400602E+00 0.665921E+00
   18864 0.400597E+00 0.665921E+00
   18865 0.400590E+00 0.665921E+00
   18866 0.400591E+00 0.665921E+00
   18867 0.400590E+00 0.665921E+00
   18868 0.400607E+00 0.665921E+00
   18869 0.400621E+00 0.665921E+00
   18870 0.400622E+00 0.665921E+00
   18871 0.400636E+00 0.665921E+00
   18872 0.400645E+00 0.665921E+00
   18873 0.400654E+00 0.665921E+00
   18874 0.400649E+00 0.665921E+00
   18875 0.400643E+00 0.665921E+00
   18876 0.400642E+00 0.665921E+00
   18877 0.400644E+00 0.665921E+00
   18878 0.400619E+00 0.665921E+00
   18879 0.400593E+00 0.665921E+00
   18880 0.400571E+00 0.665921E+00
   18881 0.400550E+00 0.665921E+00
   18882 0.400523E+00 0.665921E+00
   18883 0.400493E+00 0.665921E+00
   18884 0.400468E+00 0.665921E+00
   18885 0.400449E+00 0.665921E+00
   18886 0.400432E+00 0.665921E+00
   18887 0.400419E+00 0.665921E+00
   18888 0.400413E+00 0.665921E+00
   18889 0.400402E+00 0.665921E+00
   18890 0.400395E+00 0.665921E+00
   18891 0.400400E+00 0.665921E+00
   18892 0.400384E+00 0.665921E+00
   18893 0.400387E+00 0.665921E+00
   18894 0.400368E+00 0.665921E+00
   18895 0.400349E+00 0.665921E+00
   18896 0.400332E+00 0.665921E+00
   18897 0.400319E+00 0.665921E+00
   18898 0.400299E+00 0.665921E+00
   18899 0.400277E+00 0.665920E+00
   18900 0.400265E+00 0.665920E+00
   18901 0.400256E+00 0.665920E+00
   18902 0.400250E+00 0.665920E+00
   18903 0.400259E+00 0.665920E+00
   18904 0.400264E+00 0.665920E+00
   18905 0.400270E+00 0.665920E+00
   18906 0.400258E+00 0.665920E+00
   18907 0.400242E+00 0.665921E+00
   18908 0.400231E+00 0.665921E+00
   18909 0.400210E+00 0.665921E+00
   18910 0.400207E+00 0.665921E+00
   18911 0.400211E+00 0.665921E+00
   18912 0.400208E+00 0.665921E+00
   18913 0.400211E+00 0.665921E+00
   18914 0.400209E+00 0.665921E+00
   18915 0.400219E+00 0.665921E+00
   18916 0.400233E+00 0.665921E+00
   18917 0.400232E+00 0.665921E+00
   18918 0.400243E+00 0.665921E+00
   18919 0.400256E+00 0.665921E+00
   18920 0.400252E+00 0.665921E+00
   18921 0.400256E+00 0.665921E+00
   18922 0.400257E+00 0.665920E+00
   18923 0.400252E+00 0.665920E+00
   18924 0.400268E+00 0.665920E+00
   18925 0.400271E+00 0.665920E+00
   18926 0.400286E+00 0.665920E+00
   18927 0.400288E+00 0.665920E+00
   18928 0.400293E+00 0.665920E+00
   18929 0.400303E+00 0.665920E+00
   18930 0.400302E+00 0.665920E+00
   18931 0.400302E+00 0.665920E+00
   18932 0.400295E+00 0.665920E+00
   18933 0.400285E+00 0.665920E+00
   18934 0.400273E+00 0.665920E+00
   18935 0.400266E+00 0.665920E+00
   18936 0.400254E+00 0.665920E+00
   18937 0.400250E+00 0.665920E+00
   18938 0.400252E+00 0.665920E+00
   18939 0.400257E+00 0.665920E+00
   18940 0.400267E+00 0.665920E+00
   18941 0.400269E+00 0.665920E+00
   18942 0.400284E+00 0.665920E+00
   18943 0.400300E+00 0.665920E+00
   18944 0.400313E+00 0.665920E+00
   18945 0.400320E+00 0.665920E+00
   18946 0.400336E+00 0.665920E+00
   18947 0.400329E+00 0.665920E+00
   18948 0.400326E+00 0.665920E+00
   18949 0.400322E+00 0.665920E+00
   18950 0.400329E+00 0.665920E+00
   18951 0.400327E+00 0.665920E+00
   18952 0.400322E+00 0.665920E+00
   18953 0.400316E+00 0.665920E+00
   18954 0.400321E+00 0.665920E+00
   18955 0.400312E+00 0.665920E+00
   18956 0.400302E+00 0.665920E+00
   18957 0.400292E+00 0.665920E+00
   18958 0.400276E+00 0.665920E+00
   18959 0.400268E+00 0.665920E+00
   18960 0.400277E+00 0.665920E+00
   18961 0.400245E+00 0.665920E+00
   18962 0.400215E+00 0.665920E+00
   18963 0.400184E+00 0.665920E+00
   18964 0.400157E+00 0.665920E+00
   18965 0.400128E+00 0.665920E+00
   18966 0.400098E+00 0.665920E+00
   18967 0.400068E+00 0.665920E+00
   18968 0.400038E+00 0.665920E+00
   18969 0.400007E+00 0.665920E+00
   18970 0.399976E+00 0.665920E+00
   18971 0.399946E+00 0.665920E+00
   18972 0.399918E+00 0.665920E+00
   18973 0.399917E+00 0.665920E+00
   18974 0.399914E+00 0.665920E+00
   18975 0.399910E+00 0.665920E+00
   18976 0.399904E+00 0.665920E+00
   18977 0.399884E+00 0.665920E+00
   18978 0.399880E+00 0.665920E+00
   18979 0.399881E+00 0.665920E+00
   18980 0.399869E+00 0.665920E+00
   18981 0.399848E+00 0.665920E+00
   18982 0.399832E+00 0.665920E+00
   18983 0.399827E+00 0.665920E+00
   18984 0.399843E+00 0.665920E+00
   18985 0.399849E+00 0.665920E+00
   18986 0.399863E+00 0.665920E+00
   18987 0.399873E+00 0.665920E+00
   18988 0.399883E+00 0.665920E+00
   18989 0.399882E+00 0.665920E+00
   18990 0.399890E+00 0.665920E+00
   18991 0.399893E+00 0.665920E+00
   18992 0.399886E+00 0.665920E+00
   18993 0.399876E+00 0.665920E+00
   18994 0.399862E+00 0.665920E+00
   18995 0.399847E+00 0.665920E+00
   18996 0.399841E+00 0.665920E+00
   18997 0.399834E+00 0.665920E+00
   18998 0.399848E+00 0.665920E+00
   18999 0.399854E+00 0.665920E+00
   19000 0.399870E+00 0.665920E+00
   19001 0.399893E+00 0.665920E+00
   19002 0.399892E+00 0.665920E+00
   19003 0.399894E+00 0.665920E+00
   19004 0.399904E+00 0.665920E+00
   19005 0.399909E+00 0.665920E+00
   19006 0.399908E+00 0.665920E+00
   19007 0.399925E+00 0.665920E+00
   19008 0.399929E+00 0.665920E+00
   19009 0.399945E+00 0.665920E+00
   19010 0.399954E+00 0.665920E+00
   19011 0.399947E+00 0.665920E+00
   19012 0.399959E+00 0.665920E+00
   19013 0.399961E+00 0.665920E+00
   19014 0.399960E+00 0.665920E+00
   19015 0.399972E+00 0.665920E+00
   19016 0.399983E+00 0.665920E+00
   19017 0.399968E+00 0.665920E+00
   19018 0.399976E+00 0.665920E+00
   19019 0.399980E+00 0.665920E+00
   19020 0.399992E+00 0.665920E+00
   19021 0.399996E+00 0.665920E+00
   19022 0.400016E+00 0.665920E+00
   19023 0.400034E+00 0.665920E+00
   19024 0.400055E+00 0.665920E+00
   19025 0.400056E+00 0.665920E+00
   19026 0.400067E+00 0.665920E+00
   19027 0.400069E+00 0.665920E+00
   19028 0.400077E+00 0.665920E+00
