# Temperature =   0.8000000000000000E+01
# disorder configuration = 1
# stripe magnitudes =   0.2972873049999968E+00   0.2825406050000015E+00
# expected mean locnem =  -0.3420219296157700E-01
# measured mean locnem =   0.2521790000000000E-02
# ix iy iz isite occu <s(isite)> <locnem(isite)>
     0      0      0      0   1   0.7948000000E-01   0.3630620000E+01
     1      0      0      1   1   0.7310000000E-01   0.3170860000E+01
     2      0      0      2   1   0.5078000000E-01   0.1986120000E+01
     3      0      0      3   1   0.2472000000E-01   0.2070400000E+00
     4      0      0      4   1   0.7300000000E-02  -0.1483160000E+01
     5      0      0      5   1  -0.3120000000E-02  -0.2113800000E+01
     6      0      0      6   1   0.4640000000E-02  -0.1589320000E+01
     7      0      0      7   1  -0.1600000000E-03  -0.1141200000E+01
     8      0      0      8   1   0.2180000000E-02  -0.8864600000E+00
     9      0      0      9   1   0.3240000000E-02  -0.9552000000E+00
    10      0      0     10   1   0.2462000000E-01  -0.9850000000E-01
    11      0      0     11   1   0.6968000000E-01   0.2414160000E+01
    12      0      0     12   1   0.7634000000E-01   0.3339260000E+01
    13      0      0     13   1   0.7730000000E-01   0.3505960000E+01
    14      0      0     14   1   0.7728000000E-01   0.3291960000E+01
    15      0      0     15   1   0.7476000000E-01   0.2639320000E+01
    16      0      0     16   1   0.7098000000E-01   0.2446320000E+01
    17      0      0     17   1   0.7142000000E-01   0.2644480000E+01
    18      0      0     18   1   0.7532000000E-01   0.2957440000E+01
    19      0      0     19   1   0.7876000000E-01   0.3596080000E+01
     0      1      0     20   1  -0.7868000000E-01   0.3750160000E+01
     1      1      0     21   1  -0.7812000000E-01   0.3583240000E+01
     2      1      0     22   1  -0.7200000000E-01   0.2955040000E+01
     3      1      0     23   1  -0.5636000000E-01   0.1985260000E+01
     4      1      0     24   1  -0.3340000000E-01   0.8159000000E+00
     5      1      0     25   1  -0.1568000000E-01  -0.7974000000E+00
     6      1      0     26   1   0.3260000000E-02  -0.9912800000E+00
     7      1      0     27   1  -0.1010000000E-01  -0.4427200000E+00
     8      1      0     28   1  -0.1936000000E-01   0.2243200000E+00
     9      1      0     29   1  -0.2820000000E-01  -0.4786000000E-01
    10      1      0     30   1  -0.3674000000E-01   0.9541000000E+00
    11      1      0     31   1  -0.6766000000E-01   0.2806560000E+01
    12      1      0     32   1  -0.7722000000E-01   0.3470940000E+01
    13      1      0     33   1  -0.7834000000E-01   0.3707540000E+01
    14      1      0     34   1  -0.7830000000E-01   0.3536460000E+01
    15      1      0     35   1  -0.6884000000E-01   0.2921520000E+01
    16      1      0     36   1  -0.6732000000E-01   0.2755000000E+01
    17      1      0     37   1  -0.7430000000E-01   0.3150300000E+01
    18      1      0     38   1  -0.7578000000E-01   0.3354880000E+01
    19      1      0     39   1  -0.7802000000E-01   0.3639020000E+01
     0      2      0     40   1   0.8054000000E-01   0.3811180000E+01
     1      2      0     41   1   0.8174000000E-01   0.3792260000E+01
     2      2      0     42   1   0.7902000000E-01   0.3365400000E+01
     3      2      0     43   1   0.5646000000E-01   0.2195340000E+01
     4      2      0     44   1   0.4076000000E-01   0.8595600000E+00
     5      2      0     45   1   0.1142000000E-01  -0.1605600000E+00
     6      2      0     46   1   0.1414000000E-01  -0.5395600000E+00
     7      2      0     47   1  -0.6620000000E-02  -0.7529400000E+00
     8      2      0     48   1   0.1540000000E-01  -0.8718000000E-01
     9      2      0     49   1   0.1080000000E-02  -0.6362400000E+00
    10      2      0     50   1   0.3814000000E-01   0.8451000000E+00
    11      2      0     51   1   0.5920000000E-01   0.2471620000E+01
    12      2      0     52   1   0.6724000000E-01   0.2993900000E+01
    13      2      0     53   1   0.7528000000E-01   0.3357980000E+01
    14      2      0     54   1   0.7172000000E-01   0.3021180000E+01
    15      2      0     55   1   0.5070000000E-01   0.2158320000E+01
    16      2      0     56   1   0.5548000000E-01   0.2131800000E+01
